message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",1,"{(1,)}","{('?', 3, '?')}"
"(1, 1, 10, 0)",1,"{(1, 10)}","{(0, 3, '?')}"
"(1, 1, 11, 0)",1,"{(1, 11)}","{(0, 3, '?')}"
"(1, 1, 12, 0)",1,"{(1, 12)}","{(2, 3, '?')}"
"(1, 1, 2, 0)",2,"{(1, 2)}","{('?', 3, '?')}"
"(1, 12, 12, 0)",1,"{(1, 12)}","{(2, 3, 2)}"
"(1, 12, 2, 0)",1,"{(1, 2, 12)}","{(2, 3, 1)}"
"(1, 2, 2, 0)",1,"{(1, 2)}","{('?', 3, 1)}"
"(1, 3, 12, 0)",1,"{(1, 3, 12)}","{(0, 3, 3)}"
"(1, 3, 2, 0)",1,"{(1, 2, 3)}","{('?', 3, 3)}"
"(1, 3, 3, 0)",1,"{(1, 3)}","{(1, 3, 3)}"
"(1, 6, 12, 0)",1,"{(1, 12, 6)}","{(2, 3, 0)}"
"(1, 6, 6, 0)",1,"{(1, 6)}","{('?', 3, 0)}"
"(10, 10, 10, 0)",1,"{(10,)}","{(1, '?', 2)}"
"(10, 10, 12, 0)",1,"{(10, 12)}","{(0, '?', 2)}"
"(10, 12, 12, 0)",1,"{(10, 12)}","{(2, '?', 2)}"
"(11, 11, 1, 0)",1,"{(1, 11)}","{('?', 0, '?')}"
"(11, 11, 11, 0)",1,"{(11,)}","{(1, 0, '?')}"
"(11, 11, 2, 0)",1,"{(2, 11)}","{(1, 0, 3)}"
"(11, 11, 5, 0)",1,"{(11, 5)}","{(1, 0, 1)}"
"(11, 12, 12, 0)",1,"{(11, 12)}","{('?', 0, 2)}"
"(11, 12, 2, 0)",1,"{(2, 11, 12)}","{('?', 0, 3)}"
"(11, 14, 14, 0)",1,"{(11, 14)}","{(1, 0, 0)}"
"(11, 2, 2, 0)",1,"{(2, 11)}","{(0, 0, 3)}"
"(11, 3, 12, 0)",1,"{(3, 11, 12)}","{(0, 0, '?')}"
"(11, 3, 2, 0)",2,"{(3, 2, 11)}","{('?', 0, '?')}"
"(11, 3, 3, 0)",1,"{(3, 11)}","{('?', 0, 0)}"
"(11, 5, 5, 0)",1,"{(11, 5)}","{(1, 0, 1)}"
"(12, 12, 12, 0)",1,"{(12,)}","{(2, 0, 2)}"
"(12, 12, 2, 0)",1,"{(2, 12)}","{(3, 0, 3)}"
"(12, 2, 2, 0)",2,"{(2, 12)}","{(2, '?', 1)}"
"(13, 1, 2, 0)",1,"{(1, 2, 13)}","{(3, 3, 1)}"
"(13, 1, 6, 0)",1,"{(1, 13, 6)}","{(3, 3, 0)}"
"(13, 12, 12, 0)",1,"{(12, 13)}","{(3, 0, 2)}"
"(13, 12, 2, 0)",1,"{(2, 12, 13)}","{(3, 0, 1)}"
"(13, 13, 12, 0)",1,"{(12, 13)}","{(3, 0, '?')}"
"(13, 13, 13, 0)",1,"{(13,)}","{(3, '?', '?')}"
"(13, 13, 2, 0)",1,"{(2, 13)}","{(3, '?', 1)}"
"(13, 13, 6, 0)",1,"{(13, 6)}","{(3, '?', 0)}"
"(13, 6, 2, 0)",1,"{(2, 13, 6)}","{(3, 2, 1)}"
"(13, 6, 6, 0)",1,"{(13, 6)}","{(3, 3, 0)}"
"(14, 11, 1, 0)",1,"{(1, 11, 14)}","{(0, 1, '?')}"
"(14, 11, 2, 0)",1,"{(2, 11, 14)}","{(0, 1, '?')}"
"(14, 12, 12, 0)",1,"{(12, 14)}","{(0, 1, 2)}"
"(14, 12, 2, 0)",1,"{(2, 12, 14)}","{(0, 1, 3)}"
"(14, 14, 11, 0)",1,"{(11, 14)}","{(0, 1, 0)}"
"(14, 14, 3, 0)",1,"{(3, 14)}","{(0, '?', 0)}"
"(14, 2, 2, 0)",1,"{(2, 14)}","{(2, '?', 3)}"
"(14, 3, 2, 0)",1,"{(2, 3, 14)}","{(2, '?', 0)}"
"(14, 3, 3, 0)",1,"{(3, 14)}","{('?', '?', 0)}"
"(2, 2, 2, 0)",1,"{(2,)}","{('?', '?', 1)}"
"(3, 10, 10, 0)",1,"{(10, 3)}","{(1, '?', '?')}"
"(3, 10, 12, 0)",1,"{(10, 3, 12)}","{(0, '?', '?')}"
"(3, 12, 2, 0)",1,"{(2, 3, 12)}","{(2, '?', '?')}"
"(3, 14, 14, 0)",1,"{(3, 14)}","{(1, '?', 0)}"
"(3, 2, 2, 0)",1,"{(2, 3)}","{('?', '?', 3)}"
"(3, 2, 3, 0)",1,"{(2, 3)}","{(1, '?', 3)}"
"(3, 3, 10, 0)",1,"{(10, 3)}","{(1, '?', 3)}"
"(3, 3, 12, 0)",1,"{(3, 12)}","{(0, '?', '?')}"
"(3, 3, 14, 0)",1,"{(3, 14)}","{(1, '?', 1)}"
"(3, 3, 2, 0)",1,"{(2, 3)}","{(0, '?', 1)}"
"(3, 3, 3, 0)",1,"{(3,)}","{(1, '?', 1)}"
"(3, 3, 8, 0)",1,"{(8, 3)}","{(1, '?', 3)}"
"(5, 11, 11, 0)",1,"{(11, 5)}","{(1, 1, '?')}"
"(5, 11, 12, 0)",1,"{(11, 12, 5)}","{(1, 1, 2)}"
"(5, 11, 2, 0)",1,"{(2, 11, 5)}","{(1, 1, 3)}"
"(5, 12, 12, 0)",1,"{(12, 5)}","{('?', 1, 2)}"
"(5, 12, 2, 0)",2,"{(2, 12, 5)}","{('?', 1, '?')}"
"(5, 13, 12, 0)",1,"{(13, 12, 5)}","{(3, 1, '?')}"
"(5, 13, 13, 0)",1,"{(13, 5)}","{(3, 1, 0)}"
"(5, 14, 12, 0)",1,"{(12, 5, 14)}","{('?', 1, 0)}"
"(5, 14, 14, 0)",1,"{(5, 14)}","{(1, 1, 0)}"
"(5, 14, 2, 0)",2,"{(2, 5, 14)}","{('?', 1, '?')}"
"(5, 2, 2, 0)",1,"{(2, 5)}","{(2, 1, 1)}"
"(5, 5, 12, 0)",1,"{(12, 5)}","{('?', 1, '?')}"
"(5, 5, 2, 0)",1,"{(2, 5)}","{('?', 1, 1)}"
"(5, 5, 5, 0)",1,"{(5,)}","{(1, 1, 1)}"
"(6, 10, 10, 0)",1,"{(10, 6)}","{(1, 3, 2)}"
"(6, 10, 12, 0)",1,"{(10, 12, 6)}","{(0, 3, 2)}"
"(6, 12, 12, 0)",1,"{(12, 6)}","{(2, 3, 2)}"
"(6, 13, 12, 0)",1,"{(12, 13, 6)}","{(3, 3, 2)}"
"(6, 6, 12, 0)",1,"{(12, 6)}","{('?', 3, 2)}"
"(7, 1, 12, 0)",1,"{(1, 12, 7)}","{(2, 2, 2)}"
"(7, 1, 2, 0)",1,"{(1, 2, 7)}","{('?', 2, 3)}"
"(7, 1, 8, 0)",1,"{(8, 1, 7)}","{(0, 2, '?')}"
"(7, 13, 6, 0)",1,"{(13, 6, 7)}","{(3, 2, 0)}"
"(7, 14, 14, 0)",1,"{(14, 7)}","{(1, 2, 0)}"
"(7, 14, 3, 0)",1,"{(3, 14, 7)}","{(0, 2, 0)}"
"(7, 2, 2, 0)",1,"{(2, 7)}","{(2, 2, 3)}"
"(7, 3, 2, 0)",1,"{(2, 3, 7)}","{(0, 2, 3)}"
"(7, 3, 3, 0)",1,"{(3, 7)}","{(1, 2, 3)}"
"(7, 6, 10, 0)",1,"{(10, 6, 7)}","{(1, 2, 2)}"
"(7, 6, 13, 0)",1,"{(13, 6, 7)}","{(3, 2, 2)}"
"(7, 6, 6, 0)",1,"{(6, 7)}","{('?', 2, 2)}"
"(7, 7, 1, 0)",1,"{(1, 7)}","{('?', 2, '?')}"
"(7, 7, 14, 0)",1,"{(14, 7)}","{(1, 2, 1)}"
"(7, 7, 2, 0)",1,"{(2, 7)}","{('?', 2, 1)}"
"(7, 7, 3, 0)",2,"{(3, 7)}","{('?', 2, '?')}"
"(7, 7, 6, 0)",1,"{(6, 7)}","{('?', 2, '?')}"
"(7, 7, 7, 0)",1,"{(7,)}","{('?', 2, 0)}"
"(7, 8, 8, 0)",1,"{(8, 7)}","{(1, 2, '?')}"
"(8, 6, 6, 0)",1,"{(8, 6)}","{(1, 3, 0)}"
"(8, 8, 6, 0)",1,"{(8, 6)}","{(1, 3, 0)}"
"(8, 8, 8, 0)",1,"{(8,)}","{(1, 3, '?')}"
