message,count,symbols,fixed_attribute_values
"(1, 1, 1, 1, 0)",202,"{(1,)}","{('?', 0, '?', '?')}"
"(1, 1, 1, 10, 0)",3,"{(1, 10)}","{('?', 0, 2, '?')}"
"(1, 1, 1, 16, 0)",1,"{(16, 1)}","{(6, 0, 7, 1)}"
"(1, 1, 1, 2, 0)",2,"{(1, 2)}","{(4, 0, '?', '?')}"
"(1, 1, 1, 24, 0)",1,"{(24, 1)}","{(3, 0, 4, '?')}"
"(1, 1, 1, 7, 0)",1,"{(1, 7)}","{(6, 0, '?', 1)}"
"(1, 1, 1, 8, 0)",6,"{(8, 1)}","{('?', 0, '?', '?')}"
"(1, 1, 1, 9, 0)",1,"{(1, 9)}","{(6, 0, '?', 3)}"
"(1, 1, 10, 1, 0)",1,"{(1, 10)}","{(5, 0, 2, 0)}"
"(1, 1, 10, 10, 0)",4,"{(1, 10)}","{('?', 0, 2, '?')}"
"(1, 1, 16, 1, 0)",3,"{(16, 1)}","{('?', 0, 7, '?')}"
"(1, 1, 16, 16, 0)",5,"{(16, 1)}","{('?', 0, 7, '?')}"
"(1, 1, 17, 1, 0)",1,"{(1, 17)}","{(6, 0, 3, 0)}"
"(1, 1, 2, 1, 0)",1,"{(1, 2)}","{(2, 0, '?', 6)}"
"(1, 1, 2, 11, 0)",1,"{(1, 2, 11)}","{(4, 0, '?', 4)}"
"(1, 1, 2, 2, 0)",1,"{(1, 2)}","{(4, 0, '?', '?')}"
"(1, 1, 20, 1, 0)",1,"{(1, 20)}","{(7, 0, '?', 5)}"
"(1, 1, 22, 1, 0)",1,"{(1, 22)}","{(4, 0, 0, 0)}"
"(1, 1, 22, 22, 0)",1,"{(1, 22)}","{(6, 0, 0, 2)}"
"(1, 1, 24, 1, 0)",1,"{(24, 1)}","{(3, 0, 4, '?')}"
"(1, 1, 26, 1, 0)",1,"{(1, 26)}","{(0, 0, 3, 7)}"
"(1, 1, 7, 1, 0)",1,"{(1, 7)}","{(6, 0, '?', 3)}"
"(1, 1, 7, 8, 0)",1,"{(8, 1, 7)}","{(6, 0, '?', 3)}"
"(1, 1, 8, 1, 0)",1,"{(8, 1)}","{(5, 0, '?', 2)}"
"(1, 1, 8, 11, 0)",2,"{(8, 1, 11)}","{('?', 0, '?', '?')}"
"(1, 1, 8, 8, 0)",3,"{(8, 1)}","{('?', 0, '?', '?')}"
"(1, 1, 8, 9, 0)",1,"{(8, 1, 9)}","{(1, 0, '?', 6)}"
"(1, 1, 9, 1, 0)",1,"{(1, 9)}","{(6, 0, '?', 2)}"
"(1, 1, 9, 7, 0)",1,"{(1, 9, 7)}","{(6, 0, '?', 3)}"
"(1, 1, 9, 8, 0)",1,"{(8, 1, 9)}","{('?', 0, '?', 6)}"
"(1, 10, 1, 1, 0)",1,"{(1, 10)}","{(7, 0, 2, 5)}"
"(1, 10, 1, 10, 0)",1,"{(1, 10)}","{('?', 0, 2, 4)}"
"(1, 10, 10, 10, 0)",4,"{(1, 10)}","{('?', 0, 2, '?')}"
"(1, 11, 11, 1, 0)",2,"{(1, 11)}","{(4, 0, '?', '?')}"
"(1, 11, 11, 11, 0)",1,"{(1, 11)}","{(4, 0, '?', 6)}"
"(1, 11, 7, 9, 0)",1,"{(1, 11, 9, 7)}","{(6, 0, '?', 2)}"
"(1, 16, 1, 1, 0)",12,"{(16, 1)}","{('?', 0, 7, '?')}"
"(1, 16, 1, 16, 0)",4,"{(16, 1)}","{('?', 0, 7, '?')}"
"(1, 16, 16, 1, 0)",8,"{(16, 1)}","{('?', 0, 7, '?')}"
"(1, 16, 16, 16, 0)",26,"{(16, 1)}","{('?', 0, 7, '?')}"
"(1, 17, 1, 1, 0)",3,"{(1, 17)}","{('?', 0, '?', '?')}"
"(1, 17, 1, 17, 0)",1,"{(1, 17)}","{(7, 0, '?', 0)}"
"(1, 17, 1, 9, 0)",1,"{(1, 17, 9)}","{(5, 0, 7, 0)}"
"(1, 17, 11, 2, 0)",1,"{(1, 2, 11, 17)}","{(4, 0, '?', 5)}"
"(1, 17, 11, 8, 0)",1,"{(8, 1, 11, 17)}","{(4, 0, '?', 2)}"
"(1, 17, 17, 1, 0)",2,"{(1, 17)}","{('?', 0, '?', 0)}"
"(1, 17, 17, 17, 0)",3,"{(1, 17)}","{('?', 0, '?', 0)}"
"(1, 17, 8, 1, 0)",1,"{(8, 1, 17)}","{(4, 0, '?', 4)}"
"(1, 2, 2, 2, 0)",1,"{(1, 2)}","{(4, 0, '?', 4)}"
"(1, 22, 1, 1, 0)",8,"{(1, 22)}","{('?', 0, 0, '?')}"
"(1, 22, 22, 22, 0)",3,"{(1, 22)}","{('?', 0, 0, '?')}"
"(1, 24, 1, 1, 0)",1,"{(24, 1)}","{(0, 0, 4, 6)}"
"(1, 26, 1, 1, 0)",8,"{(1, 26)}","{('?', 0, 3, '?')}"
"(1, 27, 17, 17, 0)",1,"{(1, 27, 17)}","{(5, '?', '?', 4)}"
"(1, 7, 1, 1, 0)",1,"{(1, 7)}","{(6, 0, '?', 6)}"
"(1, 7, 1, 7, 0)",1,"{(1, 7)}","{(6, 0, '?', 3)}"
"(1, 7, 7, 7, 0)",1,"{(1, 7)}","{(6, 0, '?', 3)}"
"(1, 7, 8, 8, 0)",1,"{(8, 1, 7)}","{(6, 0, '?', 6)}"
"(1, 8, 1, 1, 0)",5,"{(8, 1)}","{('?', 0, '?', '?')}"
"(1, 8, 1, 9, 0)",1,"{(8, 1, 9)}","{(1, 0, '?', 2)}"
"(1, 8, 8, 1, 0)",1,"{(8, 1)}","{(7, 0, '?', 2)}"
"(1, 8, 8, 8, 0)",38,"{(8, 1)}","{('?', 0, 5, '?')}"
"(1, 9, 7, 7, 0)",1,"{(1, 9, 7)}","{(6, '?', '?', 4)}"
"(10, 1, 1, 1, 0)",1,"{(1, 10)}","{(0, 0, 2, 5)}"
"(10, 1, 1, 10, 0)",1,"{(1, 10)}","{(0, 0, 2, 5)}"
"(10, 1, 10, 10, 0)",1,"{(1, 10)}","{(6, 0, 2, '?')}"
"(10, 10, 10, 10, 0)",501,"{(10,)}","{('?', '?', 2, '?')}"
"(10, 10, 10, 11, 0)",1,"{(10, 11)}","{(4, 0, 2, 6)}"
"(10, 10, 10, 14, 0)",39,"{(10, 14)}","{('?', 4, 2, '?')}"
"(10, 10, 10, 15, 0)",30,"{(10, 15)}","{('?', 5, 2, '?')}"
"(10, 10, 10, 17, 0)",1,"{(17, 10)}","{(5, 5, 2, 0)}"
