message,count,symbols,fixed_attribute_values
"(1, 1, 1, 1, 0)",97,"{(1,)}","{('?', '?', '?', 0)}"
"(1, 1, 1, 3, 0)",4,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 1, 1, 8, 0)",5,"{(8, 1)}","{('?', '?', 3, 0)}"
"(1, 1, 3, 1, 0)",5,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 1, 3, 3, 0)",2,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 1, 8, 1, 0)",3,"{(8, 1)}","{('?', '?', 3, 0)}"
"(1, 1, 8, 8, 0)",3,"{(8, 1)}","{('?', '?', 3, 0)}"
"(1, 3, 1, 1, 0)",6,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 3, 1, 3, 0)",4,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 3, 3, 1, 0)",4,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 3, 3, 3, 0)",3,"{(1, 3)}","{('?', '?', 0, 0)}"
"(1, 7, 1, 1, 0)",5,"{(1, 7)}","{('?', '?', 2, 0)}"
"(1, 7, 7, 1, 0)",4,"{(1, 7)}","{('?', '?', 2, 0)}"
"(1, 8, 1, 1, 0)",4,"{(8, 1)}","{('?', '?', 3, 0)}"
"(1, 8, 1, 8, 0)",1,"{(8, 1)}","{(3, '?', 3, 0)}"
"(1, 8, 8, 1, 0)",3,"{(8, 1)}","{('?', '?', 3, 0)}"
"(1, 8, 8, 8, 0)",3,"{(8, 1)}","{('?', '?', 3, 0)}"
"(10, 10, 10, 10, 0)",78,"{(10,)}","{('?', '?', '?', 2)}"
"(10, 10, 10, 8, 0)",7,"{(8, 10)}","{('?', '?', 3, 2)}"
"(10, 10, 3, 10, 0)",1,"{(10, 3)}","{(1, 1, 0, 2)}"
"(10, 10, 8, 10, 0)",5,"{(8, 10)}","{('?', '?', 3, 2)}"
"(10, 10, 8, 8, 0)",7,"{(8, 10)}","{('?', '?', 3, 2)}"
"(10, 3, 10, 10, 0)",1,"{(10, 3)}","{(2, 3, 0, 2)}"
"(10, 8, 8, 10, 0)",1,"{(8, 10)}","{(2, 3, 3, 2)}"
"(10, 8, 8, 8, 0)",3,"{(8, 10)}","{('?', '?', 3, 2)}"
"(11, 11, 11, 11, 0)",3,"{(11,)}","{(0, '?', '?', '?')}"
"(11, 11, 8, 8, 0)",1,"{(8, 11)}","{(0, 1, 3, 3)}"
"(11, 8, 8, 8, 0)",3,"{(8, 11)}","{(0, '?', 3, '?')}"
"(11, 9, 9, 11, 0)",1,"{(9, 11)}","{(0, 1, '?', 3)}"
"(14, 10, 10, 10, 0)",2,"{(10, 14)}","{('?', '?', '?', 2)}"
"(14, 11, 11, 11, 0)",2,"{(11, 14)}","{('?', 1, '?', '?')}"
"(14, 14, 11, 11, 0)",2,"{(11, 14)}","{('?', 1, '?', '?')}"
"(14, 14, 14, 14, 0)",2,"{(14,)}","{(1, '?', '?', '?')}"
"(14, 14, 14, 3, 0)",1,"{(3, 14)}","{(1, 3, '?', '?')}"
"(14, 14, 14, 7, 0)",1,"{(14, 7)}","{(1, 2, '?', '?')}"
"(14, 14, 3, 0, 0)",1,"{(0, 3, 14)}","{(1, 3, '?', '?')}"
"(14, 14, 3, 3, 0)",2,"{(3, 14)}","{('?', '?', '?', '?')}"
"(14, 14, 7, 7, 0)",4,"{(14, 7)}","{('?', 2, '?', '?')}"
"(14, 7, 7, 7, 0)",5,"{(14, 7)}","{('?', 2, '?', '?')}"
"(14, 8, 7, 7, 0)",1,"{(8, 14, 7)}","{(1, 2, 3, '?')}"
"(14, 8, 8, 8, 0)",1,"{(8, 14)}","{(1, 3, 3, '?')}"
"(2, 10, 10, 10, 0)",14,"{(2, 10)}","{('?', '?', 1, 2)}"
"(2, 10, 10, 2, 0)",3,"{(2, 10)}","{('?', '?', 1, 2)}"
"(2, 10, 2, 10, 0)",2,"{(2, 10)}","{(2, '?', 1, 2)}"
"(2, 10, 2, 2, 0)",1,"{(2, 10)}","{(2, 0, 1, 2)}"
"(2, 10, 8, 8, 0)",1,"{(8, 2, 10)}","{(2, 0, 3, 2)}"
"(2, 11, 11, 11, 0)",1,"{(2, 11)}","{(0, 1, 1, '?')}"
"(2, 2, 10, 10, 0)",2,"{(2, 10)}","{(2, '?', 1, 2)}"
"(2, 2, 10, 2, 0)",1,"{(2, 10)}","{(2, 3, 1, 2)}"
"(2, 2, 11, 11, 0)",1,"{(2, 11)}","{(0, 1, 1, '?')}"
"(2, 2, 2, 10, 0)",2,"{(2, 10)}","{(2, '?', 1, 2)}"
"(2, 2, 2, 2, 0)",28,"{(2,)}","{('?', '?', 1, '?')}"
"(2, 2, 2, 4, 0)",1,"{(2, 4)}","{(1, '?', 1, 1)}"
"(2, 2, 4, 2, 0)",1,"{(2, 4)}","{(3, 0, 1, 1)}"
"(2, 2, 6, 2, 0)",1,"{(2, 6)}","{(3, 0, 1, 1)}"
"(2, 2, 7, 7, 0)",3,"{(2, 7)}","{(2, '?', '?', '?')}"
"(2, 4, 2, 2, 0)",1,"{(2, 4)}","{('?', 0, 1, 1)}"
"(2, 4, 2, 4, 0)",4,"{(2, 4)}","{('?', '?', 1, 1)}"
"(2, 4, 4, 2, 0)",2,"{(2, 4)}","{(2, '?', 1, 1)}"
"(2, 4, 4, 4, 0)",4,"{(2, 4)}","{('?', '?', 1, 1)}"
"(2, 7, 7, 7, 0)",1,"{(2, 7)}","{(3, 0, '?', '?')}"
"(2, 8, 8, 8, 0)",6,"{(8, 2)}","{('?', '?', 3, '?')}"
"(3, 1, 1, 1, 0)",1,"{(1, 3)}","{(0, 1, 0, 0)}"
"(3, 1, 3, 1, 0)",3,"{(1, 3)}","{('?', '?', 0, 0)}"
"(3, 1, 3, 3, 0)",3,"{(1, 3)}","{('?', '?', 0, 0)}"
"(3, 10, 10, 10, 0)",3,"{(10, 3)}","{('?', '?', 0, 2)}"
"(3, 3, 1, 1, 0)",2,"{(1, 3)}","{('?', '?', 0, 0)}"
"(3, 3, 1, 3, 0)",2,"{(1, 3)}","{('?', '?', 0, 0)}"
"(3, 3, 10, 10, 0)",1,"{(10, 3)}","{(0, 3, 0, 2)}"
"(3, 3, 3, 1, 0)",3,"{(1, 3)}","{('?', '?', 0, 0)}"
"(3, 3, 3, 3, 0)",51,"{(3,)}","{('?', '?', 0, '?')}"
"(3, 3, 3, 4, 0)",5,"{(3, 4)}","{('?', '?', 0, 1)}"
"(3, 3, 3, 9, 0)",4,"{(9, 3)}","{('?', '?', 0, 3)}"
"(3, 3, 4, 3, 0)",6,"{(3, 4)}","{('?', '?', 0, 1)}"
"(3, 3, 9, 3, 0)",4,"{(9, 3)}","{('?', '?', 0, 3)}"
"(3, 3, 9, 9, 0)",7,"{(9, 3)}","{('?', '?', 0, 3)}"
"(3, 4, 3, 3, 0)",3,"{(3, 4)}","{('?', '?', 0, 1)}"
"(3, 4, 4, 3, 0)",1,"{(3, 4)}","{(0, 0, 0, 1)}"
"(3, 9, 3, 3, 0)",2,"{(9, 3)}","{('?', '?', 0, 3)}"
"(3, 9, 3, 9, 0)",4,"{(9, 3)}","{('?', '?', 0, 3)}"
"(3, 9, 9, 3, 0)",1,"{(9, 3)}","{(1, '?', 0, 3)}"
"(3, 9, 9, 9, 0)",8,"{(9, 3)}","{('?', '?', 0, 3)}"
"(4, 2, 2, 2, 0)",3,"{(2, 4)}","{('?', '?', 1, 1)}"
"(4, 2, 2, 4, 0)",1,"{(2, 4)}","{(3, '?', 1, 1)}"
"(4, 2, 4, 2, 0)",2,"{(2, 4)}","{('?', '?', 1, 1)}"
"(4, 2, 4, 4, 0)",2,"{(2, 4)}","{('?', '?', 1, 1)}"
"(4, 3, 3, 4, 0)",2,"{(3, 4)}","{('?', '?', 0, 1)}"
"(4, 3, 4, 3, 0)",1,"{(3, 4)}","{(0, 1, 0, 1)}"
"(4, 4, 2, 4, 0)",2,"{(2, 4)}","{('?', 3, 1, 1)}"
"(4, 4, 2, 6, 0)",1,"{(2, 4, 6)}","{(3, 3, 1, 1)}"
"(4, 4, 3, 4, 0)",2,"{(3, 4)}","{('?', 1, 0, 1)}"
"(4, 4, 4, 2, 0)",2,"{(2, 4)}","{('?', '?', 1, 1)}"
"(4, 4, 4, 3, 0)",1,"{(3, 4)}","{('?', 1, 0, 1)}"
"(4, 4, 4, 4, 0)",73,"{(4,)}","{('?', '?', '?', 1)}"
"(4, 4, 4, 6, 0)",5,"{(4, 6)}","{('?', '?', 1, 1)}"
"(4, 4, 4, 8, 0)",3,"{(8, 4)}","{('?', '?', 3, 1)}"
"(4, 4, 6, 2, 0)",2,"{(2, 4, 6)}","{('?', 2, 1, 1)}"
"(4, 4, 6, 4, 0)",3,"{(4, 6)}","{('?', '?', '?', 1)}"
"(4, 4, 6, 6, 0)",1,"{(4, 6)}","{(1, 2, 1, 1)}"
"(4, 4, 8, 4, 0)",4,"{(8, 4)}","{('?', '?', 3, 1)}"
"(4, 4, 8, 8, 0)",3,"{(8, 4)}","{(2, '?', 3, 1)}"
"(4, 6, 2, 2, 0)",1,"{(2, 4, 6)}","{(1, 3, 1, 1)}"
"(4, 6, 4, 4, 0)",4,"{(4, 6)}","{('?', '?', '?', 1)}"
"(4, 6, 4, 6, 0)",1,"{(4, 6)}","{(1, '?', 1, 1)}"
"(4, 7, 7, 4, 0)",1,"{(4, 7)}","{('?', 2, 2, 1)}"
"(4, 8, 8, 8, 0)",3,"{(8, 4)}","{(2, '?', 3, 1)}"
"(6, 2, 2, 2, 0)",1,"{(2, 6)}","{(1, 0, 1, 1)}"
