message,count,symbols,fixed_attribute_values
"(4, 7, 4, 0)",1,"{(4, 7)}","{(2, 1, 1)}"
"(5, 1, 5, 0)",2,"{(1, 5)}","{(0, '?', 2)}"
"(5, 1, 7, 0)",1,"{(1, 5, 7)}","{(0, 1, 2)}"
"(5, 10, 10, 0)",1,"{(10, 5)}","{(0, 1, 3)}"
"(5, 10, 5, 0)",1,"{(10, 5)}","{(0, 1, 3)}"
"(5, 10, 7, 0)",1,"{(10, 5, 7)}","{(0, 1, 0)}"
"(5, 14, 14, 0)",1,"{(5, 14)}","{(0, 0, 0)}"
"(5, 2, 10, 0)",1,"{(2, 10, 5)}","{(0, 0, 3)}"
"(5, 2, 2, 0)",1,"{(2, 5)}","{(0, 0, '?')}"
"(5, 2, 3, 0)",1,"{(2, 3, 5)}","{(0, 0, 1)}"
"(5, 3, 2, 0)",1,"{(2, 3, 5)}","{(0, 0, 1)}"
"(5, 4, 2, 0)",1,"{(2, 4, 5)}","{(0, 0, 1)}"
"(5, 4, 4, 0)",1,"{(4, 5)}","{(0, '?', '?')}"
"(5, 4, 5, 0)",2,"{(4, 5)}","{(0, '?', '?')}"
"(5, 5, 4, 0)",1,"{(4, 5)}","{(0, '?', '?')}"
"(5, 5, 5, 0)",1,"{(5,)}","{(0, '?', '?')}"
"(5, 5, 7, 0)",1,"{(5, 7)}","{(0, 1, '?')}"
"(5, 6, 10, 0)",1,"{(10, 5, 6)}","{(0, 1, 0)}"
"(5, 6, 11, 0)",1,"{(11, 5, 6)}","{(0, 3, 0)}"
"(5, 6, 6, 0)",1,"{(5, 6)}","{(0, '?', 0)}"
"(5, 6, 7, 0)",1,"{(5, 6, 7)}","{(0, 1, 0)}"
"(5, 7, 5, 0)",1,"{(5, 7)}","{(0, 1, '?')}"
"(5, 7, 7, 0)",1,"{(5, 7)}","{(0, 1, '?')}"
"(6, 10, 11, 0)",2,"{(10, 11, 6)}","{('?', 3, 0)}"
"(6, 10, 13, 0)",2,"{(10, 13, 6)}","{('?', 2, 0)}"
"(6, 10, 4, 0)",1,"{(10, 4, 6)}","{('?', 3, 0)}"
"(6, 10, 6, 0)",1,"{(10, 6)}","{('?', '?', 0)}"
"(6, 11, 11, 0)",1,"{(11, 6)}","{(1, 3, 0)}"
"(6, 13, 13, 0)",2,"{(13, 6)}","{('?', 2, 0)}"
"(6, 6, 10, 0)",1,"{(10, 6)}","{('?', '?', 0)}"
"(6, 6, 13, 0)",3,"{(13, 6)}","{('?', 2, 0)}"
"(6, 7, 10, 0)",1,"{(10, 6, 7)}","{(1, 1, 0)}"
"(6, 7, 6, 0)",1,"{(6, 7)}","{(1, 1, 0)}"
"(7, 1, 1, 0)",2,"{(1, 7)}","{('?', 1, 2)}"
"(7, 1, 10, 0)",1,"{(1, 10, 7)}","{(1, 1, 2)}"
"(7, 1, 5, 0)",1,"{(1, 5, 7)}","{('?', 1, 2)}"
"(7, 1, 7, 0)",3,"{(1, 7)}","{('?', 1, 2)}"
"(7, 10, 10, 0)",2,"{(10, 7)}","{('?', 1, 3)}"
"(7, 11, 4, 0)",1,"{(11, 4, 7)}","{(1, 1, 1)}"
"(7, 11, 7, 0)",2,"{(11, 7)}","{(1, 1, '?')}"
"(7, 15, 7, 0)",1,"{(15, 7)}","{(2, 1, '?')}"
"(7, 4, 4, 0)",1,"{(4, 7)}","{(2, 1, 1)}"
"(7, 6, 10, 0)",1,"{(10, 6, 7)}","{(1, 1, 0)}"
"(7, 6, 7, 0)",1,"{(6, 7)}","{(1, 1, 0)}"
"(7, 7, 1, 0)",1,"{(1, 7)}","{(3, 1, 2)}"
"(7, 7, 10, 0)",1,"{(10, 7)}","{(1, 1, '?')}"
"(7, 7, 15, 0)",1,"{(15, 7)}","{(2, 1, '?')}"
"(7, 7, 7, 0)",3,"{(7,)}","{('?', 1, '?')}"
"(8, 13, 13, 0)",1,"{(8, 13)}","{('?', 2, 2)}"
"(8, 2, 14, 0)",1,"{(8, 2, 14)}","{(2, 0, 0)}"
"(8, 8, 8, 0)",3,"{(8,)}","{('?', 2, 2)}"
"(9, 6, 11, 0)",1,"{(9, 11, 6)}","{(3, 3, 0)}"
"(9, 6, 6, 0)",2,"{(9, 6)}","{(3, '?', 0)}"
"(9, 6, 7, 0)",1,"{(9, 6, 7)}","{(3, 1, 0)}"
"(9, 7, 4, 0)",1,"{(9, 4, 7)}","{(3, 1, 1)}"
"(9, 7, 6, 0)",1,"{(9, 6, 7)}","{(3, 1, 0)}"
"(9, 7, 7, 0)",1,"{(9, 7)}","{(3, 1, '?')}"
"(9, 9, 11, 0)",1,"{(9, 11)}","{(3, 3, '?')}"
"(9, 9, 4, 0)",1,"{(9, 4)}","{(3, 3, 1)}"
