message,count,symbols,fixed_attribute_values
"(11, 1, 34, 0)",2,"{(1, 34, 11)}","{(5, '?', '?')}"
"(11, 1, 37, 0)",1,"{(1, 11, 37)}","{(5, '?', 10)}"
"(11, 11, 11, 0)",1,"{(11,)}","{(5, 0, '?')}"
"(11, 11, 16, 0)",3,"{(16, 11)}","{(5, '?', '?')}"
"(11, 11, 19, 0)",1,"{(19, 11)}","{(5, 10, 2)}"
"(11, 11, 20, 0)",1,"{(11, 20)}","{(5, 0, 1)}"
"(11, 11, 22, 0)",2,"{(11, 22)}","{(5, '?', '?')}"
"(11, 11, 27, 0)",3,"{(27, 11)}","{('?', '?', '?')}"
"(11, 11, 35, 0)",1,"{(35, 11)}","{(5, 0, 10)}"
"(11, 11, 37, 0)",3,"{(11, 37)}","{(5, '?', '?')}"
"(11, 11, 40, 0)",2,"{(40, 11)}","{(5, '?', '?')}"
"(11, 11, 44, 0)",1,"{(11, 44)}","{(5, 0, 0)}"
"(11, 12, 12, 0)",5,"{(11, 12)}","{(5, '?', '?')}"
"(11, 12, 41, 0)",2,"{(41, 11, 12)}","{(5, '?', '?')}"
"(11, 12, 5, 0)",2,"{(11, 12, 5)}","{(5, '?', '?')}"
"(11, 12, 51, 0)",1,"{(51, 11, 12)}","{(5, '?', 6)}"
"(11, 13, 12, 0)",1,"{(11, 12, 13)}","{(5, '?', 11)}"
"(11, 13, 22, 0)",2,"{(11, 13, 22)}","{(5, 9, '?')}"
"(11, 13, 37, 0)",1,"{(37, 11, 13)}","{(5, '?', 13)}"
"(11, 13, 39, 0)",1,"{(11, 13, 39)}","{(5, '?', 13)}"
"(11, 13, 40, 0)",1,"{(40, 11, 13)}","{(5, '?', '?')}"
"(11, 13, 41, 0)",4,"{(41, 11, 13)}","{(5, '?', '?')}"
"(11, 13, 47, 0)",1,"{(11, 13, 47)}","{(5, '?', 3)}"
"(11, 13, 51, 0)",2,"{(51, 11, 13)}","{(5, '?', '?')}"
"(11, 13, 6, 0)",1,"{(11, 13, 6)}","{(5, 9, 0)}"
"(11, 16, 1, 0)",1,"{(16, 1, 11)}","{(4, 10, 10)}"
"(11, 16, 11, 0)",16,"{(16, 11)}","{('?', '?', '?')}"
"(11, 16, 16, 0)",1,"{(16, 11)}","{(5, 13, 13)}"
"(11, 16, 29, 0)",1,"{(16, 11, 29)}","{(5, 0, 10)}"
"(11, 16, 35, 0)",8,"{(16, 35, 11)}","{('?', '?', 10)}"
"(11, 16, 51, 0)",7,"{(16, 51, 11)}","{('?', '?', '?')}"
"(11, 17, 11, 0)",2,"{(17, 11)}","{(5, 9, '?')}"
"(11, 17, 40, 0)",3,"{(40, 17, 11)}","{(5, '?', '?')}"
"(11, 17, 41, 0)",1,"{(17, 11, 41)}","{(5, '?', 3)}"
"(11, 18, 11, 0)",3,"{(18, 11)}","{('?', '?', '?')}"
"(11, 18, 34, 0)",1,"{(18, 11, 34)}","{(5, '?', 4)}"
"(11, 18, 35, 0)",3,"{(35, 18, 11)}","{(5, '?', '?')}"
"(11, 18, 37, 0)",6,"{(18, 11, 37)}","{(5, '?', '?')}"
"(11, 18, 40, 0)",5,"{(40, 18, 11)}","{(5, '?', '?')}"
"(11, 19, 11, 0)",8,"{(19, 11)}","{('?', '?', '?')}"
"(11, 19, 19, 0)",5,"{(19, 11)}","{(5, '?', '?')}"
