message,count,symbols,fixed_attribute_values
"(10, 10, 10, 10, 0)",46,"{(10,)}","{('?', '?', 3, '?')}"
"(10, 10, 10, 13, 0)",1,"{(10, 13)}","{(1, 2, 3, 1)}"
"(10, 10, 10, 14, 0)",8,"{(10, 14)}","{('?', '?', 3, 0)}"
"(10, 10, 10, 2, 0)",7,"{(10, 2)}","{('?', '?', 3, 1)}"
"(10, 10, 10, 6, 0)",3,"{(10, 6)}","{(3, '?', 3, '?')}"
"(10, 10, 10, 9, 0)",1,"{(9, 10)}","{(3, 2, 3, 3)}"
"(10, 10, 13, 10, 0)",1,"{(10, 13)}","{(1, 1, 3, '?')}"
"(10, 10, 13, 13, 0)",4,"{(10, 13)}","{(1, '?', 3, '?')}"
"(10, 10, 13, 8, 0)",1,"{(8, 10, 13)}","{(1, 1, 3, '?')}"
"(10, 10, 14, 10, 0)",3,"{(10, 14)}","{('?', '?', 3, 0)}"
"(10, 10, 14, 14, 0)",1,"{(10, 14)}","{('?', '?', 3, 0)}"
"(10, 10, 2, 10, 0)",4,"{(10, 2)}","{('?', '?', 3, 1)}"
"(10, 10, 2, 2, 0)",7,"{(10, 2)}","{('?', '?', 3, 1)}"
"(10, 10, 2, 6, 0)",1,"{(10, 2, 6)}","{(3, 0, 3, 1)}"
"(10, 10, 5, 10, 0)",2,"{(10, 5)}","{(0, '?', 3, 2)}"
"(10, 10, 5, 5, 0)",3,"{(10, 5)}","{('?', '?', 3, 2)}"
"(10, 10, 6, 10, 0)",3,"{(10, 6)}","{(3, '?', 3, '?')}"
"(10, 10, 6, 6, 0)",1,"{(10, 6)}","{(3, '?', 3, 1)}"
"(10, 10, 9, 9, 0)",1,"{(9, 10)}","{(3, 2, 3, 3)}"
"(10, 13, 10, 10, 0)",1,"{(10, 13)}","{(1, 3, 3, '?')}"
"(10, 13, 13, 13, 0)",5,"{(10, 13)}","{(1, '?', 3, '?')}"
"(10, 13, 5, 5, 0)",1,"{(10, 5, 13)}","{(1, 3, 3, 2)}"
"(10, 14, 10, 10, 0)",3,"{(10, 14)}","{('?', '?', 3, 0)}"
"(10, 14, 10, 14, 0)",2,"{(10, 14)}","{('?', '?', 3, 0)}"
"(10, 14, 13, 13, 0)",1,"{(10, 13, 14)}","{(1, 3, 3, 0)}"
"(10, 14, 14, 14, 0)",2,"{(10, 14)}","{('?', '?', 3, 0)}"
"(10, 2, 10, 10, 0)",3,"{(10, 2)}","{(3, '?', 3, 1)}"
"(10, 2, 10, 2, 0)",3,"{(10, 2)}","{('?', '?', 3, 1)}"
"(10, 2, 2, 10, 0)",1,"{(10, 2)}","{('?', '?', 3, 1)}"
"(10, 2, 2, 2, 0)",5,"{(10, 2)}","{('?', '?', 3, 1)}"
"(10, 5, 10, 5, 0)",2,"{(10, 5)}","{('?', '?', 3, 2)}"
