message,count,symbols,fixed_attribute_values
"(10, 10, 2, 0)",1,"{(10, 2)}","{(4, 5, 7)}"
"(10, 13, 10, 0)",1,"{(10, 13)}","{(4, 6, 1)}"
"(10, 13, 27, 0)",3,"{(10, 27, 13)}","{(1, '?', 1)}"
"(10, 13, 8, 0)",1,"{(8, 10, 13)}","{(4, 5, 1)}"
"(10, 15, 8, 0)",1,"{(8, 10, 15)}","{(2, 2, 7)}"
"(10, 2, 27, 0)",1,"{(27, 10, 2)}","{(1, 2, 7)}"
"(10, 2, 8, 0)",2,"{(8, 10, 2)}","{(4, '?', 7)}"
"(10, 24, 10, 0)",4,"{(24, 10)}","{('?', '?', 1)}"
"(10, 24, 15, 0)",4,"{(24, 10, 15)}","{('?', '?', 1)}"
"(10, 24, 24, 0)",4,"{(24, 10)}","{('?', '?', 1)}"
"(10, 24, 27, 0)",2,"{(24, 10, 27)}","{(1, '?', 1)}"
"(10, 24, 8, 0)",4,"{(24, 8, 10)}","{('?', '?', 1)}"
"(10, 27, 13, 0)",2,"{(10, 27, 13)}","{(1, '?', 7)}"
"(10, 27, 27, 0)",1,"{(10, 27)}","{(1, 2, 7)}"
"(10, 5, 27, 0)",3,"{(10, 27, 5)}","{(1, '?', 7)}"
"(10, 5, 8, 0)",3,"{(8, 10, 5)}","{('?', '?', 7)}"
"(10, 8, 13, 0)",1,"{(8, 10, 13)}","{(4, 2, 7)}"
"(10, 8, 15, 0)",1,"{(8, 10, 15)}","{(4, 2, 7)}"
"(10, 8, 24, 0)",2,"{(8, 24, 10)}","{('?', 2, 1)}"
"(10, 8, 8, 0)",3,"{(8, 10)}","{(4, '?', '?')}"
"(11, 11, 11, 0)",4,"{(11,)}","{(3, '?', '?')}"
"(11, 11, 14, 0)",3,"{(11, 14)}","{(3, 7, '?')}"
"(11, 11, 5, 0)",1,"{(11, 5)}","{(3, 7, '?')}"
"(11, 14, 11, 0)",2,"{(11, 14)}","{(3, '?', 5)}"
"(11, 14, 22, 0)",1,"{(11, 14, 22)}","{(0, 7, 3)}"
"(11, 22, 11, 0)",1,"{(11, 22)}","{(0, 7, '?')}"
"(11, 22, 22, 0)",2,"{(11, 22)}","{(0, '?', '?')}"
"(11, 22, 5, 0)",1,"{(11, 5, 22)}","{(0, 7, 7)}"
"(11, 23, 11, 0)",1,"{(11, 23)}","{(3, 7, 7)}"
"(11, 4, 4, 0)",2,"{(11, 4)}","{(5, 5, '?')}"
"(11, 4, 5, 0)",3,"{(11, 4, 5)}","{(5, '?', '?')}"
"(11, 4, 7, 0)",1,"{(11, 4, 7)}","{(5, 5, 6)}"
"(11, 5, 11, 0)",2,"{(11, 5)}","{(3, '?', '?')}"
"(11, 5, 22, 0)",1,"{(11, 5, 22)}","{(0, 7, 7)}"
"(11, 5, 23, 0)",1,"{(11, 5, 23)}","{(3, 7, 7)}"
"(11, 5, 4, 0)",1,"{(11, 4, 5)}","{(5, 7, '?')}"
"(11, 6, 11, 0)",4,"{(11, 6)}","{(3, '?', '?')}"
"(11, 6, 14, 0)",1,"{(11, 6, 14)}","{(3, 7, 4)}"
"(11, 6, 22, 0)",2,"{(11, 6, 22)}","{(3, '?', '?')}"
"(11, 6, 5, 0)",1,"{(11, 5, 6)}","{(3, 5, '?')}"
"(11, 6, 7, 0)",2,"{(11, 6, 7)}","{(3, 5, '?')}"
"(11, 7, 11, 0)",3,"{(11, 7)}","{(3, '?', '?')}"
"(13, 10, 24, 0)",1,"{(24, 10, 13)}","{(4, 5, 2)}"
"(13, 13, 13, 0)",4,"{(13,)}","{(6, '?', '?')}"
"(13, 13, 15, 0)",4,"{(13, 15)}","{('?', '?', 2)}"
"(13, 13, 22, 0)",1,"{(13, 22)}","{(7, 4, 2)}"
"(13, 13, 25, 0)",5,"{(25, 13)}","{(6, '?', '?')}"
"(13, 13, 27, 0)",4,"{(27, 13)}","{('?', '?', 0)}"
"(13, 13, 3, 0)",1,"{(3, 13)}","{(2, 0, 2)}"
"(13, 13, 6, 0)",4,"{(13, 6)}","{('?', '?', '?')}"
"(13, 13, 9, 0)",1,"{(9, 13)}","{(7, 7, 2)}"
"(13, 15, 13, 0)",8,"{(13, 15)}","{('?', '?', '?')}"
"(13, 15, 15, 0)",6,"{(13, 15)}","{('?', '?', 2)}"
"(13, 15, 24, 0)",2,"{(24, 13, 15)}","{('?', '?', 2)}"
"(13, 15, 27, 0)",2,"{(27, 13, 15)}","{('?', 6, 2)}"
"(13, 15, 8, 0)",2,"{(8, 13, 15)}","{(4, '?', 2)}"
"(13, 15, 9, 0)",4,"{(9, 13, 15)}","{(7, '?', 2)}"
"(13, 16, 22, 0)",1,"{(16, 13, 22)}","{('?', 3, 1)}"
"(13, 16, 4, 0)",1,"{(16, 4, 13)}","{('?', 3, 1)}"
"(13, 22, 13, 0)",5,"{(13, 22)}","{('?', '?', '?')}"
"(13, 22, 15, 0)",1,"{(13, 22, 15)}","{('?', '?', 1)}"
"(13, 22, 22, 0)",6,"{(13, 22)}","{(7, '?', '?')}"
"(13, 22, 23, 0)",1,"{(13, 22, 23)}","{(7, 4, 1)}"
"(13, 22, 25, 0)",7,"{(25, 13, 22)}","{('?', '?', '?')}"
"(13, 22, 6, 0)",2,"{(13, 22, 6)}","{('?', 4, 1)}"
"(13, 22, 9, 0)",1,"{(9, 13, 22)}","{(7, '?', 1)}"
"(13, 23, 11, 0)",1,"{(11, 13, 23)}","{('?', '?', 1)}"
"(13, 23, 13, 0)",3,"{(13, 23)}","{('?', '?', 0)}"
"(13, 23, 15, 0)",2,"{(15, 13, 23)}","{('?', '?', '?')}"
"(13, 23, 22, 0)",2,"{(13, 22, 23)}","{(7, '?', 0)}"
"(13, 23, 27, 0)",1,"{(27, 13, 23)}","{('?', '?', 0)}"
"(13, 23, 6, 0)",1,"{(13, 6, 23)}","{(7, 0, 0)}"
"(13, 23, 9, 0)",2,"{(9, 13, 23)}","{('?', '?', '?')}"
"(13, 24, 10, 0)",1,"{(24, 10, 13)}","{(4, 7, 2)}"
"(13, 24, 15, 0)",1,"{(24, 13, 15)}","{(2, 7, 2)}"
"(13, 24, 2, 0)",1,"{(24, 2, 13)}","{(2, 7, 2)}"
"(13, 24, 3, 0)",5,"{(24, 3, 13)}","{('?', '?', 2)}"
"(13, 24, 8, 0)",3,"{(24, 8, 13)}","{('?', '?', 2)}"
"(13, 25, 13, 0)",4,"{(25, 13)}","{(6, '?', '?')}"
"(13, 25, 23, 0)",1,"{(25, 13, 23)}","{('?', 3, '?')}"
"(13, 25, 24, 0)",1,"{(24, 25, 13)}","{(6, 0, 2)}"
"(13, 27, 13, 0)",1,"{(27, 13)}","{('?', 5, 0)}"
"(13, 27, 15, 0)",1,"{(27, 13, 15)}","{('?', 5, 0)}"
"(13, 27, 23, 0)",3,"{(27, 13, 23)}","{('?', '?', 0)}"
"(13, 27, 27, 0)",3,"{(27, 13)}","{('?', '?', 0)}"
"(13, 27, 9, 0)",1,"{(9, 27, 13)}","{(7, 6, 0)}"
"(13, 3, 25, 0)",1,"{(25, 3, 13)}","{(4, 0, 2)}"
"(13, 3, 3, 0)",2,"{(3, 13)}","{(4, '?', 2)}"
"(13, 8, 24, 0)",1,"{(8, 24, 13)}","{(4, 5, 2)}"
"(13, 8, 8, 0)",1,"{(8, 13)}","{(4, 2, 2)}"
"(13, 9, 23, 0)",1,"{(9, 13, 23)}","{(7, 7, 1)}"
"(13, 9, 9, 0)",5,"{(9, 13)}","{(7, '?', '?')}"
"(14, 11, 11, 0)",4,"{(11, 14)}","{(3, '?', '?')}"
"(14, 11, 14, 0)",2,"{(11, 14)}","{(3, 1, '?')}"
"(14, 11, 22, 0)",1,"{(11, 14, 22)}","{(3, 1, 5)}"
"(14, 14, 11, 0)",5,"{(11, 14)}","{(0, '?', '?')}"
"(14, 14, 14, 0)",4,"{(14,)}","{(7, '?', '?')}"
"(14, 14, 15, 0)",1,"{(14, 15)}","{(7, '?', 6)}"
"(14, 14, 19, 0)",1,"{(19, 14)}","{(7, 3, 5)}"
"(14, 14, 21, 0)",1,"{(21, 14)}","{(7, 3, 5)}"
"(14, 14, 22, 0)",6,"{(14, 22)}","{('?', '?', '?')}"
"(14, 14, 25, 0)",2,"{(25, 14)}","{(7, 3, '?')}"
"(14, 14, 9, 0)",2,"{(9, 14)}","{(7, '?', '?')}"
"(14, 19, 14, 0)",1,"{(19, 14)}","{(7, 0, 5)}"
"(14, 21, 14, 0)",6,"{(21, 14)}","{(7, '?', '?')}"
"(14, 21, 20, 0)",1,"{(20, 21, 14)}","{(7, 0, 6)}"
"(14, 22, 11, 0)",1,"{(11, 14, 22)}","{(0, 1, 5)}"
"(14, 22, 14, 0)",2,"{(14, 22)}","{(0, '?', '?')}"
"(14, 22, 22, 0)",2,"{(14, 22)}","{(0, '?', '?')}"
"(14, 22, 7, 0)",1,"{(7, 14, 22)}","{(0, '?', 5)}"
"(14, 25, 14, 0)",8,"{(25, 14)}","{(7, '?', '?')}"
