message,count,symbols,fixed_attribute_values
"(11, 11, 11, 11, 0)",22,"{(11,)}","{('?', '?', '?', 3)}"
"(11, 11, 11, 12, 0)",1,"{(11, 12)}","{(2, 0, 3, 3)}"
"(11, 11, 11, 3, 0)",2,"{(3, 11)}","{('?', '?', '?', 3)}"
"(11, 11, 11, 5, 0)",6,"{(11, 5)}","{('?', 2, '?', 3)}"
"(11, 11, 11, 8, 0)",17,"{(8, 11)}","{('?', '?', '?', 3)}"
"(11, 11, 12, 12, 0)",9,"{(11, 12)}","{('?', 0, '?', 3)}"
"(11, 11, 12, 8, 0)",1,"{(8, 11, 12)}","{(0, 0, '?', 3)}"
"(11, 11, 13, 13, 0)",3,"{(11, 13)}","{('?', 1, '?', 3)}"
"(11, 11, 3, 3, 0)",1,"{(3, 11)}","{(2, 3, 3, 3)}"
"(11, 11, 5, 11, 0)",1,"{(11, 5)}","{(2, 2, '?', 3)}"
"(11, 11, 5, 5, 0)",16,"{(11, 5)}","{('?', 2, '?', 3)}"
"(11, 11, 8, 1, 0)",2,"{(8, 1, 11)}","{(1, '?', '?', 3)}"
"(11, 11, 8, 11, 0)",14,"{(8, 11)}","{('?', '?', '?', 3)}"
"(11, 12, 11, 12, 0)",1,"{(11, 12)}","{(2, 0, 3, 3)}"
"(11, 12, 12, 11, 0)",1,"{(11, 12)}","{(0, 0, 0, 3)}"
"(11, 12, 12, 12, 0)",17,"{(11, 12)}","{('?', 0, '?', 3)}"
"(11, 12, 12, 8, 0)",1,"{(8, 11, 12)}","{(0, 0, 0, 3)}"
"(11, 13, 13, 13, 0)",17,"{(11, 13)}","{('?', 1, '?', 3)}"
"(11, 3, 3, 3, 0)",15,"{(3, 11)}","{('?', 3, '?', 3)}"
"(11, 5, 11, 11, 0)",1,"{(11, 5)}","{(2, '?', 2, 3)}"
"(11, 5, 11, 5, 0)",3,"{(11, 5)}","{('?', 2, '?', 3)}"
"(11, 5, 11, 8, 0)",1,"{(8, 11, 5)}","{(0, 2, 3, 3)}"
"(11, 5, 5, 11, 0)",1,"{(11, 5)}","{('?', 2, 3, 3)}"
"(11, 5, 5, 5, 0)",16,"{(11, 5)}","{('?', 2, '?', 3)}"
"(11, 6, 12, 12, 0)",1,"{(11, 12, 6)}","{(1, 0, 2, 3)}"
"(11, 8, 11, 11, 0)",2,"{(8, 11)}","{('?', '?', '?', 3)}"
"(11, 8, 11, 5, 0)",1,"{(8, 11, 5)}","{('?', 2, 3, 3)}"
"(11, 8, 11, 8, 0)",5,"{(8, 11)}","{('?', '?', '?', 3)}"
"(12, 11, 12, 12, 0)",2,"{(11, 12)}","{('?', 0, '?', 3)}"
"(12, 12, 12, 1, 0)",1,"{(1, 12)}","{(1, 0, 2, 2)}"
"(12, 12, 12, 12, 0)",88,"{(12,)}","{('?', 0, '?', '?')}"
"(12, 12, 12, 2, 0)",4,"{(2, 12)}","{('?', 0, '?', 1)}"
"(12, 12, 2, 2, 0)",3,"{(2, 12)}","{('?', 0, '?', 1)}"
"(12, 12, 6, 12, 0)",1,"{(12, 6)}","{(0, 0, 2, '?')}"
"(12, 2, 12, 2, 0)",2,"{(2, 12)}","{('?', 0, '?', 1)}"
"(12, 2, 2, 12, 0)",1,"{(2, 12)}","{(1, 0, 3, 1)}"
"(12, 2, 2, 2, 0)",1,"{(2, 12)}","{(0, 0, 3, 1)}"
"(13, 13, 13, 13, 0)",85,"{(13,)}","{('?', 1, '?', '?')}"
"(13, 13, 13, 2, 0)",1,"{(2, 13)}","{(0, 1, 3, 1)}"
"(13, 13, 13, 6, 0)",1,"{(13, 6)}","{(0, 1, 0, '?')}"
"(13, 13, 2, 13, 0)",3,"{(2, 13)}","{('?', 1, '?', 1)}"
"(13, 13, 2, 2, 0)",3,"{(2, 13)}","{('?', 1, '?', 1)}"
"(13, 14, 13, 6, 0)",1,"{(13, 14, 6)}","{(1, 1, 0, 0)}"
"(13, 2, 13, 13, 0)",2,"{(2, 13)}","{('?', 1, '?', 1)}"
"(13, 2, 13, 2, 0)",3,"{(2, 13)}","{('?', 1, 0, 1)}"
"(13, 2, 2, 2, 0)",7,"{(2, 13)}","{('?', 1, '?', 1)}"
"(13, 6, 13, 13, 0)",1,"{(13, 6)}","{(0, 1, '?', '?')}"
"(14, 1, 1, 1, 0)",9,"{(1, 14)}","{('?', '?', '?', 2)}"
"(14, 11, 1, 1, 0)",2,"{(1, 11, 14)}","{(2, '?', '?', 2)}"
"(14, 11, 1, 11, 0)",1,"{(1, 11, 14)}","{(2, '?', 2, '?')}"
"(14, 11, 11, 11, 0)",7,"{(11, 14)}","{(2, '?', '?', '?')}"
"(14, 12, 12, 12, 0)",4,"{(12, 14)}","{('?', 0, '?', '?')}"
"(14, 13, 1, 1, 0)",1,"{(1, 13, 14)}","{(1, 1, 1, 2)}"
"(14, 13, 13, 13, 0)",6,"{(13, 14)}","{('?', 1, '?', '?')}"
"(14, 14, 1, 1, 0)",7,"{(1, 14)}","{(1, '?', '?', '?')}"
"(14, 14, 11, 11, 0)",1,"{(11, 14)}","{(2, '?', 1, 0)}"
"(14, 14, 13, 13, 0)",1,"{(13, 14)}","{(3, 1, 1, 0)}"
"(14, 14, 3, 3, 0)",1,"{(3, 14)}","{(2, 3, 3, 0)}"
"(14, 14, 5, 5, 0)",2,"{(5, 14)}","{(2, 2, '?', 0)}"
"(14, 14, 5, 6, 0)",4,"{(5, 14, 6)}","{('?', 2, '?', 0)}"
"(14, 14, 6, 11, 0)",3,"{(11, 14, 6)}","{(2, '?', '?', 0)}"
"(14, 14, 6, 5, 0)",3,"{(5, 14, 6)}","{('?', 2, '?', 0)}"
"(14, 14, 6, 6, 0)",39,"{(14, 6)}","{('?', '?', '?', 0)}"
"(14, 14, 6, 8, 0)",1,"{(8, 14, 6)}","{(3, '?', 1, 0)}"
"(14, 14, 8, 5, 0)",1,"{(8, 5, 14)}","{(3, 2, 3, 0)}"
"(14, 14, 8, 6, 0)",2,"{(8, 14, 6)}","{(3, 2, '?', 0)}"
"(14, 3, 3, 3, 0)",8,"{(3, 14)}","{('?', 3, '?', 0)}"
"(14, 5, 5, 5, 0)",1,"{(5, 14)}","{(2, 2, 3, 0)}"
"(14, 5, 6, 6, 0)",1,"{(5, 14, 6)}","{('?', 2, 3, 0)}"
"(14, 6, 6, 6, 0)",2,"{(14, 6)}","{('?', '?', '?', 0)}"
"(14, 8, 1, 1, 0)",3,"{(8, 1, 14)}","{('?', '?', 2, '?')}"
"(14, 8, 1, 8, 0)",5,"{(8, 1, 14)}","{('?', '?', '?', '?')}"
"(14, 8, 13, 13, 0)",1,"{(8, 13, 14)}","{(3, 1, 0, 2)}"
"(14, 8, 8, 1, 0)",1,"{(8, 1, 14)}","{('?', '?', 0, 2)}"
"(14, 8, 8, 13, 0)",1,"{(8, 13, 14)}","{(3, 1, 0, 2)}"
"(14, 8, 8, 8, 0)",8,"{(8, 14)}","{(3, '?', '?', '?')}"
"(14, 8, 9, 8, 0)",1,"{(8, 9, 14)}","{(3, '?', '?', 2)}"
"(2, 12, 12, 12, 0)",11,"{(2, 12)}","{('?', 0, '?', 1)}"
"(2, 12, 12, 2, 0)",1,"{(2, 12)}","{('?', 0, 2, 1)}"
"(2, 12, 2, 12, 0)",6,"{(2, 12)}","{('?', 0, '?', 1)}"
"(2, 12, 2, 2, 0)",5,"{(2, 12)}","{('?', 0, '?', 1)}"
"(2, 13, 13, 13, 0)",1,"{(2, 13)}","{(0, 1, 2, 1)}"
"(2, 13, 13, 2, 0)",1,"{(2, 13)}","{('?', 1, '?', 1)}"
"(2, 13, 2, 13, 0)",1,"{(2, 13)}","{(0, 1, 2, 1)}"
"(2, 13, 2, 2, 0)",3,"{(2, 13)}","{('?', 1, '?', 1)}"
"(2, 2, 12, 12, 0)",12,"{(2, 12)}","{('?', 0, '?', 1)}"
"(2, 2, 12, 2, 0)",4,"{(2, 12)}","{('?', 0, '?', 1)}"
"(2, 2, 13, 13, 0)",2,"{(2, 13)}","{('?', 1, '?', 1)}"
"(2, 2, 13, 2, 0)",3,"{(2, 13)}","{('?', 1, '?', 1)}"
"(2, 2, 2, 12, 0)",7,"{(2, 12)}","{('?', 0, '?', 1)}"
"(2, 2, 2, 13, 0)",3,"{(2, 13)}","{('?', 1, '?', 1)}"
"(2, 2, 2, 2, 0)",84,"{(2,)}","{('?', '?', '?', 1)}"
"(2, 2, 2, 3, 0)",1,"{(2, 3)}","{(3, 3, '?', 1)}"
"(2, 2, 2, 5, 0)",1,"{(2, 5)}","{(0, 2, 3, 1)}"
"(2, 2, 3, 2, 0)",1,"{(2, 3)}","{(0, 3, '?', 1)}"
"(2, 2, 5, 2, 0)",3,"{(2, 5)}","{('?', 2, '?', 1)}"
"(2, 3, 2, 2, 0)",2,"{(2, 3)}","{('?', 3, '?', 1)}"
"(2, 3, 3, 2, 0)",1,"{(2, 3)}","{(0, 3, '?', 1)}"
"(2, 5, 2, 2, 0)",3,"{(2, 5)}","{('?', 2, '?', 1)}"
"(3, 14, 3, 3, 0)",4,"{(3, 14)}","{('?', 3, '?', 0)}"
"(3, 14, 6, 6, 0)",2,"{(3, 14, 6)}","{('?', 3, '?', 0)}"
"(3, 2, 2, 2, 0)",10,"{(2, 3)}","{('?', 3, '?', 1)}"
"(3, 2, 2, 3, 0)",1,"{(2, 3)}","{(0, 3, 0, 1)}"
"(3, 2, 3, 2, 0)",3,"{(2, 3)}","{('?', 3, '?', 1)}"
"(3, 3, 1, 3, 0)",1,"{(1, 3)}","{('?', 3, 2, 2)}"
"(3, 3, 2, 2, 0)",6,"{(2, 3)}","{('?', 3, '?', 1)}"
"(3, 3, 2, 3, 0)",1,"{(2, 3)}","{(3, 3, '?', 1)}"
"(3, 3, 3, 2, 0)",3,"{(2, 3)}","{('?', 3, '?', 1)}"
"(3, 3, 3, 3, 0)",77,"{(3,)}","{('?', 3, '?', '?')}"
"(3, 3, 3, 6, 0)",2,"{(3, 6)}","{(0, 3, '?', 0)}"
"(3, 3, 6, 3, 0)",1,"{(3, 6)}","{(0, 3, '?', 0)}"
"(3, 6, 3, 6, 0)",1,"{(3, 6)}","{(0, 3, '?', 0)}"
"(5, 1, 1, 1, 0)",4,"{(1, 5)}","{('?', '?', '?', 2)}"
"(5, 11, 5, 5, 0)",5,"{(11, 5)}","{('?', 2, '?', 3)}"
"(5, 11, 8, 5, 0)",1,"{(8, 11, 5)}","{(0, 2, 0, 3)}"
"(5, 14, 14, 6, 0)",1,"{(5, 14, 6)}","{('?', 2, 3, 0)}"
"(5, 14, 5, 5, 0)",1,"{(5, 14)}","{('?', 2, 3, 0)}"
