message,count,symbols,fixed_attribute_values
"(1, 1, 1, 1, 0)",91,"{(1,)}","{('?', '?', 4, '?')}"
"(1, 1, 1, 15, 0)",1,"{(1, 15)}","{(7, 3, '?', 3)}"
"(1, 1, 1, 16, 0)",1,"{(16, 1)}","{('?', 0, 4, 2)}"
"(1, 1, 1, 24, 0)",1,"{(24, 1)}","{(2, 4, 4, 3)}"
"(1, 1, 1, 6, 0)",6,"{(1, 6)}","{('?', '?', 4, 3)}"
"(1, 1, 1, 8, 0)",1,"{(8, 1)}","{('?', 7, 4, 6)}"
"(1, 1, 10, 6, 0)",1,"{(1, 10, 6)}","{('?', 6, '?', 3)}"
"(1, 1, 13, 1, 0)",6,"{(1, 13)}","{(4, '?', 4, '?')}"
"(1, 1, 13, 13, 0)",3,"{(1, 13)}","{(4, '?', 4, 3)}"
"(1, 1, 13, 8, 0)",1,"{(8, 1, 13)}","{(4, 0, 4, 0)}"
"(1, 1, 16, 16, 0)",2,"{(16, 1)}","{('?', '?', 3, 2)}"
"(1, 1, 18, 18, 0)",33,"{(1, 18)}","{('?', '?', 3, '?')}"
"(1, 1, 18, 6, 0)",9,"{(1, 18, 6)}","{('?', '?', '?', '?')}"
"(1, 1, 18, 8, 0)",3,"{(8, 1, 18)}","{('?', '?', '?', 0)}"
"(1, 1, 25, 25, 0)",1,"{(1, 25)}","{('?', 0, '?', '?')}"
"(1, 1, 25, 6, 0)",2,"{(1, 25, 6)}","{('?', '?', '?', 3)}"
"(1, 1, 6, 6, 0)",4,"{(1, 6)}","{('?', '?', '?', 3)}"
"(1, 1, 8, 1, 0)",2,"{(8, 1)}","{(4, '?', 4, 0)}"
"(1, 1, 8, 13, 0)",1,"{(8, 1, 13)}","{(4, 4, 4, 0)}"
"(1, 1, 8, 18, 0)",2,"{(8, 1, 18)}","{('?', '?', 5, 0)}"
"(1, 1, 8, 8, 0)",13,"{(8, 1)}","{('?', '?', '?', '?')}"
"(1, 10, 10, 10, 0)",1,"{(1, 10)}","{(6, 0, 3, 0)}"
"(1, 10, 10, 6, 0)",1,"{(1, 10, 6)}","{('?', 3, '?', 3)}"
"(1, 10, 18, 16, 0)",1,"{(16, 1, 10, 18)}","{('?', '?', 3, 2)}"
"(1, 10, 18, 18, 0)",3,"{(1, 10, 18)}","{('?', '?', 3, '?')}"
"(1, 10, 23, 23, 0)",1,"{(1, 10, 23)}","{(6, 0, 7, 0)}"
"(1, 10, 5, 6, 0)",1,"{(1, 10, 5, 6)}","{('?', 3, '?', 3)}"
"(1, 10, 6, 18, 0)",1,"{(1, 10, 18, 6)}","{('?', 3, '?', 3)}"
"(1, 10, 6, 6, 0)",3,"{(1, 10, 6)}","{('?', '?', '?', 3)}"
"(1, 10, 8, 18, 0)",1,"{(8, 1, 10, 18)}","{('?', 2, 5, 0)}"
"(1, 13, 1, 1, 0)",1,"{(1, 13)}","{(4, 0, 4, 3)}"
"(1, 13, 10, 18, 0)",1,"{(1, 10, 18, 13)}","{(4, 6, 3, 3)}"
"(1, 13, 18, 18, 0)",3,"{(1, 18, 13)}","{(4, '?', 3, '?')}"
"(1, 13, 8, 18, 0)",1,"{(8, 1, 18, 13)}","{('?', 3, 5, 0)}"
"(1, 16, 16, 16, 0)",3,"{(16, 1)}","{('?', '?', '?', 2)}"
"(1, 16, 16, 18, 0)",2,"{(16, 1, 18)}","{('?', '?', 3, 2)}"
"(1, 16, 18, 18, 0)",1,"{(16, 1, 18)}","{('?', 3, 3, 2)}"
"(1, 17, 17, 17, 0)",1,"{(1, 17)}","{(3, 6, '?', 3)}"
"(1, 17, 17, 18, 0)",1,"{(1, 18, 17)}","{(3, 0, 3, 2)}"
"(1, 17, 18, 18, 0)",5,"{(1, 18, 17)}","{(3, '?', 3, '?')}"
"(1, 18, 16, 16, 0)",1,"{(16, 1, 18)}","{('?', 3, 3, 2)}"
"(1, 18, 16, 18, 0)",1,"{(16, 1, 18)}","{('?', 3, 3, 2)}"
"(1, 18, 18, 18, 0)",65,"{(1, 18)}","{('?', '?', 3, '?')}"
"(1, 18, 18, 25, 0)",1,"{(1, 18, 25)}","{('?', 0, 3, 3)}"
"(1, 18, 18, 4, 0)",1,"{(1, 18, 4)}","{('?', '?', 3, 0)}"
"(1, 18, 18, 6, 0)",2,"{(1, 18, 6)}","{('?', '?', 3, 3)}"
"(1, 18, 25, 18, 0)",1,"{(1, 18, 25)}","{('?', 0, 3, 3)}"
"(1, 18, 25, 6, 0)",1,"{(1, 18, 25, 6)}","{('?', '?', '?', 3)}"
"(1, 18, 6, 18, 0)",3,"{(1, 18, 6)}","{('?', '?', '?', 3)}"
"(1, 18, 6, 6, 0)",4,"{(1, 18, 6)}","{('?', '?', '?', 3)}"
"(1, 18, 7, 18, 0)",1,"{(1, 18, 7)}","{('?', '?', 3, 4)}"
"(1, 19, 19, 3, 0)",8,"{(3, 1, 19)}","{('?', '?', 0, 0)}"
"(1, 19, 3, 3, 0)",3,"{(3, 1, 19)}","{('?', '?', 0, 0)}"
"(1, 19, 8, 19, 0)",1,"{(8, 1, 19)}","{(4, 0, 0, 0)}"
"(1, 21, 18, 18, 0)",2,"{(1, 18, 21)}","{(0, '?', 3, 0)}"
