message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",4,"{(1,)}","{('?', 2, '?')}"
"(1, 2, 2, 0)",2,"{(1, 2)}","{(2, '?', '?')}"
"(1, 4, 4, 0)",1,"{(1, 4)}","{(2, 2, 3)}"
"(1, 7, 7, 0)",1,"{(1, 7)}","{(0, 2, 0)}"
"(1, 9, 9, 0)",1,"{(1, 9)}","{(2, 2, 2)}"
"(11, 2, 2, 0)",1,"{(2, 11)}","{(0, '?', '?')}"
"(12, 12, 12, 0)",1,"{(12,)}","{(1, '?', '?')}"
"(13, 13, 13, 0)",15,"{(13,)}","{('?', 1, '?')}"
"(13, 13, 7, 0)",1,"{(13, 7)}","{(3, 1, 0)}"
"(13, 7, 13, 0)",2,"{(13, 7)}","{('?', 1, 0)}"
"(13, 7, 7, 0)",3,"{(13, 7)}","{('?', 1, 0)}"
"(2, 2, 2, 0)",2,"{(2,)}","{(0, '?', '?')}"
"(2, 4, 4, 0)",1,"{(2, 4)}","{(0, 1, 3)}"
"(3, 3, 3, 0)",17,"{(3,)}","{('?', '?', 1)}"
"(3, 5, 3, 0)",1,"{(3, 5)}","{(0, 0, 1)}"
"(4, 1, 4, 0)",1,"{(1, 4)}","{(2, 2, 3)}"
"(4, 4, 4, 0)",19,"{(4,)}","{('?', '?', 3)}"
"(4, 4, 5, 0)",1,"{(4, 5)}","{(2, 0, 3)}"
"(4, 5, 5, 0)",1,"{(4, 5)}","{('?', 0, 3)}"
"(5, 3, 3, 0)",1,"{(3, 5)}","{(0, 0, 1)}"
"(5, 4, 4, 0)",2,"{(4, 5)}","{('?', 0, 3)}"
"(5, 4, 5, 0)",2,"{(4, 5)}","{('?', 0, 3)}"
"(5, 5, 3, 0)",1,"{(3, 5)}","{(0, 0, 1)}"
"(5, 5, 5, 0)",12,"{(5,)}","{('?', 0, '?')}"
"(5, 7, 5, 0)",1,"{(5, 7)}","{(0, 0, 0)}"
"(5, 7, 7, 0)",1,"{(5, 7)}","{(3, 0, 0)}"
"(5, 9, 5, 0)",1,"{(9, 5)}","{(0, 0, 2)}"
"(7, 13, 13, 0)",4,"{(13, 7)}","{('?', 1, 0)}"
"(7, 13, 7, 0)",5,"{(13, 7)}","{('?', 1, 0)}"
"(7, 5, 7, 0)",1,"{(5, 7)}","{('?', 0, 0)}"
"(7, 7, 13, 0)",1,"{(13, 7)}","{('?', 1, 0)}"
"(7, 7, 7, 0)",19,"{(7,)}","{('?', '?', 0)}"
"(9, 13, 13, 0)",3,"{(9, 13)}","{('?', 1, 2)}"
"(9, 9, 9, 0)",12,"{(9,)}","{('?', '?', 2)}"
