message,count,symbols,fixed_attribute_values
"(15, 1, 6, 0)",3,"{(1, 6, 15)}","{('?', '?', 6)}"
"(15, 1, 8, 0)",1,"{(8, 1, 15)}","{(7, '?', 6)}"
"(15, 10, 15, 0)",2,"{(10, 15)}","{('?', '?', 7)}"
"(15, 10, 18, 0)",1,"{(10, 18, 15)}","{(0, 5, 7)}"
"(15, 10, 24, 0)",5,"{(24, 10, 15)}","{('?', '?', '?')}"
"(15, 10, 25, 0)",2,"{(25, 10, 15)}","{('?', 0, 6)}"
"(15, 10, 6, 0)",3,"{(10, 6, 15)}","{('?', '?', 6)}"
"(15, 10, 8, 0)",5,"{(8, 10, 15)}","{('?', '?', 6)}"
"(15, 10, 9, 0)",1,"{(9, 10, 15)}","{(4, 5, 6)}"
"(15, 11, 1, 0)",1,"{(1, 11, 15)}","{(7, 0, 6)}"
"(15, 11, 13, 0)",1,"{(11, 13, 15)}","{(5, 5, 6)}"
"(15, 11, 21, 0)",1,"{(11, 21, 15)}","{(7, 3, 6)}"
"(15, 11, 24, 0)",1,"{(24, 11, 15)}","{('?', 0, 6)}"
"(15, 12, 1, 0)",3,"{(1, 12, 15)}","{('?', 3, 6)}"
"(15, 12, 21, 0)",2,"{(12, 21, 15)}","{('?', '?', 6)}"
"(15, 12, 27, 0)",2,"{(27, 12, 15)}","{('?', '?', 6)}"
"(15, 13, 13, 0)",1,"{(13, 15)}","{(5, 2, 6)}"
"(15, 15, 1, 0)",1,"{(1, 15)}","{('?', 2, 7)}"
"(15, 15, 10, 0)",1,"{(10, 15)}","{(0, '?', 7)}"
"(15, 15, 15, 0)",1,"{(15,)}","{(7, 1, 7)}"
"(15, 15, 18, 0)",3,"{(18, 15)}","{('?', '?', 7)}"
"(15, 15, 19, 0)",3,"{(19, 15)}","{('?', 7, 7)}"
"(15, 15, 23, 0)",4,"{(23, 15)}","{('?', '?', 7)}"
"(15, 15, 25, 0)",4,"{(25, 15)}","{('?', '?', 7)}"
"(15, 15, 27, 0)",1,"{(27, 15)}","{(7, 1, 7)}"
"(15, 15, 6, 0)",4,"{(6, 15)}","{('?', '?', 7)}"
"(15, 15, 7, 0)",2,"{(7, 15)}","{('?', 7, 7)}"
"(15, 15, 8, 0)",2,"{(8, 15)}","{('?', '?', 7)}"
"(15, 15, 9, 0)",1,"{(9, 15)}","{('?', 1, 7)}"
"(15, 17, 17, 0)",3,"{(17, 15)}","{('?', '?', '?')}"
"(15, 17, 19, 0)",2,"{(17, 19, 15)}","{('?', 6, 6)}"
"(15, 17, 23, 0)",1,"{(17, 23, 15)}","{(6, 7, 6)}"
"(15, 17, 27, 0)",1,"{(17, 27, 15)}","{(6, 7, 6)}"
"(15, 18, 1, 0)",4,"{(1, 18, 15)}","{('?', '?', 7)}"
"(15, 18, 10, 0)",3,"{(18, 10, 15)}","{('?', '?', 7)}"
"(15, 18, 12, 0)",4,"{(18, 12, 15)}","{('?', '?', 7)}"
"(15, 18, 13, 0)",1,"{(18, 13, 15)}","{(7, 5, 7)}"
"(15, 18, 15, 0)",13,"{(18, 15)}","{('?', '?', 7)}"
"(15, 18, 16, 0)",4,"{(16, 18, 15)}","{('?', '?', 7)}"
"(15, 18, 18, 0)",7,"{(18, 15)}","{('?', '?', 7)}"
"(15, 18, 21, 0)",4,"{(18, 21, 15)}","{('?', '?', 7)}"
"(15, 18, 23, 0)",1,"{(18, 23, 15)}","{('?', 7, 7)}"
"(15, 18, 24, 0)",7,"{(24, 18, 15)}","{('?', '?', 7)}"
"(15, 18, 25, 0)",2,"{(25, 18, 15)}","{('?', '?', 7)}"
"(15, 18, 27, 0)",6,"{(18, 27, 15)}","{('?', '?', 7)}"
"(15, 18, 6, 0)",6,"{(18, 6, 15)}","{('?', '?', 7)}"
"(15, 18, 8, 0)",1,"{(8, 18, 15)}","{(7, 2, 7)}"
"(15, 19, 15, 0)",3,"{(19, 15)}","{('?', 7, 7)}"
"(15, 19, 17, 0)",1,"{(17, 19, 15)}","{(3, 6, 6)}"
"(15, 19, 19, 0)",1,"{(19, 15)}","{(0, 7, 7)}"
"(15, 19, 23, 0)",2,"{(19, 23, 15)}","{(4, '?', 7)}"
"(15, 19, 24, 0)",2,"{(24, 19, 15)}","{('?', 7, 7)}"
"(15, 21, 12, 0)",3,"{(12, 21, 15)}","{('?', 0, '?')}"
"(15, 21, 21, 0)",3,"{(21, 15)}","{('?', 0, '?')}"
"(15, 21, 27, 0)",2,"{(27, 21, 15)}","{('?', 0, 7)}"
"(15, 23, 15, 0)",6,"{(23, 15)}","{('?', '?', 7)}"
"(15, 23, 18, 0)",2,"{(18, 23, 15)}","{('?', 7, 7)}"
"(15, 23, 19, 0)",1,"{(19, 23, 15)}","{(4, 6, 7)}"
"(15, 23, 23, 0)",6,"{(23, 15)}","{('?', '?', 7)}"
"(15, 23, 27, 0)",6,"{(27, 23, 15)}","{('?', '?', 7)}"
"(15, 24, 10, 0)",1,"{(24, 10, 15)}","{(0, 0, 7)}"
"(15, 24, 19, 0)",1,"{(24, 19, 15)}","{(0, 6, 7)}"
"(15, 25, 15, 0)",2,"{(25, 15)}","{('?', '?', 7)}"
"(15, 25, 23, 0)",1,"{(25, 23, 15)}","{(0, 6, 7)}"
"(15, 25, 24, 0)",4,"{(24, 25, 15)}","{('?', '?', 7)}"
"(15, 25, 8, 0)",1,"{(8, 25, 15)}","{(4, 2, 7)}"
"(15, 26, 12, 0)",1,"{(26, 12, 15)}","{(5, 3, 6)}"
"(15, 27, 13, 0)",3,"{(27, 13, 15)}","{('?', '?', 6)}"
"(15, 27, 27, 0)",4,"{(27, 15)}","{('?', '?', 7)}"
"(15, 6, 1, 0)",2,"{(1, 6, 15)}","{('?', 4, 6)}"
"(15, 6, 10, 0)",5,"{(10, 6, 15)}","{('?', '?', 6)}"
"(15, 6, 11, 0)",4,"{(11, 6, 15)}","{('?', '?', 6)}"
"(15, 6, 12, 0)",1,"{(12, 6, 15)}","{(5, 5, 6)}"
"(15, 6, 13, 0)",1,"{(13, 6, 15)}","{(5, 3, 6)}"
"(15, 6, 15, 0)",1,"{(6, 15)}","{(6, 0, 7)}"
"(15, 6, 21, 0)",4,"{(21, 6, 15)}","{('?', '?', '?')}"
"(15, 6, 24, 0)",1,"{(24, 6, 15)}","{('?', 0, 6)}"
"(15, 6, 26, 0)",3,"{(26, 6, 15)}","{(5, '?', 6)}"
"(15, 6, 6, 0)",4,"{(6, 15)}","{('?', '?', 6)}"
"(15, 6, 8, 0)",6,"{(8, 6, 15)}","{('?', '?', 6)}"
"(15, 6, 9, 0)",2,"{(9, 6, 15)}","{('?', 0, 6)}"
"(15, 7, 17, 0)",2,"{(17, 7, 15)}","{('?', 7, 6)}"
"(15, 7, 19, 0)",3,"{(19, 7, 15)}","{('?', '?', 6)}"
"(15, 7, 23, 0)",5,"{(7, 23, 15)}","{('?', '?', 6)}"
"(15, 7, 3, 0)",2,"{(3, 7, 15)}","{(5, '?', 6)}"
"(15, 7, 7, 0)",1,"{(7, 15)}","{(6, 7, 6)}"
"(15, 8, 1, 0)",5,"{(8, 1, 15)}","{('?', '?', 6)}"
"(15, 8, 10, 0)",4,"{(8, 10, 15)}","{('?', '?', 6)}"
"(15, 8, 11, 0)",1,"{(8, 11, 15)}","{(5, 0, 6)}"
"(15, 8, 12, 0)",1,"{(8, 12, 15)}","{(5, '?', 6)}"
"(15, 8, 13, 0)",1,"{(8, 13, 15)}","{(5, 1, 6)}"
"(15, 8, 17, 0)",1,"{(8, 17, 15)}","{(6, 7, 6)}"
"(15, 8, 19, 0)",3,"{(8, 19, 15)}","{('?', '?', 6)}"
"(15, 8, 23, 0)",1,"{(8, 23, 15)}","{(4, 7, 7)}"
"(15, 8, 24, 0)",1,"{(8, 24, 15)}","{(4, 1, 7)}"
"(15, 8, 26, 0)",2,"{(8, 26, 15)}","{(5, '?', 6)}"
"(15, 8, 3, 0)",1,"{(8, 3, 15)}","{(5, 6, 6)}"
"(15, 8, 6, 0)",4,"{(8, 6, 15)}","{('?', '?', 6)}"
"(15, 8, 7, 0)",4,"{(8, 7, 15)}","{('?', '?', 6)}"
"(15, 8, 8, 0)",6,"{(8, 15)}","{('?', '?', 6)}"
"(15, 8, 9, 0)",1,"{(8, 9, 15)}","{('?', 1, 6)}"
"(16, 16, 24, 0)",1,"{(16, 24)}","{(2, 0, 6)}"
"(16, 16, 4, 0)",1,"{(16, 4)}","{(2, 0, 1)}"
"(16, 16, 6, 0)",2,"{(16, 6)}","{(2, '?', 6)}"
"(16, 24, 12, 0)",1,"{(16, 24, 12)}","{(2, 0, 1)}"
"(16, 24, 6, 0)",1,"{(16, 24, 6)}","{(1, 0, 1)}"
"(16, 6, 16, 0)",2,"{(16, 6)}","{('?', '?', 6)}"
"(16, 6, 6, 0)",4,"{(16, 6)}","{('?', '?', 6)}"
"(16, 9, 24, 0)",2,"{(16, 9, 24)}","{('?', 0, 1)}"
"(16, 9, 6, 0)",1,"{(16, 9, 6)}","{(2, 0, 1)}"
"(17, 13, 13, 0)",1,"{(17, 13)}","{(7, 2, 5)}"
"(17, 17, 13, 0)",1,"{(17, 13)}","{(7, 1, 5)}"
"(17, 17, 17, 0)",2,"{(17,)}","{('?', 1, 5)}"
"(17, 17, 19, 0)",1,"{(17, 19)}","{(7, 7, 5)}"
"(17, 19, 17, 0)",2,"{(17, 19)}","{(7, 6, '?')}"
"(17, 19, 23, 0)",1,"{(17, 19, 23)}","{(6, 6, 5)}"
"(17, 19, 3, 0)",1,"{(3, 17, 19)}","{(7, 6, 5)}"
"(17, 19, 7, 0)",1,"{(17, 19, 7)}","{(7, 6, 5)}"
"(17, 23, 23, 0)",1,"{(17, 23)}","{(6, 6, 5)}"
"(17, 3, 17, 0)",1,"{(17, 3)}","{(6, 1, 5)}"
"(18, 1, 18, 0)",1,"{(1, 18)}","{(1, 6, 7)}"
"(18, 1, 27, 0)",4,"{(1, 18, 27)}","{('?', '?', 7)}"
"(18, 15, 1, 0)",1,"{(1, 18, 15)}","{(2, 2, 7)}"
"(18, 15, 13, 0)",1,"{(18, 13, 15)}","{(2, 2, 7)}"
"(18, 15, 18, 0)",1,"{(18, 15)}","{('?', 6, 7)}"
"(18, 16, 21, 0)",1,"{(16, 18, 21)}","{(2, 0, 7)}"
"(18, 16, 24, 0)",2,"{(16, 24, 18)}","{('?', 0, 7)}"
"(18, 16, 27, 0)",1,"{(16, 18, 27)}","{(2, 0, 7)}"
"(18, 16, 4, 0)",1,"{(16, 18, 4)}","{(2, 0, 7)}"
"(18, 16, 6, 0)",1,"{(16, 18, 6)}","{(1, 0, 7)}"
"(18, 16, 9, 0)",1,"{(16, 9, 18)}","{(1, 0, 7)}"
"(18, 18, 1, 0)",7,"{(1, 18)}","{('?', '?', 7)}"
"(18, 18, 16, 0)",2,"{(16, 18)}","{('?', 0, 7)}"
"(18, 18, 18, 0)",7,"{(18,)}","{('?', '?', 7)}"
"(18, 18, 21, 0)",1,"{(18, 21)}","{(2, 2, 7)}"
"(18, 18, 27, 0)",4,"{(18, 27)}","{('?', '?', 7)}"
"(18, 18, 6, 0)",4,"{(18, 6)}","{('?', '?', 7)}"
"(18, 27, 1, 0)",2,"{(1, 18, 27)}","{('?', '?', 7)}"
"(18, 27, 27, 0)",1,"{(18, 27)}","{(2, 2, 7)}"
"(18, 6, 16, 0)",1,"{(16, 18, 6)}","{(1, 5, 7)}"
"(18, 6, 18, 0)",4,"{(18, 6)}","{('?', '?', 7)}"
"(18, 6, 21, 0)",3,"{(18, 21, 6)}","{('?', '?', 7)}"
"(18, 6, 6, 0)",1,"{(18, 6)}","{(1, 4, 7)}"
"(19, 10, 19, 0)",3,"{(10, 19)}","{('?', '?', 5)}"
"(19, 10, 4, 0)",1,"{(10, 19, 4)}","{(0, 2, 5)}"
"(19, 10, 7, 0)",2,"{(10, 19, 7)}","{('?', '?', 5)}"
"(19, 19, 10, 0)",1,"{(10, 19)}","{(0, '?', 0)}"
"(19, 19, 7, 0)",1,"{(19, 7)}","{(0, 7, 5)}"
"(19, 23, 17, 0)",1,"{(17, 19, 23)}","{(4, 6, 5)}"
"(19, 23, 19, 0)",1,"{(19, 23)}","{(3, 6, 3)}"
"(19, 23, 23, 0)",2,"{(19, 23)}","{('?', 6, 3)}"
"(19, 23, 27, 0)",1,"{(27, 19, 23)}","{(0, 6, 1)}"
"(19, 23, 3, 0)",1,"{(3, 19, 23)}","{(3, 6, 3)}"
"(19, 23, 7, 0)",1,"{(19, 7, 23)}","{(3, 6, 5)}"
"(19, 25, 19, 0)",1,"{(25, 19)}","{(4, 2, 5)}"
"(19, 25, 7, 0)",1,"{(25, 19, 7)}","{(4, 2, 5)}"
"(19, 5, 10, 0)",1,"{(10, 19, 5)}","{(0, '?', 2)}"
"(19, 5, 19, 0)",1,"{(19, 5)}","{(0, 7, 0)}"
"(19, 7, 10, 0)",1,"{(10, 19, 7)}","{(0, 2, 5)}"
"(19, 7, 19, 0)",3,"{(19, 7)}","{('?', 7, 5)}"
"(19, 7, 23, 0)",2,"{(19, 23, 7)}","{('?', 6, 5)}"
"(19, 8, 19, 0)",1,"{(8, 19)}","{(0, 7, 2)}"
"(19, 8, 23, 0)",1,"{(8, 19, 23)}","{(0, 6, '?')}"
"(2, 10, 19, 0)",1,"{(19, 2, 10)}","{(4, 5, 0)}"
"(2, 10, 2, 0)",2,"{(2, 10)}","{('?', '?', 0)}"
"(2, 10, 22, 0)",1,"{(2, 10, 22)}","{(4, '?', 2)}"
"(2, 10, 4, 0)",1,"{(2, 10, 4)}","{(4, 0, 2)}"
