message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",1,"{(1,)}","{(1, '?', 3)}"
"(1, 1, 3, 0)",1,"{(1, 3)}","{(1, '?', 3)}"
"(1, 1, 4, 0)",2,"{(1, 4)}","{(1, '?', 3)}"
"(1, 1, 8, 0)",3,"{(8, 1)}","{(2, '?', 3)}"
"(1, 10, 1, 0)",1,"{(1, 10)}","{(2, 1, 3)}"
"(1, 14, 1, 0)",2,"{(1, 14)}","{('?', 3, 3)}"
"(1, 14, 11, 0)",1,"{(1, 11, 14)}","{(2, 3, 3)}"
"(1, 14, 15, 0)",1,"{(1, 14, 15)}","{(2, 3, 3)}"
"(1, 14, 2, 0)",1,"{(1, 2, 14)}","{(1, 3, 3)}"
"(1, 14, 3, 0)",1,"{(1, 3, 14)}","{(1, 3, 3)}"
"(1, 14, 8, 0)",1,"{(8, 1, 14)}","{(2, 3, 3)}"
"(1, 15, 2, 0)",1,"{(1, 2, 15)}","{(3, 0, 3)}"
"(1, 15, 4, 0)",1,"{(1, 4, 15)}","{(3, 2, 3)}"
"(1, 2, 14, 0)",1,"{(1, 2, 14)}","{(3, 3, 3)}"
"(1, 2, 2, 0)",2,"{(1, 2)}","{(3, '?', 3)}"
"(1, 3, 10, 0)",1,"{(1, 10, 3)}","{(2, 1, 3)}"
"(1, 3, 3, 0)",10,"{(1, 3)}","{('?', '?', 3)}"
"(1, 3, 4, 0)",1,"{(1, 3, 4)}","{(1, 2, 3)}"
"(1, 4, 4, 0)",2,"{(1, 4)}","{('?', 2, 3)}"
"(1, 4, 9, 0)",2,"{(1, 4, 9)}","{('?', 2, 3)}"
"(1, 9, 9, 0)",1,"{(1, 9)}","{(0, 2, 3)}"
"(10, 1, 2, 0)",1,"{(1, 10, 2)}","{(3, 1, 3)}"
"(10, 1, 3, 0)",2,"{(1, 10, 3)}","{('?', 1, 3)}"
"(10, 10, 10, 0)",2,"{(10,)}","{('?', 1, '?')}"
"(10, 10, 14, 0)",1,"{(10, 14)}","{(1, 1, 1)}"
"(10, 10, 2, 0)",2,"{(10, 2)}","{(3, 1, '?')}"
"(10, 10, 8, 0)",1,"{(8, 10)}","{(2, 1, '?')}"
"(10, 10, 9, 0)",1,"{(9, 10)}","{(0, 1, '?')}"
"(10, 14, 10, 0)",1,"{(10, 14)}","{(1, 1, 1)}"
"(10, 14, 11, 0)",1,"{(10, 11, 14)}","{(2, 1, 0)}"
"(10, 14, 14, 0)",2,"{(10, 14)}","{(1, 1, '?')}"
"(10, 14, 2, 0)",1,"{(10, 2, 14)}","{(1, 1, 1)}"
"(10, 2, 1, 0)",1,"{(1, 10, 2)}","{(3, 1, 3)}"
"(10, 2, 10, 0)",2,"{(10, 2)}","{(3, 1, '?')}"
"(10, 2, 14, 0)",2,"{(10, 2, 14)}","{('?', 1, '?')}"
"(10, 2, 2, 0)",1,"{(10, 2)}","{(3, 3, 1)}"
"(10, 3, 3, 0)",4,"{(10, 3)}","{('?', 1, 3)}"
"(10, 8, 10, 0)",2,"{(8, 10)}","{(2, 1, '?')}"
"(10, 8, 11, 0)",1,"{(8, 10, 11)}","{(2, 1, '?')}"
"(10, 8, 8, 0)",1,"{(8, 10)}","{(2, 1, '?')}"
"(10, 8, 9, 0)",1,"{(8, 9, 10)}","{(2, 1, 1)}"
"(10, 9, 10, 0)",2,"{(9, 10)}","{(0, 1, '?')}"
"(10, 9, 3, 0)",1,"{(9, 10, 3)}","{(0, 1, 3)}"
"(10, 9, 9, 0)",1,"{(9, 10)}","{(0, 1, 0)}"
"(11, 11, 15, 0)",2,"{(11, 15)}","{(2, 2, '?')}"
"(11, 11, 2, 0)",1,"{(2, 11)}","{(2, 2, 0)}"
"(11, 11, 4, 0)",1,"{(11, 4)}","{(2, 2, '?')}"
"(11, 11, 6, 0)",1,"{(11, 6)}","{(2, 2, 0)}"
"(11, 11, 8, 0)",1,"{(8, 11)}","{(2, 2, '?')}"
"(11, 14, 11, 0)",2,"{(11, 14)}","{(2, '?', 0)}"
"(11, 14, 15, 0)",2,"{(11, 14, 15)}","{('?', 0, 0)}"
