message,count,symbols,fixed_attribute_values
"(10, 10, 10, 0)",3,"{(10,)}","{(2, '?', '?')}"
"(10, 10, 20, 0)",7,"{(10, 20)}","{('?', '?', 8)}"
"(10, 10, 47, 0)",12,"{(10, 47)}","{('?', '?', '?')}"
"(10, 19, 10, 0)",15,"{(10, 19)}","{('?', '?', '?')}"
"(10, 19, 19, 0)",15,"{(10, 19)}","{('?', '?', '?')}"
"(10, 19, 20, 0)",8,"{(10, 19, 20)}","{('?', '?', 8)}"
"(10, 20, 19, 0)",1,"{(10, 19, 20)}","{(10, 6, 8)}"
"(10, 31, 42, 0)",3,"{(10, 42, 31)}","{('?', 13, '?')}"
"(10, 31, 47, 0)",1,"{(10, 47, 31)}","{(0, 15, 14)}"
"(10, 31, 51, 0)",10,"{(10, 51, 31)}","{('?', '?', '?')}"
"(11, 1, 1, 0)",8,"{(1, 11)}","{('?', '?', '?')}"
"(11, 10, 19, 0)",9,"{(19, 10, 11)}","{('?', '?', '?')}"
"(11, 10, 34, 0)",5,"{(10, 11, 34)}","{('?', '?', '?')}"
"(11, 10, 42, 0)",1,"{(10, 11, 42)}","{(2, 13, 14)}"
"(11, 10, 47, 0)",5,"{(10, 11, 47)}","{('?', '?', '?')}"
"(11, 10, 51, 0)",3,"{(51, 10, 11)}","{('?', 0, '?')}"
"(11, 11, 1, 0)",12,"{(1, 11)}","{('?', '?', '?')}"
"(11, 11, 11, 0)",5,"{(11,)}","{('?', '?', '?')}"
"(11, 11, 19, 0)",1,"{(19, 11)}","{(7, 0, 12)}"
"(11, 11, 20, 0)",2,"{(11, 20)}","{('?', 1, 8)}"
"(11, 11, 22, 0)",11,"{(11, 22)}","{('?', '?', '?')}"
"(11, 11, 23, 0)",6,"{(11, 23)}","{('?', '?', '?')}"
"(11, 11, 25, 0)",4,"{(25, 11)}","{('?', '?', '?')}"
"(11, 11, 28, 0)",7,"{(11, 28)}","{('?', '?', '?')}"
"(11, 11, 29, 0)",10,"{(11, 29)}","{('?', '?', '?')}"
"(11, 11, 3, 0)",11,"{(3, 11)}","{('?', '?', '?')}"
"(11, 11, 31, 0)",1,"{(11, 31)}","{(14, 14, 14)}"
"(11, 11, 34, 0)",11,"{(34, 11)}","{('?', '?', '?')}"
