message,count,symbols,fixed_attribute_values
"(1, 1, 8, 0)",1,"{(8, 1)}","{('?', '?', 0)}"
"(1, 10, 10, 0)",1,"{(1, 10)}","{(2, '?', 0)}"
"(1, 10, 9, 0)",1,"{(1, 10, 9)}","{(2, '?', 0)}"
"(1, 11, 12, 0)",1,"{(1, 11, 12)}","{(0, '?', 0)}"
"(1, 12, 1, 0)",1,"{(1, 12)}","{(0, 2, 0)}"
"(1, 12, 12, 0)",1,"{(1, 12)}","{(0, 2, 0)}"
"(1, 12, 7, 0)",1,"{(1, 12, 7)}","{(0, 2, 0)}"
"(1, 5, 1, 0)",1,"{(1, 5)}","{('?', 1, 0)}"
"(1, 5, 5, 0)",1,"{(1, 5)}","{('?', 1, 0)}"
"(1, 7, 7, 0)",1,"{(1, 7)}","{('?', 2, 0)}"
"(1, 8, 1, 0)",1,"{(8, 1)}","{('?', '?', 0)}"
"(10, 10, 10, 0)",1,"{(10,)}","{(2, 3, '?')}"
"(10, 10, 14, 0)",1,"{(10, 14)}","{(2, 3, 0)}"
"(10, 10, 7, 0)",1,"{(10, 7)}","{(2, 2, 2)}"
"(10, 14, 14, 0)",1,"{(10, 14)}","{(1, 3, 0)}"
"(10, 7, 10, 0)",1,"{(10, 7)}","{(2, 2, 2)}"
"(10, 7, 14, 0)",1,"{(10, 14, 7)}","{(2, 3, 0)}"
"(10, 7, 7, 0)",2,"{(10, 7)}","{(2, 2, '?')}"
"(11, 1, 1, 0)",1,"{(1, 11)}","{('?', 0, 0)}"
"(11, 1, 10, 0)",1,"{(1, 10, 11)}","{(2, 0, 0)}"
"(11, 1, 12, 0)",1,"{(1, 11, 12)}","{(0, 0, 0)}"
"(11, 1, 8, 0)",1,"{(8, 1, 11)}","{('?', 0, 0)}"
"(11, 11, 12, 0)",1,"{(11, 12)}","{(0, 0, '?')}"
"(11, 11, 13, 0)",1,"{(11, 13)}","{(0, 0, 2)}"
"(11, 12, 1, 0)",1,"{(1, 11, 12)}","{(0, 0, 0)}"
"(11, 12, 11, 0)",1,"{(11, 12)}","{(0, 0, '?')}"
"(11, 12, 12, 0)",2,"{(11, 12)}","{(0, '?', '?')}"
"(11, 12, 13, 0)",1,"{(11, 12, 13)}","{(0, '?', 2)}"
"(11, 12, 2, 0)",2,"{(2, 11, 12)}","{(0, '?', 1)}"
"(11, 13, 1, 0)",1,"{(1, 11, 13)}","{(3, 0, 0)}"
"(11, 13, 12, 0)",1,"{(11, 12, 13)}","{(0, '?', 2)}"
"(11, 13, 2, 0)",1,"{(2, 11, 13)}","{(3, 0, 1)}"
"(11, 13, 4, 0)",1,"{(11, 4, 13)}","{(3, 0, 2)}"
"(11, 13, 5, 0)",1,"{(5, 11, 13)}","{(3, 0, 2)}"
"(11, 13, 8, 0)",1,"{(8, 11, 13)}","{(3, 0, '?')}"
"(11, 15, 11, 0)",1,"{(11, 15)}","{(0, 0, 3)}"
"(11, 15, 12, 0)",2,"{(11, 12, 15)}","{(0, '?', 3)}"
"(11, 15, 3, 0)",1,"{(3, 11, 15)}","{(1, 0, 3)}"
"(11, 15, 8, 0)",1,"{(8, 11, 15)}","{(0, 0, 3)}"
"(11, 15, 9, 0)",1,"{(9, 11, 15)}","{(2, 0, 3)}"
"(11, 2, 10, 0)",1,"{(10, 2, 11)}","{(2, 0, 1)}"
"(11, 2, 3, 0)",1,"{(3, 2, 11)}","{(1, 0, 1)}"
"(11, 2, 8, 0)",1,"{(8, 2, 11)}","{('?', 0, 1)}"
"(11, 3, 3, 0)",1,"{(3, 11)}","{(1, 0, '?')}"
"(11, 4, 10, 0)",1,"{(10, 11, 4)}","{(2, 0, 2)}"
"(11, 5, 10, 0)",1,"{(10, 11, 5)}","{(2, 0, '?')}"
"(11, 8, 13, 0)",2,"{(8, 11, 13)}","{(3, 0, '?')}"
"(11, 8, 8, 0)",3,"{(8, 11)}","{('?', 0, '?')}"
"(11, 9, 10, 0)",1,"{(9, 10, 11)}","{(2, 0, 0)}"
"(11, 9, 14, 0)",1,"{(9, 11, 14)}","{(1, 0, 0)}"
"(11, 9, 15, 0)",1,"{(9, 11, 15)}","{(2, 0, 3)}"
"(12, 12, 12, 0)",1,"{(12,)}","{(0, 1, '?')}"
"(12, 2, 12, 0)",1,"{(2, 12)}","{(0, 1, 1)}"
"(13, 1, 5, 0)",1,"{(1, 5, 13)}","{(3, 1, 0)}"
"(13, 1, 8, 0)",1,"{(8, 1, 13)}","{(3, '?', 0)}"
"(13, 11, 12, 0)",1,"{(11, 12, 13)}","{(0, 3, 2)}"
"(13, 12, 12, 0)",1,"{(12, 13)}","{(0, 3, '?')}"
"(13, 12, 15, 0)",1,"{(12, 13, 15)}","{(0, 3, 3)}"
"(13, 13, 13, 0)",1,"{(13,)}","{(3, 3, '?')}"
"(13, 13, 4, 0)",1,"{(4, 13)}","{(3, 2, 2)}"
"(13, 13, 5, 0)",1,"{(5, 13)}","{(3, 1, '?')}"
"(13, 13, 7, 0)",1,"{(13, 7)}","{(3, 2, '?')}"
"(13, 13, 8, 0)",1,"{(8, 13)}","{(3, '?', '?')}"
"(13, 15, 12, 0)",1,"{(12, 13, 15)}","{(0, 3, 3)}"
"(13, 15, 13, 0)",2,"{(13, 15)}","{('?', 3, 3)}"
"(13, 15, 8, 0)",1,"{(8, 13, 15)}","{(3, '?', 3)}"
"(13, 2, 13, 0)",1,"{(2, 13)}","{(3, 2, 1)}"
"(13, 2, 5, 0)",1,"{(2, 5, 13)}","{(3, 1, 1)}"
"(13, 2, 8, 0)",1,"{(8, 2, 13)}","{(3, '?', 1)}"
"(13, 4, 4, 0)",1,"{(4, 13)}","{(3, 3, 2)}"
"(13, 4, 5, 0)",1,"{(5, 4, 13)}","{(3, '?', 2)}"
"(13, 5, 15, 0)",1,"{(5, 13, 15)}","{(3, 1, 3)}"
"(13, 5, 4, 0)",2,"{(5, 4, 13)}","{(3, '?', 2)}"
"(13, 5, 5, 0)",1,"{(5, 13)}","{(3, 1, 2)}"
"(13, 5, 9, 0)",1,"{(9, 5, 13)}","{(3, 1, 0)}"
"(13, 7, 7, 0)",1,"{(13, 7)}","{(3, 2, 0)}"
"(13, 8, 15, 0)",2,"{(8, 13, 15)}","{(3, '?', 3)}"
"(13, 8, 5, 0)",1,"{(8, 5, 13)}","{(3, '?', 2)}"
"(14, 14, 14, 0)",1,"{(14,)}","{(1, 2, 2)}"
"(15, 12, 12, 0)",1,"{(12, 15)}","{(0, 2, 3)}"
"(15, 12, 15, 0)",1,"{(12, 15)}","{(0, 2, 3)}"
"(15, 13, 12, 0)",1,"{(12, 13, 15)}","{(0, 3, 3)}"
"(15, 13, 15, 0)",1,"{(13, 15)}","{('?', 3, 3)}"
"(15, 14, 14, 0)",1,"{(14, 15)}","{(1, 2, 3)}"
"(15, 3, 3, 0)",1,"{(3, 15)}","{(1, '?', 3)}"
"(15, 7, 14, 0)",1,"{(7, 14, 15)}","{(1, 3, 3)}"
"(15, 7, 15, 0)",1,"{(7, 15)}","{('?', 2, 3)}"
"(15, 7, 7, 0)",1,"{(7, 15)}","{(2, 3, 3)}"
"(15, 8, 15, 0)",1,"{(8, 15)}","{('?', '?', 3)}"
"(15, 9, 9, 0)",1,"{(9, 15)}","{(2, '?', 3)}"
"(2, 10, 10, 0)",1,"{(2, 10)}","{(2, 3, 1)}"
"(2, 11, 12, 0)",1,"{(2, 11, 12)}","{(0, '?', 1)}"
"(2, 12, 11, 0)",1,"{(2, 11, 12)}","{(0, '?', 1)}"
"(2, 13, 12, 0)",1,"{(2, 12, 13)}","{(0, 2, 1)}"
"(2, 13, 13, 0)",1,"{(2, 13)}","{('?', 2, 1)}"
"(2, 13, 2, 0)",1,"{(2, 13)}","{('?', 2, 1)}"
"(2, 14, 14, 0)",1,"{(2, 14)}","{(1, 2, 1)}"
"(2, 15, 12, 0)",1,"{(2, 12, 15)}","{(0, 2, 1)}"
"(2, 15, 13, 0)",1,"{(2, 13, 15)}","{(0, 2, 1)}"
"(2, 15, 14, 0)",1,"{(2, 14, 15)}","{(0, 2, 1)}"
"(2, 2, 14, 0)",1,"{(2, 14)}","{(1, 2, 1)}"
"(2, 2, 3, 0)",1,"{(2, 3)}","{(1, '?', 1)}"
"(2, 3, 3, 0)",1,"{(2, 3)}","{(1, '?', 1)}"
"(2, 4, 14, 0)",1,"{(2, 4, 14)}","{(1, 3, 1)}"
"(2, 5, 5, 0)",1,"{(2, 5)}","{(2, '?', 1)}"
"(2, 8, 8, 0)",1,"{(8, 2)}","{('?', '?', 1)}"
"(3, 14, 14, 0)",1,"{(3, 14)}","{(1, 2, '?')}"
"(3, 15, 3, 0)",1,"{(3, 15)}","{(1, 1, 3)}"
"(3, 15, 9, 0)",1,"{(9, 3, 15)}","{(1, 1, 3)}"
"(3, 2, 15, 0)",1,"{(2, 3, 15)}","{(1, 1, 1)}"
"(3, 2, 3, 0)",1,"{(2, 3)}","{(1, 1, 1)}"
"(3, 3, 14, 0)",1,"{(3, 14)}","{(1, '?', '?')}"
"(3, 3, 15, 0)",2,"{(3, 15)}","{(1, 1, '?')}"
"(3, 5, 3, 0)",1,"{(3, 5)}","{(1, 1, '?')}"
