message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",64,"{(1,)}","{(3, '?', '?')}"
"(10, 10, 10, 0)",12,"{(10,)}","{('?', '?', 1)}"
"(10, 10, 16, 0)",1,"{(16, 10)}","{(5, 0, 1)}"
"(10, 10, 23, 0)",1,"{(10, 23)}","{('?', 6, 1)}"
"(10, 10, 25, 0)",1,"{(25, 10)}","{(0, 2, 1)}"
"(10, 25, 25, 0)",4,"{(25, 10)}","{(0, '?', 1)}"
"(10, 4, 4, 0)",1,"{(10, 4)}","{(1, 5, 1)}"
"(10, 6, 10, 0)",1,"{(10, 6)}","{('?', 5, 1)}"
"(11, 10, 10, 0)",1,"{(10, 11)}","{('?', 4, 1)}"
"(11, 11, 11, 0)",19,"{(11,)}","{('?', 4, '?')}"
"(11, 11, 16, 0)",4,"{(16, 11)}","{(5, 4, '?')}"
"(11, 11, 20, 0)",3,"{(11, 20)}","{(2, 4, '?')}"
"(11, 12, 12, 0)",1,"{(11, 12)}","{(6, 4, 2)}"
"(11, 16, 11, 0)",1,"{(16, 11)}","{(5, 4, 6)}"
"(11, 16, 16, 0)",2,"{(16, 11)}","{(5, 4, '?')}"
"(11, 20, 11, 0)",1,"{(11, 20)}","{(2, 4, '?')}"
"(11, 20, 20, 0)",2,"{(11, 20)}","{(2, 4, '?')}"
"(11, 25, 25, 0)",3,"{(25, 11)}","{(0, 4, '?')}"
"(11, 4, 4, 0)",3,"{(11, 4)}","{(1, 4, '?')}"
"(12, 12, 12, 0)",64,"{(12,)}","{(6, '?', '?')}"
"(14, 14, 14, 0)",19,"{(14,)}","{('?', 1, '?')}"
"(14, 14, 16, 0)",2,"{(16, 14)}","{(5, 1, '?')}"
"(14, 14, 25, 0)",4,"{(25, 14)}","{(0, 1, '?')}"
"(14, 14, 26, 0)",2,"{(26, 14)}","{(4, 1, '?')}"
"(14, 14, 7, 0)",1,"{(14, 7)}","{(7, 1, 1)}"
"(14, 16, 14, 0)",2,"{(16, 14)}","{(5, 1, '?')}"
"(14, 16, 16, 0)",3,"{(16, 14)}","{(5, 1, '?')}"
"(14, 20, 20, 0)",2,"{(20, 14)}","{(2, 1, '?')}"
"(14, 25, 14, 0)",1,"{(25, 14)}","{(0, 1, 7)}"
"(14, 25, 25, 0)",11,"{(25, 14)}","{(0, '?', '?')}"
"(14, 26, 26, 0)",6,"{(26, 14)}","{(4, 1, '?')}"
"(16, 14, 16, 0)",3,"{(16, 14)}","{(5, 1, '?')}"
"(16, 16, 14, 0)",1,"{(16, 14)}","{(5, 1, 4)}"
"(16, 16, 16, 0)",57,"{(16,)}","{(5, '?', '?')}"
"(18, 11, 11, 0)",5,"{(18, 11)}","{('?', 3, '?')}"
"(18, 13, 13, 0)",15,"{(18, 13)}","{('?', 5, '?')}"
"(18, 14, 11, 0)",1,"{(18, 11, 14)}","{(0, 3, 7)}"
"(18, 14, 14, 0)",2,"{(18, 14)}","{('?', '?', 7)}"
"(18, 14, 16, 0)",2,"{(16, 18, 14)}","{(2, 7, '?')}"
"(18, 14, 18, 0)",1,"{(18, 14)}","{('?', 0, 7)}"
"(18, 16, 16, 0)",2,"{(16, 18)}","{('?', '?', 4)}"
"(18, 16, 23, 0)",1,"{(16, 18, 23)}","{('?', '?', 5)}"
"(18, 18, 18, 0)",10,"{(18,)}","{('?', 0, '?')}"
"(18, 19, 19, 0)",2,"{(18, 19)}","{('?', '?', '?')}"
"(18, 19, 23, 0)",1,"{(18, 19, 23)}","{('?', '?', 0)}"
"(18, 20, 18, 0)",2,"{(18, 20)}","{(2, 0, '?')}"
"(18, 20, 20, 0)",10,"{(18, 20)}","{(2, '?', '?')}"
"(18, 25, 25, 0)",2,"{(25, 18)}","{(0, '?', '?')}"
"(18, 26, 13, 0)",3,"{(18, 26, 13)}","{(4, 5, '?')}"
