message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",52,"{(1,)}","{('?', '?', '?')}"
"(1, 1, 24, 0)",1,"{(24, 1)}","{(2, 1, 1)}"
"(1, 1, 3, 0)",1,"{(1, 3)}","{(2, '?', 0)}"
"(1, 2, 2, 0)",1,"{(1, 2)}","{(1, 5, 3)}"
"(1, 24, 24, 0)",4,"{(24, 1)}","{(2, 1, '?')}"
"(11, 11, 11, 0)",67,"{(11,)}","{('?', 0, '?')}"
"(11, 11, 19, 0)",1,"{(19, 11)}","{(2, 0, 3)}"
"(11, 11, 3, 0)",1,"{(3, 11)}","{(2, 0, 3)}"
"(11, 3, 11, 0)",1,"{(3, 11)}","{(2, 0, 4)}"
"(11, 3, 19, 0)",1,"{(3, 19, 11)}","{(2, 0, 2)}"
"(11, 3, 3, 0)",5,"{(3, 11)}","{(2, 0, '?')}"
"(15, 15, 15, 0)",66,"{(15,)}","{('?', 4, '?')}"
"(18, 18, 18, 0)",62,"{(18,)}","{('?', 6, '?')}"
"(19, 19, 19, 0)",66,"{(19,)}","{('?', 3, '?')}"
"(2, 2, 2, 0)",65,"{(2,)}","{('?', 5, '?')}"
"(2, 2, 3, 0)",3,"{(2, 3)}","{(2, 5, '?')}"
"(2, 3, 3, 0)",4,"{(2, 3)}","{(2, 5, '?')}"
"(24, 24, 24, 0)",66,"{(24,)}","{('?', 1, '?')}"
"(27, 27, 27, 0)",54,"{(27,)}","{('?', 7, '?')}"
"(3, 11, 11, 0)",1,"{(11, 3)}","{(2, 0, 5)}"
"(3, 11, 3, 0)",1,"{(11, 3)}","{(2, 0, '?')}"
"(3, 18, 18, 0)",5,"{(18, 3)}","{(2, 6, '?')}"
"(3, 19, 3, 0)",1,"{(19, 3)}","{(2, 0, 1)}"
"(3, 24, 24, 0)",3,"{(24, 3)}","{(2, 1, '?')}"
"(3, 3, 11, 0)",2,"{(11, 3)}","{(2, 0, '?')}"
"(3, 3, 18, 0)",5,"{(18, 3)}","{(2, 6, '?')}"
"(3, 3, 19, 0)",3,"{(19, 3)}","{(2, 0, '?')}"
"(3, 3, 24, 0)",1,"{(24, 3)}","{(2, 1, 4)}"
"(3, 3, 3, 0)",30,"{(3,)}","{(2, '?', '?')}"
"(3, 3, 4, 0)",1,"{(3, 4)}","{(2, 2, 4)}"
"(3, 4, 4, 0)",4,"{(3, 4)}","{(2, 2, '?')}"
"(4, 3, 3, 0)",1,"{(3, 4)}","{(2, 2, 1)}"
"(4, 3, 4, 0)",1,"{(3, 4)}","{(2, 2, 1)}"
"(4, 4, 3, 0)",1,"{(3, 4)}","{(2, 2, 4)}"
"(4, 4, 4, 0)",62,"{(4,)}","{('?', 2, '?')}"
