message,count,symbols,fixed_attribute_values
"(1, 1, 13, 5, 0)",1,"{(1, 5, 13)}","{(1, 7, 0, 7)}"
"(10, 1, 1, 4, 0)",1,"{(1, 10, 4)}","{(1, 0, 1, 2)}"
"(10, 1, 12, 27, 0)",1,"{(1, 10, 27, 12)}","{(1, '?', 1, 1)}"
"(10, 1, 12, 5, 0)",1,"{(1, 10, 12, 5)}","{(1, 7, 1, '?')}"
"(10, 1, 12, 8, 0)",2,"{(8, 1, 10, 12)}","{(1, '?', 1, '?')}"
"(10, 1, 12, 9, 0)",1,"{(1, 10, 12, 9)}","{(1, '?', 1, 2)}"
"(10, 1, 13, 19, 0)",3,"{(1, 10, 19, 13)}","{(1, '?', 1, '?')}"
"(10, 1, 13, 5, 0)",2,"{(1, 10, 5, 13)}","{(1, 7, 1, '?')}"
"(10, 1, 14, 14, 0)",2,"{(1, 10, 14)}","{(1, '?', 1, '?')}"
"(10, 1, 14, 4, 0)",1,"{(1, 10, 4, 14)}","{(1, 3, 1, 2)}"
"(10, 1, 14, 8, 0)",1,"{(8, 1, 10, 14)}","{(1, 5, 1, 1)}"
"(10, 1, 15, 1, 0)",2,"{(1, 10, 15)}","{(1, '?', 1, 4)}"
"(10, 1, 15, 14, 0)",2,"{(1, 10, 14, 15)}","{(1, '?', 1, 4)}"
"(10, 1, 15, 19, 0)",2,"{(1, 10, 19, 15)}","{(1, '?', 1, 4)}"
"(10, 1, 15, 24, 0)",1,"{(24, 1, 10, 15)}","{(1, 2, 1, 4)}"
"(10, 1, 15, 5, 0)",1,"{(1, 10, 5, 15)}","{(1, 7, 1, 4)}"
"(10, 1, 19, 13, 0)",4,"{(1, 10, 19, 13)}","{(1, '?', 1, '?')}"
"(10, 1, 19, 19, 0)",2,"{(1, 10, 19)}","{(1, '?', 1, '?')}"
"(10, 1, 19, 5, 0)",1,"{(1, 10, 19, 5)}","{(1, 7, 1, 2)}"
"(10, 1, 19, 9, 0)",1,"{(1, 10, 19, 9)}","{(1, 4, 1, 2)}"
"(10, 1, 24, 16, 0)",2,"{(24, 1, 10, 16)}","{(1, 2, 1, '?')}"
"(10, 1, 24, 24, 0)",1,"{(24, 1, 10)}","{(1, 2, 1, '?')}"
"(10, 1, 24, 26, 0)",2,"{(24, 1, 10, 26)}","{(1, 0, 1, '?')}"
"(10, 1, 24, 4, 0)",1,"{(24, 1, 10, 4)}","{(1, 0, 1, 2)}"
"(10, 1, 5, 5, 0)",1,"{(1, 10, 5)}","{(1, 7, 1, '?')}"
"(10, 1, 5, 9, 0)",1,"{(1, 10, 5, 9)}","{(1, 7, 1, 2)}"
"(10, 1, 6, 14, 0)",1,"{(1, 10, 6, 14)}","{(1, 5, 1, 1)}"
"(10, 1, 6, 8, 0)",1,"{(8, 1, 10, 6)}","{(1, 3, 1, 1)}"
"(10, 12, 1, 1, 0)",1,"{(1, 10, 12)}","{(1, 0, 1, 4)}"
"(10, 12, 1, 13, 0)",3,"{(1, 10, 12, 13)}","{(1, '?', 1, '?')}"
"(10, 12, 1, 14, 0)",4,"{(1, 10, 12, 14)}","{(1, '?', 1, '?')}"
"(10, 12, 1, 16, 0)",2,"{(16, 1, 10, 12)}","{(1, '?', 1, '?')}"
"(10, 12, 1, 21, 0)",1,"{(1, 10, 12, 21)}","{(1, 0, 1, 4)}"
"(10, 12, 1, 26, 0)",2,"{(1, 10, 26, 12)}","{(1, 0, 1, '?')}"
"(10, 12, 1, 4, 0)",2,"{(1, 10, 12, 4)}","{(1, '?', 1, 2)}"
"(10, 12, 1, 8, 0)",3,"{(8, 1, 10, 12)}","{(1, '?', 1, '?')}"
"(10, 12, 1, 9, 0)",1,"{(1, 10, 12, 9)}","{(1, 6, 1, 2)}"
"(10, 12, 12, 12, 0)",4,"{(10, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 12, 13, 0)",2,"{(10, 12, 13)}","{('?', 6, 1, '?')}"
"(10, 12, 12, 14, 0)",6,"{(10, 12, 14)}","{('?', '?', 1, '?')}"
"(10, 12, 12, 19, 0)",1,"{(10, 19, 12)}","{('?', 6, 1, '?')}"
"(10, 12, 12, 2, 0)",1,"{(10, 2, 12)}","{(2, '?', 1, '?')}"
"(10, 12, 12, 23, 0)",1,"{(10, 12, 23)}","{(0, '?', 1, 7)}"
"(10, 12, 12, 26, 0)",2,"{(10, 26, 12)}","{('?', 0, 1, 7)}"
"(10, 12, 12, 27, 0)",6,"{(10, 27, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 12, 4, 0)",4,"{(10, 12, 4)}","{('?', '?', 1, 2)}"
"(10, 12, 12, 5, 0)",5,"{(10, 12, 5)}","{('?', 7, 1, '?')}"
"(10, 12, 12, 8, 0)",4,"{(8, 10, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 12, 9, 0)",2,"{(9, 10, 12)}","{('?', '?', 1, 2)}"
"(10, 12, 13, 19, 0)",8,"{(10, 19, 12, 13)}","{('?', '?', 1, '?')}"
"(10, 12, 13, 5, 0)",5,"{(10, 5, 12, 13)}","{('?', 7, 1, '?')}"
"(10, 12, 14, 4, 0)",1,"{(10, 12, 4, 14)}","{('?', 5, 1, 2)}"
"(10, 12, 14, 8, 0)",5,"{(8, 10, 12, 14)}","{('?', '?', 1, '?')}"
"(10, 12, 15, 1, 0)",3,"{(1, 10, 12, 15)}","{('?', '?', 1, 4)}"
"(10, 12, 15, 12, 0)",6,"{(10, 12, 15)}","{('?', '?', 1, 4)}"
"(10, 12, 15, 14, 0)",7,"{(10, 12, 14, 15)}","{('?', '?', 1, 4)}"
"(10, 12, 15, 18, 0)",9,"{(10, 18, 12, 15)}","{('?', '?', 1, 4)}"
"(10, 12, 15, 19, 0)",4,"{(10, 19, 12, 15)}","{('?', '?', 1, 4)}"
"(10, 12, 15, 2, 0)",4,"{(10, 2, 12, 15)}","{(2, '?', 1, 4)}"
"(10, 12, 15, 23, 0)",1,"{(10, 12, 23, 15)}","{(0, 2, 1, 4)}"
"(10, 12, 15, 24, 0)",1,"{(24, 10, 12, 15)}","{('?', 2, 1, 4)}"
"(10, 12, 15, 3, 0)",5,"{(10, 3, 12, 15)}","{(3, '?', 1, 4)}"
"(10, 12, 15, 5, 0)",5,"{(10, 12, 5, 15)}","{('?', 7, 1, 4)}"
"(10, 12, 17, 12, 0)",1,"{(17, 10, 12)}","{(1, 5, 1, 4)}"
"(10, 12, 18, 1, 0)",4,"{(1, 10, 18, 12)}","{('?', 0, 1, '?')}"
"(10, 12, 18, 12, 0)",4,"{(10, 18, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 18, 13, 0)",6,"{(10, 18, 12, 13)}","{('?', '?', 1, '?')}"
"(10, 12, 18, 14, 0)",3,"{(10, 18, 12, 14)}","{('?', '?', 1, '?')}"
"(10, 12, 18, 15, 0)",3,"{(10, 18, 12, 15)}","{('?', '?', 1, 4)}"
"(10, 12, 18, 16, 0)",2,"{(16, 10, 18, 12)}","{('?', 2, 1, 7)}"
"(10, 12, 18, 19, 0)",3,"{(19, 10, 18, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 18, 24, 0)",5,"{(24, 10, 18, 12)}","{('?', 2, 1, '?')}"
"(10, 12, 18, 26, 0)",2,"{(26, 10, 18, 12)}","{(4, 0, 1, '?')}"
"(10, 12, 18, 27, 0)",4,"{(27, 10, 18, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 18, 4, 0)",6,"{(10, 18, 12, 4)}","{('?', '?', 1, 2)}"
"(10, 12, 18, 5, 0)",7,"{(10, 18, 12, 5)}","{('?', 7, 1, '?')}"
"(10, 12, 18, 8, 0)",5,"{(8, 10, 18, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 18, 9, 0)",3,"{(9, 10, 18, 12)}","{('?', '?', 1, 2)}"
"(10, 12, 19, 13, 0)",3,"{(10, 19, 12, 13)}","{('?', 6, 1, '?')}"
"(10, 12, 19, 19, 0)",2,"{(10, 19, 12)}","{('?', '?', 1, '?')}"
"(10, 12, 19, 23, 0)",1,"{(10, 19, 12, 23)}","{(0, 6, 1, 6)}"
"(10, 12, 19, 9, 0)",2,"{(9, 10, 19, 12)}","{('?', 4, 1, 2)}"
"(10, 12, 2, 1, 0)",3,"{(1, 10, 2, 12)}","{(2, 0, 1, '?')}"
