message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",6,"{(1,)}","{('?', '?', '?')}"
"(1, 1, 15, 0)",1,"{(1, 15)}","{(7, '?', 6)}"
"(1, 1, 26, 0)",1,"{(1, 26)}","{('?', '?', 3)}"
"(1, 15, 15, 0)",3,"{(1, 15)}","{('?', '?', '?')}"
"(1, 17, 1, 0)",2,"{(1, 17)}","{('?', 4, '?')}"
"(1, 17, 17, 0)",2,"{(1, 17)}","{('?', 4, '?')}"
"(1, 9, 1, 0)",4,"{(1, 9)}","{('?', 4, '?')}"
"(1, 9, 15, 0)",2,"{(1, 9, 15)}","{('?', 4, '?')}"
"(1, 9, 26, 0)",1,"{(1, 26, 9)}","{('?', 4, 3)}"
"(10, 10, 10, 0)",1,"{(10,)}","{('?', 4, 2)}"
"(10, 10, 15, 0)",1,"{(10, 15)}","{(3, 4, '?')}"
"(10, 10, 19, 0)",1,"{(10, 19)}","{(2, 4, 1)}"
"(10, 10, 26, 0)",1,"{(10, 26)}","{(5, 4, '?')}"
"(10, 10, 6, 0)",3,"{(10, 6)}","{('?', '?', '?')}"
"(10, 15, 6, 0)",2,"{(10, 6, 15)}","{('?', 4, '?')}"
"(10, 26, 15, 0)",1,"{(10, 26, 15)}","{(5, '?', '?')}"
"(10, 26, 26, 0)",1,"{(10, 26)}","{(5, '?', '?')}"
"(10, 26, 3, 0)",1,"{(3, 10, 26)}","{(5, '?', '?')}"
"(10, 26, 6, 0)",1,"{(10, 26, 6)}","{(5, 4, '?')}"
"(10, 3, 26, 0)",1,"{(26, 10, 3)}","{(5, '?', '?')}"
"(10, 3, 4, 0)",1,"{(10, 3, 4)}","{(3, '?', '?')}"
"(10, 4, 3, 0)",1,"{(10, 3, 4)}","{(3, '?', '?')}"
"(10, 6, 10, 0)",2,"{(10, 6)}","{('?', '?', '?')}"
"(11, 1, 15, 0)",1,"{(1, 11, 15)}","{(7, 3, 6)}"
"(11, 11, 11, 0)",2,"{(11,)}","{('?', '?', '?')}"
"(11, 12, 1, 0)",2,"{(1, 11, 12)}","{('?', 0, 3)}"
"(11, 12, 11, 0)",1,"{(11, 12)}","{(0, 0, '?')}"
"(11, 12, 12, 0)",5,"{(11, 12)}","{('?', '?', '?')}"
"(11, 12, 3, 0)",3,"{(3, 11, 12)}","{('?', 0, '?')}"
"(11, 12, 7, 0)",1,"{(11, 12, 7)}","{(0, 3, '?')}"
"(11, 24, 12, 0)",1,"{(24, 11, 12)}","{(6, 0, '?')}"
"(11, 25, 15, 0)",4,"{(25, 11, 15)}","{('?', '?', '?')}"
"(11, 25, 24, 0)",3,"{(24, 25, 11)}","{('?', '?', '?')}"
"(11, 25, 3, 0)",7,"{(3, 25, 11)}","{('?', '?', '?')}"
"(11, 27, 11, 0)",1,"{(27, 11)}","{('?', 5, 2)}"
"(11, 3, 11, 0)",2,"{(3, 11)}","{('?', '?', '?')}"
"(11, 3, 15, 0)",5,"{(3, 11, 15)}","{('?', 0, '?')}"
"(11, 3, 4, 0)",2,"{(3, 11, 4)}","{('?', 0, '?')}"
"(12, 1, 1, 0)",7,"{(1, 12)}","{('?', '?', '?')}"
"(12, 1, 15, 0)",5,"{(1, 12, 15)}","{('?', '?', '?')}"
"(12, 12, 1, 0)",4,"{(1, 12)}","{('?', 5, '?')}"
"(12, 12, 11, 0)",4,"{(11, 12)}","{('?', '?', 3)}"
"(12, 12, 7, 0)",4,"{(12, 7)}","{('?', '?', 3)}"
"(12, 15, 15, 0)",1,"{(12, 15)}","{('?', 5, 6)}"
"(12, 25, 1, 0)",1,"{(25, 12, 1)}","{(7, 5, 6)}"
"(13, 12, 12, 0)",1,"{(12, 13)}","{(0, 5, 1)}"
"(13, 13, 13, 0)",11,"{(13,)}","{('?', '?', '?')}"
"(13, 13, 14, 0)",2,"{(13, 14)}","{('?', '?', '?')}"
"(13, 13, 16, 0)",1,"{(16, 13)}","{(7, '?', 7)}"
"(13, 13, 17, 0)",1,"{(17, 13)}","{('?', '?', 1)}"
"(13, 13, 23, 0)",1,"{(13, 23)}","{(4, 4, 7)}"
"(13, 13, 24, 0)",4,"{(24, 13)}","{('?', '?', 2)}"
"(13, 13, 25, 0)",6,"{(25, 13)}","{('?', '?', '?')}"
"(13, 13, 7, 0)",3,"{(13, 7)}","{('?', '?', '?')}"
"(13, 14, 13, 0)",5,"{(13, 14)}","{('?', '?', '?')}"
"(13, 14, 16, 0)",2,"{(16, 13, 14)}","{('?', 4, 7)}"
"(13, 14, 18, 0)",2,"{(18, 13, 14)}","{('?', '?', 5)}"
"(13, 14, 23, 0)",2,"{(13, 14, 23)}","{(0, 4, '?')}"
"(13, 16, 13, 0)",1,"{(16, 13)}","{(7, '?', 7)}"
"(13, 16, 14, 0)",2,"{(16, 13, 14)}","{('?', 4, 7)}"
"(13, 16, 16, 0)",3,"{(16, 13)}","{('?', 4, 7)}"
"(13, 16, 17, 0)",1,"{(16, 17, 13)}","{('?', 4, 7)}"
"(13, 16, 23, 0)",2,"{(16, 13, 23)}","{('?', 4, 7)}"
"(13, 17, 17, 0)",6,"{(17, 13)}","{('?', '?', '?')}"
"(13, 18, 13, 0)",1,"{(18, 13)}","{('?', '?', 7)}"
"(13, 18, 18, 0)",2,"{(18, 13)}","{('?', '?', '?')}"
"(13, 19, 17, 0)",1,"{(17, 19, 13)}","{(1, 4, 1)}"
"(13, 19, 19, 0)",3,"{(19, 13)}","{('?', 6, 1)}"
"(13, 19, 23, 0)",1,"{(19, 13, 23)}","{('?', 6, 1)}"
"(13, 21, 12, 0)",2,"{(21, 12, 13)}","{('?', 5, 1)}"
"(13, 21, 3, 0)",3,"{(21, 3, 13)}","{('?', '?', 1)}"
"(13, 23, 10, 0)",1,"{(10, 13, 23)}","{(7, 4, 2)}"
"(13, 23, 16, 0)",2,"{(16, 13, 23)}","{('?', 4, 7)}"
"(13, 23, 17, 0)",1,"{(17, 13, 23)}","{(7, 4, 2)}"
"(13, 23, 19, 0)",1,"{(19, 13, 23)}","{('?', 6, 1)}"
"(13, 23, 23, 0)",4,"{(13, 23)}","{('?', 4, '?')}"
"(13, 23, 25, 0)",1,"{(25, 13, 23)}","{(4, 4, 2)}"
"(13, 23, 9, 0)",1,"{(9, 13, 23)}","{(7, 6, 1)}"
"(13, 24, 13, 0)",2,"{(24, 13)}","{(4, '?', 2)}"
"(13, 24, 25, 0)",1,"{(24, 25, 13)}","{(6, 3, 1)}"
"(13, 24, 3, 0)",1,"{(24, 3, 13)}","{(6, 0, 1)}"
"(13, 25, 1, 0)",2,"{(25, 13, 1)}","{(6, '?', 1)}"
"(13, 25, 13, 0)",4,"{(25, 13)}","{('?', '?', '?')}"
"(13, 25, 17, 0)",1,"{(25, 13, 17)}","{('?', 1, 1)}"
"(13, 25, 23, 0)",12,"{(25, 13, 23)}","{('?', '?', '?')}"
"(13, 25, 24, 0)",5,"{(24, 25, 13)}","{('?', '?', 1)}"
"(13, 25, 25, 0)",3,"{(25, 13)}","{('?', '?', 1)}"
"(13, 25, 3, 0)",5,"{(25, 3, 13)}","{('?', '?', 1)}"
"(13, 3, 3, 0)",1,"{(3, 13)}","{('?', 0, 1)}"
"(13, 5, 17, 0)",6,"{(17, 5, 13)}","{('?', '?', '?')}"
"(13, 5, 5, 0)",3,"{(5, 13)}","{('?', '?', '?')}"
"(13, 7, 13, 0)",1,"{(13, 7)}","{(4, '?', 7)}"
"(13, 7, 16, 0)",2,"{(16, 13, 7)}","{('?', '?', 7)}"
"(13, 7, 25, 0)",1,"{(25, 13, 7)}","{(4, '?', 7)}"
"(14, 10, 10, 0)",1,"{(10, 14)}","{(5, 1, 4)}"
"(14, 10, 19, 0)",2,"{(10, 19, 14)}","{('?', 6, 4)}"
"(14, 10, 20, 0)",1,"{(10, 20, 14)}","{(2, 1, '?')}"
"(14, 10, 21, 0)",1,"{(10, 21, 14)}","{(2, 1, '?')}"
"(14, 10, 26, 0)",2,"{(10, 26, 14)}","{('?', 2, 4)}"
"(14, 10, 3, 0)",4,"{(10, 3, 14)}","{('?', '?', '?')}"
"(14, 10, 6, 0)",1,"{(10, 14, 6)}","{(5, 6, 4)}"
"(14, 13, 14, 0)",2,"{(13, 14)}","{('?', 2, '?')}"
"(14, 13, 17, 0)",4,"{(17, 13, 14)}","{('?', '?', 4)}"
"(14, 13, 19, 0)",1,"{(19, 13, 14)}","{(1, 6, 4)}"
"(14, 13, 23, 0)",3,"{(13, 14, 23)}","{('?', '?', 4)}"
"(14, 14, 10, 0)",2,"{(10, 14)}","{('?', 6, '?')}"
"(14, 14, 13, 0)",2,"{(13, 14)}","{('?', 2, 5)}"
"(14, 14, 14, 0)",2,"{(14,)}","{('?', 6, 2)}"
"(14, 14, 16, 0)",2,"{(16, 14)}","{('?', 6, 5)}"
"(14, 14, 17, 0)",2,"{(17, 14)}","{('?', '?', 5)}"
"(14, 14, 19, 0)",2,"{(19, 14)}","{('?', 6, '?')}"
"(14, 14, 22, 0)",2,"{(14, 22)}","{('?', 6, 2)}"
"(14, 14, 23, 0)",2,"{(14, 23)}","{('?', '?', 5)}"
"(14, 14, 26, 0)",1,"{(26, 14)}","{(5, 6, 2)}"
"(14, 14, 6, 0)",2,"{(14, 6)}","{('?', 6, 5)}"
"(14, 16, 10, 0)",1,"{(16, 10, 14)}","{(5, 6, 7)}"
"(14, 16, 14, 0)",1,"{(16, 14)}","{(1, 6, 5)}"
"(14, 16, 16, 0)",2,"{(16, 14)}","{('?', 6, 5)}"
"(14, 16, 17, 0)",1,"{(16, 17, 14)}","{('?', 2, 7)}"
"(14, 16, 19, 0)",3,"{(16, 19, 14)}","{('?', 6, '?')}"
"(14, 16, 6, 0)",3,"{(16, 14, 6)}","{('?', 6, 7)}"
"(14, 17, 10, 0)",1,"{(17, 10, 14)}","{(2, 6, 4)}"
"(14, 17, 13, 0)",1,"{(17, 13, 14)}","{(0, 6, 4)}"
"(14, 17, 17, 0)",5,"{(17, 14)}","{('?', '?', '?')}"
"(14, 17, 19, 0)",2,"{(17, 19, 14)}","{('?', 6, 4)}"
"(14, 17, 6, 0)",2,"{(17, 14, 6)}","{('?', 6, 4)}"
"(14, 18, 13, 0)",3,"{(18, 13, 14)}","{('?', '?', '?')}"
"(14, 18, 17, 0)",2,"{(17, 18, 14)}","{('?', '?', '?')}"
"(14, 18, 18, 0)",3,"{(18, 14)}","{('?', '?', 2)}"
"(14, 19, 14, 0)",2,"{(19, 14)}","{('?', 7, 2)}"
"(14, 19, 16, 0)",2,"{(16, 19, 14)}","{('?', 7, '?')}"
"(14, 19, 19, 0)",2,"{(19, 14)}","{('?', 7, 5)}"
"(14, 2, 10, 0)",5,"{(2, 10, 14)}","{('?', '?', '?')}"
"(14, 2, 2, 0)",3,"{(2, 14)}","{('?', '?', 5)}"
"(14, 2, 22, 0)",1,"{(2, 14, 22)}","{(5, 1, 5)}"
"(14, 2, 3, 0)",3,"{(2, 3, 14)}","{('?', 1, 7)}"
"(14, 22, 10, 0)",1,"{(10, 14, 22)}","{(3, 1, 7)}"
"(14, 22, 14, 0)",2,"{(14, 22)}","{('?', 2, 2)}"
"(14, 22, 18, 0)",2,"{(18, 14, 22)}","{('?', 1, 2)}"
"(14, 22, 2, 0)",1,"{(2, 14, 22)}","{(3, 1, 5)}"
"(14, 22, 20, 0)",1,"{(20, 14, 22)}","{(2, 1, 5)}"
"(14, 22, 21, 0)",2,"{(21, 14, 22)}","{('?', 1, 5)}"
"(14, 23, 17, 0)",1,"{(17, 14, 23)}","{(7, 2, 2)}"
"(14, 23, 19, 0)",3,"{(19, 14, 23)}","{('?', 6, '?')}"
"(14, 23, 23, 0)",5,"{(14, 23)}","{('?', '?', '?')}"
"(14, 23, 25, 0)",1,"{(25, 14, 23)}","{(4, 2, 4)}"
"(14, 6, 10, 0)",2,"{(10, 14, 6)}","{('?', 6, '?')}"
"(15, 15, 15, 0)",2,"{(15,)}","{('?', '?', 0)}"
"(15, 15, 26, 0)",2,"{(26, 15)}","{(2, '?', '?')}"
"(15, 26, 15, 0)",1,"{(26, 15)}","{(2, '?', 6)}"
"(16, 13, 13, 0)",5,"{(16, 13)}","{('?', 1, '?')}"
"(16, 13, 14, 0)",4,"{(16, 13, 14)}","{('?', '?', 7)}"
"(16, 13, 16, 0)",3,"{(16, 13)}","{('?', '?', 7)}"
"(16, 13, 17, 0)",1,"{(16, 17, 13)}","{('?', 2, 7)}"
"(16, 13, 18, 0)",1,"{(16, 18, 13)}","{('?', 1, 7)}"
"(16, 14, 14, 0)",2,"{(16, 14)}","{('?', 7, 5)}"
"(16, 14, 16, 0)",2,"{(16, 14)}","{('?', 6, 7)}"
"(16, 14, 19, 0)",2,"{(16, 19, 14)}","{('?', 7, '?')}"
"(16, 14, 6, 0)",1,"{(16, 14, 6)}","{('?', 6, 7)}"
"(16, 16, 13, 0)",1,"{(16, 13)}","{(6, 2, 7)}"
"(16, 16, 16, 0)",2,"{(16,)}","{('?', 6, 7)}"
"(16, 16, 17, 0)",2,"{(16, 17)}","{('?', '?', 7)}"
"(16, 16, 19, 0)",4,"{(16, 19)}","{('?', '?', '?')}"
"(16, 16, 6, 0)",1,"{(16, 6)}","{('?', 6, 7)}"
"(16, 19, 14, 0)",2,"{(16, 19, 14)}","{('?', 7, '?')}"
"(16, 19, 16, 0)",4,"{(16, 19)}","{('?', 7, '?')}"
"(16, 19, 19, 0)",2,"{(16, 19)}","{('?', 7, '?')}"
"(16, 23, 14, 0)",1,"{(16, 14, 23)}","{(6, 7, 5)}"
"(16, 23, 19, 0)",2,"{(16, 19, 23)}","{(6, 7, '?')}"
