message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",64,"{(1,)}","{(1, '?', '?')}"
"(1, 1, 16, 0)",3,"{(16, 1)}","{(1, 0, '?')}"
"(1, 16, 1, 0)",1,"{(16, 1)}","{(1, 0, 5)}"
"(1, 16, 16, 0)",1,"{(16, 1)}","{(1, 0, 0)}"
"(1, 7, 1, 0)",3,"{(1, 7)}","{(1, 5, '?')}"
"(12, 12, 12, 0)",69,"{(12,)}","{(5, '?', '?')}"
"(15, 15, 15, 0)",38,"{(15,)}","{('?', 3, '?')}"
"(15, 15, 24, 0)",4,"{(24, 15)}","{('?', 3, '?')}"
"(15, 8, 8, 0)",1,"{(8, 15)}","{(0, 3, 2)}"
"(16, 1, 1, 0)",1,"{(16, 1)}","{(1, 0, 7)}"
"(16, 12, 12, 0)",1,"{(16, 12)}","{(5, 5, 2)}"
"(16, 15, 15, 0)",13,"{(16, 15)}","{('?', 3, '?')}"
"(16, 15, 24, 0)",4,"{(16, 24, 15)}","{(6, 3, '?')}"
"(16, 16, 1, 0)",1,"{(16, 1)}","{(1, 0, 5)}"
"(16, 16, 16, 0)",43,"{(16,)}","{('?', 0, '?')}"
"(16, 16, 3, 0)",1,"{(16, 3)}","{(2, 0, 2)}"
"(16, 17, 17, 0)",1,"{(16, 17)}","{('?', '?', 2)}"
"(16, 19, 12, 0)",2,"{(16, 19, 12)}","{(6, 6, '?')}"
"(16, 19, 19, 0)",2,"{(16, 19)}","{('?', 6, 6)}"
"(16, 19, 24, 0)",1,"{(16, 24, 19)}","{('?', '?', 4)}"
"(16, 23, 15, 0)",1,"{(16, 15, 23)}","{('?', '?', 0)}"
"(16, 3, 16, 0)",3,"{(16, 3)}","{(2, 0, '?')}"
"(16, 3, 3, 0)",3,"{(16, 3)}","{(2, 0, '?')}"
"(16, 7, 1, 0)",1,"{(16, 1, 7)}","{(1, 5, 3)}"
"(16, 7, 12, 0)",3,"{(16, 12, 7)}","{(6, '?', '?')}"
"(16, 7, 15, 0)",1,"{(16, 15, 7)}","{('?', '?', 0)}"
"(16, 7, 20, 0)",2,"{(16, 20, 7)}","{('?', '?', 3)}"
"(16, 7, 21, 0)",4,"{(16, 21, 7)}","{(3, 5, '?')}"
"(16, 7, 23, 0)",1,"{(16, 23, 7)}","{('?', '?', 3)}"
"(16, 7, 7, 0)",46,"{(16, 7)}","{('?', 5, '?')}"
"(17, 17, 17, 0)",1,"{(17,)}","{('?', 7, 2)}"
"(18, 15, 15, 0)",8,"{(18, 15)}","{(0, 3, '?')}"
"(18, 15, 8, 0)",1,"{(8, 18, 15)}","{(0, 3, 2)}"
"(18, 16, 16, 0)",3,"{(16, 18)}","{(0, 0, '?')}"
"(18, 18, 15, 0)",3,"{(18, 15)}","{(0, 3, '?')}"
"(18, 18, 16, 0)",6,"{(16, 18)}","{(0, '?', '?')}"
"(18, 18, 18, 0)",19,"{(18,)}","{(0, '?', '?')}"
"(18, 18, 19, 0)",4,"{(18, 19)}","{(0, 6, '?')}"
"(18, 18, 24, 0)",3,"{(24, 18)}","{(0, 2, '?')}"
