message,count,symbols,fixed_attribute_values
"(10, 10, 10, 0)",66,"{(10,)}","{('?', '?', 13)}"
"(10, 10, 34, 0)",2,"{(10, 34)}","{(8, '?', 13)}"
"(10, 10, 5, 0)",1,"{(10, 5)}","{(2, 4, 13)}"
"(10, 10, 6, 0)",3,"{(10, 6)}","{('?', '?', 13)}"
"(10, 10, 9, 0)",2,"{(9, 10)}","{('?', 13, 13)}"
"(10, 15, 15, 0)",1,"{(10, 15)}","{(0, '?', '?')}"
"(10, 5, 5, 0)",1,"{(10, 5)}","{(13, 4, 13)}"
"(10, 51, 51, 0)",1,"{(10, 51)}","{(9, 0, 3)}"
"(10, 6, 10, 0)",2,"{(10, 6)}","{('?', 0, 13)}"
"(10, 6, 6, 0)",3,"{(10, 6)}","{('?', '?', 13)}"
"(10, 9, 9, 0)",1,"{(9, 10)}","{(4, 13, 13)}"
"(12, 12, 12, 0)",9,"{(12,)}","{('?', 8, '?')}"
"(12, 35, 35, 0)",1,"{(35, 12)}","{(10, 2, 3)}"
"(14, 13, 13, 0)",1,"{(13, 14)}","{(14, 10, 6)}"
"(14, 14, 23, 0)",4,"{(14, 23)}","{('?', '?', 6)}"
"(14, 23, 13, 0)",2,"{(13, 14, 23)}","{('?', 10, 6)}"
"(14, 23, 15, 0)",1,"{(15, 14, 23)}","{(1, 9, 6)}"
"(14, 23, 23, 0)",107,"{(14, 23)}","{('?', '?', 6)}"
"(14, 23, 7, 0)",1,"{(7, 14, 23)}","{(6, 12, 6)}"
"(14, 23, 9, 0)",3,"{(9, 14, 23)}","{('?', 13, '?')}"
"(14, 4, 42, 0)",1,"{(42, 4, 14)}","{(6, 12, 6)}"
"(14, 7, 7, 0)",2,"{(14, 7)}","{('?', 12, 6)}"
"(15, 15, 15, 0)",49,"{(15,)}","{('?', 0, '?')}"
"(17, 10, 10, 0)",62,"{(17, 10)}","{('?', '?', '?')}"
"(17, 10, 15, 0)",8,"{(17, 10, 15)}","{('?', 0, '?')}"
"(17, 10, 34, 0)",1,"{(17, 10, 34)}","{(0, '?', '?')}"
"(17, 10, 42, 0)",3,"{(17, 10, 42)}","{('?', '?', 1)}"
"(17, 10, 5, 0)",1,"{(17, 10, 5)}","{(2, 4, 1)}"
"(17, 10, 9, 0)",15,"{(17, 10, 9)}","{('?', 13, 1)}"
"(17, 12, 12, 0)",43,"{(17, 12)}","{('?', 8, '?')}"
"(17, 14, 15, 0)",1,"{(17, 14, 15)}","{(0, 13, 7)}"
"(17, 14, 9, 0)",1,"{(17, 14, 9)}","{(0, 13, 7)}"
"(17, 15, 10, 0)",2,"{(17, 10, 15)}","{('?', '?', 1)}"
"(17, 15, 15, 0)",6,"{(17, 15)}","{('?', '?', '?')}"
"(17, 17, 10, 0)",3,"{(17, 10)}","{('?', '?', '?')}"
"(17, 17, 17, 0)",70,"{(17,)}","{('?', '?', 11)}"
"(17, 17, 19, 0)",1,"{(17, 19)}","{(3, 8, '?')}"
"(17, 17, 37, 0)",10,"{(17, 37)}","{('?', '?', 4)}"
"(17, 17, 4, 0)",1,"{(17, 4)}","{(13, '?', 1)}"
"(17, 19, 19, 0)",37,"{(17, 19)}","{('?', '?', 14)}"
"(17, 19, 24, 0)",1,"{(24, 17, 19)}","{(10, 9, 14)}"
"(17, 19, 45, 0)",1,"{(17, 19, 45)}","{(4, 6, 14)}"
"(17, 24, 19, 0)",1,"{(24, 17, 19)}","{(3, 9, 14)}"
"(17, 24, 24, 0)",2,"{(24, 17)}","{('?', 9, 14)}"
"(17, 28, 12, 0)",1,"{(17, 28, 12)}","{(1, 8, 6)}"
"(17, 28, 28, 0)",2,"{(17, 28)}","{('?', '?', 9)}"
"(17, 28, 9, 0)",1,"{(17, 28, 9)}","{(15, 6, 7)}"
"(17, 29, 10, 0)",3,"{(17, 10, 29)}","{('?', 14, '?')}"
"(17, 29, 29, 0)",1,"{(17, 29)}","{(7, 4, 11)}"
"(17, 33, 10, 0)",2,"{(17, 10, 33)}","{('?', 4, 1)}"
"(17, 36, 12, 0)",3,"{(17, 36, 12)}","{('?', 8, 7)}"
"(17, 36, 19, 0)",1,"{(17, 19, 36)}","{(9, 8, 7)}"
"(17, 36, 28, 0)",1,"{(17, 36, 28)}","{(2, 8, 7)}"
"(17, 36, 29, 0)",1,"{(17, 36, 29)}","{(14, 4, 7)}"
"(17, 36, 36, 0)",14,"{(17, 36)}","{('?', '?', 7)}"
"(17, 36, 37, 0)",6,"{(17, 36, 37)}","{('?', '?', 7)}"
"(17, 36, 38, 0)",3,"{(17, 36, 38)}","{('?', '?', 7)}"
"(17, 36, 42, 0)",3,"{(17, 42, 36)}","{('?', '?', 7)}"
"(17, 36, 9, 0)",3,"{(17, 36, 9)}","{('?', '?', 7)}"
"(17, 37, 10, 0)",1,"{(17, 10, 37)}","{(10, 14, 4)}"
"(17, 37, 16, 0)",1,"{(16, 17, 37)}","{(2, 4, 4)}"
"(17, 37, 37, 0)",97,"{(17, 37)}","{('?', '?', 4)}"
"(17, 38, 37, 0)",10,"{(17, 37, 38)}","{('?', '?', 4)}"
"(17, 4, 10, 0)",2,"{(17, 10, 4)}","{('?', 12, 11)}"
"(17, 4, 17, 0)",1,"{(17, 4)}","{(0, 13, 1)}"
"(17, 4, 37, 0)",1,"{(17, 4, 37)}","{(8, 4, 4)}"
"(17, 4, 9, 0)",6,"{(17, 4, 9)}","{('?', 13, '?')}"
"(17, 42, 10, 0)",2,"{(17, 42, 10)}","{('?', '?', '?')}"
"(17, 42, 15, 0)",1,"{(17, 42, 15)}","{(11, 0, '?')}"
"(17, 42, 4, 0)",4,"{(17, 42, 4)}","{('?', 12, '?')}"
"(17, 42, 42, 0)",1,"{(17, 42)}","{(7, '?', '?')}"
"(17, 42, 51, 0)",1,"{(17, 42, 51)}","{(14, '?', '?')}"
"(17, 42, 9, 0)",1,"{(17, 42, 9)}","{(8, 13, 1)}"
"(17, 44, 10, 0)",1,"{(17, 10, 44)}","{(12, 4, 1)}"
"(17, 45, 19, 0)",3,"{(17, 19, 45)}","{('?', 6, 14)}"
"(17, 45, 45, 0)",17,"{(17, 45)}","{('?', 6, '?')}"
"(17, 47, 12, 0)",1,"{(17, 12, 47)}","{(4, 8, 2)}"
"(17, 51, 19, 0)",1,"{(19, 17, 51)}","{(8, 14, 14)}"
"(17, 51, 51, 0)",1,"{(17, 51)}","{(0, 14, 3)}"
"(17, 7, 10, 0)",1,"{(17, 10, 7)}","{(9, 12, 11)}"
"(17, 7, 37, 0)",1,"{(17, 37, 7)}","{(0, 14, 4)}"
"(17, 7, 7, 0)",2,"{(17, 7)}","{('?', 12, 7)}"
"(17, 9, 10, 0)",1,"{(17, 10, 9)}","{(4, 13, 7)}"
"(17, 9, 37, 0)",7,"{(17, 37, 9)}","{('?', 13, 7)}"
"(17, 9, 9, 0)",23,"{(17, 9)}","{('?', 13, '?')}"
"(19, 17, 17, 0)",1,"{(17, 19)}","{(12, '?', 11)}"
"(19, 19, 19, 0)",2,"{(19,)}","{('?', '?', '?')}"
"(19, 24, 19, 0)",1,"{(24, 19)}","{(3, 7, 6)}"
"(2, 16, 16, 0)",1,"{(16, 2)}","{(3, 14, 8)}"
"(2, 16, 42, 0)",184,"{(16, 2, 42)}","{('?', '?', 8)}"
"(2, 28, 28, 0)",1,"{(2, 28)}","{(8, 12, 9)}"
"(2, 35, 35, 0)",1,"{(2, 35)}","{(0, 2, 8)}"
"(2, 42, 4, 0)",16,"{(2, 42, 4)}","{('?', '?', 0)}"
"(2, 42, 42, 0)",3,"{(2, 42)}","{('?', '?', '?')}"
"(2, 42, 51, 0)",113,"{(2, 51, 42)}","{('?', '?', 0)}"
"(2, 7, 42, 0)",1,"{(2, 42, 7)}","{(1, 5, 0)}"
"(20, 10, 19, 0)",1,"{(10, 19, 20)}","{(8, 11, 8)}"
"(20, 12, 12, 0)",1,"{(20, 12)}","{(3, 8, 5)}"
"(20, 15, 15, 0)",9,"{(20, 15)}","{('?', 0, 2)}"
