message,count,symbols,fixed_attribute_values
"(10, 7, 7, 0)",2,"{(10, 7)}","{(2, '?', '?')}"
"(10, 8, 8, 0)",1,"{(8, 10)}","{(1, '?', 2)}"
"(10, 9, 9, 0)",1,"{(9, 10)}","{(0, 0, '?')}"
"(11, 10, 10, 0)",2,"{(10, 11)}","{('?', '?', 3)}"
"(11, 10, 11, 0)",1,"{(10, 11)}","{('?', '?', 1)}"
"(11, 10, 4, 0)",1,"{(10, 11, 4)}","{('?', 2, 3)}"
"(11, 10, 7, 0)",1,"{(10, 11, 7)}","{(2, 1, 3)}"
"(11, 11, 10, 0)",1,"{(10, 11)}","{(1, '?', 1)}"
"(11, 11, 11, 0)",1,"{(11,)}","{(1, '?', 3)}"
"(11, 11, 12, 0)",1,"{(11, 12)}","{(3, '?', 3)}"
"(11, 11, 4, 0)",4,"{(11, 4)}","{('?', 2, '?')}"
"(11, 12, 11, 0)",2,"{(11, 12)}","{(3, '?', 3)}"
"(11, 12, 12, 0)",1,"{(11, 12)}","{(3, '?', 3)}"
"(11, 12, 13, 0)",2,"{(11, 12, 13)}","{(3, 1, '?')}"
"(11, 12, 4, 0)",1,"{(11, 12, 4)}","{(3, 2, 3)}"
"(11, 13, 10, 0)",3,"{(10, 11, 13)}","{('?', '?', 3)}"
"(11, 13, 11, 0)",3,"{(11, 13)}","{(1, 1, '?')}"
"(11, 13, 12, 0)",3,"{(11, 12, 13)}","{(3, 1, '?')}"
"(11, 13, 13, 0)",2,"{(11, 13)}","{('?', 1, '?')}"
"(11, 4, 11, 0)",3,"{(11, 4)}","{('?', 2, '?')}"
"(11, 4, 12, 0)",1,"{(11, 4, 12)}","{(3, 2, 3)}"
"(11, 4, 4, 0)",2,"{(11, 4)}","{('?', 2, '?')}"
"(11, 7, 10, 0)",1,"{(10, 11, 7)}","{(2, 1, 3)}"
"(11, 8, 11, 0)",1,"{(8, 11)}","{(1, 3, 3)}"
"(12, 12, 12, 0)",1,"{(12,)}","{(3, '?', '?')}"
"(12, 12, 3, 0)",1,"{(3, 12)}","{(3, '?', '?')}"
"(12, 12, 5, 0)",1,"{(12, 5)}","{(3, '?', '?')}"
"(12, 3, 12, 0)",1,"{(3, 12)}","{(3, '?', '?')}"
"(12, 4, 12, 0)",1,"{(12, 4)}","{(3, 2, '?')}"
"(13, 10, 10, 0)",1,"{(10, 13)}","{(0, 1, 2)}"
"(13, 10, 11, 0)",1,"{(10, 11, 13)}","{(0, 1, 3)}"
"(13, 10, 13, 0)",2,"{(10, 13)}","{('?', 1, 2)}"
"(13, 10, 5, 0)",1,"{(10, 5, 13)}","{(0, 1, 2)}"
"(13, 10, 7, 0)",2,"{(10, 13, 7)}","{(0, 1, '?')}"
"(13, 12, 12, 0)",1,"{(12, 13)}","{(3, 1, 2)}"
"(13, 12, 13, 0)",2,"{(12, 13)}","{(3, 1, '?')}"
"(13, 13, 11, 0)",1,"{(11, 13)}","{(1, 1, '?')}"
"(13, 13, 13, 0)",4,"{(13,)}","{('?', 1, '?')}"
"(13, 13, 8, 0)",2,"{(8, 13)}","{('?', 1, 2)}"
"(13, 5, 10, 0)",1,"{(5, 10, 13)}","{(0, 1, 0)}"
"(13, 5, 14, 0)",1,"{(5, 13, 14)}","{(0, 1, 0)}"
"(13, 7, 13, 0)",1,"{(13, 7)}","{(0, 1, '?')}"
"(13, 7, 7, 0)",1,"{(13, 7)}","{(0, 1, '?')}"
"(13, 8, 11, 0)",1,"{(8, 11, 13)}","{(1, 1, 2)}"
"(13, 8, 14, 0)",1,"{(8, 13, 14)}","{(0, 1, 2)}"
"(13, 8, 8, 0)",1,"{(8, 13)}","{('?', 1, 2)}"
"(14, 14, 14, 0)",1,"{(14,)}","{(0, 2, 2)}"
"(14, 14, 3, 0)",1,"{(3, 14)}","{(0, 2, 0)}"
"(14, 14, 4, 0)",1,"{(4, 14)}","{(0, 2, 2)}"
"(14, 3, 14, 0)",1,"{(3, 14)}","{(0, 2, 0)}"
"(14, 3, 3, 0)",1,"{(3, 14)}","{(0, 2, 0)}"
"(14, 3, 4, 0)",1,"{(3, 4, 14)}","{(0, 2, 0)}"
"(14, 5, 14, 0)",1,"{(5, 14)}","{(0, '?', 0)}"
"(14, 5, 5, 0)",1,"{(5, 14)}","{(0, '?', 0)}"
"(14, 5, 8, 0)",1,"{(8, 5, 14)}","{(0, '?', 0)}"
"(14, 9, 9, 0)",1,"{(9, 14)}","{(0, 0, 0)}"
"(2, 1, 14, 0)",1,"{(1, 2, 14)}","{('?', 0, 2)}"
"(2, 1, 2, 0)",2,"{(1, 2)}","{(2, 0, '?')}"
"(2, 1, 7, 0)",1,"{(1, 2, 7)}","{(2, 0, 1)}"
"(2, 10, 11, 0)",1,"{(11, 2, 10)}","{('?', 0, 1)}"
"(2, 10, 2, 0)",1,"{(2, 10)}","{(0, 0, 1)}"
"(2, 10, 7, 0)",1,"{(2, 10, 7)}","{(2, 0, 1)}"
"(2, 11, 11, 0)",1,"{(2, 11)}","{(1, 0, 3)}"
"(2, 11, 2, 0)",1,"{(2, 11)}","{(1, 0, 3)}"
"(2, 11, 4, 0)",2,"{(2, 11, 4)}","{(3, 0, '?')}"
"(2, 14, 14, 0)",1,"{(2, 14)}","{('?', 0, 2)}"
"(2, 2, 1, 0)",1,"{(1, 2)}","{(2, 0, '?')}"
"(2, 2, 10, 0)",1,"{(2, 10)}","{('?', 0, 1)}"
"(2, 2, 11, 0)",3,"{(2, 11)}","{('?', 0, '?')}"
"(2, 2, 14, 0)",1,"{(2, 14)}","{('?', 0, 2)}"
"(2, 2, 2, 0)",8,"{(2,)}","{('?', 0, '?')}"
"(2, 2, 9, 0)",1,"{(9, 2)}","{(2, 0, 0)}"
"(2, 4, 14, 0)",1,"{(2, 4, 14)}","{(3, 0, 2)}"
"(2, 4, 4, 0)",1,"{(2, 4)}","{(3, 0, 2)}"
"(2, 5, 9, 0)",1,"{(9, 2, 5)}","{(2, 0, 0)}"
"(2, 9, 2, 0)",2,"{(9, 2)}","{('?', 0, 0)}"
"(3, 12, 4, 0)",1,"{(3, 12, 4)}","{(3, 2, '?')}"
"(3, 3, 12, 0)",1,"{(3, 12)}","{(3, 2, 0)}"
"(3, 3, 3, 0)",3,"{(3,)}","{('?', 2, 0)}"
"(3, 3, 4, 0)",1,"{(3, 4)}","{('?', 2, 0)}"
"(3, 4, 3, 0)",1,"{(3, 4)}","{('?', 2, 0)}"
"(4, 10, 4, 0)",2,"{(10, 4)}","{('?', 2, '?')}"
"(4, 11, 4, 0)",3,"{(11, 4)}","{('?', 2, '?')}"
"(4, 12, 12, 0)",1,"{(4, 12)}","{(3, 2, '?')}"
"(4, 12, 4, 0)",1,"{(4, 12)}","{(3, 2, '?')}"
"(4, 14, 14, 0)",1,"{(4, 14)}","{(0, 2, 2)}"
"(4, 14, 4, 0)",2,"{(4, 14)}","{('?', 2, 2)}"
"(4, 3, 3, 0)",2,"{(3, 4)}","{('?', 2, 0)}"
"(4, 4, 1, 0)",1,"{(1, 4)}","{(2, 2, '?')}"
"(4, 4, 10, 0)",1,"{(10, 4)}","{(2, 2, '?')}"
"(4, 4, 11, 0)",2,"{(11, 4)}","{('?', 2, '?')}"
"(4, 4, 12, 0)",1,"{(4, 12)}","{(3, 2, 2)}"
"(4, 4, 4, 0)",3,"{(4,)}","{('?', 2, '?')}"
"(4, 4, 8, 0)",1,"{(8, 4)}","{('?', 2, 2)}"
"(4, 8, 12, 0)",1,"{(8, 4, 12)}","{(3, 2, 2)}"
"(4, 8, 4, 0)",3,"{(8, 4)}","{('?', 2, 2)}"
"(5, 11, 13, 0)",1,"{(13, 11, 5)}","{(1, 1, 0)}"
"(5, 12, 12, 0)",2,"{(12, 5)}","{(3, '?', '?')}"
"(5, 12, 3, 0)",1,"{(3, 12, 5)}","{(3, '?', 0)}"
"(5, 13, 11, 0)",1,"{(13, 11, 5)}","{(1, 1, 0)}"
"(5, 13, 12, 0)",1,"{(13, 12, 5)}","{(3, 1, 0)}"
"(5, 3, 12, 0)",1,"{(3, 12, 5)}","{(3, '?', 0)}"
"(5, 4, 12, 0)",1,"{(12, 4, 5)}","{(3, '?', 0)}"
"(5, 5, 5, 0)",1,"{(5,)}","{('?', '?', 0)}"
"(5, 5, 9, 0)",1,"{(9, 5)}","{('?', '?', 0)}"
"(5, 8, 12, 0)",1,"{(8, 12, 5)}","{(3, '?', 0)}"
"(7, 11, 10, 0)",1,"{(10, 11, 7)}","{(2, 1, 1)}"
"(7, 11, 7, 0)",1,"{(11, 7)}","{(2, 1, 1)}"
"(7, 5, 7, 0)",1,"{(5, 7)}","{(2, 1, 0)}"
"(7, 7, 10, 0)",1,"{(10, 7)}","{(2, 1, '?')}"
"(7, 7, 7, 0)",1,"{(7,)}","{(2, 1, '?')}"
"(8, 1, 1, 0)",1,"{(8, 1)}","{(2, 3, 2)}"
"(8, 1, 5, 0)",2,"{(8, 1, 5)}","{(2, 3, '?')}"
"(8, 11, 11, 0)",2,"{(8, 11)}","{(1, 3, '?')}"
"(8, 11, 12, 0)",2,"{(8, 11, 12)}","{(3, 3, '?')}"
"(8, 11, 7, 0)",1,"{(8, 11, 7)}","{(2, 3, 3)}"
"(8, 11, 8, 0)",2,"{(8, 11)}","{('?', 3, '?')}"
"(8, 12, 11, 0)",2,"{(8, 11, 12)}","{(3, 3, '?')}"
"(8, 12, 12, 0)",4,"{(8, 12)}","{(3, 3, '?')}"
"(8, 12, 13, 0)",3,"{(8, 12, 13)}","{(3, 3, '?')}"
"(8, 12, 4, 0)",1,"{(8, 12, 4)}","{(3, 3, 2)}"
"(8, 12, 8, 0)",1,"{(8, 12)}","{(3, 3, '?')}"
"(8, 14, 14, 0)",1,"{(8, 14)}","{(0, 3, 2)}"
"(8, 14, 5, 0)",1,"{(8, 5, 14)}","{(0, 3, 0)}"
"(8, 14, 7, 0)",1,"{(8, 14, 7)}","{(0, 3, '?')}"
"(8, 3, 12, 0)",1,"{(8, 3, 12)}","{(3, 3, 0)}"
"(8, 3, 3, 0)",1,"{(8, 3)}","{(1, 3, 0)}"
"(8, 3, 5, 0)",1,"{(8, 3, 5)}","{(1, 3, 0)}"
"(8, 5, 13, 0)",1,"{(8, 13, 5)}","{('?', 3, 0)}"
"(8, 5, 3, 0)",1,"{(8, 3, 5)}","{(1, 3, 0)}"
"(8, 5, 5, 0)",2,"{(8, 5)}","{('?', 3, 0)}"
"(8, 5, 8, 0)",1,"{(8, 5)}","{(1, 3, 0)}"
"(8, 8, 10, 0)",1,"{(8, 10)}","{(0, 3, 2)}"
"(8, 8, 13, 0)",4,"{(8, 13)}","{('?', 3, '?')}"
"(8, 8, 14, 0)",3,"{(8, 14)}","{('?', 3, 2)}"
"(8, 8, 4, 0)",1,"{(8, 4)}","{(1, 3, 2)}"
"(8, 8, 7, 0)",1,"{(8, 7)}","{(0, 3, '?')}"
"(8, 8, 8, 0)",2,"{(8,)}","{('?', 3, 2)}"
"(9, 2, 9, 0)",1,"{(9, 2)}","{(3, 0, 0)}"
"(9, 3, 3, 0)",1,"{(9, 3)}","{(1, 0, 0)}"
"(9, 9, 2, 0)",2,"{(9, 2)}","{('?', 0, 0)}"
"(9, 9, 4, 0)",1,"{(9, 4)}","{(3, 0, 0)}"
"(9, 9, 5, 0)",1,"{(9, 5)}","{('?', 0, 0)}"
"(9, 9, 9, 0)",4,"{(9,)}","{('?', 0, 0)}"
