message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",2,"{(1,)}","{('?', '?', '?')}"
"(1, 1, 10, 0)",1,"{(1, 10)}","{(7, '?', 6)}"
"(1, 1, 14, 0)",1,"{(1, 14)}","{(0, 0, '?')}"
"(1, 1, 2, 0)",3,"{(1, 2)}","{(0, '?', '?')}"
"(1, 1, 24, 0)",1,"{(24, 1)}","{(7, '?', '?')}"
"(1, 1, 27, 0)",3,"{(1, 27)}","{('?', '?', '?')}"
"(1, 1, 4, 0)",1,"{(1, 4)}","{(1, '?', 4)}"
"(1, 1, 5, 0)",1,"{(1, 5)}","{(0, 0, '?')}"
"(1, 1, 7, 0)",3,"{(1, 7)}","{('?', '?', '?')}"
"(1, 1, 9, 0)",1,"{(1, 9)}","{(0, 0, 0)}"
"(1, 10, 22, 0)",1,"{(1, 10, 22)}","{(4, 0, 6)}"
"(1, 10, 24, 0)",2,"{(24, 1, 10)}","{(4, '?', '?')}"
"(1, 10, 6, 0)",2,"{(1, 10, 6)}","{('?', 0, '?')}"
"(1, 11, 1, 0)",2,"{(1, 11)}","{('?', '?', 7)}"
"(1, 11, 13, 0)",1,"{(1, 11, 13)}","{(1, 5, 7)}"
"(1, 11, 16, 0)",1,"{(16, 1, 11)}","{(0, '?', 7)}"
"(1, 11, 2, 0)",1,"{(1, 2, 11)}","{(0, '?', 7)}"
"(1, 11, 9, 0)",1,"{(1, 11, 9)}","{(1, 5, 7)}"
"(1, 12, 1, 0)",2,"{(1, 12)}","{('?', 0, '?')}"
"(1, 12, 17, 0)",1,"{(1, 12, 17)}","{(4, 0, 4)}"
"(1, 12, 24, 0)",1,"{(24, 1, 12)}","{(4, 0, '?')}"
"(1, 12, 25, 0)",1,"{(1, 12, 25)}","{(4, 0, 4)}"
"(1, 12, 6, 0)",1,"{(1, 12, 6)}","{('?', 0, 0)}"
"(1, 12, 7, 0)",1,"{(1, 12, 7)}","{('?', 0, 4)}"
"(1, 13, 3, 0)",1,"{(1, 3, 13)}","{(1, 0, 7)}"
"(1, 13, 6, 0)",1,"{(1, 13, 6)}","{(7, 0, 0)}"
"(1, 13, 9, 0)",2,"{(1, 13, 9)}","{(1, 0, '?')}"
"(1, 14, 1, 0)",2,"{(1, 14)}","{('?', '?', '?')}"
"(1, 14, 12, 0)",2,"{(1, 12, 14)}","{(7, '?', '?')}"
"(1, 14, 14, 0)",1,"{(1, 14)}","{(0, 5, 6)}"
"(1, 14, 21, 0)",2,"{(1, 21, 14)}","{(7, '?', 3)}"
"(1, 14, 24, 0)",1,"{(24, 1, 14)}","{(7, 4, '?')}"
"(1, 14, 4, 0)",2,"{(1, 4, 14)}","{(0, '?', 4)}"
"(1, 14, 6, 0)",4,"{(1, 14, 6)}","{(7, '?', '?')}"
"(1, 14, 9, 0)",1,"{(1, 14, 9)}","{(0, 5, 6)}"
"(1, 16, 1, 0)",1,"{(16, 1)}","{(5, '?', 0)}"
"(1, 16, 16, 0)",1,"{(16, 1)}","{(7, '?', 7)}"
"(1, 2, 1, 0)",1,"{(1, 2)}","{(5, '?', 0)}"
"(1, 2, 24, 0)",1,"{(24, 1, 2)}","{(4, '?', 6)}"
"(1, 20, 1, 0)",2,"{(1, 20)}","{(0, '?', '?')}"
"(1, 20, 16, 0)",3,"{(16, 1, 20)}","{(0, '?', '?')}"
"(1, 20, 18, 0)",1,"{(1, 18, 20)}","{(0, 3, 0)}"
"(1, 20, 19, 0)",1,"{(1, 19, 20)}","{(0, 1, 4)}"
"(1, 20, 2, 0)",2,"{(1, 2, 20)}","{(0, 7, '?')}"
"(1, 20, 20, 0)",3,"{(1, 20)}","{(0, '?', '?')}"
"(1, 20, 25, 0)",1,"{(1, 20, 25)}","{(0, 1, 4)}"
"(1, 20, 26, 0)",1,"{(1, 26, 20)}","{(0, 1, 6)}"
"(1, 20, 7, 0)",2,"{(1, 20, 7)}","{(0, '?', '?')}"
"(1, 21, 12, 0)",1,"{(1, 12, 21)}","{(7, 5, 3)}"
"(1, 21, 21, 0)",1,"{(1, 21)}","{(7, 5, 3)}"
"(1, 21, 27, 0)",1,"{(1, 27, 21)}","{(7, 0, 3)}"
"(1, 21, 5, 0)",1,"{(1, 5, 21)}","{(7, 5, 3)}"
"(1, 21, 7, 0)",1,"{(1, 21, 7)}","{(7, 0, 3)}"
"(1, 23, 2, 0)",2,"{(1, 2, 23)}","{(0, 2, '?')}"
"(1, 24, 1, 0)",1,"{(24, 1)}","{(5, '?', '?')}"
"(1, 24, 16, 0)",1,"{(24, 1, 16)}","{(4, '?', 0)}"
"(1, 24, 17, 0)",1,"{(24, 1, 17)}","{(4, '?', 4)}"
"(1, 24, 2, 0)",2,"{(24, 1, 2)}","{('?', '?', 0)}"
"(1, 24, 24, 0)",1,"{(24, 1)}","{(4, '?', '?')}"
"(1, 24, 25, 0)",1,"{(24, 1, 25)}","{(4, '?', 4)}"
"(1, 24, 7, 0)",1,"{(24, 1, 7)}","{('?', '?', 4)}"
"(1, 25, 21, 0)",1,"{(1, 21, 25)}","{(0, 2, 3)}"
"(1, 27, 1, 0)",1,"{(1, 27)}","{(0, '?', 3)}"
"(1, 27, 20, 0)",1,"{(1, 27, 20)}","{(0, 7, 3)}"
"(1, 27, 24, 0)",1,"{(24, 1, 27)}","{(7, '?', 3)}"
"(1, 27, 27, 0)",1,"{(1, 27)}","{(1, '?', 3)}"
"(1, 27, 7, 0)",1,"{(1, 27, 7)}","{(7, '?', 3)}"
"(1, 3, 13, 0)",2,"{(1, 3, 13)}","{('?', 5, 7)}"
"(1, 3, 14, 0)",1,"{(1, 3, 14)}","{(1, 5, 7)}"
"(1, 4, 1, 0)",3,"{(1, 4)}","{(0, '?', 3)}"
