message,count,symbols,fixed_attribute_values
"(11, 11, 11, 0)",7,"{(11,)}","{('?', '?', 10)}"
"(11, 11, 32, 0)",2,"{(32, 11)}","{('?', '?', 10)}"
"(11, 11, 38, 0)",2,"{(11, 38)}","{('?', '?', 10)}"
"(11, 13, 39, 0)",1,"{(11, 13, 39)}","{(8, '?', 7)}"
"(11, 18, 11, 0)",1,"{(18, 11)}","{(1, '?', 10)}"
"(11, 18, 18, 0)",1,"{(18, 11)}","{(1, '?', 10)}"
"(11, 3, 11, 0)",1,"{(3, 11)}","{(3, '?', 10)}"
"(11, 30, 11, 0)",2,"{(11, 30)}","{(12, '?', '?')}"
"(11, 30, 32, 0)",15,"{(32, 11, 30)}","{('?', '?', 5)}"
"(11, 30, 39, 0)",1,"{(11, 30, 39)}","{(12, '?', 7)}"
"(11, 30, 45, 0)",1,"{(11, 45, 30)}","{(8, '?', 7)}"
"(11, 32, 32, 0)",8,"{(32, 11)}","{(7, '?', '?')}"
"(11, 32, 39, 0)",1,"{(32, 11, 39)}","{(13, '?', 1)}"
"(11, 39, 39, 0)",2,"{(11, 39)}","{('?', '?', 7)}"
"(11, 42, 32, 0)",1,"{(32, 42, 11)}","{(6, 9, 5)}"
"(11, 42, 42, 0)",12,"{(42, 11)}","{('?', 9, '?')}"
"(11, 43, 39, 0)",1,"{(43, 11, 39)}","{(12, '?', 7)}"
"(11, 43, 43, 0)",3,"{(43, 11)}","{('?', 4, '?')}"
"(11, 45, 30, 0)",2,"{(11, 45, 30)}","{('?', '?', '?')}"
"(11, 45, 32, 0)",1,"{(32, 11, 45)}","{(7, '?', 1)}"
"(11, 45, 43, 0)",1,"{(43, 11, 45)}","{(2, 4, 1)}"
"(11, 45, 45, 0)",10,"{(11, 45)}","{('?', '?', 1)}"
"(13, 11, 32, 0)",1,"{(32, 11, 13)}","{(3, '?', 10)}"
"(13, 13, 13, 0)",11,"{(13,)}","{('?', '?', '?')}"
