message,count,symbols,fixed_attribute_values
"(12, 30, 5, 0)",8,"{(12, 5, 30)}","{('?', '?', '?')}"
"(12, 34, 26, 0)",6,"{(34, 26, 12)}","{('?', 9, '?')}"
"(12, 34, 36, 0)",2,"{(34, 12, 36)}","{(14, 9, '?')}"
"(12, 35, 35, 0)",2,"{(35, 12)}","{(13, '?', 8)}"
"(12, 35, 48, 0)",2,"{(48, 35, 12)}","{('?', '?', '?')}"
"(12, 36, 16, 0)",1,"{(16, 12, 36)}","{(13, 11, 0)}"
"(12, 36, 31, 0)",18,"{(12, 36, 31)}","{('?', '?', '?')}"
"(12, 36, 34, 0)",13,"{(34, 12, 36)}","{('?', '?', '?')}"
"(12, 36, 36, 0)",17,"{(12, 36)}","{('?', '?', '?')}"
"(12, 36, 43, 0)",3,"{(43, 12, 36)}","{(14, '?', '?')}"
"(12, 36, 48, 0)",2,"{(48, 12, 36)}","{(13, 4, '?')}"
"(12, 40, 36, 0)",4,"{(40, 12, 36)}","{('?', 9, '?')}"
"(12, 40, 40, 0)",2,"{(40, 12)}","{('?', 9, 10)}"
"(12, 40, 46, 0)",1,"{(40, 12, 46)}","{(6, 9, 13)}"
"(12, 42, 16, 0)",7,"{(16, 42, 12)}","{('?', '?', '?')}"
"(12, 42, 48, 0)",4,"{(48, 42, 12)}","{('?', '?', '?')}"
"(12, 42, 51, 0)",1,"{(42, 51, 12)}","{('?', 15, 13)}"
"(12, 43, 34, 0)",3,"{(34, 43, 12)}","{('?', 4, '?')}"
"(12, 43, 40, 0)",12,"{(40, 43, 12)}","{('?', '?', '?')}"
"(12, 43, 43, 0)",13,"{(43, 12)}","{('?', '?', '?')}"
"(12, 46, 26, 0)",1,"{(26, 12, 46)}","{(6, 9, '?')}"
"(12, 46, 46, 0)",2,"{(12, 46)}","{('?', 9, '?')}"
"(12, 48, 31, 0)",3,"{(48, 12, 31)}","{(6, 2, '?')}"
"(12, 48, 48, 0)",19,"{(48, 12)}","{('?', '?', '?')}"
"(12, 8, 13, 0)",3,"{(8, 12, 13)}","{('?', '?', '?')}"
"(12, 8, 28, 0)",1,"{(8, 12, 28)}","{(8, 14, 15)}"
"(12, 8, 8, 0)",2,"{(8, 12)}","{(8, '?', '?')}"
"(12, 9, 16, 0)",8,"{(16, 9, 12)}","{('?', '?', '?')}"
"(12, 9, 29, 0)",10,"{(9, 12, 29)}","{('?', '?', '?')}"
"(12, 9, 42, 0)",1,"{(9, 42, 12)}","{(13, 15, 10)}"
"(12, 9, 46, 0)",1,"{(9, 12, 46)}","{(13, 9, 10)}"
"(12, 9, 48, 0)",2,"{(48, 9, 12)}","{('?', 4, '?')}"
"(12, 9, 51, 0)",1,"{(9, 51, 12)}","{(6, 15, 13)}"
"(13, 13, 13, 0)",6,"{(13,)}","{('?', '?', '?')}"
"(13, 13, 2, 0)",2,"{(2, 13)}","{('?', '?', '?')}"
"(13, 13, 47, 0)",6,"{(13, 47)}","{('?', '?', '?')}"
"(13, 13, 8, 0)",7,"{(8, 13)}","{('?', '?', '?')}"
"(13, 2, 2, 0)",20,"{(2, 13)}","{('?', '?', '?')}"
"(13, 2, 8, 0)",17,"{(8, 2, 13)}","{('?', '?', '?')}"
"(13, 25, 47, 0)",1,"{(25, 13, 47)}","{(15, 6, 14)}"
"(13, 7, 2, 0)",25,"{(2, 13, 7)}","{('?', '?', '?')}"
"(13, 8, 13, 0)",11,"{(8, 13)}","{('?', '?', '?')}"
"(13, 8, 17, 0)",4,"{(8, 17, 13)}","{('?', 6, '?')}"
"(13, 8, 8, 0)",15,"{(8, 13)}","{('?', '?', '?')}"
"(14, 1, 31, 0)",1,"{(1, 14, 31)}","{(6, 6, 2)}"
"(14, 1, 34, 0)",12,"{(1, 34, 14)}","{('?', '?', '?')}"
"(14, 1, 35, 0)",18,"{(1, 35, 14)}","{('?', '?', '?')}"
"(14, 1, 36, 0)",6,"{(1, 36, 14)}","{('?', '?', '?')}"
"(14, 1, 40, 0)",6,"{(40, 1, 14)}","{('?', '?', '?')}"
"(14, 13, 2, 0)",8,"{(2, 13, 14)}","{('?', '?', '?')}"
"(14, 13, 45, 0)",6,"{(45, 13, 14)}","{('?', '?', '?')}"
"(14, 13, 7, 0)",2,"{(13, 14, 7)}","{('?', 6, 13)}"
"(14, 14, 14, 0)",1,"{(14,)}","{(6, 6, 13)}"
"(14, 14, 2, 0)",1,"{(2, 14)}","{(3, 6, 13)}"
"(14, 14, 25, 0)",2,"{(25, 14)}","{(6, '?', 13)}"
"(14, 14, 35, 0)",1,"{(35, 14)}","{(3, 14, 0)}"
"(14, 14, 40, 0)",6,"{(40, 14)}","{('?', '?', '?')}"
"(14, 14, 49, 0)",1,"{(49, 14)}","{(6, 14, 10)}"
"(14, 14, 5, 0)",5,"{(5, 14)}","{('?', '?', '?')}"
"(14, 14, 7, 0)",1,"{(14, 7)}","{(3, 6, 13)}"
"(14, 2, 2, 0)",14,"{(2, 14)}","{('?', '?', '?')}"
"(14, 2, 28, 0)",9,"{(2, 28, 14)}","{('?', '?', '?')}"
"(14, 2, 8, 0)",6,"{(8, 2, 14)}","{('?', '?', '?')}"
"(14, 20, 35, 0)",11,"{(35, 20, 14)}","{('?', '?', '?')}"
"(14, 28, 13, 0)",6,"{(28, 13, 14)}","{('?', '?', '?')}"
"(14, 28, 16, 0)",3,"{(16, 28, 14)}","{(3, '?', '?')}"
"(14, 28, 2, 0)",30,"{(2, 28, 14)}","{('?', '?', '?')}"
"(14, 28, 42, 0)",7,"{(42, 28, 14)}","{('?', '?', '?')}"
"(14, 28, 47, 0)",15,"{(28, 14, 47)}","{('?', '?', '?')}"
"(14, 28, 48, 0)",9,"{(48, 28, 14)}","{('?', '?', '?')}"
"(14, 28, 8, 0)",18,"{(8, 28, 14)}","{('?', '?', '?')}"
"(14, 30, 35, 0)",2,"{(35, 14, 30)}","{(6, 6, '?')}"
"(14, 30, 40, 0)",1,"{(40, 14, 30)}","{(14, 14, 13)}"
"(14, 34, 31, 0)",1,"{(34, 14, 31)}","{(15, 14, 15)}"
"(14, 34, 34, 0)",16,"{(34, 14)}","{('?', '?', '?')}"
"(14, 34, 35, 0)",10,"{(34, 35, 14)}","{('?', '?', '?')}"
"(14, 34, 36, 0)",3,"{(34, 36, 14)}","{('?', '?', 8)}"
"(14, 35, 35, 0)",1,"{(35, 14)}","{(13, 0, 8)}"
"(14, 8, 2, 0)",4,"{(8, 2, 14)}","{(0, '?', '?')}"
"(14, 8, 28, 0)",19,"{(8, 28, 14)}","{('?', '?', '?')}"
"(14, 8, 8, 0)",7,"{(8, 14)}","{('?', '?', '?')}"
"(15, 1, 18, 0)",2,"{(1, 18, 15)}","{('?', '?', 5)}"
"(15, 1, 40, 0)",3,"{(40, 1, 15)}","{('?', '?', 5)}"
"(15, 13, 2, 0)",1,"{(2, 13, 15)}","{('?', 6, 5)}"
"(15, 13, 47, 0)",1,"{(47, 13, 15)}","{(3, 6, 5)}"
"(15, 13, 7, 0)",2,"{(7, 13, 15)}","{('?', 6, 5)}"
"(15, 13, 8, 0)",1,"{(8, 13, 15)}","{(11, 6, 5)}"
"(15, 2, 2, 0)",7,"{(2, 15)}","{('?', '?', 5)}"
"(15, 2, 8, 0)",4,"{(8, 2, 15)}","{('?', '?', 5)}"
"(15, 25, 7, 0)",2,"{(25, 7, 15)}","{('?', 6, 5)}"
"(15, 30, 40, 0)",3,"{(40, 30, 15)}","{('?', '?', 5)}"
"(15, 30, 49, 0)",1,"{(49, 30, 15)}","{(6, 6, 5)}"
"(15, 30, 5, 0)",3,"{(5, 30, 15)}","{('?', '?', 5)}"
"(15, 4, 5, 0)",1,"{(4, 5, 15)}","{(13, 14, 5)}"
"(15, 8, 13, 0)",2,"{(8, 13, 15)}","{(11, '?', 5)}"
"(15, 8, 8, 0)",3,"{(8, 15)}","{('?', '?', 5)}"
"(16, 11, 2, 0)",1,"{(16, 2, 11)}","{(5, 12, '?')}"
"(16, 11, 28, 0)",4,"{(16, 11, 28)}","{('?', 12, '?')}"
"(16, 12, 1, 0)",2,"{(16, 1, 12)}","{('?', 9, '?')}"
"(16, 12, 13, 0)",7,"{(16, 12, 13)}","{('?', '?', '?')}"
"(16, 12, 25, 0)",18,"{(16, 25, 12)}","{('?', '?', '?')}"
"(16, 12, 28, 0)",16,"{(16, 12, 28)}","{('?', '?', '?')}"
"(16, 12, 34, 0)",7,"{(16, 34, 12)}","{('?', 9, '?')}"
"(16, 12, 35, 0)",16,"{(16, 35, 12)}","{('?', '?', '?')}"
"(16, 12, 4, 0)",8,"{(16, 12, 4)}","{('?', '?', '?')}"
"(16, 12, 49, 0)",1,"{(16, 49, 12)}","{(2, 8, 13)}"
"(16, 14, 13, 0)",3,"{(16, 13, 14)}","{('?', 12, '?')}"
"(16, 14, 2, 0)",3,"{(16, 2, 14)}","{('?', 12, '?')}"
"(16, 14, 25, 0)",2,"{(16, 25, 14)}","{('?', 12, 10)}"
"(16, 14, 28, 0)",8,"{(16, 28, 14)}","{('?', 12, '?')}"
"(16, 14, 8, 0)",1,"{(16, 8, 14)}","{(11, 12, 10)}"
"(16, 16, 16, 0)",3,"{(16,)}","{('?', '?', 10)}"
"(16, 16, 28, 0)",5,"{(16, 28)}","{('?', '?', '?')}"
"(16, 16, 31, 0)",20,"{(16, 31)}","{('?', '?', '?')}"
"(16, 16, 32, 0)",1,"{(16, 32)}","{(4, 2, '?')}"
"(16, 17, 28, 0)",2,"{(16, 17, 28)}","{('?', 12, 12)}"
"(16, 17, 8, 0)",2,"{(16, 17, 8)}","{('?', 12, '?')}"
"(16, 20, 1, 0)",2,"{(16, 1, 20)}","{('?', 9, '?')}"
"(16, 20, 13, 0)",6,"{(16, 20, 13)}","{('?', '?', '?')}"
"(16, 20, 2, 0)",1,"{(16, 2, 20)}","{(0, 3, 10)}"
"(16, 20, 25, 0)",16,"{(16, 25, 20)}","{('?', '?', '?')}"
"(16, 20, 28, 0)",28,"{(16, 20, 28)}","{('?', '?', '?')}"
"(16, 20, 34, 0)",3,"{(16, 34, 20)}","{('?', 9, '?')}"
"(16, 20, 35, 0)",16,"{(16, 35, 20)}","{('?', '?', '?')}"
"(16, 20, 4, 0)",8,"{(16, 20, 4)}","{('?', '?', '?')}"
"(16, 20, 49, 0)",1,"{(16, 49, 20)}","{(2, 4, 10)}"
"(16, 21, 26, 0)",5,"{(16, 26, 21)}","{('?', 9, '?')}"
"(16, 21, 46, 0)",3,"{(16, 21, 46)}","{('?', 9, '?')}"
"(16, 21, 48, 0)",20,"{(16, 48, 21)}","{('?', '?', '?')}"
"(16, 21, 51, 0)",9,"{(16, 51, 21)}","{('?', '?', '?')}"
"(16, 23, 26, 0)",17,"{(16, 26, 23)}","{('?', 9, '?')}"
"(16, 23, 34, 0)",9,"{(16, 34, 23)}","{('?', 9, '?')}"
"(16, 23, 35, 0)",5,"{(16, 35, 23)}","{(0, '?', '?')}"
"(16, 23, 46, 0)",1,"{(16, 46, 23)}","{(9, 9, '?')}"
"(16, 27, 13, 0)",1,"{(16, 27, 13)}","{(0, '?', 13)}"
"(16, 27, 2, 0)",3,"{(16, 2, 27)}","{('?', '?', '?')}"
"(16, 27, 25, 0)",6,"{(16, 25, 27)}","{(2, '?', '?')}"
"(16, 27, 4, 0)",2,"{(16, 27, 4)}","{(2, '?', 13)}"
"(16, 28, 11, 0)",18,"{(16, 11, 28)}","{('?', 12, '?')}"
"(16, 28, 15, 0)",3,"{(16, 28, 15)}","{('?', 12, '?')}"
"(16, 28, 16, 0)",1,"{(16, 28)}","{(4, 2, 11)}"
"(16, 28, 2, 0)",14,"{(16, 2, 28)}","{('?', 12, '?')}"
"(16, 28, 28, 0)",2,"{(16, 28)}","{(5, '?', '?')}"
"(16, 28, 35, 0)",8,"{(16, 35, 28)}","{('?', '?', '?')}"
"(16, 28, 39, 0)",5,"{(16, 28, 39)}","{('?', '?', '?')}"
"(16, 28, 44, 0)",7,"{(16, 28, 44)}","{('?', 12, '?')}"
"(16, 29, 40, 0)",2,"{(16, 40, 29)}","{('?', 9, '?')}"
"(16, 29, 46, 0)",1,"{(16, 29, 46)}","{(9, 9, '?')}"
"(16, 3, 1, 0)",1,"{(16, 1, 3)}","{(2, 9, '?')}"
"(16, 3, 13, 0)",6,"{(16, 3, 13)}","{('?', '?', '?')}"
"(16, 3, 25, 0)",3,"{(16, 25, 3)}","{('?', '?', '?')}"
"(16, 3, 28, 0)",17,"{(16, 3, 28)}","{('?', '?', '?')}"
"(16, 3, 34, 0)",3,"{(16, 34, 3)}","{('?', 9, '?')}"
"(16, 3, 35, 0)",12,"{(16, 35, 3)}","{('?', '?', '?')}"
"(16, 3, 4, 0)",5,"{(16, 3, 4)}","{('?', '?', '?')}"
"(16, 3, 49, 0)",2,"{(16, 49, 3)}","{('?', 8, '?')}"
"(16, 31, 31, 0)",3,"{(16, 31)}","{('?', '?', '?')}"
"(16, 32, 11, 0)",6,"{(16, 32, 11)}","{('?', '?', '?')}"
"(16, 32, 2, 0)",1,"{(16, 32, 2)}","{(5, '?', '?')}"
"(16, 32, 26, 0)",1,"{(16, 32, 26)}","{(10, 9, 4)}"
"(16, 32, 28, 0)",10,"{(16, 32, 28)}","{('?', '?', '?')}"
"(16, 32, 31, 0)",12,"{(16, 32, 31)}","{('?', '?', '?')}"
"(16, 32, 32, 0)",5,"{(16, 32)}","{('?', '?', '?')}"
"(16, 32, 34, 0)",4,"{(16, 32, 34)}","{('?', 9, '?')}"
"(16, 32, 35, 0)",9,"{(16, 32, 35)}","{('?', '?', '?')}"
"(16, 32, 4, 0)",3,"{(16, 32, 4)}","{('?', '?', '?')}"
"(16, 32, 40, 0)",8,"{(16, 32, 40)}","{('?', 9, '?')}"
"(16, 32, 48, 0)",4,"{(16, 32, 48)}","{('?', '?', '?')}"
"(16, 32, 49, 0)",2,"{(16, 49, 32)}","{('?', '?', '?')}"
"(16, 34, 28, 0)",21,"{(16, 34, 28)}","{('?', '?', '?')}"
"(16, 34, 34, 0)",8,"{(16, 34)}","{('?', 9, '?')}"
"(16, 34, 35, 0)",8,"{(16, 34, 35)}","{('?', '?', '?')}"
"(16, 35, 28, 0)",16,"{(16, 35, 28)}","{('?', '?', '?')}"
"(16, 35, 35, 0)",41,"{(16, 35)}","{('?', '?', '?')}"
"(16, 37, 28, 0)",2,"{(16, 28, 37)}","{('?', 12, 12)}"
"(16, 37, 34, 0)",1,"{(16, 34, 37)}","{(2, 9, 12)}"
"(16, 38, 10, 0)",6,"{(16, 10, 38)}","{('?', '?', '?')}"
"(16, 38, 11, 0)",9,"{(16, 11, 38)}","{('?', '?', '?')}"
"(16, 38, 16, 0)",9,"{(16, 38)}","{('?', '?', '?')}"
"(16, 38, 2, 0)",1,"{(16, 2, 38)}","{(0, '?', 10)}"
"(16, 38, 20, 0)",2,"{(16, 20, 38)}","{(5, 8, '?')}"
"(16, 38, 25, 0)",9,"{(16, 25, 38)}","{('?', '?', '?')}"
"(16, 38, 26, 0)",14,"{(16, 26, 38)}","{('?', 9, '?')}"
"(16, 38, 28, 0)",17,"{(16, 28, 38)}","{('?', '?', '?')}"
"(16, 38, 29, 0)",4,"{(16, 29, 38)}","{('?', '?', 10)}"
"(16, 38, 31, 0)",25,"{(16, 38, 31)}","{('?', '?', '?')}"
"(16, 38, 34, 0)",10,"{(16, 34, 38)}","{('?', 9, '?')}"
"(16, 38, 35, 0)",27,"{(16, 35, 38)}","{('?', '?', '?')}"
"(16, 38, 4, 0)",9,"{(16, 4, 38)}","{('?', '?', '?')}"
"(16, 38, 40, 0)",1,"{(16, 40, 38)}","{(5, 9, 10)}"
"(16, 38, 46, 0)",4,"{(16, 46, 38)}","{('?', 9, '?')}"
"(16, 38, 48, 0)",42,"{(16, 48, 38)}","{('?', '?', '?')}"
"(16, 38, 49, 0)",1,"{(16, 49, 38)}","{(0, 8, 10)}"
"(16, 38, 5, 0)",5,"{(16, 5, 38)}","{('?', '?', '?')}"
"(16, 38, 51, 0)",9,"{(16, 51, 38)}","{('?', '?', '?')}"
"(16, 4, 35, 0)",1,"{(16, 35, 4)}","{(2, 4, 11)}"
"(16, 40, 1, 0)",8,"{(16, 1, 40)}","{('?', 9, '?')}"
"(16, 40, 34, 0)",1,"{(16, 40, 34)}","{(11, 9, 8)}"
"(16, 40, 40, 0)",3,"{(16, 40)}","{('?', 9, '?')}"
"(16, 42, 10, 0)",3,"{(16, 42, 10)}","{('?', 11, '?')}"
"(16, 42, 11, 0)",13,"{(16, 42, 11)}","{('?', '?', '?')}"
"(16, 42, 13, 0)",2,"{(16, 42, 13)}","{(0, '?', 10)}"
"(16, 42, 14, 0)",1,"{(16, 42, 14)}","{(0, 15, 10)}"
"(16, 42, 16, 0)",4,"{(16, 42)}","{('?', '?', 10)}"
"(16, 42, 19, 0)",1,"{(16, 42, 19)}","{(10, 2, 13)}"
"(16, 42, 2, 0)",4,"{(16, 42, 2)}","{('?', '?', '?')}"
"(16, 42, 25, 0)",1,"{(16, 25, 42)}","{(5, 2, 10)}"
"(16, 42, 26, 0)",3,"{(16, 42, 26)}","{('?', 9, 0)}"
"(16, 42, 27, 0)",4,"{(16, 42, 27)}","{('?', '?', 10)}"
"(16, 42, 28, 0)",20,"{(16, 42, 28)}","{('?', '?', '?')}"
"(16, 42, 31, 0)",32,"{(16, 42, 31)}","{('?', '?', '?')}"
"(16, 42, 32, 0)",11,"{(16, 42, 32)}","{('?', '?', '?')}"
"(16, 42, 34, 0)",1,"{(16, 42, 34)}","{(0, 9, 8)}"
"(16, 42, 35, 0)",24,"{(16, 42, 35)}","{('?', '?', '?')}"
"(16, 42, 4, 0)",10,"{(16, 42, 4)}","{('?', '?', '?')}"
"(16, 42, 40, 0)",1,"{(16, 42, 40)}","{(5, 9, 10)}"
"(16, 42, 42, 0)",1,"{(16, 42)}","{(10, 11, 13)}"
"(16, 42, 46, 0)",4,"{(16, 42, 46)}","{('?', 9, '?')}"
"(16, 42, 48, 0)",20,"{(16, 42, 48)}","{('?', '?', '?')}"
"(16, 42, 49, 0)",1,"{(16, 49, 42)}","{(0, 8, 10)}"
"(16, 42, 51, 0)",4,"{(16, 42, 51)}","{('?', '?', '?')}"
"(16, 44, 13, 0)",1,"{(16, 44, 13)}","{(11, 12, 10)}"
"(16, 44, 2, 0)",3,"{(16, 2, 44)}","{('?', 12, '?')}"
"(16, 44, 28, 0)",7,"{(16, 44, 28)}","{('?', 12, '?')}"
"(16, 44, 8, 0)",3,"{(16, 8, 44)}","{('?', 12, '?')}"
"(16, 46, 1, 0)",2,"{(16, 1, 46)}","{(11, 9, '?')}"
"(16, 46, 40, 0)",5,"{(16, 40, 46)}","{('?', 9, '?')}"
"(16, 48, 35, 0)",2,"{(16, 48, 35)}","{(0, 15, '?')}"
"(16, 48, 48, 0)",20,"{(16, 48)}","{('?', '?', '?')}"
"(16, 49, 40, 0)",1,"{(16, 49, 40)}","{(5, 9, 6)}"
"(16, 8, 2, 0)",1,"{(16, 8, 2)}","{(5, 1, 13)}"
"(17, 1, 17, 0)",1,"{(17, 1)}","{(13, 6, '?')}"
"(17, 1, 18, 0)",1,"{(17, 18, 1)}","{(13, 14, 5)}"
"(17, 1, 31, 0)",2,"{(17, 1, 31)}","{(13, '?', '?')}"
"(17, 1, 34, 0)",6,"{(17, 34, 1)}","{('?', '?', '?')}"
"(17, 1, 35, 0)",4,"{(17, 35, 1)}","{('?', '?', '?')}"
"(17, 1, 36, 0)",8,"{(17, 36, 1)}","{('?', '?', '?')}"
"(17, 1, 40, 0)",5,"{(40, 17, 1)}","{('?', '?', '?')}"
"(17, 1, 48, 0)",5,"{(48, 17, 1)}","{('?', '?', '?')}"
"(17, 1, 49, 0)",1,"{(17, 1, 49)}","{(13, 14, '?')}"
"(17, 13, 13, 0)",1,"{(17, 13)}","{('?', 14, 3)}"
"(17, 13, 2, 0)",3,"{(17, 2, 13)}","{('?', '?', '?')}"
"(17, 13, 35, 0)",1,"{(17, 35, 13)}","{(3, 6, 4)}"
"(17, 13, 47, 0)",1,"{(17, 13, 47)}","{(15, 14, '?')}"
"(17, 13, 7, 0)",2,"{(17, 13, 7)}","{(15, '?', '?')}"
"(17, 17, 2, 0)",1,"{(17, 2)}","{('?', 14, '?')}"
"(17, 17, 35, 0)",5,"{(17, 35)}","{('?', '?', '?')}"
"(17, 17, 4, 0)",1,"{(17, 4)}","{(6, 6, '?')}"
"(17, 17, 40, 0)",2,"{(40, 17)}","{(14, '?', '?')}"
"(17, 17, 49, 0)",4,"{(17, 49)}","{('?', '?', '?')}"
"(17, 17, 5, 0)",4,"{(17, 5)}","{('?', '?', '?')}"
"(17, 17, 7, 0)",4,"{(17, 7)}","{('?', '?', '?')}"
"(17, 2, 2, 0)",8,"{(17, 2)}","{('?', '?', '?')}"
"(17, 2, 28, 0)",13,"{(17, 2, 28)}","{('?', '?', '?')}"
"(17, 2, 8, 0)",4,"{(8, 17, 2)}","{('?', '?', '?')}"
"(17, 25, 2, 0)",1,"{(17, 2, 25)}","{('?', 14, '?')}"
"(17, 25, 35, 0)",1,"{(17, 35, 25)}","{(15, 6, 4)}"
"(17, 25, 7, 0)",3,"{(17, 25, 7)}","{('?', '?', '?')}"
"(17, 28, 13, 0)",13,"{(17, 28, 13)}","{('?', '?', '?')}"
"(17, 28, 2, 0)",14,"{(17, 2, 28)}","{('?', '?', '?')}"
"(17, 28, 28, 0)",1,"{(17, 28)}","{(10, 6, 12)}"
"(17, 28, 32, 0)",1,"{(32, 17, 28)}","{(3, 6, 4)}"
"(17, 28, 35, 0)",3,"{(17, 35, 28)}","{('?', '?', '?')}"
"(17, 28, 47, 0)",5,"{(17, 28, 47)}","{('?', '?', '?')}"
"(17, 28, 49, 0)",2,"{(17, 28, 49)}","{('?', 6, '?')}"
"(17, 30, 34, 0)",8,"{(17, 34, 30)}","{('?', '?', '?')}"
"(17, 30, 35, 0)",13,"{(17, 35, 30)}","{('?', '?', '?')}"
"(17, 30, 4, 0)",1,"{(17, 4, 30)}","{(13, 6, '?')}"
"(17, 30, 40, 0)",4,"{(40, 17, 30)}","{('?', '?', '?')}"
"(17, 30, 49, 0)",1,"{(17, 30, 49)}","{(13, 14, 3)}"
"(17, 4, 49, 0)",1,"{(17, 4, 49)}","{(13, 14, 3)}"
"(17, 40, 40, 0)",1,"{(40, 17)}","{(14, 14, 3)}"
"(17, 49, 18, 0)",1,"{(17, 18, 49)}","{(13, 6, 1)}"
"(17, 8, 2, 0)",1,"{(8, 17, 2)}","{(0, 14, '?')}"
"(17, 8, 28, 0)",20,"{(8, 17, 28)}","{('?', '?', '?')}"
"(17, 8, 8, 0)",5,"{(8, 17)}","{('?', '?', '?')}"
"(18, 43, 40, 0)",1,"{(40, 18, 43)}","{(14, 8, 14)}"
"(18, 43, 43, 0)",9,"{(18, 43)}","{('?', '?', '?')}"
"(19, 10, 46, 0)",1,"{(10, 19, 46)}","{(4, 9, 3)}"
"(19, 11, 2, 0)",4,"{(11, 2, 19)}","{('?', 12, 5)}"
"(19, 12, 14, 0)",1,"{(19, 12, 14)}","{(2, 7, 10)}"
"(19, 12, 20, 0)",1,"{(19, 12, 20)}","{(2, 7, 10)}"
"(19, 12, 27, 0)",1,"{(27, 19, 12)}","{(2, 7, 10)}"
"(19, 12, 35, 0)",7,"{(35, 19, 12)}","{('?', 7, '?')}"
"(19, 15, 13, 0)",2,"{(19, 13, 15)}","{(11, '?', 5)}"
"(19, 15, 15, 0)",1,"{(19, 15)}","{(11, 7, 5)}"
