message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",1,"{(1,)}","{(1, '?', 3)}"
"(1, 1, 15, 0)",1,"{(1, 15)}","{(1, '?', 3)}"
"(1, 1, 8, 0)",1,"{(8, 1)}","{(1, '?', 3)}"
"(1, 11, 11, 0)",1,"{(1, 11)}","{(1, '?', 2)}"
"(1, 12, 12, 0)",1,"{(1, 12)}","{(1, 0, 3)}"
"(1, 6, 6, 0)",1,"{(1, 6)}","{(1, '?', '?')}"
"(1, 8, 12, 0)",1,"{(8, 1, 12)}","{(1, 2, 3)}"
"(1, 8, 14, 0)",1,"{(8, 1, 14)}","{(1, 2, 3)}"
"(10, 1, 15, 0)",1,"{(1, 10, 15)}","{(1, 3, 0)}"
"(10, 15, 1, 0)",1,"{(1, 10, 15)}","{(3, 3, 0)}"
"(10, 15, 10, 0)",1,"{(10, 15)}","{('?', 3, 0)}"
"(11, 11, 11, 0)",1,"{(11,)}","{('?', '?', 2)}"
"(11, 11, 12, 0)",1,"{(11, 12)}","{(3, '?', 2)}"
"(11, 12, 12, 0)",1,"{(11, 12)}","{(3, '?', 2)}"
"(11, 5, 1, 0)",1,"{(1, 11, 5)}","{(3, '?', '?')}"
"(11, 5, 11, 0)",1,"{(11, 5)}","{(3, '?', '?')}"
"(11, 5, 5, 0)",1,"{(11, 5)}","{(3, '?', '?')}"
"(12, 12, 12, 0)",1,"{(12,)}","{(3, 0, 3)}"
"(13, 1, 15, 0)",1,"{(1, 13, 15)}","{(1, 3, '?')}"
"(13, 15, 1, 0)",1,"{(1, 13, 15)}","{(3, 3, '?')}"
"(13, 15, 13, 0)",1,"{(13, 15)}","{('?', 3, '?')}"
"(13, 15, 15, 0)",1,"{(13, 15)}","{('?', 3, '?')}"
"(14, 12, 12, 0)",1,"{(12, 14)}","{(3, 2, 2)}"
"(14, 14, 12, 0)",1,"{(12, 14)}","{(3, 2, 2)}"
"(14, 14, 14, 0)",1,"{(14,)}","{('?', 2, 2)}"
"(14, 2, 14, 0)",1,"{(2, 14)}","{(0, 0, 2)}"
"(14, 7, 14, 0)",1,"{(14, 7)}","{(0, 2, 2)}"
"(15, 1, 10, 0)",1,"{(1, 10, 15)}","{(1, 3, 3)}"
"(15, 1, 15, 0)",1,"{(1, 15)}","{(1, 3, 2)}"
"(15, 10, 10, 0)",1,"{(10, 15)}","{('?', 3, 3)}"
"(15, 11, 11, 0)",1,"{(11, 15)}","{('?', 1, 2)}"
"(15, 11, 5, 0)",1,"{(11, 5, 15)}","{('?', 1, 2)}"
"(15, 12, 12, 0)",1,"{(12, 15)}","{(3, '?', 3)}"
"(15, 13, 15, 0)",1,"{(13, 15)}","{('?', 3, '?')}"
"(15, 15, 12, 0)",1,"{(12, 15)}","{(3, 3, 2)}"
"(15, 15, 15, 0)",1,"{(15,)}","{('?', 3, 2)}"
"(15, 15, 2, 0)",1,"{(2, 15)}","{('?', 3, 2)}"
"(15, 15, 7, 0)",1,"{(7, 15)}","{('?', 3, 3)}"
"(15, 2, 2, 0)",1,"{(2, 15)}","{('?', 3, 2)}"
"(15, 5, 11, 0)",1,"{(11, 5, 15)}","{('?', 1, 2)}"
