message,count,symbols,fixed_attribute_values
"(1, 4, 1, 1, 1, 0)",1,"{(1, 4)}","{('?', 1, 3, 0, 1)}"
"(1, 5, 1, 1, 1, 0)",6,"{(1, 5)}","{('?', 1, '?', '?', '?')}"
"(1, 5, 1, 1, 5, 0)",3,"{(1, 5)}","{(1, 1, '?', 2, '?')}"
"(1, 5, 1, 13, 5, 0)",1,"{(1, 13, 5)}","{(2, 1, 1, 2, 2)}"
"(1, 5, 1, 5, 1, 0)",5,"{(1, 5)}","{('?', 1, '?', 2, '?')}"
"(1, 5, 13, 1, 1, 0)",1,"{(1, 13, 5)}","{(2, 1, 0, 2, 0)}"
"(1, 5, 13, 1, 5, 0)",1,"{(1, 13, 5)}","{(2, 1, 1, 2, '?')}"
"(1, 5, 5, 1, 1, 0)",1,"{(1, 5)}","{(1, 1, 2, '?', 0)}"
"(1, 5, 5, 1, 5, 0)",2,"{(1, 5)}","{(1, 1, '?', 2, 0)}"
"(1, 7, 1, 1, 1, 0)",1,"{(1, 7)}","{(3, 1, 3, 0, 0)}"
"(1, 8, 1, 1, 1, 0)",8,"{(8, 1)}","{('?', 1, '?', 3, '?')}"
"(1, 8, 1, 8, 1, 0)",1,"{(8, 1)}","{('?', 1, 0, 3, 1)}"
"(1, 9, 9, 1, 1, 0)",1,"{(1, 9)}","{(3, 1, 0, 3, 1)}"
"(10, 10, 10, 10, 10, 0)",141,"{(10,)}","{('?', 0, '?', '?', '?')}"
"(10, 10, 10, 10, 13, 0)",1,"{(10, 13)}","{(2, 0, 0, '?', 2)}"
"(10, 10, 10, 10, 14, 0)",1,"{(10, 14)}","{(1, 0, 0, 1, '?')}"
"(10, 10, 10, 10, 15, 0)",1,"{(10, 15)}","{('?', 0, 2, '?', 3)}"
"(10, 10, 10, 10, 2, 0)",1,"{(10, 2)}","{(1, 0, 2, '?', 2)}"
"(10, 10, 10, 10, 8, 0)",3,"{(8, 10)}","{('?', 0, '?', 3, '?')}"
"(10, 10, 10, 2, 10, 0)",1,"{(10, 2)}","{(1, 0, 0, 2, 2)}"
"(10, 10, 10, 2, 2, 0)",1,"{(10, 2)}","{(1, 0, 1, 0, 2)}"
"(10, 10, 10, 2, 8, 0)",1,"{(8, 10, 2)}","{(1, 0, 1, 3, 2)}"
"(10, 10, 10, 4, 10, 0)",3,"{(10, 4)}","{('?', 0, '?', 0, '?')}"
"(10, 10, 10, 7, 10, 0)",1,"{(10, 7)}","{(3, 0, 0, 3, 3)}"
"(10, 10, 10, 8, 10, 0)",1,"{(8, 10)}","{(1, 0, 0, 3, '?')}"
"(10, 10, 10, 8, 8, 0)",1,"{(8, 10)}","{(1, 0, 0, 3, 2)}"
"(10, 10, 14, 10, 10, 0)",1,"{(10, 14)}","{(1, 0, 3, 1, '?')}"
"(10, 10, 14, 14, 6, 0)",1,"{(10, 14, 6)}","{(0, 0, 1, 1, 2)}"
"(10, 10, 15, 10, 10, 0)",2,"{(10, 15)}","{('?', 0, '?', '?', 3)}"
"(10, 10, 2, 10, 10, 0)",5,"{(10, 2)}","{(1, 0, '?', '?', '?')}"
"(10, 10, 2, 10, 2, 0)",3,"{(10, 2)}","{(1, 0, '?', '?', 2)}"
"(10, 10, 2, 2, 10, 0)",3,"{(10, 2)}","{(1, 0, '?', '?', '?')}"
"(10, 10, 2, 2, 2, 0)",2,"{(10, 2)}","{(1, 0, 1, '?', '?')}"
"(10, 10, 2, 8, 8, 0)",1,"{(8, 10, 2)}","{(1, 0, 3, 3, 2)}"
"(10, 10, 8, 10, 10, 0)",1,"{(8, 10)}","{(1, 0, 0, 3, 2)}"
"(10, 10, 8, 10, 8, 0)",1,"{(8, 10)}","{(1, 0, 0, 3, '?')}"
"(10, 10, 8, 2, 2, 0)",2,"{(8, 10, 2)}","{(1, 0, '?', 3, 2)}"
"(10, 13, 10, 10, 10, 0)",1,"{(10, 13)}","{(2, 0, 1, '?', 2)}"
"(10, 13, 10, 13, 13, 0)",1,"{(10, 13)}","{(2, 0, 0, 3, 2)}"
"(10, 13, 2, 10, 10, 0)",1,"{(10, 2, 13)}","{(1, 0, '?', 2, 0)}"
"(10, 14, 10, 10, 10, 0)",2,"{(10, 14)}","{('?', 0, '?', 1, '?')}"
"(10, 14, 14, 10, 10, 0)",1,"{(10, 14)}","{(3, 0, 3, 1, 3)}"
"(10, 14, 14, 10, 14, 0)",1,"{(10, 14)}","{(1, 0, 0, 1, 0)}"
"(10, 14, 14, 14, 6, 0)",1,"{(10, 14, 6)}","{(0, 0, 0, 1, 2)}"
"(10, 2, 10, 10, 10, 0)",13,"{(10, 2)}","{(1, 0, '?', '?', '?')}"
"(10, 2, 10, 10, 15, 0)",1,"{(10, 2, 15)}","{(1, 0, 2, '?', 0)}"
"(10, 2, 10, 2, 10, 0)",1,"{(10, 2)}","{(1, 0, 3, '?', 2)}"
"(10, 2, 10, 8, 2, 0)",1,"{(8, 10, 2)}","{(1, 0, 3, 3, 2)}"
"(10, 2, 10, 8, 8, 0)",1,"{(8, 10, 2)}","{(1, 0, 2, 3, 0)}"
"(10, 2, 2, 10, 10, 0)",4,"{(10, 2)}","{(1, 0, '?', '?', '?')}"
"(10, 2, 2, 10, 2, 0)",1,"{(10, 2)}","{(1, 0, 3, 0, 2)}"
"(10, 2, 2, 10, 5, 0)",1,"{(10, 2, 5)}","{(1, 0, 0, 2, 0)}"
"(10, 2, 2, 2, 10, 0)",2,"{(10, 2)}","{(1, 0, 2, 0, '?')}"
"(10, 2, 2, 2, 2, 0)",4,"{(10, 2)}","{(1, '?', '?', '?', '?')}"
"(10, 2, 2, 2, 8, 0)",2,"{(8, 10, 2)}","{(1, 0, '?', 3, '?')}"
"(10, 2, 8, 2, 2, 0)",1,"{(8, 10, 2)}","{(1, 0, 1, 3, 2)}"
"(10, 5, 10, 10, 10, 0)",7,"{(10, 5)}","{('?', 0, '?', 2, '?')}"
"(10, 5, 10, 5, 10, 0)",2,"{(10, 5)}","{(1, 0, '?', 2, 0)}"
"(10, 5, 13, 10, 10, 0)",1,"{(10, 13, 5)}","{(2, 0, 0, 2, '?')}"
"(10, 5, 2, 10, 10, 0)",1,"{(10, 2, 5)}","{(1, 0, '?', 2, 0)}"
"(10, 5, 2, 5, 10, 0)",1,"{(10, 2, 5)}","{(1, 0, 2, 2, 0)}"
"(10, 5, 5, 10, 10, 0)",1,"{(10, 5)}","{(1, 0, 3, 2, 0)}"
"(10, 6, 10, 10, 10, 0)",1,"{(10, 6)}","{(0, 0, '?', '?', 2)}"
"(10, 7, 7, 7, 7, 0)",1,"{(10, 7)}","{(3, 0, 1, 3, '?')}"
"(10, 8, 10, 10, 8, 0)",1,"{(8, 10)}","{(1, 0, '?', 3, 0)}"
"(10, 8, 10, 2, 2, 0)",1,"{(8, 10, 2)}","{(1, 0, 1, 3, 2)}"
"(10, 8, 8, 10, 10, 0)",1,"{(8, 10)}","{(1, 0, '?', 3, 0)}"
"(10, 8, 8, 8, 2, 0)",1,"{(8, 10, 2)}","{(1, 0, 1, 3, 0)}"
"(10, 8, 8, 8, 8, 0)",4,"{(8, 10)}","{('?', 0, '?', 3, '?')}"
"(11, 10, 10, 10, 10, 0)",2,"{(10, 11)}","{('?', 0, '?', '?', 1)}"
"(11, 11, 2, 11, 15, 0)",1,"{(2, 11, 15)}","{('?', '?', 3, '?', 1)}"
"(11, 11, 2, 11, 2, 0)",1,"{(2, 11)}","{('?', '?', 3, '?', 1)}"
"(11, 13, 13, 11, 13, 0)",1,"{(11, 13)}","{('?', '?', 0, '?', 1)}"
"(11, 15, 10, 10, 10, 0)",1,"{(10, 11, 15)}","{('?', 0, 0, '?', 0)}"
"(11, 15, 11, 15, 11, 0)",5,"{(11, 15)}","{('?', '?', '?', '?', '?')}"
"(11, 15, 11, 15, 15, 0)",1,"{(11, 15)}","{('?', '?', 0, '?', 3)}"
"(11, 15, 11, 2, 11, 0)",2,"{(2, 11, 15)}","{('?', '?', 0, '?', '?')}"
"(11, 15, 11, 5, 11, 0)",1,"{(11, 5, 15)}","{('?', '?', 0, '?', '?')}"
"(11, 2, 11, 11, 2, 0)",1,"{(2, 11)}","{('?', '?', 3, '?', 1)}"
"(11, 2, 11, 2, 11, 0)",3,"{(2, 11)}","{('?', '?', '?', '?', 1)}"
"(11, 2, 11, 5, 11, 0)",1,"{(2, 11, 5)}","{('?', '?', 3, '?', 1)}"
"(11, 2, 11, 5, 2, 0)",1,"{(2, 11, 5)}","{('?', '?', '?', '?', 1)}"
"(11, 2, 13, 15, 11, 0)",1,"{(2, 11, 13, 15)}","{('?', '?', 2, '?', 1)}"
"(11, 2, 13, 2, 2, 0)",1,"{(2, 11, 13)}","{('?', '?', '?', '?', 1)}"
"(11, 2, 15, 5, 2, 0)",1,"{(2, 11, 5, 15)}","{('?', '?', 1, '?', '?')}"
"(11, 2, 2, 11, 2, 0)",1,"{(2, 11)}","{('?', '?', 2, '?', 1)}"
"(11, 3, 3, 3, 3, 0)",4,"{(3, 11)}","{('?', 3, '?', '?', '?')}"
"(11, 5, 10, 10, 10, 0)",1,"{(10, 11, 5)}","{('?', 0, 3, 0, 0)}"
"(11, 5, 11, 2, 11, 0)",1,"{(2, 11, 5)}","{('?', '?', 3, '?', 1)}"
"(11, 5, 11, 5, 11, 0)",2,"{(11, 5)}","{('?', '?', 3, '?', '?')}"
"(11, 5, 11, 5, 2, 0)",1,"{(2, 11, 5)}","{('?', 1, '?', '?', 0)}"
"(11, 5, 11, 5, 5, 0)",1,"{(11, 5)}","{('?', '?', 3, '?', 0)}"
"(11, 5, 3, 3, 3, 0)",4,"{(3, 11, 5)}","{('?', 3, '?', '?', 0)}"
"(11, 5, 5, 11, 5, 0)",1,"{(11, 5)}","{('?', '?', 3, 0, 0)}"
"(12, 12, 12, 11, 12, 0)",1,"{(11, 12)}","{(0, 2, 0, '?', 3)}"
"(12, 12, 12, 11, 7, 0)",1,"{(11, 12, 7)}","{(3, 2, 0, 1, 3)}"
"(12, 12, 12, 12, 11, 0)",21,"{(11, 12)}","{('?', 2, '?', '?', '?')}"
"(12, 12, 12, 12, 12, 0)",245,"{(12,)}","{('?', 2, '?', '?', '?')}"
"(12, 12, 12, 12, 13, 0)",9,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 12, 12, 12, 14, 0)",13,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 12, 12, 15, 0)",2,"{(12, 15)}","{('?', 2, '?', '?', '?')}"
"(12, 12, 12, 12, 2, 0)",5,"{(2, 12)}","{(1, 2, '?', '?', '?')}"
"(12, 12, 12, 12, 4, 0)",9,"{(12, 4)}","{('?', 2, '?', 0, '?')}"
"(12, 12, 12, 12, 5, 0)",14,"{(12, 5)}","{('?', 2, '?', 2, '?')}"
"(12, 12, 12, 12, 6, 0)",10,"{(12, 6)}","{(0, 2, '?', '?', '?')}"
"(12, 12, 12, 12, 7, 0)",33,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 12, 12, 8, 0)",8,"{(8, 12)}","{('?', 2, '?', 3, '?')}"
"(12, 12, 12, 13, 12, 0)",17,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 12, 12, 13, 13, 0)",2,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 12, 12, 14, 12, 0)",7,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 12, 14, 14, 0)",11,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 12, 14, 2, 0)",1,"{(2, 12, 14)}","{(1, 2, 3, 1, '?')}"
"(12, 12, 12, 14, 7, 0)",7,"{(12, 14, 7)}","{(3, 2, '?', 1, '?')}"
"(12, 12, 12, 15, 11, 0)",1,"{(11, 12, 15)}","{('?', 2, 0, 0, '?')}"
"(12, 12, 12, 15, 12, 0)",3,"{(12, 15)}","{('?', 2, '?', '?', '?')}"
"(12, 12, 12, 15, 5, 0)",1,"{(12, 5, 15)}","{('?', 2, 3, '?', 0)}"
"(12, 12, 12, 2, 12, 0)",8,"{(2, 12)}","{(1, 2, '?', '?', '?')}"
"(12, 12, 12, 2, 2, 0)",1,"{(2, 12)}","{(1, 2, 3, 3, 1)}"
"(12, 12, 12, 4, 12, 0)",7,"{(12, 4)}","{('?', 2, '?', 0, '?')}"
"(12, 12, 12, 4, 2, 0)",1,"{(2, 12, 4)}","{(1, 2, '?', 0, 0)}"
"(12, 12, 12, 4, 4, 0)",4,"{(12, 4)}","{('?', 2, '?', 0, '?')}"
"(12, 12, 12, 5, 12, 0)",15,"{(12, 5)}","{('?', 2, '?', 2, '?')}"
"(12, 12, 12, 5, 5, 0)",7,"{(12, 5)}","{('?', 2, '?', '?', '?')}"
"(12, 12, 12, 5, 7, 0)",2,"{(12, 5, 7)}","{(3, 2, '?', 2, '?')}"
"(12, 12, 12, 6, 11, 0)",1,"{(11, 12, 6)}","{(0, 2, 1, '?', 3)}"
"(12, 12, 12, 6, 12, 0)",4,"{(12, 6)}","{(0, 2, '?', '?', '?')}"
"(12, 12, 12, 6, 6, 0)",6,"{(12, 6)}","{(0, 2, '?', '?', '?')}"
"(12, 12, 12, 6, 8, 0)",1,"{(8, 12, 6)}","{(0, 2, '?', 3, 2)}"
"(12, 12, 12, 7, 12, 0)",17,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 12, 7, 14, 0)",1,"{(12, 14, 7)}","{(3, 2, '?', 1, 3)}"
"(12, 12, 12, 7, 5, 0)",3,"{(12, 5, 7)}","{(3, 2, '?', 2, '?')}"
"(12, 12, 12, 7, 7, 0)",23,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 12, 8, 12, 0)",5,"{(8, 12)}","{('?', 2, '?', 3, '?')}"
"(12, 12, 12, 8, 8, 0)",8,"{(8, 12)}","{('?', 2, '?', 3, '?')}"
"(12, 12, 13, 12, 12, 0)",16,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 12, 13, 12, 13, 0)",11,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 12, 13, 12, 14, 0)",2,"{(12, 13, 14)}","{(2, 2, 1, 1, '?')}"
"(12, 12, 13, 13, 12, 0)",2,"{(12, 13)}","{(2, 2, '?', 3, '?')}"
"(12, 12, 13, 13, 13, 0)",1,"{(12, 13)}","{(2, 2, 2, 3, '?')}"
"(12, 12, 14, 12, 11, 0)",1,"{(11, 12, 14)}","{(1, 2, '?', 1, 3)}"
"(12, 12, 14, 12, 12, 0)",6,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 14, 12, 14, 0)",16,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 14, 12, 2, 0)",1,"{(2, 12, 14)}","{(1, 2, '?', 1, 3)}"
"(12, 12, 14, 12, 5, 0)",1,"{(12, 5, 14)}","{('?', 2, 3, 1, 0)}"
"(12, 12, 14, 12, 6, 0)",1,"{(12, 14, 6)}","{(0, 2, '?', 1, 0)}"
"(12, 12, 14, 12, 7, 0)",1,"{(12, 14, 7)}","{(3, 2, 2, 1, 1)}"
"(12, 12, 14, 14, 12, 0)",5,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 14, 14, 14, 0)",15,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 12, 14, 14, 2, 0)",2,"{(2, 12, 14)}","{(1, 2, 3, 1, '?')}"
"(12, 12, 14, 14, 7, 0)",1,"{(12, 14, 7)}","{(3, 2, 2, 1, 1)}"
"(12, 12, 14, 15, 14, 0)",1,"{(12, 14, 15)}","{(2, 2, '?', 1, 0)}"
"(12, 12, 14, 5, 14, 0)",1,"{(12, 5, 14)}","{('?', 2, 3, 1, 0)}"
"(12, 12, 14, 7, 14, 0)",2,"{(12, 14, 7)}","{(3, 2, '?', 1, '?')}"
"(12, 12, 14, 7, 7, 0)",1,"{(12, 14, 7)}","{(3, 2, 2, 1, 1)}"
"(12, 12, 15, 11, 11, 0)",1,"{(11, 12, 15)}","{('?', 2, 1, 0, 0)}"
"(12, 12, 15, 12, 12, 0)",3,"{(12, 15)}","{('?', 2, '?', '?', '?')}"
"(12, 12, 2, 11, 2, 0)",1,"{(2, 11, 12)}","{(1, 2, 2, 1, 1)}"
"(12, 12, 2, 12, 12, 0)",5,"{(2, 12)}","{(1, 2, '?', '?', '?')}"
"(12, 12, 2, 12, 2, 0)",4,"{(2, 12)}","{(1, 2, '?', '?', '?')}"
"(12, 12, 2, 2, 12, 0)",2,"{(2, 12)}","{(1, 2, 1, 0, '?')}"
"(12, 12, 2, 2, 2, 0)",1,"{(2, 12)}","{(1, 2, 3, 0, 1)}"
"(12, 12, 4, 12, 11, 0)",1,"{(11, 12, 4)}","{('?', 2, 2, 0, 3)}"
"(12, 12, 4, 12, 12, 0)",7,"{(12, 4)}","{('?', 2, '?', 0, '?')}"
"(12, 12, 4, 12, 4, 0)",2,"{(12, 4)}","{('?', 2, 1, 0, '?')}"
"(12, 12, 4, 12, 6, 0)",1,"{(12, 4, 6)}","{(0, 2, 3, 0, 3)}"
"(12, 12, 4, 2, 12, 0)",1,"{(2, 12, 4)}","{(1, 2, 1, 0, 2)}"
"(12, 12, 4, 2, 2, 0)",1,"{(2, 12, 4)}","{(1, 2, 3, 0, 3)}"
"(12, 12, 4, 2, 4, 0)",2,"{(2, 12, 4)}","{(1, 2, '?', 0, '?')}"
"(12, 12, 4, 4, 12, 0)",5,"{(12, 4)}","{('?', 2, '?', 0, '?')}"
"(12, 12, 4, 6, 6, 0)",1,"{(12, 4, 6)}","{(0, 2, 2, 0, '?')}"
"(12, 12, 4, 7, 12, 0)",1,"{(12, 4, 7)}","{(3, 2, 1, 0, 3)}"
"(12, 12, 5, 12, 12, 0)",14,"{(12, 5)}","{('?', 2, '?', 2, '?')}"
"(12, 12, 5, 12, 5, 0)",7,"{(12, 5)}","{('?', 2, '?', 2, '?')}"
"(12, 12, 5, 15, 12, 0)",1,"{(12, 5, 15)}","{('?', 2, '?', 2, 2)}"
"(12, 12, 5, 2, 12, 0)",1,"{(2, 12, 5)}","{(1, 2, 3, 2, 1)}"
"(12, 12, 5, 5, 12, 0)",7,"{(12, 5)}","{('?', 2, '?', 2, '?')}"
"(12, 12, 5, 5, 5, 0)",10,"{(12, 5)}","{('?', 2, '?', 2, '?')}"
"(12, 12, 5, 7, 5, 0)",2,"{(12, 5, 7)}","{(3, 2, '?', 2, '?')}"
"(12, 12, 5, 7, 7, 0)",3,"{(12, 5, 7)}","{(3, 2, '?', 2, '?')}"
"(12, 12, 6, 11, 12, 0)",1,"{(11, 12, 6)}","{(0, 2, 2, '?', 1)}"
"(12, 12, 6, 12, 12, 0)",2,"{(12, 6)}","{(0, 2, '?', '?', 2)}"
"(12, 12, 6, 12, 6, 0)",5,"{(12, 6)}","{(0, 2, '?', '?', '?')}"
"(12, 12, 6, 4, 4, 0)",1,"{(12, 4, 6)}","{(0, 2, 1, 0, 3)}"
"(12, 12, 6, 6, 12, 0)",2,"{(12, 6)}","{(0, 2, '?', '?', 3)}"
"(12, 12, 6, 6, 6, 0)",13,"{(12, 6)}","{(0, 2, '?', '?', '?')}"
"(12, 12, 6, 8, 6, 0)",3,"{(8, 12, 6)}","{(0, 2, '?', 3, '?')}"
"(12, 12, 6, 8, 8, 0)",1,"{(8, 12, 6)}","{(0, 2, 0, 3, '?')}"
"(12, 12, 7, 12, 12, 0)",7,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 7, 12, 14, 0)",2,"{(12, 14, 7)}","{(3, 2, '?', 1, '?')}"
"(12, 12, 7, 12, 7, 0)",25,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 7, 14, 12, 0)",1,"{(12, 14, 7)}","{(3, 2, '?', 1, '?')}"
"(12, 12, 7, 14, 7, 0)",1,"{(12, 14, 7)}","{(3, 2, '?', 1, 1)}"
"(12, 12, 7, 5, 14, 0)",1,"{(12, 5, 14, 7)}","{(3, 2, 3, 1, 0)}"
"(12, 12, 7, 5, 7, 0)",4,"{(12, 5, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 7, 7, 12, 0)",4,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 7, 7, 14, 0)",2,"{(12, 14, 7)}","{(3, 2, '?', 1, 2)}"
"(12, 12, 7, 7, 5, 0)",1,"{(12, 5, 7)}","{(3, 2, 3, 2, '?')}"
"(12, 12, 7, 7, 7, 0)",42,"{(12, 7)}","{(3, 2, '?', '?', '?')}"
"(12, 12, 8, 12, 12, 0)",1,"{(8, 12)}","{(1, 2, 1, 3, 0)}"
"(12, 12, 8, 12, 8, 0)",1,"{(8, 12)}","{('?', 2, 3, 3, 0)}"
"(12, 12, 8, 8, 11, 0)",1,"{(8, 11, 12)}","{('?', 2, '?', 3, 0)}"
"(12, 12, 8, 8, 6, 0)",2,"{(8, 12, 6)}","{(0, 2, '?', 3, '?')}"
"(12, 12, 8, 8, 8, 0)",7,"{(8, 12)}","{('?', 2, '?', 3, '?')}"
"(12, 13, 12, 12, 12, 0)",20,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 12, 12, 13, 0)",8,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 12, 12, 14, 0)",1,"{(12, 13, 14)}","{(2, 2, 1, 1, 3)}"
"(12, 13, 12, 12, 15, 0)",1,"{(12, 13, 15)}","{(2, 2, '?', 1, 3)}"
"(12, 13, 12, 13, 12, 0)",22,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 12, 13, 13, 0)",7,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 12, 13, 8, 0)",3,"{(8, 12, 13)}","{(2, 2, '?', 3, '?')}"
"(12, 13, 12, 14, 14, 0)",2,"{(12, 13, 14)}","{(2, 2, '?', 1, '?')}"
"(12, 13, 12, 15, 13, 0)",1,"{(12, 13, 15)}","{(2, 2, '?', 1, 3)}"
"(12, 13, 12, 4, 4, 0)",2,"{(4, 12, 13)}","{(2, 2, 1, 0, '?')}"
"(12, 13, 13, 12, 12, 0)",4,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 13, 12, 13, 0)",10,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 13, 12, 14, 0)",1,"{(12, 13, 14)}","{(2, 2, 2, 1, 2)}"
"(12, 13, 13, 13, 13, 0)",8,"{(12, 13)}","{(2, 2, '?', '?', '?')}"
"(12, 13, 13, 13, 8, 0)",1,"{(8, 12, 13)}","{(2, 2, 2, 3, 0)}"
"(12, 13, 13, 5, 13, 0)",1,"{(5, 12, 13)}","{(2, 2, 0, 2, 2)}"
"(12, 13, 13, 8, 13, 0)",3,"{(8, 12, 13)}","{(2, 2, '?', 3, '?')}"
"(12, 13, 4, 13, 12, 0)",2,"{(4, 12, 13)}","{(2, 2, '?', 0, 2)}"
"(12, 13, 4, 13, 13, 0)",1,"{(4, 12, 13)}","{(2, 2, 2, 0, 2)}"
"(12, 13, 4, 13, 4, 0)",1,"{(4, 12, 13)}","{(2, 2, '?', 0, 2)}"
"(12, 13, 4, 4, 13, 0)",1,"{(4, 12, 13)}","{(2, 2, '?', 0, 2)}"
"(12, 13, 4, 4, 4, 0)",3,"{(4, 12, 13)}","{(2, 2, '?', 0, '?')}"
"(12, 13, 8, 13, 8, 0)",2,"{(8, 12, 13)}","{(2, 2, '?', 3, 1)}"
"(12, 14, 12, 12, 14, 0)",5,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 14, 12, 12, 15, 0)",1,"{(12, 14, 15)}","{('?', 2, 3, 1, 0)}"
"(12, 14, 12, 12, 7, 0)",1,"{(12, 14, 7)}","{(3, 2, '?', 1, 1)}"
"(12, 14, 12, 14, 12, 0)",23,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 14, 12, 14, 13, 0)",1,"{(12, 13, 14)}","{(2, 2, '?', 1, 0)}"
"(12, 14, 12, 14, 14, 0)",29,"{(12, 14)}","{('?', 2, '?', 1, '?')}"
"(12, 14, 12, 14, 15, 0)",1,"{(12, 14, 15)}","{(1, 2, 3, 1, 3)}"
"(12, 14, 12, 14, 6, 0)",2,"{(12, 14, 6)}","{(0, 2, '?', 1, '?')}"
"(12, 14, 12, 14, 7, 0)",6,"{(12, 14, 7)}","{(3, 2, '?', 1, '?')}"
