message,count,symbols,fixed_attribute_values
"(1, 1, 15, 23, 0)",1,"{(1, 23, 15)}","{(7, '?', 5, 1)}"
"(1, 1, 23, 15, 0)",2,"{(1, 15, 23)}","{(7, '?', 6, 1)}"
"(1, 1, 6, 15, 0)",1,"{(1, 6, 15)}","{(5, 4, 5, '?')}"
"(1, 1, 6, 23, 0)",1,"{(1, 6, 23)}","{(7, 1, 6, 1)}"
"(1, 1, 6, 7, 0)",1,"{(1, 6, 7)}","{(5, 4, 6, 7)}"
"(1, 10, 1, 15, 0)",1,"{(1, 10, 15)}","{(7, '?', 4, 3)}"
"(1, 10, 10, 15, 0)",1,"{(1, 10, 15)}","{(5, '?', 4, 3)}"
"(1, 10, 10, 19, 0)",1,"{(1, 10, 19)}","{('?', '?', 4, 3)}"
"(1, 10, 11, 10, 0)",1,"{(1, 10, 11)}","{('?', 6, 4, 3)}"
"(1, 10, 11, 15, 0)",2,"{(1, 10, 11, 15)}","{(5, 6, '?', 3)}"
"(1, 10, 13, 15, 0)",1,"{(1, 10, 13, 15)}","{(5, 5, 4, 3)}"
"(1, 10, 13, 25, 0)",1,"{(1, 10, 13, 25)}","{('?', 5, 6, 3)}"
"(1, 10, 13, 6, 0)",1,"{(1, 10, 13, 6)}","{(3, 5, 5, 3)}"
"(1, 10, 14, 6, 0)",1,"{(1, 10, 14, 6)}","{(0, 4, 4, 3)}"
"(1, 10, 15, 11, 0)",1,"{(1, 10, 11, 15)}","{(7, 6, 4, 3)}"
"(1, 10, 15, 15, 0)",5,"{(1, 10, 15)}","{('?', '?', '?', 3)}"
"(1, 10, 15, 5, 0)",1,"{(1, 10, 5, 15)}","{(5, '?', 4, 3)}"
"(1, 10, 18, 22, 0)",1,"{(1, 10, 18, 22)}","{(0, 5, 6, 3)}"
"(1, 10, 19, 15, 0)",1,"{(1, 10, 19, 15)}","{(5, '?', 4, 3)}"
"(1, 10, 21, 14, 0)",1,"{(1, 10, 21, 14)}","{(0, 3, 5, 3)}"
"(1, 10, 21, 19, 0)",2,"{(1, 10, 19, 21)}","{('?', 3, '?', 3)}"
"(1, 10, 21, 24, 0)",1,"{(24, 1, 10, 21)}","{(2, 3, 5, 3)}"
"(1, 10, 21, 5, 0)",1,"{(1, 10, 5, 21)}","{(6, 3, 5, 3)}"
"(1, 10, 21, 6, 0)",3,"{(1, 10, 21, 6)}","{(3, 3, '?', 3)}"
"(1, 10, 22, 14, 0)",1,"{(1, 10, 22, 14)}","{(0, 1, 6, 3)}"
"(1, 10, 22, 22, 0)",1,"{(1, 10, 22)}","{(0, 2, 4, 3)}"
"(1, 10, 24, 11, 0)",2,"{(24, 1, 10, 11)}","{(1, '?', 4, 3)}"
"(1, 10, 24, 25, 0)",1,"{(24, 1, 10, 25)}","{(2, '?', 4, 3)}"
"(1, 10, 24, 6, 0)",1,"{(24, 1, 10, 6)}","{(1, 4, 6, 3)}"
"(1, 10, 24, 8, 0)",3,"{(24, 1, 10, 8)}","{('?', '?', '?', 3)}"
"(1, 10, 25, 15, 0)",1,"{(1, 10, 25, 15)}","{(5, '?', 6, 3)}"
"(1, 10, 27, 10, 0)",1,"{(1, 10, 27)}","{('?', 0, 6, 3)}"
