message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",10,"{(1,)}","{('?', 0, '?')}"
"(1, 1, 3, 0)",1,"{(1, 3)}","{('?', 0, 1)}"
"(1, 1, 6, 0)",1,"{(1, 6)}","{(0, 0, 1)}"
"(1, 1, 8, 0)",1,"{(8, 1)}","{('?', 0, 0)}"
"(1, 6, 6, 0)",1,"{(1, 6)}","{(0, 0, 2)}"
"(10, 10, 10, 0)",13,"{(10,)}","{('?', 3, '?')}"
"(10, 10, 6, 0)",2,"{(10, 6)}","{(0, 3, '?')}"
"(10, 14, 14, 0)",1,"{(10, 14)}","{(1, 3, 2)}"
"(10, 6, 10, 0)",1,"{(10, 6)}","{(0, 3, 2)}"
"(12, 12, 12, 0)",1,"{(12,)}","{('?', '?', 3)}"
"(13, 13, 13, 0)",20,"{(13,)}","{('?', 1, '?')}"
"(13, 13, 5, 0)",8,"{(5, 13)}","{('?', 1, '?')}"
"(13, 5, 13, 0)",5,"{(5, 13)}","{('?', 1, '?')}"
"(13, 5, 5, 0)",1,"{(5, 13)}","{(0, 1, 3)}"
"(13, 7, 13, 0)",1,"{(13, 7)}","{(2, 1, 0)}"
"(14, 13, 13, 0)",1,"{(13, 14)}","{(1, 1, '?')}"
"(14, 14, 10, 0)",2,"{(10, 14)}","{(1, 3, '?')}"
"(14, 14, 14, 0)",13,"{(14,)}","{(1, '?', '?')}"
"(14, 15, 15, 0)",1,"{(14, 15)}","{(1, 2, 1)}"
"(15, 14, 15, 0)",2,"{(14, 15)}","{(1, 2, '?')}"
"(15, 15, 14, 0)",1,"{(14, 15)}","{(1, 2, 1)}"
"(15, 15, 15, 0)",12,"{(15,)}","{('?', 2, '?')}"
"(15, 7, 15, 0)",1,"{(7, 15)}","{(2, 2, 0)}"
"(15, 7, 7, 0)",1,"{(7, 15)}","{(2, 2, 0)}"
"(15, 9, 9, 0)",1,"{(9, 15)}","{(3, 2, '?')}"
"(3, 14, 14, 0)",1,"{(3, 14)}","{(1, 3, 1)}"
"(3, 3, 3, 0)",1,"{(3,)}","{('?', '?', 1)}"
"(4, 10, 10, 0)",1,"{(10, 4)}","{(1, 3, '?')}"
"(5, 13, 13, 0)",8,"{(13, 5)}","{('?', 1, '?')}"
"(5, 13, 5, 0)",1,"{(13, 5)}","{(2, 1, '?')}"
"(5, 5, 13, 0)",2,"{(13, 5)}","{(0, 1, '?')}"
"(5, 5, 5, 0)",1,"{(5,)}","{(0, 1, 2)}"
"(6, 1, 1, 0)",1,"{(1, 6)}","{(0, 0, 2)}"
"(6, 10, 10, 0)",1,"{(10, 6)}","{(0, 3, 3)}"
"(6, 13, 13, 0)",1,"{(13, 6)}","{(0, 1, 1)}"
"(6, 15, 15, 0)",1,"{(6, 15)}","{(0, 2, 1)}"
"(6, 15, 6, 0)",1,"{(6, 15)}","{(0, 2, '?')}"
"(6, 6, 1, 0)",1,"{(1, 6)}","{(0, 0, 2)}"
"(6, 6, 10, 0)",1,"{(10, 6)}","{(0, 3, 2)}"
"(6, 6, 6, 0)",12,"{(6,)}","{(0, '?', '?')}"
"(7, 10, 10, 0)",2,"{(10, 7)}","{(2, 3, '?')}"
"(7, 13, 13, 0)",1,"{(13, 7)}","{(2, 1, '?')}"
"(7, 13, 5, 0)",2,"{(5, 13, 7)}","{(2, 1, '?')}"
"(7, 15, 15, 0)",4,"{(15, 7)}","{('?', 2, '?')}"
"(7, 7, 10, 0)",1,"{(10, 7)}","{(2, 3, 3)}"
"(7, 7, 13, 0)",1,"{(13, 7)}","{(2, 1, 1)}"
"(7, 7, 15, 0)",1,"{(15, 7)}","{(2, 2, 0)}"
"(7, 7, 7, 0)",11,"{(7,)}","{(2, '?', '?')}"
"(8, 15, 15, 0)",2,"{(8, 15)}","{('?', 2, '?')}"
"(8, 8, 15, 0)",1,"{(8, 15)}","{(1, 2, 0)}"
"(8, 8, 8, 0)",1,"{(8,)}","{('?', '?', 0)}"
"(9, 10, 10, 0)",1,"{(9, 10)}","{(3, 3, 2)}"
"(9, 10, 9, 0)",2,"{(9, 10)}","{(3, 3, '?')}"
"(9, 13, 13, 0)",3,"{(9, 13)}","{(3, 1, '?')}"
"(9, 15, 15, 0)",2,"{(9, 15)}","{(3, 2, '?')}"
"(9, 9, 13, 0)",1,"{(9, 13)}","{(3, 1, 2)}"
"(9, 9, 15, 0)",2,"{(9, 15)}","{(3, 2, '?')}"
"(9, 9, 9, 0)",13,"{(9,)}","{(3, '?', '?')}"
