message,count,symbols,fixed_attribute_values
"(1, 1, 1, 1, 0)",76,"{(1,)}","{('?', '?', '?', 3)}"
"(1, 1, 1, 13, 0)",1,"{(1, 13)}","{(2, 3, 2, 3)}"
"(1, 1, 1, 5, 0)",1,"{(1, 5)}","{(3, 2, 1, 3)}"
"(1, 1, 4, 1, 0)",1,"{(1, 4)}","{(0, 2, 2, 3)}"
"(1, 13, 1, 1, 0)",1,"{(1, 13)}","{(3, 3, 2, 3)}"
"(1, 13, 13, 13, 0)",1,"{(1, 13)}","{(3, '?', 2, 3)}"
"(1, 4, 1, 1, 0)",1,"{(1, 4)}","{(0, 2, 2, 3)}"
"(1, 4, 4, 4, 0)",2,"{(1, 4)}","{(0, 2, '?', 3)}"
"(1, 4, 9, 4, 0)",1,"{(1, 4, 9)}","{(0, 2, 1, 3)}"
"(1, 9, 1, 1, 0)",1,"{(1, 9)}","{(3, 2, 1, 3)}"
"(11, 11, 11, 11, 0)",47,"{(11,)}","{('?', '?', '?', 2)}"
"(11, 11, 11, 13, 0)",3,"{(11, 13)}","{('?', '?', 2, 2)}"
"(11, 11, 11, 5, 0)",2,"{(11, 5)}","{(3, 0, '?', 2)}"
"(11, 11, 13, 11, 0)",4,"{(11, 13)}","{('?', 2, 2, 2)}"
"(11, 11, 13, 13, 0)",1,"{(11, 13)}","{(0, 0, 2, 2)}"
"(11, 11, 5, 11, 0)",1,"{(11, 5)}","{(3, 1, 1, 2)}"
"(11, 11, 8, 5, 0)",1,"{(8, 11, 5)}","{(3, 0, 3, 2)}"
"(11, 13, 11, 11, 0)",3,"{(11, 13)}","{('?', 2, 2, 2)}"
"(11, 13, 13, 13, 0)",3,"{(11, 13)}","{('?', '?', 2, 2)}"
"(11, 8, 5, 5, 0)",2,"{(8, 11, 5)}","{(3, '?', 3, 2)}"
"(11, 9, 11, 11, 0)",3,"{(9, 11)}","{('?', '?', 1, 2)}"
"(13, 1, 1, 1, 0)",7,"{(1, 13)}","{('?', '?', 2, 3)}"
