message,count,symbols,fixed_attribute_values
"(22, 13, 13, 0)",41,"{(13, 22)}","{('?', '?', 3)}"
"(22, 13, 27, 0)",8,"{(27, 13, 22)}","{('?', '?', 3)}"
"(22, 13, 5, 0)",3,"{(5, 13, 22)}","{('?', 3, 3)}"
"(22, 13, 7, 0)",5,"{(13, 22, 7)}","{('?', 0, 3)}"
"(22, 27, 27, 0)",1,"{(27, 22)}","{(1, 0, 3)}"
"(22, 27, 5, 0)",1,"{(27, 5, 22)}","{(0, 3, 3)}"
"(22, 5, 13, 0)",1,"{(13, 5, 22)}","{(0, 3, 3)}"
"(22, 5, 5, 0)",2,"{(5, 22)}","{('?', 3, 3)}"
"(22, 7, 5, 0)",1,"{(5, 22, 7)}","{(1, 3, 3)}"
"(22, 7, 7, 0)",2,"{(22, 7)}","{('?', 0, 3)}"
"(23, 1, 1, 0)",1,"{(1, 23)}","{(4, '?', '?')}"
"(23, 1, 5, 0)",33,"{(1, 5, 23)}","{('?', 7, '?')}"
"(23, 10, 10, 0)",10,"{(10, 23)}","{('?', '?', 4)}"
"(23, 10, 23, 0)",1,"{(10, 23)}","{(4, 2, 4)}"
"(23, 10, 5, 0)",1,"{(10, 5, 23)}","{(6, 7, 4)}"
"(23, 14, 26, 0)",1,"{(26, 14, 23)}","{(4, 4, 5)}"
"(23, 15, 15, 0)",7,"{(15, 23)}","{('?', 2, 1)}"
"(23, 15, 23, 0)",1,"{(15, 23)}","{(4, 2, 1)}"
"(23, 15, 27, 0)",1,"{(27, 15, 23)}","{(5, 2, 1)}"
"(23, 2, 26, 0)",1,"{(2, 26, 23)}","{(4, 4, '?')}"
"(23, 20, 20, 0)",8,"{(20, 23)}","{('?', 2, 0)}"
"(23, 20, 23, 0)",6,"{(20, 23)}","{('?', 2, 0)}"
"(23, 23, 10, 0)",2,"{(10, 23)}","{('?', 2, 4)}"
"(23, 23, 15, 0)",1,"{(15, 23)}","{(0, 2, 1)}"
"(23, 23, 20, 0)",3,"{(20, 23)}","{('?', 2, 0)}"
"(23, 23, 23, 0)",11,"{(23,)}","{('?', 2, '?')}"
"(23, 26, 26, 0)",45,"{(26, 23)}","{('?', 4, '?')}"
"(23, 27, 15, 0)",1,"{(27, 15, 23)}","{(0, 2, 1)}"
"(23, 27, 27, 0)",1,"{(27, 23)}","{(6, 2, 1)}"
"(23, 6, 6, 0)",2,"{(6, 23)}","{('?', 7, 5)}"
"(24, 24, 24, 0)",53,"{(24,)}","{('?', '?', 2)}"
"(24, 24, 5, 0)",1,"{(24, 5)}","{(0, 7, 2)}"
"(25, 10, 17, 0)",1,"{(25, 10, 17)}","{(5, 2, 6)}"
"(25, 17, 17, 0)",44,"{(25, 17)}","{('?', '?', 6)}"
"(25, 17, 21, 0)",5,"{(25, 21, 17)}","{('?', '?', 6)}"
"(25, 17, 7, 0)",2,"{(25, 17, 7)}","{('?', 0, 6)}"
"(25, 2, 2, 0)",1,"{(25, 2)}","{(7, 4, 7)}"
"(25, 21, 17, 0)",5,"{(25, 21, 17)}","{('?', '?', 6)}"
"(25, 21, 21, 0)",3,"{(25, 21)}","{('?', 1, 6)}"
"(25, 21, 7, 0)",1,"{(25, 21, 7)}","{(5, 0, 6)}"
"(25, 23, 17, 0)",1,"{(25, 17, 23)}","{(6, 2, 6)}"
"(25, 25, 17, 0)",13,"{(25, 17)}","{('?', '?', 6)}"
"(25, 26, 25, 0)",1,"{(25, 26)}","{(4, 4, 2)}"
"(25, 26, 26, 0)",19,"{(25, 26)}","{('?', 4, '?')}"
"(25, 7, 17, 0)",1,"{(25, 17, 7)}","{(3, 0, 6)}"
"(25, 7, 7, 0)",2,"{(25, 7)}","{('?', 0, 6)}"
"(27, 15, 15, 0)",7,"{(27, 15)}","{('?', 2, 1)}"
"(27, 15, 23, 0)",1,"{(27, 23, 15)}","{('?', 2, 1)}"
"(27, 15, 27, 0)",3,"{(27, 15)}","{('?', '?', 1)}"
"(27, 26, 27, 0)",1,"{(26, 27)}","{('?', 5, 1)}"
"(27, 27, 15, 0)",6,"{(27, 15)}","{('?', '?', 1)}"
"(27, 27, 26, 0)",2,"{(26, 27)}","{('?', 5, 1)}"
"(27, 27, 27, 0)",27,"{(27,)}","{('?', '?', 1)}"
"(27, 27, 5, 0)",1,"{(27, 5)}","{(5, 3, 1)}"
"(27, 27, 7, 0)",6,"{(27, 7)}","{('?', 0, 1)}"
"(27, 5, 5, 0)",6,"{(27, 5)}","{('?', 3, 1)}"
"(27, 7, 7, 0)",1,"{(27, 7)}","{(7, 0, 1)}"
"(5, 1, 5, 0)",1,"{(1, 5)}","{(1, 3, '?')}"
"(5, 5, 5, 0)",29,"{(5,)}","{('?', 3, '?')}"
"(6, 6, 6, 0)",54,"{(6,)}","{('?', '?', 5)}"
"(7, 10, 7, 0)",1,"{(10, 7)}","{(5, 0, 4)}"
"(7, 20, 7, 0)",2,"{(20, 7)}","{('?', 0, 0)}"
"(7, 24, 24, 0)",1,"{(24, 7)}","{(7, 0, 2)}"
"(7, 7, 20, 0)",1,"{(20, 7)}","{(5, 0, 0)}"
"(7, 7, 7, 0)",25,"{(7,)}","{('?', 0, '?')}"
