message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",191,"{(1,)}","{(3, '?', '?')}"
"(1, 1, 32, 0)",1,"{(32, 1)}","{(3, 15, 4)}"
"(1, 1, 5, 0)",35,"{(1, 5)}","{(3, '?', '?')}"
"(1, 23, 24, 0)",1,"{(24, 1, 23)}","{(15, 9, 8)}"
"(1, 24, 24, 0)",5,"{(24, 1)}","{(15, '?', '?')}"
"(1, 32, 32, 0)",2,"{(32, 1)}","{(3, '?', 4)}"
"(1, 34, 44, 0)",1,"{(1, 34, 44)}","{('?', '?', 7)}"
"(1, 43, 44, 0)",1,"{(1, 43, 44)}","{('?', 9, 8)}"
"(1, 44, 17, 0)",1,"{(1, 44, 17)}","{('?', '?', 8)}"
"(1, 44, 44, 0)",3,"{(1, 44)}","{('?', '?', '?')}"
"(1, 44, 45, 0)",1,"{(1, 44, 45)}","{('?', '?', 8)}"
"(1, 44, 7, 0)",1,"{(1, 44, 7)}","{(5, 12, 3)}"
"(1, 45, 45, 0)",3,"{(1, 45)}","{('?', 4, '?')}"
"(1, 5, 1, 0)",154,"{(1, 5)}","{(3, '?', '?')}"
"(1, 5, 5, 0)",20,"{(1, 5)}","{(3, '?', '?')}"
"(14, 14, 14, 0)",204,"{(14,)}","{('?', '?', 5)}"
"(14, 14, 17, 0)",1,"{(17, 14)}","{(1, 3, 5)}"
"(14, 14, 29, 0)",1,"{(29, 14)}","{(12, 6, 5)}"
"(14, 14, 39, 0)",1,"{(14, 39)}","{(1, 3, 5)}"
"(14, 27, 27, 0)",1,"{(27, 14)}","{(6, 1, 5)}"
"(14, 29, 29, 0)",1,"{(29, 14)}","{(12, 6, 5)}"
"(17, 17, 17, 0)",1,"{(17,)}","{('?', '?', 1)}"
"(18, 18, 18, 0)",14,"{(18,)}","{('?', 10, '?')}"
"(18, 30, 30, 0)",13,"{(18, 30)}","{('?', 0, '?')}"
"(18, 32, 32, 0)",4,"{(32, 18)}","{(5, '?', 4)}"
"(18, 32, 7, 0)",1,"{(32, 18, 7)}","{(5, 13, 4)}"
"(18, 34, 17, 0)",1,"{(17, 18, 34)}","{('?', 7, 15)}"
"(18, 44, 17, 0)",1,"{(17, 18, 44)}","{('?', 7, 7)}"
"(18, 44, 44, 0)",13,"{(18, 44)}","{('?', 7, '?')}"
"(18, 7, 7, 0)",8,"{(18, 7)}","{(5, 10, '?')}"
"(21, 21, 17, 0)",1,"{(17, 21)}","{(14, 5, 15)}"
"(21, 21, 21, 0)",189,"{(21,)}","{(14, '?', '?')}"
"(21, 21, 25, 0)",1,"{(25, 21)}","{(14, 9, 10)}"
"(21, 21, 27, 0)",1,"{(27, 21)}","{(14, 5, '?')}"
"(21, 21, 32, 0)",1,"{(32, 21)}","{(14, 15, 4)}"
"(21, 21, 44, 0)",2,"{(44, 21)}","{(14, 12, '?')}"
"(21, 27, 27, 0)",1,"{(27, 21)}","{(14, 5, 3)}"
"(21, 32, 17, 0)",1,"{(32, 17, 21)}","{(14, 15, 4)}"
"(21, 32, 32, 0)",1,"{(32, 21)}","{(14, 13, 4)}"
"(23, 24, 24, 0)",194,"{(24, 23)}","{(15, '?', '?')}"
"(25, 11, 11, 0)",1,"{(25, 11)}","{('?', 13, 7)}"
"(25, 17, 17, 0)",3,"{(25, 17)}","{('?', '?', '?')}"
"(25, 18, 32, 0)",1,"{(32, 25, 18)}","{(1, 13, 4)}"
"(25, 25, 25, 0)",13,"{(25,)}","{('?', 3, '?')}"
"(25, 25, 3, 0)",1,"{(25, 3)}","{('?', 3, 6)}"
"(25, 30, 30, 0)",1,"{(25, 30)}","{('?', '?', 15)}"
"(25, 34, 17, 0)",3,"{(25, 34, 17)}","{('?', '?', '?')}"
"(25, 34, 34, 0)",1,"{(25, 34)}","{('?', '?', 13)}"
"(25, 34, 44, 0)",1,"{(25, 34, 44)}","{('?', '?', 11)}"
"(25, 39, 39, 0)",192,"{(25, 39)}","{(1, '?', '?')}"
"(25, 44, 17, 0)",1,"{(25, 44, 17)}","{('?', '?', 3)}"
"(25, 44, 34, 0)",1,"{(25, 34, 44)}","{('?', '?', 10)}"
"(25, 44, 44, 0)",3,"{(25, 44)}","{('?', '?', '?')}"
"(25, 5, 17, 0)",1,"{(25, 5, 17)}","{('?', '?', 14)}"
"(25, 5, 25, 0)",1,"{(25, 5)}","{('?', 3, 7)}"
"(25, 5, 5, 0)",1,"{(25, 5)}","{('?', 3, 14)}"
"(25, 7, 7, 0)",1,"{(25, 7)}","{('?', 14, 10)}"
"(26, 17, 17, 0)",25,"{(17, 26)}","{('?', 5, '?')}"
"(26, 27, 17, 0)",4,"{(17, 26, 27)}","{('?', 5, '?')}"
"(26, 27, 27, 0)",1,"{(26, 27)}","{('?', 5, 12)}"
"(28, 28, 28, 0)",12,"{(28,)}","{(4, '?', '?')}"
"(29, 27, 27, 0)",198,"{(27, 29)}","{(6, '?', '?')}"
"(29, 29, 29, 0)",215,"{(29,)}","{('?', 6, '?')}"
"(29, 4, 27, 0)",150,"{(27, 4, 29)}","{(6, '?', '?')}"
"(32, 27, 27, 0)",2,"{(32, 27)}","{(6, '?', 4)}"
"(32, 28, 28, 0)",1,"{(32, 28)}","{(4, 13, 4)}"
"(32, 28, 32, 0)",1,"{(32, 28)}","{(4, 15, 4)}"
"(32, 29, 27, 0)",1,"{(32, 27, 29)}","{(6, 4, 4)}"
"(32, 32, 27, 0)",1,"{(32, 27)}","{(6, 4, 4)}"
"(32, 32, 32, 0)",168,"{(32,)}","{('?', '?', 4)}"
"(32, 32, 51, 0)",4,"{(32, 51)}","{('?', '?', 4)}"
"(32, 51, 17, 0)",2,"{(32, 17, 51)}","{(2, '?', 4)}"
"(32, 51, 51, 0)",4,"{(32, 51)}","{('?', '?', 4)}"
"(32, 7, 32, 0)",1,"{(32, 7)}","{(10, 8, 4)}"
"(32, 7, 7, 0)",1,"{(32, 7)}","{(10, 15, 4)}"
"(33, 1, 33, 0)",1,"{(33, 1)}","{(11, 4, 3)}"
"(33, 33, 33, 0)",208,"{(33,)}","{(11, '?', '?')}"
"(33, 33, 45, 0)",1,"{(33, 45)}","{(11, 4, 3)}"
"(33, 45, 33, 0)",1,"{(33, 45)}","{(11, 4, 3)}"
"(35, 29, 35, 0)",6,"{(35, 29)}","{(13, 5, '?')}"
"(35, 32, 32, 0)",1,"{(32, 35)}","{(13, 15, 4)}"
"(35, 35, 1, 0)",1,"{(1, 35)}","{(13, 12, 14)}"
"(35, 35, 29, 0)",10,"{(35, 29)}","{(13, '?', '?')}"
"(35, 35, 35, 0)",192,"{(35,)}","{(13, '?', '?')}"
"(35, 35, 44, 0)",6,"{(35, 44)}","{(13, 5, '?')}"
"(35, 44, 29, 0)",1,"{(35, 44, 29)}","{(13, 5, 7)}"
"(35, 44, 44, 0)",1,"{(35, 44)}","{(13, 5, 8)}"
"(35, 7, 7, 0)",188,"{(35, 7)}","{(5, '?', '?')}"
"(38, 2, 17, 0)",205,"{(17, 2, 38)}","{(7, '?', '?')}"
"(38, 2, 28, 0)",206,"{(2, 28, 38)}","{(12, '?', '?')}"
"(39, 39, 39, 0)",32,"{(39,)}","{(1, '?', '?')}"
"(44, 44, 14, 0)",1,"{(44, 14)}","{('?', 12, 6)}"
"(44, 44, 28, 0)",1,"{(44, 28)}","{('?', 12, 6)}"
"(44, 44, 44, 0)",12,"{(44,)}","{('?', 12, '?')}"
"(45, 45, 33, 0)",1,"{(33, 45)}","{('?', 4, 6)}"
"(45, 45, 45, 0)",11,"{(45,)}","{('?', 4, '?')}"
"(45, 45, 51, 0)",1,"{(51, 45)}","{('?', 4, 6)}"
"(49, 1, 1, 0)",2,"{(49, 1)}","{(3, 15, '?')}"
"(49, 17, 17, 0)",5,"{(49, 17)}","{('?', '?', '?')}"
"(49, 18, 18, 0)",13,"{(49, 18)}","{('?', 2, '?')}"
"(49, 18, 34, 0)",1,"{(49, 18, 34)}","{('?', 1, 15)}"
"(49, 18, 44, 0)",11,"{(49, 18, 44)}","{('?', 1, '?')}"
"(49, 27, 27, 0)",1,"{(49, 27)}","{('?', '?', 6)}"
"(49, 30, 30, 0)",12,"{(49, 30)}","{('?', 11, '?')}"
"(49, 43, 34, 0)",4,"{(49, 34, 43)}","{('?', 9, '?')}"
"(49, 43, 44, 0)",8,"{(49, 43, 44)}","{('?', 9, '?')}"
"(49, 43, 5, 0)",1,"{(49, 43, 5)}","{('?', 9, 1)}"
"(49, 44, 17, 0)",2,"{(49, 44, 17)}","{('?', '?', '?')}"
"(49, 44, 44, 0)",4,"{(49, 44)}","{('?', '?', '?')}"
"(49, 44, 5, 0)",1,"{(49, 44, 5)}","{('?', '?', 9)}"
"(49, 49, 30, 0)",1,"{(49, 30)}","{('?', 11, 15)}"
"(49, 49, 5, 0)",2,"{(49, 5)}","{('?', 15, '?')}"
"(49, 5, 1, 0)",2,"{(49, 5, 1)}","{(3, 15, '?')}"
"(49, 5, 4, 0)",1,"{(49, 4, 5)}","{('?', '?', 6)}"
"(49, 5, 5, 0)",13,"{(49, 5)}","{('?', 15, '?')}"
"(5, 1, 5, 0)",1,"{(1, 5)}","{(3, 8, 1)}"
"(5, 5, 1, 0)",1,"{(1, 5)}","{(3, 8, 0)}"
"(5, 5, 5, 0)",14,"{(5,)}","{('?', 8, '?')}"
"(5, 7, 7, 0)",1,"{(5, 7)}","{('?', '?', 12)}"
"(50, 13, 35, 0)",186,"{(50, 35, 13)}","{(8, '?', '?')}"
"(50, 50, 35, 0)",1,"{(50, 35)}","{(8, 13, 10)}"
"(50, 50, 50, 0)",188,"{(50,)}","{(0, '?', '?')}"
"(51, 11, 11, 0)",16,"{(11, 51)}","{('?', 13, '?')}"
"(51, 11, 17, 0)",1,"{(11, 17, 51)}","{('?', '?', 14)}"
"(51, 17, 17, 0)",190,"{(17, 51)}","{(2, '?', '?')}"
"(51, 28, 28, 0)",203,"{(51, 28)}","{(4, '?', '?')}"
"(51, 28, 51, 0)",2,"{(51, 28)}","{(4, 11, '?')}"
"(51, 32, 17, 0)",1,"{(32, 17, 51)}","{(2, 15, 4)}"
"(51, 32, 32, 0)",1,"{(32, 51)}","{(2, 15, 4)}"
"(51, 39, 39, 0)",5,"{(51, 39)}","{(1, '?', '?')}"
"(51, 5, 5, 0)",1,"{(51, 5)}","{('?', '?', 0)}"
"(51, 51, 17, 0)",10,"{(17, 51)}","{(2, '?', '?')}"
"(51, 51, 51, 0)",200,"{(51,)}","{(9, '?', '?')}"
"(51, 7, 7, 0)",14,"{(51, 7)}","{('?', 14, '?')}"
"(7, 28, 28, 0)",1,"{(28, 7)}","{(4, 7, 1)}"
"(7, 7, 7, 0)",212,"{(7,)}","{(10, '?', '?')}"
