message,count,symbols,fixed_attribute_values
"(11, 1, 47, 0)",2,"{(1, 11, 47)}","{('?', '?', 10)}"
"(11, 1, 48, 0)",1,"{(48, 1, 11)}","{(12, 14, 10)}"
"(11, 10, 10, 0)",6,"{(10, 11)}","{('?', '?', '?')}"
"(11, 10, 13, 0)",2,"{(10, 11, 13)}","{('?', 13, 5)}"
"(11, 11, 11, 0)",4,"{(11,)}","{('?', 5, '?')}"
"(11, 11, 26, 0)",2,"{(26, 11)}","{('?', 5, '?')}"
"(11, 11, 51, 0)",1,"{(51, 11)}","{(2, 5, 10)}"
"(11, 13, 47, 0)",4,"{(11, 13, 47)}","{('?', '?', '?')}"
"(11, 14, 22, 0)",2,"{(11, 14, 22)}","{(12, 14, '?')}"
"(11, 14, 42, 0)",3,"{(42, 11, 14)}","{('?', 14, '?')}"
"(11, 16, 22, 0)",4,"{(16, 11, 22)}","{('?', 14, '?')}"
"(11, 16, 24, 0)",2,"{(16, 24, 11)}","{('?', 5, 5)}"
"(11, 16, 26, 0)",2,"{(16, 26, 11)}","{('?', 5, '?')}"
"(11, 16, 28, 0)",1,"{(16, 11, 28)}","{(2, 5, 5)}"
"(11, 16, 48, 0)",3,"{(16, 48, 11)}","{('?', 14, '?')}"
"(11, 16, 8, 0)",2,"{(16, 8, 11)}","{('?', 5, 5)}"
"(11, 2, 10, 0)",13,"{(10, 2, 11)}","{('?', '?', '?')}"
"(11, 2, 11, 0)",13,"{(2, 11)}","{('?', '?', '?')}"
"(11, 2, 13, 0)",3,"{(2, 11, 13)}","{('?', '?', '?')}"
"(11, 2, 20, 0)",2,"{(2, 11, 20)}","{(1, '?', 14)}"
"(11, 2, 22, 0)",10,"{(2, 11, 22)}","{('?', '?', '?')}"
"(11, 2, 24, 0)",6,"{(24, 2, 11)}","{('?', 5, '?')}"
"(11, 2, 26, 0)",16,"{(26, 2, 11)}","{('?', 5, '?')}"
"(11, 2, 28, 0)",14,"{(2, 11, 28)}","{('?', '?', '?')}"
"(11, 2, 45, 0)",1,"{(2, 11, 45)}","{(5, 2, 14)}"
"(11, 2, 47, 0)",31,"{(2, 11, 47)}","{('?', '?', '?')}"
"(11, 2, 48, 0)",16,"{(48, 2, 11)}","{('?', '?', '?')}"
"(11, 2, 49, 0)",6,"{(49, 2, 11)}","{('?', '?', '?')}"
"(11, 2, 50, 0)",6,"{(2, 11, 50)}","{('?', '?', '?')}"
"(11, 2, 51, 0)",28,"{(51, 2, 11)}","{('?', '?', '?')}"
"(11, 20, 10, 0)",3,"{(10, 11, 20)}","{('?', '?', '?')}"
"(11, 20, 13, 0)",9,"{(11, 20, 13)}","{('?', '?', '?')}"
"(11, 20, 22, 0)",1,"{(11, 20, 22)}","{(2, 14, 5)}"
"(11, 20, 23, 0)",1,"{(11, 20, 23)}","{(0, 13, 9)}"
"(11, 20, 47, 0)",13,"{(11, 20, 47)}","{('?', '?', '?')}"
"(11, 21, 10, 0)",1,"{(10, 11, 21)}","{(5, 3, 14)}"
"(11, 23, 10, 0)",10,"{(10, 11, 23)}","{('?', '?', '?')}"
"(11, 23, 13, 0)",1,"{(11, 13, 23)}","{(0, 13, 14)}"
"(11, 23, 23, 0)",4,"{(11, 23)}","{('?', '?', '?')}"
"(11, 23, 28, 0)",1,"{(11, 28, 23)}","{(8, 2, 14)}"
"(11, 23, 37, 0)",3,"{(11, 37, 23)}","{('?', '?', '?')}"
"(11, 23, 47, 0)",23,"{(11, 47, 23)}","{('?', '?', '?')}"
"(11, 24, 10, 0)",2,"{(24, 10, 11)}","{('?', 3, 14)}"
"(11, 24, 11, 0)",10,"{(24, 11)}","{('?', 5, '?')}"
"(11, 24, 20, 0)",3,"{(24, 11, 20)}","{('?', '?', '?')}"
"(11, 24, 22, 0)",4,"{(24, 11, 22)}","{('?', '?', '?')}"
"(11, 24, 24, 0)",1,"{(24, 11)}","{(1, 5, 14)}"
"(11, 24, 28, 0)",3,"{(24, 11, 28)}","{('?', 5, '?')}"
"(11, 24, 37, 0)",1,"{(24, 11, 37)}","{(1, 3, 14)}"
"(11, 24, 42, 0)",2,"{(24, 42, 11)}","{('?', '?', '?')}"
"(11, 24, 47, 0)",16,"{(24, 11, 47)}","{('?', '?', '?')}"
"(11, 24, 48, 0)",3,"{(24, 48, 11)}","{('?', 14, '?')}"
"(11, 24, 49, 0)",1,"{(24, 49, 11)}","{(1, 14, 1)}"
"(11, 24, 50, 0)",6,"{(24, 50, 11)}","{('?', 14, '?')}"
"(11, 24, 51, 0)",4,"{(24, 51, 11)}","{('?', 5, '?')}"
"(11, 24, 8, 0)",1,"{(24, 8, 11)}","{(1, 5, 5)}"
"(11, 26, 11, 0)",4,"{(26, 11)}","{('?', 5, '?')}"
"(11, 26, 26, 0)",5,"{(26, 11)}","{('?', 5, '?')}"
"(11, 27, 13, 0)",1,"{(27, 11, 13)}","{(12, 13, 5)}"
"(11, 28, 19, 0)",4,"{(19, 11, 28)}","{('?', '?', 14)}"
"(11, 28, 28, 0)",3,"{(11, 28)}","{('?', '?', '?')}"
"(11, 29, 22, 0)",1,"{(11, 29, 22)}","{(5, 14, 5)}"
"(11, 29, 3, 0)",1,"{(3, 11, 29)}","{(5, 14, 5)}"
"(11, 29, 47, 0)",1,"{(11, 29, 47)}","{(5, 13, 4)}"
"(11, 29, 48, 0)",3,"{(48, 11, 29)}","{('?', 14, '?')}"
"(11, 3, 22, 0)",5,"{(3, 11, 22)}","{('?', 14, '?')}"
"(11, 3, 24, 0)",3,"{(3, 24, 11)}","{('?', 5, '?')}"
"(11, 3, 26, 0)",6,"{(3, 26, 11)}","{('?', 5, '?')}"
"(11, 3, 28, 0)",10,"{(3, 11, 28)}","{('?', '?', '?')}"
"(11, 3, 30, 0)",6,"{(3, 11, 30)}","{('?', '?', 4)}"
"(11, 3, 48, 0)",6,"{(3, 48, 11)}","{('?', 14, '?')}"
"(11, 3, 49, 0)",2,"{(3, 49, 11)}","{('?', '?', '?')}"
"(11, 3, 51, 0)",13,"{(3, 51, 11)}","{('?', '?', '?')}"
"(11, 30, 51, 0)",6,"{(51, 11, 30)}","{('?', '?', '?')}"
"(11, 36, 11, 0)",7,"{(11, 36)}","{('?', '?', '?')}"
"(11, 36, 28, 0)",9,"{(11, 36, 28)}","{('?', '?', '?')}"
"(11, 36, 51, 0)",14,"{(51, 11, 36)}","{('?', '?', '?')}"
"(11, 37, 47, 0)",12,"{(11, 37, 47)}","{('?', '?', '?')}"
"(11, 40, 11, 0)",11,"{(40, 11)}","{('?', '?', '?')}"
"(11, 40, 28, 0)",10,"{(40, 11, 28)}","{('?', '?', '?')}"
"(11, 40, 45, 0)",1,"{(40, 11, 45)}","{(1, 1, 5)}"
"(11, 40, 51, 0)",14,"{(40, 51, 11)}","{('?', '?', '?')}"
"(11, 42, 10, 0)",1,"{(10, 42, 11)}","{(5, 3, 14)}"
"(11, 42, 13, 0)",8,"{(42, 11, 13)}","{('?', '?', '?')}"
"(11, 42, 27, 0)",2,"{(27, 42, 11)}","{('?', '?', 5)}"
"(11, 42, 4, 0)",1,"{(42, 11, 4)}","{(12, 3, 5)}"
"(11, 43, 22, 0)",1,"{(43, 11, 22)}","{(8, 14, 5)}"
"(11, 43, 28, 0)",3,"{(43, 11, 28)}","{('?', 2, '?')}"
"(11, 43, 48, 0)",6,"{(48, 43, 11)}","{('?', 14, '?')}"
"(11, 45, 11, 0)",2,"{(11, 45)}","{('?', 1, '?')}"
"(11, 45, 28, 0)",2,"{(11, 28, 45)}","{(5, '?', 5)}"
"(11, 45, 51, 0)",9,"{(51, 11, 45)}","{('?', '?', '?')}"
"(11, 47, 20, 0)",1,"{(11, 20, 47)}","{(2, 3, 4)}"
"(11, 47, 47, 0)",17,"{(11, 47)}","{('?', '?', '?')}"
"(11, 49, 11, 0)",6,"{(49, 11)}","{('?', '?', '?')}"
"(11, 49, 23, 0)",2,"{(49, 11, 23)}","{('?', '?', 1)}"
"(11, 49, 26, 0)",14,"{(49, 26, 11)}","{('?', 5, '?')}"
"(11, 49, 30, 0)",12,"{(49, 11, 30)}","{('?', '?', '?')}"
"(11, 49, 36, 0)",5,"{(49, 11, 36)}","{('?', '?', '?')}"
"(11, 49, 37, 0)",9,"{(49, 11, 37)}","{('?', '?', '?')}"
"(11, 49, 47, 0)",6,"{(49, 11, 47)}","{('?', '?', '?')}"
"(11, 49, 48, 0)",7,"{(48, 49, 11)}","{('?', 14, '?')}"
"(11, 49, 49, 0)",5,"{(49, 11)}","{('?', 14, '?')}"
"(11, 50, 13, 0)",11,"{(50, 11, 13)}","{('?', '?', '?')}"
"(11, 50, 20, 0)",3,"{(50, 11, 20)}","{('?', '?', 1)}"
"(11, 50, 37, 0)",5,"{(50, 11, 37)}","{('?', '?', '?')}"
"(11, 50, 48, 0)",10,"{(48, 50, 11)}","{('?', 14, '?')}"
"(11, 50, 50, 0)",2,"{(50, 11)}","{('?', 14, '?')}"
"(11, 51, 51, 0)",7,"{(51, 11)}","{('?', '?', '?')}"
"(11, 8, 22, 0)",2,"{(8, 11, 22)}","{(12, '?', '?')}"
"(11, 8, 24, 0)",2,"{(8, 24, 11)}","{('?', 5, '?')}"
"(11, 8, 42, 0)",1,"{(8, 42, 11)}","{(12, 14, 5)}"
"(12, 10, 22, 0)",2,"{(10, 12, 22)}","{('?', 6, '?')}"
"(12, 12, 3, 0)",1,"{(3, 12)}","{('?', 9, '?')}"
"(12, 12, 51, 0)",3,"{(51, 12)}","{('?', '?', '?')}"
"(12, 3, 3, 0)",1,"{(3, 12)}","{('?', 9, '?')}"
"(12, 34, 12, 0)",1,"{(34, 12)}","{('?', 6, 6)}"
"(12, 39, 12, 0)",1,"{(12, 39)}","{('?', 6, 6)}"
"(12, 50, 12, 0)",2,"{(50, 12)}","{('?', '?', 7)}"
"(12, 50, 30, 0)",1,"{(50, 12, 30)}","{('?', 6, 10)}"
"(16, 1, 1, 0)",1,"{(16, 1)}","{(5, 14, '?')}"
"(16, 1, 30, 0)",2,"{(16, 1, 30)}","{(5, '?', '?')}"
"(16, 1, 37, 0)",3,"{(16, 1, 37)}","{('?', '?', '?')}"
"(16, 14, 14, 0)",3,"{(16, 14)}","{('?', 14, '?')}"
"(16, 14, 19, 0)",2,"{(16, 19, 14)}","{('?', 2, 11)}"
"(16, 14, 21, 0)",8,"{(16, 21, 14)}","{('?', '?', '?')}"
"(16, 14, 27, 0)",10,"{(16, 27, 14)}","{('?', '?', '?')}"
"(16, 14, 31, 0)",2,"{(16, 14, 31)}","{('?', 14, 2)}"
"(16, 14, 35, 0)",1,"{(16, 35, 14)}","{(5, 2, 2)}"
"(16, 14, 41, 0)",1,"{(16, 41, 14)}","{(12, 14, 2)}"
"(16, 14, 6, 0)",2,"{(16, 14, 6)}","{(5, '?', 2)}"
"(16, 14, 8, 0)",1,"{(16, 8, 14)}","{(5, 14, 0)}"
"(16, 15, 16, 0)",3,"{(16, 15)}","{('?', 5, 13)}"
"(16, 15, 19, 0)",2,"{(16, 19, 15)}","{('?', '?', 13)}"
"(16, 15, 2, 0)",4,"{(16, 2, 15)}","{('?', 14, 13)}"
"(16, 15, 20, 0)",6,"{(16, 20, 15)}","{('?', '?', 13)}"
"(16, 15, 21, 0)",7,"{(16, 21, 15)}","{('?', '?', 13)}"
"(16, 15, 23, 0)",6,"{(16, 23, 15)}","{('?', '?', 13)}"
"(16, 15, 24, 0)",2,"{(16, 24, 15)}","{('?', 5, 13)}"
"(16, 15, 26, 0)",6,"{(16, 26, 15)}","{('?', 5, 13)}"
"(16, 15, 27, 0)",1,"{(16, 27, 15)}","{(5, 3, 13)}"
"(16, 15, 28, 0)",2,"{(16, 28, 15)}","{('?', 2, 13)}"
"(16, 15, 3, 0)",3,"{(16, 3, 15)}","{('?', 14, 13)}"
"(16, 15, 30, 0)",5,"{(16, 30, 15)}","{('?', '?', 13)}"
"(16, 15, 36, 0)",5,"{(16, 36, 15)}","{('?', '?', 13)}"
"(16, 15, 37, 0)",6,"{(16, 37, 15)}","{('?', '?', 13)}"
"(16, 15, 4, 0)",7,"{(16, 4, 15)}","{('?', '?', 13)}"
"(16, 15, 43, 0)",3,"{(16, 43, 15)}","{('?', 14, 13)}"
"(16, 15, 44, 0)",1,"{(16, 44, 15)}","{(1, 5, 13)}"
"(16, 15, 45, 0)",5,"{(16, 45, 15)}","{('?', '?', 13)}"
"(16, 15, 46, 0)",2,"{(16, 46, 15)}","{('?', 14, 13)}"
"(16, 15, 8, 0)",3,"{(16, 8, 15)}","{('?', 5, 13)}"
"(16, 15, 9, 0)",1,"{(16, 9, 15)}","{(5, 14, 13)}"
"(16, 16, 1, 0)",1,"{(16, 1)}","{(2, 14, '?')}"
"(16, 16, 14, 0)",7,"{(16, 14)}","{('?', 14, '?')}"
"(16, 16, 15, 0)",1,"{(16, 15)}","{(2, 5, 2)}"
"(16, 16, 21, 0)",1,"{(16, 21)}","{(8, 3, 11)}"
"(16, 16, 27, 0)",4,"{(16, 27)}","{('?', '?', '?')}"
"(16, 16, 3, 0)",1,"{(16, 3)}","{(2, 14, '?')}"
"(16, 16, 33, 0)",3,"{(16, 33)}","{('?', 5, 2)}"
"(16, 16, 37, 0)",1,"{(16, 37)}","{(8, 13, '?')}"
"(16, 16, 4, 0)",1,"{(16, 4)}","{(2, 13, 2)}"
"(16, 16, 41, 0)",2,"{(16, 41)}","{('?', 14, 2)}"
"(16, 16, 44, 0)",2,"{(16, 44)}","{('?', 5, '?')}"
"(16, 16, 6, 0)",1,"{(16, 6)}","{(8, 3, 2)}"
"(16, 16, 8, 0)",7,"{(16, 8)}","{('?', 5, '?')}"
"(16, 16, 9, 0)",1,"{(16, 9)}","{(8, 14, 11)}"
"(16, 19, 19, 0)",11,"{(16, 19)}","{('?', '?', '?')}"
"(16, 19, 35, 0)",4,"{(16, 35, 19)}","{('?', '?', 2)}"
"(16, 2, 1, 0)",2,"{(16, 1, 2)}","{('?', 14, '?')}"
"(16, 2, 14, 0)",3,"{(16, 2, 14)}","{('?', 14, '?')}"
