message,count,symbols,fixed_attribute_values
"(10, 10, 10, 10, 0)",56,"{(10,)}","{(0, '?', '?', '?')}"
"(10, 10, 10, 11, 0)",1,"{(10, 11)}","{(0, 3, 2, 3)}"
"(10, 10, 10, 4, 0)",1,"{(10, 4)}","{(0, 1, 1, 1)}"
"(10, 10, 10, 5, 0)",6,"{(10, 5)}","{(0, 3, '?', '?')}"
"(10, 10, 11, 10, 0)",1,"{(10, 11)}","{(0, 2, 2, 2)}"
"(10, 10, 11, 11, 0)",11,"{(10, 11)}","{(0, '?', 2, '?')}"
"(10, 10, 5, 10, 0)",2,"{(10, 5)}","{(0, 3, 0, '?')}"
"(10, 10, 5, 5, 0)",3,"{(10, 5)}","{(0, 3, '?', '?')}"
"(10, 11, 10, 11, 0)",2,"{(10, 11)}","{(0, 3, 2, '?')}"
"(10, 11, 11, 10, 0)",4,"{(10, 11)}","{(0, '?', 2, '?')}"
"(10, 11, 11, 11, 0)",13,"{(10, 11)}","{(0, '?', 2, '?')}"
"(10, 14, 10, 10, 0)",1,"{(10, 14)}","{(0, 2, 3, '?')}"
"(10, 2, 10, 10, 0)",2,"{(10, 2)}","{(0, '?', 1, '?')}"
"(11, 10, 10, 11, 0)",2,"{(10, 11)}","{(0, 0, 2, '?')}"
"(11, 10, 11, 10, 0)",1,"{(10, 11)}","{(0, 0, 2, 0)}"
"(11, 10, 11, 11, 0)",1,"{(10, 11)}","{(0, '?', 2, 0)}"
"(11, 11, 1, 4, 0)",1,"{(1, 11, 4)}","{('?', 0, 2, 3)}"
"(11, 11, 10, 10, 0)",4,"{(10, 11)}","{(0, 0, 2, '?')}"
"(11, 11, 10, 11, 0)",3,"{(10, 11)}","{(0, 0, 2, '?')}"
"(11, 11, 11, 10, 0)",4,"{(10, 11)}","{(0, '?', 2, '?')}"
"(11, 11, 11, 11, 0)",46,"{(11,)}","{('?', '?', 2, '?')}"
"(11, 11, 11, 14, 0)",1,"{(11, 14)}","{('?', 0, 2, 3)}"
"(11, 11, 11, 4, 0)",1,"{(11, 4)}","{('?', 0, 2, 3)}"
"(11, 11, 11, 5, 0)",7,"{(11, 5)}","{('?', 3, 2, '?')}"
"(11, 11, 11, 8, 0)",4,"{(8, 11)}","{(2, '?', 2, '?')}"
"(11, 11, 15, 15, 0)",1,"{(11, 15)}","{(3, 1, 2, 0)}"
"(11, 11, 5, 5, 0)",5,"{(11, 5)}","{('?', 3, 2, '?')}"
"(11, 11, 8, 11, 0)",1,"{(8, 11)}","{(2, 0, 2, '?')}"
"(11, 11, 8, 8, 0)",2,"{(8, 11)}","{(2, 0, 2, '?')}"
"(11, 15, 15, 15, 0)",5,"{(11, 15)}","{(3, '?', 2, '?')}"
"(11, 5, 5, 5, 0)",1,"{(11, 5)}","{('?', 3, 2, 3)}"
"(11, 8, 8, 8, 0)",2,"{(8, 11)}","{(2, 0, 2, '?')}"
"(12, 12, 12, 12, 0)",1,"{(12,)}","{('?', '?', '?', 1)}"
"(14, 10, 10, 10, 0)",13,"{(10, 14)}","{(0, 2, '?', '?')}"
"(14, 10, 10, 11, 0)",2,"{(10, 11, 14)}","{(0, 2, 2, '?')}"
"(14, 10, 10, 14, 0)",2,"{(10, 14)}","{(0, 2, 3, '?')}"
"(14, 10, 11, 10, 0)",2,"{(10, 11, 14)}","{(0, 2, 2, '?')}"
"(14, 10, 11, 11, 0)",4,"{(10, 11, 14)}","{(0, 2, 2, '?')}"
"(14, 10, 12, 12, 0)",1,"{(10, 12, 14)}","{(0, 2, 1, 2)}"
"(14, 10, 14, 10, 0)",5,"{(10, 14)}","{(0, 2, '?', '?')}"
"(14, 11, 11, 11, 0)",14,"{(11, 14)}","{('?', 2, 2, '?')}"
"(14, 11, 11, 14, 0)",1,"{(11, 14)}","{(2, 2, 2, 3)}"
"(14, 11, 11, 8, 0)",1,"{(8, 11, 14)}","{(2, 2, 2, 3)}"
"(14, 11, 15, 15, 0)",1,"{(11, 14, 15)}","{(3, 2, 2, 0)}"
"(14, 11, 8, 11, 0)",1,"{(8, 11, 14)}","{(2, 2, 2, 3)}"
"(14, 12, 12, 12, 0)",13,"{(12, 14)}","{('?', 2, 1, '?')}"
"(14, 12, 12, 14, 0)",1,"{(12, 14)}","{(1, 2, 1, '?')}"
"(14, 14, 10, 10, 0)",4,"{(10, 14)}","{(0, 2, '?', '?')}"
"(14, 14, 10, 11, 0)",1,"{(10, 11, 14)}","{(0, 2, 2, 3)}"
"(14, 14, 10, 14, 0)",2,"{(10, 14)}","{(0, 2, '?', 3)}"
"(14, 14, 11, 11, 0)",1,"{(11, 14)}","{(2, 2, 2, 3)}"
"(14, 14, 12, 12, 0)",14,"{(12, 14)}","{('?', 2, 1, '?')}"
"(14, 14, 12, 14, 0)",7,"{(12, 14)}","{('?', 2, 1, '?')}"
"(14, 14, 12, 15, 0)",1,"{(12, 14, 15)}","{(3, 2, 1, 0)}"
"(14, 14, 12, 9, 0)",1,"{(9, 12, 14)}","{(1, 2, 1, 2)}"
"(14, 14, 14, 10, 0)",1,"{(10, 14)}","{(0, 2, 3, 3)}"
"(14, 14, 14, 12, 0)",2,"{(12, 14)}","{('?', 2, 1, 3)}"
"(14, 14, 14, 14, 0)",15,"{(14,)}","{('?', 2, '?', '?')}"
"(14, 14, 14, 7, 0)",2,"{(14, 7)}","{('?', 2, 3, 0)}"
"(14, 14, 14, 9, 0)",2,"{(9, 14)}","{(1, 2, 3, '?')}"
"(14, 14, 7, 14, 0)",2,"{(14, 7)}","{('?', 2, '?', 0)}"
"(14, 14, 8, 8, 0)",6,"{(8, 14)}","{(2, 2, '?', '?')}"
"(14, 14, 9, 14, 0)",1,"{(9, 14)}","{(1, 2, 0, 2)}"
