message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",6,"{(1,)}","{('?', '?', 3)}"
"(1, 1, 14, 0)",1,"{(1, 14)}","{(0, 3, 3)}"
"(1, 1, 4, 0)",2,"{(1, 4)}","{('?', '?', 3)}"
"(1, 14, 1, 0)",1,"{(1, 14)}","{(0, 3, 3)}"
"(1, 15, 15, 0)",1,"{(1, 15)}","{('?', 3, 3)}"
"(1, 4, 1, 0)",1,"{(1, 4)}","{('?', 1, 3)}"
"(1, 9, 9, 0)",1,"{(1, 9)}","{(2, '?', 3)}"
"(10, 1, 1, 0)",1,"{(1, 10)}","{(3, 2, 3)}"
"(10, 1, 15, 0)",2,"{(1, 10, 15)}","{(3, 2, '?')}"
"(10, 10, 10, 0)",4,"{(10,)}","{('?', 1, '?')}"
"(10, 10, 15, 0)",5,"{(10, 15)}","{('?', '?', '?')}"
"(10, 10, 4, 0)",1,"{(10, 4)}","{('?', '?', 2)}"
"(10, 10, 5, 0)",1,"{(10, 5)}","{(1, 1, 1)}"
"(10, 15, 15, 0)",10,"{(10, 15)}","{(3, '?', '?')}"
"(10, 4, 4, 0)",2,"{(10, 4)}","{('?', '?', 2)}"
"(10, 5, 15, 0)",1,"{(10, 5, 15)}","{(3, 2, 1)}"
"(10, 5, 5, 0)",2,"{(10, 5)}","{(3, '?', 1)}"
"(10, 8, 8, 0)",1,"{(8, 10)}","{(1, 1, 2)}"
"(14, 14, 1, 0)",4,"{(1, 14)}","{(0, '?', 3)}"
"(14, 14, 10, 0)",1,"{(10, 14)}","{(0, 1, 2)}"
"(14, 14, 14, 0)",12,"{(14,)}","{(0, '?', '?')}"
"(14, 14, 15, 0)",2,"{(14, 15)}","{(0, '?', '?')}"
"(14, 14, 4, 0)",3,"{(4, 14)}","{(0, '?', '?')}"
"(14, 15, 14, 0)",2,"{(14, 15)}","{(0, '?', '?')}"
"(14, 15, 15, 0)",3,"{(14, 15)}","{(0, '?', '?')}"
"(14, 4, 14, 0)",1,"{(4, 14)}","{(0, 2, 2)}"
"(14, 4, 4, 0)",2,"{(4, 14)}","{(0, '?', '?')}"
"(15, 15, 15, 0)",8,"{(15,)}","{('?', 3, '?')}"
"(3, 9, 9, 0)",1,"{(9, 3)}","{(2, 1, 3)}"
"(4, 1, 1, 0)",1,"{(1, 4)}","{('?', 2, 3)}"
"(4, 1, 15, 0)",4,"{(1, 4, 15)}","{('?', 2, '?')}"
"(4, 10, 10, 0)",1,"{(10, 4)}","{(1, 1, 1)}"
"(4, 14, 14, 0)",1,"{(4, 14)}","{(0, 0, 3)}"
"(4, 14, 15, 0)",1,"{(4, 14, 15)}","{(0, 2, 0)}"
"(4, 15, 15, 0)",9,"{(4, 15)}","{('?', '?', 0)}"
"(4, 4, 1, 0)",1,"{(1, 4)}","{('?', 2, 2)}"
"(4, 4, 14, 0)",1,"{(4, 14)}","{(0, 0, '?')}"
"(4, 4, 15, 0)",1,"{(4, 15)}","{('?', 2, 1)}"
"(4, 4, 4, 0)",10,"{(4,)}","{('?', 0, '?')}"
"(4, 4, 8, 0)",1,"{(8, 4)}","{(1, 0, '?')}"
"(4, 5, 5, 0)",1,"{(4, 5)}","{(0, 2, 1)}"
"(4, 8, 8, 0)",4,"{(8, 4)}","{(1, '?', '?')}"
"(4, 9, 9, 0)",1,"{(9, 4)}","{(2, 2, 0)}"
"(5, 10, 5, 0)",1,"{(10, 5)}","{(1, 1, 1)}"
"(5, 5, 15, 0)",1,"{(5, 15)}","{(3, 3, 1)}"
"(5, 5, 5, 0)",14,"{(5,)}","{('?', '?', 1)}"
"(5, 5, 9, 0)",2,"{(9, 5)}","{(2, '?', 1)}"
"(5, 9, 9, 0)",3,"{(9, 5)}","{(2, '?', 1)}"
"(8, 10, 8, 0)",1,"{(8, 10)}","{(1, 1, 2)}"
"(8, 8, 8, 0)",13,"{(8,)}","{(1, '?', '?')}"
"(9, 9, 5, 0)",1,"{(9, 5)}","{(2, 1, 1)}"
"(9, 9, 9, 0)",18,"{(9,)}","{(2, '?', '?')}"
