message,count,symbols,fixed_attribute_values
"(1, 3, 48, 0)",7,"{(48, 1, 3)}","{('?', '?', '?')}"
"(1, 30, 43, 0)",4,"{(1, 43, 30)}","{('?', '?', 14)}"
"(1, 34, 1, 0)",3,"{(1, 34)}","{('?', '?', '?')}"
"(1, 34, 35, 0)",1,"{(1, 34, 35)}","{(7, 9, 14)}"
"(1, 34, 44, 0)",4,"{(1, 34, 44)}","{(4, '?', '?')}"
"(1, 34, 48, 0)",2,"{(48, 1, 34)}","{('?', 8, '?')}"
"(1, 35, 1, 0)",6,"{(1, 35)}","{('?', '?', '?')}"
"(1, 35, 44, 0)",2,"{(1, 35, 44)}","{('?', 14, 12)}"
"(1, 35, 46, 0)",7,"{(1, 35, 46)}","{('?', '?', 1)}"
"(1, 35, 47, 0)",18,"{(1, 35, 47)}","{('?', '?', '?')}"
"(1, 35, 51, 0)",17,"{(1, 35, 51)}","{('?', '?', '?')}"
"(1, 36, 11, 0)",5,"{(1, 11, 36)}","{('?', '?', 1)}"
"(1, 36, 18, 0)",13,"{(1, 18, 36)}","{('?', '?', '?')}"
"(1, 36, 23, 0)",5,"{(1, 36, 23)}","{('?', '?', 4)}"
"(1, 36, 24, 0)",14,"{(24, 1, 36)}","{('?', '?', '?')}"
"(1, 36, 30, 0)",1,"{(1, 36, 30)}","{(14, 5, 13)}"
"(1, 36, 45, 0)",8,"{(1, 36, 45)}","{('?', '?', '?')}"
"(1, 36, 46, 0)",1,"{(1, 36, 46)}","{(11, 1, 1)}"
"(1, 36, 5, 0)",2,"{(1, 36, 5)}","{('?', '?', '?')}"
"(1, 36, 8, 0)",2,"{(8, 1, 36)}","{('?', 5, '?')}"
"(1, 38, 18, 0)",18,"{(1, 18, 38)}","{('?', '?', '?')}"
"(1, 38, 32, 0)",1,"{(32, 1, 38)}","{(7, 7, 15)}"
"(1, 38, 35, 0)",3,"{(1, 35, 38)}","{('?', '?', '?')}"
"(1, 38, 37, 0)",13,"{(1, 37, 38)}","{('?', '?', '?')}"
"(1, 38, 38, 0)",8,"{(1, 38)}","{('?', '?', '?')}"
"(1, 38, 42, 0)",5,"{(1, 42, 38)}","{('?', '?', '?')}"
"(1, 38, 43, 0)",27,"{(1, 43, 38)}","{('?', '?', '?')}"
"(1, 38, 45, 0)",7,"{(1, 45, 38)}","{('?', '?', '?')}"
"(1, 38, 46, 0)",10,"{(46, 1, 38)}","{('?', '?', 1)}"
"(1, 38, 5, 0)",14,"{(1, 5, 38)}","{('?', '?', '?')}"
"(1, 38, 51, 0)",23,"{(1, 51, 38)}","{('?', '?', '?')}"
"(1, 38, 7, 0)",1,"{(1, 38, 7)}","{(14, 0, '?')}"
"(1, 41, 41, 0)",1,"{(1, 41)}","{('?', 5, 12)}"
"(1, 45, 18, 0)",11,"{(1, 18, 45)}","{('?', '?', '?')}"
"(1, 45, 2, 0)",7,"{(1, 2, 45)}","{('?', '?', '?')}"
"(1, 45, 38, 0)",2,"{(1, 45, 38)}","{('?', 8, '?')}"
"(1, 45, 42, 0)",3,"{(1, 42, 45)}","{('?', '?', '?')}"
"(1, 45, 43, 0)",2,"{(1, 43, 45)}","{('?', '?', '?')}"
"(1, 45, 45, 0)",4,"{(1, 45)}","{('?', '?', '?')}"
"(1, 45, 47, 0)",4,"{(1, 45, 47)}","{('?', '?', '?')}"
"(1, 45, 5, 0)",6,"{(1, 5, 45)}","{('?', '?', '?')}"
"(1, 5, 24, 0)",1,"{(24, 1, 5)}","{(11, 5, 9)}"
"(1, 50, 24, 0)",1,"{(24, 1, 50)}","{(11, 1, 12)}"
"(1, 7, 7, 0)",1,"{(1, 7)}","{(3, '?', 1)}"
"(1, 9, 15, 0)",1,"{(1, 9, 15)}","{(0, '?', '?')}"
"(1, 9, 47, 0)",1,"{(1, 9, 47)}","{(10, '?', 14)}"
"(10, 13, 48, 0)",2,"{(48, 10, 13)}","{(15, '?', 3)}"
"(10, 14, 20, 0)",20,"{(10, 20, 14)}","{('?', '?', '?')}"
"(10, 14, 21, 0)",2,"{(10, 21, 14)}","{('?', 13, 11)}"
"(10, 14, 45, 0)",8,"{(10, 45, 14)}","{('?', 13, '?')}"
"(10, 14, 5, 0)",4,"{(10, 5, 14)}","{('?', 13, '?')}"
"(10, 15, 15, 0)",2,"{(10, 15)}","{(0, '?', 3)}"
"(10, 15, 41, 0)",1,"{(41, 10, 15)}","{(0, 1, 11)}"
"(10, 15, 45, 0)",1,"{(10, 45, 15)}","{(7, 13, 9)}"
"(10, 17, 13, 0)",4,"{(17, 10, 13)}","{('?', '?', 3)}"
"(10, 17, 15, 0)",5,"{(17, 10, 15)}","{('?', 3, '?')}"
"(10, 17, 17, 0)",5,"{(17, 10)}","{('?', '?', '?')}"
"(10, 17, 23, 0)",1,"{(17, 10, 23)}","{(4, 12, 3)}"
"(10, 17, 28, 0)",6,"{(17, 10, 28)}","{('?', 3, '?')}"
"(10, 17, 3, 0)",1,"{(17, 10, 3)}","{(10, 4, 3)}"
"(10, 17, 34, 0)",2,"{(17, 10, 34)}","{(10, 3, '?')}"
"(10, 17, 4, 0)",4,"{(17, 10, 4)}","{('?', 3, '?')}"
"(10, 17, 42, 0)",11,"{(17, 10, 42)}","{('?', 3, '?')}"
"(10, 17, 50, 0)",1,"{(17, 10, 50)}","{(0, 12, 3)}"
"(10, 17, 9, 0)",7,"{(17, 10, 9)}","{('?', '?', '?')}"
"(10, 21, 5, 0)",4,"{(10, 5, 21)}","{('?', 13, '?')}"
"(10, 23, 23, 0)",9,"{(10, 23)}","{('?', '?', 3)}"
"(10, 29, 1, 0)",1,"{(1, 10, 29)}","{(0, 13, 3)}"
"(10, 29, 15, 0)",3,"{(10, 29, 15)}","{('?', 13, '?')}"
"(10, 29, 16, 0)",2,"{(16, 10, 29)}","{('?', 13, '?')}"
"(10, 29, 28, 0)",2,"{(10, 28, 29)}","{('?', 13, '?')}"
"(10, 29, 4, 0)",9,"{(10, 4, 29)}","{('?', 13, '?')}"
"(10, 29, 5, 0)",1,"{(10, 5, 29)}","{(7, 13, 9)}"
"(10, 33, 20, 0)",2,"{(33, 10, 20)}","{('?', '?', '?')}"
"(10, 33, 21, 0)",1,"{(33, 10, 21)}","{(5, 13, 3)}"
"(10, 33, 23, 0)",2,"{(33, 10, 23)}","{('?', 3, 3)}"
"(10, 33, 24, 0)",7,"{(24, 33, 10)}","{('?', '?', 3)}"
"(10, 33, 41, 0)",3,"{(33, 10, 41)}","{('?', '?', 3)}"
"(10, 33, 45, 0)",2,"{(33, 10, 45)}","{('?', 13, 3)}"
"(10, 33, 48, 0)",1,"{(48, 33, 10)}","{(15, 5, 3)}"
"(10, 41, 20, 0)",1,"{(41, 10, 20)}","{('?', 1, 7)}"
"(10, 41, 41, 0)",8,"{(41, 10)}","{('?', '?', '?')}"
"(10, 44, 41, 0)",2,"{(41, 10, 44)}","{('?', 5, '?')}"
"(10, 45, 45, 0)",1,"{(10, 45)}","{(5, 13, 3)}"
"(10, 48, 17, 0)",1,"{(48, 17, 10)}","{(15, 5, 3)}"
"(10, 48, 6, 0)",7,"{(48, 10, 6)}","{('?', '?', '?')}"
"(10, 48, 9, 0)",2,"{(48, 9, 10)}","{(15, '?', 3)}"
"(10, 6, 41, 0)",1,"{(41, 10, 6)}","{(0, 1, 11)}"
"(10, 6, 6, 0)",10,"{(10, 6)}","{('?', '?', '?')}"
"(10, 9, 17, 0)",2,"{(9, 10, 17)}","{('?', 3, 3)}"
"(10, 9, 29, 0)",3,"{(9, 10, 29)}","{('?', '?', 3)}"
"(10, 9, 48, 0)",1,"{(48, 9, 10)}","{(15, 1, 3)}"
"(10, 9, 6, 0)",4,"{(9, 10, 6)}","{('?', '?', '?')}"
"(10, 9, 9, 0)",1,"{(9, 10)}","{(15, 1, 3)}"
"(12, 1, 15, 0)",1,"{(1, 12, 15)}","{(1, '?', '?')}"
"(12, 12, 2, 0)",7,"{(2, 12)}","{('?', '?', '?')}"
"(12, 12, 37, 0)",17,"{(12, 37)}","{('?', '?', '?')}"
"(12, 12, 38, 0)",8,"{(12, 38)}","{('?', '?', '?')}"
"(12, 12, 44, 0)",1,"{(12, 44)}","{(8, 10, 12)}"
"(12, 12, 45, 0)",3,"{(12, 45)}","{('?', '?', '?')}"
"(12, 12, 5, 0)",4,"{(12, 5)}","{('?', '?', '?')}"
"(12, 12, 51, 0)",16,"{(51, 12)}","{('?', '?', '?')}"
"(12, 15, 1, 0)",2,"{(1, 12, 15)}","{(1, '?', '?')}"
"(12, 15, 15, 0)",1,"{(12, 15)}","{(1, '?', '?')}"
"(12, 15, 29, 0)",1,"{(12, 29, 15)}","{(1, 5, 13)}"
"(12, 15, 47, 0)",1,"{(12, 47, 15)}","{(1, '?', 14)}"
"(12, 15, 48, 0)",1,"{(48, 12, 15)}","{(1, 8, 15)}"
"(12, 17, 50, 0)",1,"{(17, 50, 12)}","{(1, 5, 4)}"
"(12, 18, 18, 0)",14,"{(18, 12)}","{('?', '?', '?')}"
"(12, 18, 3, 0)",1,"{(18, 3, 12)}","{(9, 5, 13)}"
"(12, 18, 30, 0)",1,"{(18, 12, 30)}","{(12, 5, 5)}"
"(12, 18, 43, 0)",10,"{(18, 43, 12)}","{('?', '?', '?')}"
"(12, 2, 2, 0)",4,"{(2, 12)}","{('?', '?', '?')}"
"(12, 2, 42, 0)",1,"{(2, 12, 42)}","{(13, '?', 12)}"
"(12, 21, 7, 0)",1,"{(12, 21, 7)}","{(8, '?', 1)}"
"(12, 22, 45, 0)",3,"{(12, 45, 22)}","{('?', 13, '?')}"
"(12, 25, 25, 0)",6,"{(25, 12)}","{('?', '?', 1)}"
"(12, 25, 46, 0)",1,"{(25, 12, 46)}","{(12, 10, 1)}"
"(12, 27, 1, 0)",1,"{(1, 27, 12)}","{(1, 14, '?')}"
"(12, 27, 25, 0)",2,"{(25, 27, 12)}","{('?', '?', 1)}"
"(12, 27, 27, 0)",1,"{(27, 12)}","{(1, 14, 15)}"
"(12, 27, 40, 0)",2,"{(40, 27, 12)}","{(1, '?', 1)}"
"(12, 27, 44, 0)",1,"{(27, 12, 44)}","{(1, 11, 12)}"
"(12, 27, 47, 0)",6,"{(27, 12, 47)}","{(1, '?', '?')}"
"(12, 28, 28, 0)",2,"{(12, 28)}","{(1, '?', '?')}"
"(12, 28, 44, 0)",8,"{(12, 28, 44)}","{('?', '?', '?')}"
"(12, 28, 51, 0)",2,"{(51, 12, 28)}","{('?', 10, 12)}"
"(12, 29, 15, 0)",1,"{(12, 29, 15)}","{(1, '?', '?')}"
"(12, 29, 25, 0)",1,"{(25, 12, 29)}","{(1, '?', 1)}"
"(12, 29, 28, 0)",2,"{(28, 12, 29)}","{(1, '?', '?')}"
"(12, 29, 29, 0)",2,"{(12, 29)}","{(1, 13, '?')}"
"(12, 29, 47, 0)",4,"{(12, 29, 47)}","{(1, '?', '?')}"
"(12, 29, 50, 0)",1,"{(50, 12, 29)}","{(1, '?', 12)}"
"(12, 3, 18, 0)",1,"{(18, 3, 12)}","{(9, 13, 13)}"
"(12, 3, 29, 0)",2,"{(3, 12, 29)}","{(1, '?', '?')}"
"(12, 3, 34, 0)",1,"{(34, 3, 12)}","{(1, 10, 15)}"
"(12, 3, 48, 0)",5,"{(48, 3, 12)}","{(1, '?', '?')}"
"(12, 30, 18, 0)",13,"{(18, 12, 30)}","{('?', 13, '?')}"
"(12, 30, 30, 0)",22,"{(12, 30)}","{('?', '?', '?')}"
"(12, 30, 43, 0)",23,"{(43, 12, 30)}","{('?', '?', '?')}"
"(12, 34, 48, 0)",7,"{(48, 34, 12)}","{('?', '?', '?')}"
"(12, 35, 38, 0)",2,"{(35, 12, 38)}","{('?', '?', '?')}"
"(12, 36, 45, 0)",1,"{(12, 45, 36)}","{(12, 13, '?')}"
"(12, 37, 51, 0)",4,"{(51, 12, 37)}","{('?', 14, '?')}"
"(12, 38, 37, 0)",11,"{(12, 37, 38)}","{('?', '?', '?')}"
"(12, 38, 38, 0)",9,"{(12, 38)}","{('?', '?', '?')}"
"(12, 38, 43, 0)",24,"{(43, 12, 38)}","{('?', '?', '?')}"
"(12, 38, 46, 0)",1,"{(46, 12, 38)}","{(9, 14, 1)}"
"(12, 38, 5, 0)",1,"{(12, 5, 38)}","{(9, 0, 12)}"
"(12, 40, 25, 0)",3,"{(40, 25, 12)}","{('?', '?', 1)}"
"(12, 40, 27, 0)",1,"{(40, 27, 12)}","{(1, 11, 1)}"
"(12, 40, 37, 0)",1,"{(40, 12, 37)}","{(12, 11, 4)}"
"(12, 40, 40, 0)",2,"{(40, 12)}","{(1, '?', 1)}"
"(12, 40, 46, 0)",7,"{(40, 12, 46)}","{('?', '?', 1)}"
"(12, 42, 2, 0)",1,"{(42, 2, 12)}","{(13, '?', 12)}"
"(12, 42, 51, 0)",1,"{(42, 51, 12)}","{(13, 10, 4)}"
"(12, 44, 44, 0)",6,"{(12, 44)}","{(1, '?', '?')}"
"(12, 45, 45, 0)",3,"{(12, 45)}","{('?', '?', '?')}"
"(12, 46, 38, 0)",1,"{(38, 12, 46)}","{(12, 11, '?')}"
"(12, 46, 43, 0)",11,"{(43, 12, 46)}","{('?', '?', '?')}"
"(12, 46, 46, 0)",1,"{(12, 46)}","{(9, 14, 1)}"
"(12, 46, 47, 0)",1,"{(12, 46, 47)}","{(9, 14, 13)}"
"(12, 5, 2, 0)",4,"{(2, 12, 5)}","{('?', '?', '?')}"
"(12, 51, 38, 0)",1,"{(51, 12, 38)}","{(13, 14, '?')}"
"(12, 51, 51, 0)",20,"{(51, 12)}","{('?', '?', '?')}"
"(12, 7, 7, 0)",4,"{(12, 7)}","{('?', '?', 1)}"
"(12, 9, 47, 0)",2,"{(9, 12, 47)}","{(1, '?', '?')}"
"(13, 13, 13, 0)",2,"{(13,)}","{('?', '?', 3)}"
"(13, 13, 15, 0)",1,"{(13, 15)}","{(0, '?', 3)}"
"(13, 13, 19, 0)",2,"{(19, 13)}","{('?', 14, 3)}"
"(13, 13, 26, 0)",2,"{(26, 13)}","{(0, '?', 3)}"
"(13, 13, 33, 0)",3,"{(33, 13)}","{('?', '?', 3)}"
"(13, 13, 4, 0)",1,"{(4, 13)}","{(15, '?', 3)}"
"(13, 13, 50, 0)",1,"{(50, 13)}","{(10, 0, 3)}"
"(13, 13, 9, 0)",1,"{(9, 13)}","{(15, '?', 3)}"
"(13, 14, 20, 0)",1,"{(20, 13, 14)}","{(5, 5, 7)}"
"(13, 17, 9, 0)",2,"{(17, 13, 9)}","{('?', 3, 3)}"
"(13, 19, 13, 0)",3,"{(19, 13)}","{('?', '?', 3)}"
"(13, 2, 2, 0)",2,"{(2, 13)}","{('?', '?', 3)}"
"(13, 26, 19, 0)",4,"{(26, 19, 13)}","{('?', '?', 3)}"
"(13, 26, 26, 0)",7,"{(26, 13)}","{('?', '?', 3)}"
"(13, 26, 33, 0)",1,"{(33, 26, 13)}","{(7, 14, 3)}"
"(13, 26, 35, 0)",1,"{(26, 35, 13)}","{(4, 11, 3)}"
"(13, 26, 37, 0)",10,"{(26, 37, 13)}","{('?', '?', 3)}"
"(13, 33, 2, 0)",6,"{(33, 2, 13)}","{('?', '?', 3)}"
"(13, 33, 24, 0)",2,"{(24, 33, 13)}","{('?', 5, 3)}"
"(13, 33, 37, 0)",5,"{(33, 37, 13)}","{('?', '?', 3)}"
"(13, 41, 20, 0)",3,"{(41, 20, 13)}","{(5, '?', '?')}"
"(13, 44, 44, 0)",2,"{(44, 13)}","{(10, '?', '?')}"
"(13, 48, 6, 0)",1,"{(48, 13, 6)}","{(6, 1, 11)}"
"(13, 9, 17, 0)",2,"{(9, 13, 17)}","{('?', 3, 3)}"
"(13, 9, 9, 0)",1,"{(9, 13)}","{(6, 3, 3)}"
"(14, 14, 2, 0)",1,"{(2, 14)}","{(11, '?', 11)}"
"(14, 14, 24, 0)",1,"{(24, 14)}","{(11, 5, 11)}"
"(14, 14, 33, 0)",1,"{(33, 14)}","{(11, 5, 11)}"
"(14, 14, 42, 0)",1,"{(42, 14)}","{(14, '?', 11)}"
"(14, 2, 2, 0)",8,"{(2, 14)}","{('?', '?', '?')}"
"(14, 2, 28, 0)",1,"{(2, 28, 14)}","{(14, '?', 11)}"
"(14, 2, 35, 0)",1,"{(2, 35, 14)}","{(3, 10, 9)}"
"(14, 2, 37, 0)",3,"{(2, 37, 14)}","{('?', 8, '?')}"
"(14, 2, 42, 0)",3,"{(2, 42, 14)}","{('?', '?', '?')}"
"(14, 2, 44, 0)",1,"{(2, 44, 14)}","{(11, 8, 9)}"
"(14, 2, 51, 0)",12,"{(2, 51, 14)}","{('?', '?', '?')}"
"(14, 20, 20, 0)",1,"{(20, 14)}","{(14, 1, 7)}"
"(14, 20, 24, 0)",5,"{(24, 20, 14)}","{('?', '?', '?')}"
"(14, 20, 35, 0)",1,"{(35, 20, 14)}","{(11, 5, 9)}"
"(14, 23, 14, 0)",3,"{(14, 23)}","{('?', 3, '?')}"
"(14, 23, 2, 0)",1,"{(2, 14, 23)}","{(3, 3, 7)}"
"(14, 23, 28, 0)",2,"{(28, 14, 23)}","{('?', 3, 11)}"
"(14, 23, 42, 0)",4,"{(42, 14, 23)}","{('?', 3, '?')}"
"(14, 23, 5, 0)",3,"{(5, 14, 23)}","{('?', 3, '?')}"
"(14, 24, 20, 0)",9,"{(24, 20, 14)}","{('?', '?', '?')}"
"(14, 28, 2, 0)",3,"{(2, 28, 14)}","{('?', '?', 11)}"
"(14, 28, 24, 0)",2,"{(24, 28, 14)}","{('?', '?', 11)}"
"(14, 28, 51, 0)",3,"{(51, 28, 14)}","{('?', '?', 11)}"
"(14, 33, 21, 0)",1,"{(33, 21, 14)}","{(14, 13, 11)}"
"(14, 35, 37, 0)",9,"{(35, 37, 14)}","{('?', '?', '?')}"
"(14, 35, 44, 0)",6,"{(35, 44, 14)}","{('?', '?', 11)}"
"(14, 35, 51, 0)",10,"{(51, 35, 14)}","{('?', '?', '?')}"
"(14, 42, 2, 0)",1,"{(42, 2, 14)}","{(14, '?', 9)}"
"(14, 44, 35, 0)",1,"{(35, 44, 14)}","{(11, 14, 11)}"
"(14, 45, 45, 0)",1,"{(45, 14)}","{(11, '?', '?')}"
"(14, 5, 2, 0)",2,"{(2, 5, 14)}","{('?', '?', '?')}"
"(14, 5, 20, 0)",1,"{(20, 5, 14)}","{(11, 5, 7)}"
"(14, 5, 21, 0)",6,"{(21, 5, 14)}","{('?', 13, '?')}"
"(14, 5, 24, 0)",9,"{(24, 5, 14)}","{('?', '?', '?')}"
"(14, 5, 5, 0)",1,"{(5, 14)}","{(11, 13, 9)}"
"(15, 15, 15, 0)",1,"{(15,)}","{(1, 13, '?')}"
"(17, 12, 25, 0)",1,"{(17, 12, 25)}","{(7, 3, 1)}"
"(17, 13, 17, 0)",7,"{(17, 13)}","{('?', '?', '?')}"
"(17, 13, 3, 0)",1,"{(17, 3, 13)}","{(0, 6, 3)}"
"(17, 13, 33, 0)",4,"{(17, 13, 33)}","{('?', '?', 3)}"
"(17, 13, 50, 0)",6,"{(17, 50, 13)}","{('?', '?', '?')}"
"(17, 13, 6, 0)",1,"{(17, 13, 6)}","{(10, 4, 11)}"
"(17, 15, 14, 0)",1,"{(17, 14, 15)}","{(2, 3, 12)}"
"(17, 15, 15, 0)",4,"{(17, 15)}","{('?', 3, '?')}"
"(17, 15, 25, 0)",2,"{(17, 25, 15)}","{('?', 3, 1)}"
"(17, 15, 27, 0)",2,"{(17, 27, 15)}","{('?', 3, 1)}"
"(17, 15, 28, 0)",5,"{(17, 28, 15)}","{('?', 3, '?')}"
"(17, 15, 4, 0)",1,"{(17, 4, 15)}","{(15, 3, 4)}"
"(17, 15, 42, 0)",10,"{(17, 42, 15)}","{('?', 3, '?')}"
"(17, 15, 45, 0)",3,"{(17, 45, 15)}","{('?', 3, '?')}"
"(17, 15, 47, 0)",1,"{(17, 47, 15)}","{(10, 3, 2)}"
"(17, 15, 7, 0)",3,"{(17, 7, 15)}","{('?', 3, 1)}"
"(17, 17, 11, 0)",10,"{(17, 11)}","{('?', '?', 1)}"
"(17, 17, 13, 0)",8,"{(17, 13)}","{('?', '?', '?')}"
"(17, 17, 15, 0)",6,"{(17, 15)}","{('?', '?', '?')}"
"(17, 17, 23, 0)",24,"{(17, 23)}","{('?', '?', '?')}"
"(17, 17, 25, 0)",6,"{(17, 25)}","{('?', '?', 1)}"
"(17, 17, 27, 0)",6,"{(17, 27)}","{('?', '?', 1)}"
"(17, 17, 34, 0)",1,"{(17, 34)}","{(15, 12, 6)}"
"(17, 17, 45, 0)",12,"{(17, 45)}","{('?', '?', '?')}"
"(17, 17, 5, 0)",9,"{(17, 5)}","{('?', '?', '?')}"
"(17, 17, 50, 0)",5,"{(17, 50)}","{('?', '?', '?')}"
"(17, 17, 6, 0)",19,"{(17, 6)}","{('?', '?', '?')}"
"(17, 17, 7, 0)",3,"{(17, 7)}","{('?', '?', 1)}"
"(17, 17, 9, 0)",2,"{(17, 9)}","{('?', '?', '?')}"
"(17, 23, 23, 0)",33,"{(17, 23)}","{('?', '?', '?')}"
"(17, 23, 50, 0)",2,"{(17, 50, 23)}","{('?', '?', 3)}"
"(17, 27, 27, 0)",1,"{(17, 27)}","{(10, 3, 1)}"
"(17, 27, 29, 0)",2,"{(17, 27, 29)}","{('?', 3, 1)}"
"(17, 29, 15, 0)",1,"{(17, 29, 15)}","{('?', 6, '?')}"
"(17, 29, 28, 0)",1,"{(17, 28, 29)}","{(0, 13, 4)}"
"(17, 29, 50, 0)",3,"{(17, 50, 29)}","{('?', '?', '?')}"
"(17, 3, 15, 0)",8,"{(17, 3, 15)}","{('?', 3, '?')}"
"(17, 3, 17, 0)",5,"{(17, 3)}","{('?', 12, '?')}"
"(17, 3, 18, 0)",11,"{(17, 18, 3)}","{('?', 3, '?')}"
"(17, 3, 29, 0)",4,"{(17, 3, 29)}","{('?', 12, '?')}"
"(17, 3, 30, 0)",22,"{(17, 3, 30)}","{('?', '?', '?')}"
"(17, 3, 36, 0)",12,"{(17, 3, 36)}","{('?', 12, '?')}"
"(17, 3, 38, 0)",1,"{(17, 3, 38)}","{(2, 12, 10)}"
"(17, 3, 47, 0)",1,"{(17, 3, 47)}","{(10, 6, 6)}"
"(17, 3, 9, 0)",20,"{(17, 3, 9)}","{('?', '?', '?')}"
"(17, 34, 9, 0)",1,"{(17, 34, 9)}","{(15, 12, 6)}"
