message,count,symbols,fixed_attribute_values
"(1, 1, 25, 0)",46,"{(1, 25)}","{('?', 15, '?')}"
"(1, 25, 25, 0)",5,"{(1, 25)}","{('?', 15, '?')}"
"(10, 13, 13, 0)",13,"{(10, 13)}","{('?', 9, '?')}"
"(11, 11, 11, 0)",1,"{(11,)}","{(10, '?', '?')}"
"(12, 12, 12, 0)",240,"{(12,)}","{('?', '?', 7)}"
"(12, 44, 12, 0)",1,"{(12, 44)}","{(7, 8, 7)}"
"(13, 13, 13, 0)",39,"{(13,)}","{('?', 9, '?')}"
"(15, 15, 15, 0)",37,"{(15,)}","{('?', 10, '?')}"
"(15, 31, 31, 0)",1,"{(31, 15)}","{(11, 10, 6)}"
"(16, 15, 15, 0)",2,"{(16, 15)}","{(9, '?', 1)}"
"(16, 16, 1, 0)",1,"{(16, 1)}","{(9, 10, 1)}"
"(16, 16, 15, 0)",10,"{(16, 15)}","{('?', 6, 1)}"
"(16, 16, 16, 0)",32,"{(16,)}","{('?', '?', 1)}"
"(16, 16, 6, 0)",1,"{(16, 6)}","{(13, 2, 1)}"
"(16, 26, 15, 0)",2,"{(16, 26, 15)}","{('?', 6, 1)}"
"(16, 6, 16, 0)",1,"{(16, 6)}","{(7, 6, 1)}"
"(17, 10, 10, 0)",200,"{(17, 10)}","{('?', '?', 13)}"
"(17, 10, 45, 0)",1,"{(17, 10, 45)}","{(1, 7, 13)}"
"(17, 27, 10, 0)",88,"{(17, 10, 27)}","{('?', '?', 13)}"
"(17, 31, 31, 0)",232,"{(17, 31)}","{('?', '?', 15)}"
"(17, 32, 10, 0)",3,"{(32, 17, 10)}","{('?', '?', 13)}"
"(17, 35, 35, 0)",230,"{(17, 35)}","{('?', '?', 10)}"
"(18, 18, 18, 0)",25,"{(18,)}","{('?', 14, '?')}"
"(18, 18, 23, 0)",4,"{(18, 23)}","{('?', 14, '?')}"
"(18, 23, 18, 0)",5,"{(18, 23)}","{('?', 14, '?')}"
"(18, 27, 27, 0)",1,"{(18, 27)}","{(2, 11, 12)}"
"(19, 15, 15, 0)",2,"{(19, 15)}","{('?', 6, 11)}"
"(19, 15, 19, 0)",1,"{(19, 15)}","{(15, 6, 11)}"
"(19, 19, 15, 0)",1,"{(19, 15)}","{(4, 6, 11)}"
"(19, 19, 19, 0)",89,"{(19,)}","{('?', '?', 11)}"
"(19, 26, 15, 0)",1,"{(26, 19, 15)}","{(7, 1, 11)}"
"(19, 26, 19, 0)",3,"{(26, 19)}","{('?', 1, 11)}"
"(19, 37, 19, 0)",1,"{(19, 37)}","{(2, 7, 11)}"
"(2, 1, 25, 0)",1,"{(1, 2, 25)}","{(1, 15, 9)}"
"(2, 11, 11, 0)",6,"{(2, 11)}","{('?', '?', '?')}"
"(2, 11, 15, 0)",1,"{(2, 11, 15)}","{(10, 0, '?')}"
"(2, 11, 2, 0)",7,"{(2, 11)}","{('?', '?', 9)}"
"(2, 13, 13, 0)",1,"{(2, 13)}","{(11, 9, 14)}"
"(2, 13, 15, 0)",1,"{(2, 13, 15)}","{(14, 0, '?')}"
"(2, 15, 15, 0)",30,"{(2, 15)}","{('?', 0, '?')}"
"(2, 15, 37, 0)",1,"{(2, 37, 15)}","{(9, 0, '?')}"
"(2, 19, 19, 0)",1,"{(2, 19)}","{(5, '?', 11)}"
"(2, 2, 11, 0)",1,"{(2, 11)}","{(9, 6, 9)}"
"(2, 2, 2, 0)",141,"{(2,)}","{('?', '?', 9)}"
"(2, 2, 32, 0)",2,"{(32, 2)}","{('?', 9, 9)}"
"(2, 2, 33, 0)",2,"{(33, 2)}","{('?', 12, 9)}"
"(2, 21, 1, 0)",10,"{(1, 2, 21)}","{('?', 15, 14)}"
"(2, 21, 15, 0)",14,"{(2, 21, 15)}","{('?', '?', 14)}"
"(2, 21, 2, 0)",1,"{(2, 21)}","{(4, 1, 9)}"
"(2, 21, 21, 0)",140,"{(2, 21)}","{('?', '?', 14)}"
"(2, 21, 22, 0)",4,"{(2, 21, 22)}","{('?', '?', 14)}"
"(2, 21, 26, 0)",3,"{(2, 26, 21)}","{('?', 1, 14)}"
"(2, 21, 33, 0)",1,"{(33, 2, 21)}","{(6, 12, 14)}"
"(2, 22, 22, 0)",1,"{(2, 22)}","{(1, '?', '?')}"
"(2, 22, 25, 0)",1,"{(25, 2, 22)}","{(8, '?', '?')}"
"(2, 22, 27, 0)",3,"{(2, 27, 22)}","{('?', '?', '?')}"
"(2, 22, 45, 0)",2,"{(2, 45, 22)}","{('?', '?', '?')}"
"(2, 24, 25, 0)",1,"{(24, 25, 2)}","{(8, '?', '?')}"
"(2, 24, 27, 0)",1,"{(24, 2, 27)}","{(5, 4, 11)}"
"(2, 26, 15, 0)",4,"{(2, 26, 15)}","{('?', 1, 14)}"
"(2, 26, 19, 0)",2,"{(19, 2, 26)}","{('?', 6, 9)}"
"(2, 26, 2, 0)",4,"{(2, 26)}","{('?', 1, 9)}"
"(2, 26, 21, 0)",5,"{(2, 26, 21)}","{('?', 1, 14)}"
"(2, 26, 22, 0)",1,"{(2, 26, 22)}","{(7, 1, 14)}"
"(2, 26, 26, 0)",19,"{(2, 26)}","{('?', 1, '?')}"
"(2, 26, 32, 0)",1,"{(32, 2, 26)}","{(2, 1, 9)}"
"(2, 26, 49, 0)",2,"{(49, 2, 26)}","{('?', 1, '?')}"
"(2, 27, 10, 0)",9,"{(10, 2, 27)}","{('?', 12, 13)}"
"(2, 27, 2, 0)",1,"{(2, 27)}","{(7, 8, 9)}"
"(2, 27, 22, 0)",1,"{(2, 27, 22)}","{(9, 12, 13)}"
"(2, 27, 33, 0)",1,"{(33, 2, 27)}","{(1, 12, '?')}"
"(2, 32, 11, 0)",3,"{(32, 2, 11)}","{('?', '?', '?')}"
"(2, 32, 2, 0)",78,"{(32, 2)}","{('?', '?', 9)}"
"(2, 32, 25, 0)",1,"{(32, 25, 2)}","{(11, 15, 9)}"
"(2, 32, 26, 0)",1,"{(32, 2, 26)}","{(2, 1, 9)}"
"(2, 32, 27, 0)",1,"{(32, 2, 27)}","{(7, 11, 9)}"
"(2, 33, 33, 0)",72,"{(33, 2)}","{('?', 12, '?')}"
"(2, 34, 2, 0)",2,"{(2, 34)}","{('?', '?', 9)}"
"(2, 37, 22, 0)",1,"{(2, 37, 22)}","{(8, 0, '?')}"
"(2, 37, 37, 0)",1,"{(2, 37)}","{(2, 0, '?')}"
"(2, 44, 44, 0)",1,"{(2, 44)}","{(0, 12, 12)}"
"(2, 8, 27, 0)",1,"{(8, 2, 27)}","{(8, '?', '?')}"
"(2, 8, 33, 0)",1,"{(8, 33, 2)}","{(2, 12, 1)}"
"(21, 21, 21, 0)",3,"{(21,)}","{('?', '?', 14)}"
"(23, 18, 18, 0)",43,"{(18, 23)}","{('?', 14, '?')}"
"(23, 18, 23, 0)",15,"{(18, 23)}","{('?', 14, '?')}"
"(23, 18, 27, 0)",1,"{(18, 27, 23)}","{(6, 11, '?')}"
"(23, 21, 21, 0)",2,"{(21, 23)}","{('?', 14, 14)}"
"(23, 23, 18, 0)",8,"{(18, 23)}","{('?', 14, '?')}"
"(23, 23, 23, 0)",1,"{(23,)}","{(5, 14, 11)}"
"(23, 24, 27, 0)",1,"{(24, 27, 23)}","{(5, 4, '?')}"
"(23, 27, 10, 0)",10,"{(10, 27, 23)}","{('?', 11, 13)}"
"(23, 27, 27, 0)",66,"{(27, 23)}","{('?', 11, '?')}"
"(23, 27, 45, 0)",5,"{(27, 45, 23)}","{('?', 11, '?')}"
"(23, 27, 8, 0)",3,"{(8, 27, 23)}","{('?', 11, '?')}"
"(23, 6, 21, 0)",1,"{(21, 6, 23)}","{(3, 13, 1)}"
"(24, 24, 27, 0)",1,"{(24, 27)}","{(5, 4, '?')}"
"(24, 27, 45, 0)",2,"{(24, 27, 45)}","{('?', 4, '?')}"
"(25, 25, 25, 0)",223,"{(25,)}","{('?', '?', 3)}"
"(26, 11, 15, 0)",1,"{(26, 11, 15)}","{(10, 1, '?')}"
"(26, 15, 15, 0)",2,"{(26, 15)}","{('?', 1, '?')}"
"(26, 19, 19, 0)",14,"{(26, 19)}","{('?', 1, 11)}"
"(26, 26, 15, 0)",34,"{(26, 15)}","{('?', 1, '?')}"
"(26, 26, 16, 0)",1,"{(16, 26)}","{(3, 1, 1)}"
"(26, 26, 19, 0)",4,"{(26, 19)}","{('?', 1, 11)}"
"(26, 26, 2, 0)",2,"{(26, 2)}","{('?', 1, 9)}"
"(26, 26, 26, 0)",3,"{(26,)}","{('?', 1, 9)}"
"(26, 26, 49, 0)",1,"{(49, 26)}","{(2, 1, 1)}"
"(26, 6, 15, 0)",1,"{(26, 6, 15)}","{(15, 1, 1)}"
"(27, 10, 10, 0)",5,"{(10, 27)}","{('?', 8, 13)}"
"(27, 10, 25, 0)",1,"{(25, 10, 27)}","{(3, 8, 4)}"
"(27, 21, 45, 0)",2,"{(45, 27, 21)}","{('?', 8, 1)}"
"(27, 22, 45, 0)",1,"{(27, 45, 22)}","{(2, 8, '?')}"
"(27, 27, 10, 0)",1,"{(10, 27)}","{(4, 8, 13)}"
"(27, 45, 25, 0)",1,"{(25, 27, 45)}","{(12, 8, 11)}"
"(27, 45, 45, 0)",38,"{(27, 45)}","{('?', 8, '?')}"
