message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",2,"{(1,)}","{(2, '?', 0)}"
"(1, 13, 1, 0)",1,"{(1, 13)}","{(2, '?', 0)}"
"(1, 13, 4, 0)",1,"{(1, 4, 13)}","{(0, 0, 0)}"
"(1, 3, 1, 0)",1,"{(1, 3)}","{(2, 2, 0)}"
"(1, 4, 1, 0)",1,"{(1, 4)}","{(2, 0, 0)}"
"(1, 4, 4, 0)",1,"{(1, 4)}","{(2, 0, 0)}"
"(10, 10, 10, 0)",1,"{(10,)}","{(3, '?', '?')}"
"(10, 10, 14, 0)",1,"{(10, 14)}","{(3, '?', 0)}"
"(10, 10, 9, 0)",1,"{(9, 10)}","{(3, '?', 2)}"
"(10, 11, 6, 0)",1,"{(10, 11, 6)}","{(3, '?', 1)}"
"(10, 14, 10, 0)",1,"{(10, 14)}","{(3, '?', 0)}"
"(10, 5, 9, 0)",1,"{(9, 10, 5)}","{(3, 3, '?')}"
"(10, 6, 10, 0)",1,"{(10, 6)}","{(3, '?', 2)}"
"(10, 9, 8, 0)",1,"{(8, 9, 10)}","{(3, 0, 1)}"
"(10, 9, 9, 0)",1,"{(9, 10)}","{(3, 3, 1)}"
"(11, 10, 9, 0)",1,"{(9, 10, 11)}","{(3, '?', 1)}"
"(11, 11, 11, 0)",1,"{(11,)}","{('?', '?', 1)}"
"(11, 11, 2, 0)",1,"{(2, 11)}","{('?', '?', 1)}"
"(11, 13, 11, 0)",1,"{(11, 13)}","{('?', 1, 1)}"
"(11, 13, 15, 0)",1,"{(11, 13, 15)}","{('?', 1, 3)}"
"(11, 13, 9, 0)",1,"{(9, 11, 13)}","{(1, 1, 1)}"
"(11, 15, 11, 0)",1,"{(11, 15)}","{('?', '?', 3)}"
"(11, 15, 15, 0)",1,"{(11, 15)}","{(0, '?', 3)}"
"(11, 15, 3, 0)",1,"{(3, 11, 15)}","{(0, '?', 3)}"
"(11, 2, 11, 0)",1,"{(2, 11)}","{('?', 3, 1)}"
"(11, 6, 10, 0)",1,"{(10, 11, 6)}","{(3, '?', 1)}"
"(11, 6, 6, 0)",1,"{(11, 6)}","{(3, 1, 1)}"
"(11, 6, 9, 0)",1,"{(9, 11, 6)}","{(3, '?', 1)}"
"(11, 7, 7, 0)",1,"{(11, 7)}","{(1, '?', 3)}"
"(11, 9, 12, 0)",1,"{(9, 11, 12)}","{(1, '?', 1)}"
"(11, 9, 8, 0)",1,"{(8, 9, 11)}","{(1, '?', 1)}"
"(13, 1, 13, 0)",1,"{(1, 13)}","{(2, 1, 0)}"
"(13, 10, 11, 0)",1,"{(10, 11, 13)}","{(3, 1, '?')}"
"(13, 10, 4, 0)",1,"{(10, 4, 13)}","{(3, 0, 3)}"
"(13, 10, 6, 0)",1,"{(10, 13, 6)}","{(3, 1, '?')}"
"(13, 10, 9, 0)",1,"{(9, 10, 13)}","{(3, 1, 2)}"
"(13, 11, 13, 0)",2,"{(11, 13)}","{('?', 1, '?')}"
"(13, 11, 15, 0)",1,"{(11, 13, 15)}","{(2, 1, 3)}"
"(13, 13, 11, 0)",1,"{(11, 13)}","{('?', 1, 2)}"
"(13, 13, 13, 0)",1,"{(13,)}","{('?', 1, 0)}"
"(13, 13, 9, 0)",1,"{(9, 13)}","{('?', 1, 2)}"
"(13, 15, 13, 0)",1,"{(13, 15)}","{(2, 1, '?')}"
"(13, 15, 9, 0)",1,"{(9, 13, 15)}","{(2, 1, 2)}"
"(13, 4, 13, 0)",1,"{(4, 13)}","{('?', 0, '?')}"
"(13, 6, 6, 0)",1,"{(13, 6)}","{(3, 1, '?')}"
"(13, 7, 7, 0)",1,"{(13, 7)}","{('?', 0, 3)}"
"(13, 9, 10, 0)",1,"{(9, 10, 13)}","{(3, 1, 2)}"
"(13, 9, 12, 0)",1,"{(9, 12, 13)}","{(1, 1, '?')}"
"(13, 9, 8, 0)",1,"{(8, 9, 13)}","{(1, 1, 2)}"
"(13, 9, 9, 0)",1,"{(9, 13)}","{(1, 1, 2)}"
"(14, 14, 8, 0)",1,"{(8, 14)}","{(1, 2, 0)}"
"(14, 8, 12, 0)",1,"{(8, 12, 14)}","{(1, '?', 0)}"
"(14, 8, 14, 0)",1,"{(8, 14)}","{(1, 2, 0)}"
"(14, 8, 7, 0)",1,"{(8, 14, 7)}","{(1, '?', 0)}"
"(15, 1, 1, 0)",1,"{(1, 15)}","{(0, '?', 0)}"
"(15, 1, 3, 0)",1,"{(1, 3, 15)}","{(0, 2, 0)}"
"(15, 11, 11, 0)",2,"{(11, 15)}","{('?', '?', 1)}"
"(15, 11, 13, 0)",1,"{(11, 13, 15)}","{(0, 1, '?')}"
"(15, 11, 15, 0)",1,"{(11, 15)}","{(0, '?', 3)}"
"(15, 11, 6, 0)",1,"{(11, 6, 15)}","{(0, 1, 1)}"
"(15, 11, 7, 0)",1,"{(11, 7, 15)}","{(0, '?', 3)}"
"(15, 12, 12, 0)",1,"{(12, 15)}","{(0, 1, 3)}"
"(15, 12, 15, 0)",1,"{(12, 15)}","{(0, 1, 3)}"
"(15, 13, 11, 0)",1,"{(11, 13, 15)}","{(0, 1, '?')}"
"(15, 13, 13, 0)",2,"{(13, 15)}","{('?', 0, '?')}"
"(15, 13, 15, 0)",1,"{(13, 15)}","{(0, 1, 0)}"
"(15, 13, 4, 0)",1,"{(4, 13, 15)}","{(0, 0, 0)}"
"(15, 13, 7, 0)",1,"{(7, 13, 15)}","{(0, 0, '?')}"
