message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",16,"{(1,)}","{('?', '?', '?')}"
"(1, 1, 35, 0)",1,"{(1, 35)}","{(1, 6, '?')}"
"(1, 19, 1, 0)",7,"{(1, 19)}","{('?', '?', '?')}"
"(1, 19, 19, 0)",5,"{(1, 19)}","{('?', '?', '?')}"
"(10, 10, 20, 0)",3,"{(10, 20)}","{('?', '?', '?')}"
"(10, 10, 23, 0)",8,"{(10, 23)}","{('?', '?', '?')}"
"(10, 10, 37, 0)",6,"{(10, 37)}","{('?', '?', '?')}"
"(10, 20, 20, 0)",2,"{(10, 20)}","{('?', '?', 1)}"
"(10, 20, 23, 0)",1,"{(10, 20, 23)}","{(12, 6, 0)}"
"(10, 35, 15, 0)",3,"{(10, 35, 15)}","{('?', '?', '?')}"
"(10, 35, 30, 0)",2,"{(10, 35, 30)}","{('?', '?', '?')}"
"(10, 35, 35, 0)",4,"{(10, 35)}","{('?', '?', '?')}"
"(10, 35, 37, 0)",5,"{(10, 35, 37)}","{('?', '?', '?')}"
"(10, 35, 45, 0)",6,"{(10, 35, 45)}","{('?', '?', '?')}"
"(10, 4, 4, 0)",4,"{(10, 4)}","{('?', '?', '?')}"
"(10, 4, 41, 0)",1,"{(41, 10, 4)}","{(7, 3, 13)}"
"(10, 4, 5, 0)",11,"{(10, 4, 5)}","{('?', '?', '?')}"
"(10, 45, 5, 0)",4,"{(10, 5, 45)}","{('?', '?', '?')}"
"(10, 46, 23, 0)",12,"{(10, 46, 23)}","{('?', '?', '?')}"
"(10, 46, 46, 0)",2,"{(10, 46)}","{(8, 3, '?')}"
"(12, 12, 19, 0)",2,"{(19, 12)}","{('?', 0, '?')}"
"(12, 12, 24, 0)",3,"{(24, 12)}","{('?', '?', '?')}"
"(12, 12, 28, 0)",2,"{(12, 28)}","{(6, 0, '?')}"
"(12, 12, 30, 0)",5,"{(12, 30)}","{('?', '?', '?')}"
"(12, 12, 41, 0)",3,"{(41, 12)}","{('?', 0, '?')}"
"(12, 12, 42, 0)",2,"{(42, 12)}","{('?', '?', '?')}"
"(12, 12, 6, 0)",6,"{(12, 6)}","{('?', '?', '?')}"
"(12, 18, 18, 0)",13,"{(18, 12)}","{('?', '?', '?')}"
"(12, 18, 21, 0)",5,"{(18, 12, 21)}","{('?', 0, '?')}"
"(12, 18, 24, 0)",1,"{(24, 18, 12)}","{(13, 5, '?')}"
"(12, 18, 25, 0)",4,"{(25, 18, 12)}","{('?', 0, '?')}"
"(12, 18, 29, 0)",1,"{(18, 12, 29)}","{(15, 4, '?')}"
"(12, 18, 48, 0)",1,"{(48, 18, 12)}","{(3, 0, '?')}"
"(12, 18, 51, 0)",1,"{(18, 51, 12)}","{(15, 0, '?')}"
"(12, 22, 22, 0)",12,"{(12, 22)}","{('?', '?', '?')}"
"(12, 22, 24, 0)",5,"{(24, 12, 22)}","{('?', '?', 12)}"
"(12, 22, 4, 0)",3,"{(12, 4, 22)}","{('?', 0, 12)}"
