message,count,symbols,fixed_attribute_values
"(1, 1, 1, 0)",3,"{(1,)}","{(0, '?', '?')}"
"(1, 1, 9, 0)",1,"{(1, 9)}","{(0, '?', 3)}"
"(10, 10, 10, 0)",2,"{(10,)}","{(3, '?', '?')}"
"(10, 9, 9, 0)",1,"{(9, 10)}","{(1, 2, '?')}"
"(12, 10, 12, 0)",1,"{(10, 12)}","{(3, 2, 2)}"
"(12, 12, 10, 0)",1,"{(10, 12)}","{(3, 2, 2)}"
"(12, 12, 12, 0)",13,"{(12,)}","{('?', '?', 2)}"
"(12, 12, 15, 0)",2,"{(12, 15)}","{('?', 0, 2)}"
"(12, 15, 12, 0)",1,"{(12, 15)}","{(3, 0, 2)}"
"(12, 4, 12, 0)",1,"{(12, 4)}","{(3, 1, 2)}"
"(12, 9, 12, 0)",1,"{(9, 12)}","{(2, 2, 2)}"
"(13, 13, 13, 0)",12,"{(13,)}","{('?', '?', '?')}"
"(13, 13, 15, 0)",1,"{(13, 15)}","{(2, 0, 0)}"
"(13, 13, 2, 0)",3,"{(2, 13)}","{('?', '?', 0)}"
"(13, 15, 13, 0)",1,"{(13, 15)}","{(2, 0, 0)}"
"(13, 2, 13, 0)",3,"{(2, 13)}","{('?', '?', '?')}"
"(13, 9, 9, 0)",1,"{(9, 13)}","{('?', 2, '?')}"
"(15, 12, 12, 0)",2,"{(12, 15)}","{('?', 0, 2)}"
"(15, 12, 15, 0)",1,"{(12, 15)}","{(3, 0, 2)}"
"(15, 15, 13, 0)",1,"{(13, 15)}","{('?', 0, 0)}"
"(15, 15, 15, 0)",11,"{(15,)}","{('?', 0, '?')}"
"(15, 15, 2, 0)",2,"{(2, 15)}","{('?', 0, 1)}"
"(15, 2, 15, 0)",3,"{(2, 15)}","{('?', 0, 1)}"
"(15, 2, 2, 0)",1,"{(2, 15)}","{(3, 0, 1)}"
"(2, 15, 15, 0)",1,"{(2, 15)}","{(3, 0, 1)}"
"(2, 15, 2, 0)",1,"{(2, 15)}","{('?', 0, 1)}"
"(2, 2, 15, 0)",1,"{(2, 15)}","{('?', 0, 1)}"
"(2, 2, 2, 0)",10,"{(2,)}","{('?', '?', 1)}"
"(2, 2, 3, 0)",2,"{(2, 3)}","{('?', 3, 1)}"
"(2, 3, 2, 0)",3,"{(2, 3)}","{('?', 3, 1)}"
"(2, 9, 9, 0)",1,"{(9, 2)}","{(0, 2, 1)}"
"(3, 2, 2, 0)",6,"{(2, 3)}","{('?', 3, '?')}"
"(3, 2, 3, 0)",16,"{(2, 3)}","{('?', 3, '?')}"
"(3, 3, 2, 0)",13,"{(2, 3)}","{('?', 3, '?')}"
"(3, 3, 3, 0)",6,"{(3,)}","{('?', 3, '?')}"
"(3, 3, 7, 0)",3,"{(3, 7)}","{('?', 3, 3)}"
"(3, 7, 7, 0)",4,"{(3, 7)}","{('?', 3, 3)}"
"(4, 12, 12, 0)",2,"{(4, 12)}","{('?', 1, 2)}"
"(4, 4, 12, 0)",1,"{(4, 12)}","{(1, 1, 2)}"
"(4, 4, 4, 0)",20,"{(4,)}","{('?', 1, '?')}"
"(7, 3, 7, 0)",1,"{(3, 7)}","{(2, 3, 3)}"
"(7, 7, 7, 0)",15,"{(7,)}","{('?', '?', 3)}"
"(9, 1, 1, 0)",2,"{(9, 1)}","{(0, '?', '?')}"
"(9, 10, 10, 0)",1,"{(9, 10)}","{(3, 2, '?')}"
"(9, 10, 9, 0)",2,"{(9, 10)}","{('?', 2, '?')}"
"(9, 12, 12, 0)",2,"{(9, 12)}","{('?', 2, 2)}"
"(9, 13, 13, 0)",1,"{(9, 13)}","{(2, '?', 0)}"
"(9, 2, 13, 0)",1,"{(9, 2, 13)}","{(2, '?', '?')}"
"(9, 2, 2, 0)",1,"{(9, 2)}","{(2, '?', '?')}"
"(9, 9, 1, 0)",1,"{(9, 1)}","{(0, 2, '?')}"
"(9, 9, 9, 0)",8,"{(9,)}","{('?', 2, '?')}"
