message,concepts
"(1, 1, 1, 0)","[(1, '?', 3), (1, '?', 3)]"
"(1, 1, 3, 0)","[(1, '?', 3)]"
"(1, 1, 4, 0)","[(1, 2, 3), (1, 0, 3), (1, 0, 3), (1, 0, 3), (1, 0, 3)]"
"(1, 1, 8, 0)","[(2, 0, 3), (2, '?', 3), (2, 0, 3), (2, 0, 3), (2, 3, 3), (2, 0, 3), (2, '?', 3), (2, '?', 3)]"
"(1, 2, 2, 0)","[(3, '?', 3), (3, 3, 3), (3, 3, 3), (3, 3, 3), (3, '?', 3), (3, '?', 3), (3, '?', 3), (3, 3, 3)]"
"(1, 2, 14, 0)","[(3, 3, 3)]"
"(1, 3, 3, 0)","[(3, 2, 3), (3, 0, 3), (1, 2, 3), (1, 0, 3), (1, 0, 3), (2, '?', 3), (1, 0, 3), (1, 2, 3), (3, '?', 3), (2, '?', 3), ('?', 2, 3), (2, 3, 3), (3, '?', 3), ('?', 2, 3), (3, '?', 3), (2, '?', 3), (2, '?', 3), (2, 3, 3), (1, '?', 3), (2, 0, 3), (2, '?', 3), (2, 3, 3), (2, 0, 3), (2, '?', 3), (3, '?', 3), (3, 2, 3), (2, 0, 3), (1, 0, 3), (1, '?', 3), (1, '?', 3)]"
"(1, 3, 4, 0)","[(1, 2, 3)]"
"(1, 3, 10, 0)","[(2, 1, 3)]"
"(1, 4, 4, 0)","[('?', 2, 3), ('?', 2, 3), ('?', 2, 3), ('?', 2, 3), (3, 2, 3), ('?', 2, 3)]"
"(1, 4, 9, 0)","[(0, 2, 3), (0, 2, 3), (0, 2, 3), ('?', 2, 3)]"
"(1, 9, 9, 0)","[(0, 2, 3)]"
"(1, 10, 1, 0)","[(2, 1, 3), (2, 1, 3), (2, 1, 3)]"
"(1, 14, 1, 0)","[(2, 3, 3), (1, 3, 3)]"
"(1, 14, 2, 0)","[(1, 3, 3), (1, 3, 3)]"
"(1, 14, 3, 0)","[(1, 3, 3), (1, 3, 3)]"
"(1, 14, 8, 0)","[(2, 3, 3)]"
"(1, 14, 11, 0)","[(2, 3, 3)]"
"(1, 14, 15, 0)","[(2, 3, 3)]"
"(1, 15, 2, 0)","[(3, 0, 3)]"
"(1, 15, 4, 0)","[(3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3)]"
"(2, 1, 2, 0)","[(3, 3, 3)]"
"(2, 2, 2, 0)","[('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), (3, 3, '?'), ('?', 3, '?'), (3, 3, '?'), ('?', 3, '?'), (3, 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?')]"
"(2, 9, 9, 0)","[(0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?')]"
"(2, 10, 2, 0)","[('?', 3, 1), ('?', 3, 1), ('?', 3, 1), (3, 3, 1), (3, 3, 1), (3, 3, 1), ('?', 3, 1), ('?', 3, 1), ('?', 3, 1), (3, 3, 1), ('?', 3, 1), (3, 3, 1)]"
"(2, 14, 2, 0)","[(1, 3, 1)]"
