message,concepts
"(1, 1, 1, 3, 0)","[(3, 1, 5, 0), (3, 0, 5, 0)]"
"(1, 1, 12, 1, 0)","[(3, 4, 5, 5)]"
"(1, 1, 15, 1, 0)","[(3, 1, 5, '?')]"
"(1, 1, 16, 3, 0)","[(3, 0, 6, 0)]"
"(1, 1, 17, 8, 0)","[(6, 0, 6, 7)]"
"(1, 1, 26, 1, 0)","[(3, 1, 5, 2)]"
"(1, 1, 26, 23, 0)","[(3, 1, 6, 2)]"
"(1, 3, 1, 26, 0)","[(3, 1, 5, 2)]"
"(1, 8, 1, 1, 0)","[(3, 1, 5, 6)]"
"(1, 8, 1, 3, 0)","[(3, 2, 5, 0), (3, 2, 5, 0), (3, 0, 5, 0), (3, 0, 5, 0), (3, 0, 5, 0), (3, 2, 5, 0), (3, 1, 5, 0)]"
"(1, 8, 1, 8, 0)","[(3, 2, 5, '?')]"
"(1, 8, 1, 10, 0)","[(3, 1, 5, 6), (3, 1, 5, 6), (3, 0, 5, 6)]"
"(1, 8, 1, 12, 0)","[(3, 2, 5, 5), (3, 1, 5, 5), (3, 1, 5, 5), (3, 2, 5, 5), (3, 2, 5, 5), (3, 2, 5, 5), (3, 1, 5, 5), (3, 1, 5, 5), (3, 2, 5, 5), (3, 2, 5, 5), (3, 1, 5, 5), (3, 1, 5, 5), (3, 1, 5, 5)]"
"(1, 8, 1, 15, 0)","[(3, 2, 5, '?'), (3, 0, 5, '?'), (3, 0, 5, '?'), (3, 2, 5, '?'), (3, 1, 5, '?'), (3, 0, 5, '?'), (3, 2, 5, '?'), (3, 0, 5, '?'), (3, 1, 5, '?'), (3, 0, 5, '?'), (3, 1, 5, '?'), (3, 1, 5, '?'), (3, 2, 5, '?'), (3, 2, 5, '?'), (3, 0, 5, '?'), (3, 0, 5, '?'), (3, 0, 5, '?'), (3, 0, 5, '?'), (3, 1, 5, '?'), (3, 1, 5, '?'), (3, 0, 5, '?')]"
"(1, 8, 1, 17, 0)","[(3, 0, 5, 7), (3, 1, 5, 7), (3, 0, 5, 7), (3, 0, 5, 7), (3, 1, 5, 7), (3, 1, 5, 7), (3, 1, 5, 7), (3, 0, 5, 7)]"
"(1, 8, 1, 19, 0)","[(3, 0, 5, 6), (3, 1, 5, 6), (3, 0, 5, 6), (3, 0, 5, 6), (3, 0, 5, 6), (3, 1, 5, 6), (3, 1, 5, 6), (3, 1, 5, 6), (3, 0, 5, 6)]"
"(1, 8, 1, 22, 0)","[(3, 0, 5, 1)]"
"(1, 8, 1, 24, 0)","[(3, 0, 5, 1)]"
"(1, 8, 1, 26, 0)","[(3, 1, 5, 2)]"
"(1, 8, 8, 8, 0)","[(6, 2, 6, '?'), (6, 2, 6, '?'), (6, 2, 6, '?'), (6, 2, 6, '?')]"
"(1, 8, 8, 15, 0)","[(6, 2, 6, 6), (6, 2, 6, 0)]"
"(1, 8, 11, 8, 0)","[(6, 2, 5, '?'), (6, 2, 5, 0), (6, 2, 5, '?'), (6, 2, 5, '?')]"
"(1, 8, 11, 10, 0)","[(6, 0, 5, 6), (6, 0, 5, 6), (6, 0, 5, 6), (6, 0, 5, 6), (6, 0, 5, 6), (6, 0, 5, 6), (6, 2, 5, 6), (6, 0, 5, 6), (6, 0, 5, 6), (6, 2, 5, 6), (6, 0, 5, 6)]"
"(1, 8, 11, 11, 0)","[(6, 2, 5, '?')]"
"(1, 8, 11, 12, 0)","[(6, 0, 5, 5), (6, 0, 5, 5)]"
"(1, 8, 11, 15, 0)","[(6, 0, 5, '?'), (6, 1, 5, '?'), (6, 0, 5, '?'), (6, 1, 5, '?'), (6, 0, 5, '?'), (6, 1, 5, '?'), (6, 1, 5, '?'), (6, 0, 5, '?'), (6, 1, 5, '?'), (6, 1, 5, '?'), (6, 1, 5, '?')]"
"(1, 8, 11, 16, 0)","[(6, 2, 5, 6)]"
"(1, 8, 11, 17, 0)","[(6, 0, 5, 7), (6, 0, 5, 7)]"
"(1, 8, 11, 22, 0)","[(6, 0, 5, 1), (6, 1, 5, 1), (6, 0, 5, 1), (6, 0, 5, 1), (6, 0, 5, 1), (6, 1, 5, 1), (6, 1, 5, 1), (6, 1, 5, 1), (6, 0, 5, 1), (6, 0, 5, 1), (6, 0, 5, 1), (6, 1, 5, 1)]"
"(1, 8, 11, 25, 0)","[(6, 0, 5, 0), (6, 0, 5, 0), (6, 0, 5, 0), (6, 0, 5, 0), (6, 1, 5, 0), (6, 0, 5, 0), (6, 1, 5, 0)]"
"(1, 8, 14, 11, 0)","[(6, 2, 5, 1), (6, 2, 5, 1)]"
"(1, 8, 15, 10, 0)","[(6, 1, 6, 6), (6, 1, 6, 6), (6, 1, 6, 6), (6, 1, 6, 6), (6, 1, 6, 6), (6, 1, 6, 6), (6, 1, 6, 6), (6, 1, 6, 6)]"
"(1, 8, 15, 15, 0)","[(6, 1, 6, 0), (6, 0, 6, '?'), (6, 0, 6, '?'), (6, 0, 6, '?')]"
"(1, 8, 15, 25, 0)","[(6, 0, 6, 0)]"
"(1, 8, 17, 11, 0)","[(6, 1, 5, 7), (6, 1, 5, 7), (6, 2, 5, 7), (6, 1, 5, 7), (6, 0, 5, 7), (6, 2, 5, 7), (6, 2, 5, 7), (6, 2, 5, 7), (6, 1, 5, 7), (6, 0, 5, 7)]"
"(1, 8, 17, 14, 0)","[(6, 2, 5, 7)]"
"(1, 8, 17, 15, 0)","[(6, 1, 6, 7), (6, 0, 6, 7), (6, 1, 6, 7), (6, 1, 6, 7)]"
"(1, 8, 22, 15, 0)","[(6, 1, 6, 1), (6, 1, 6, 1), (6, 1, 6, 1), (6, 1, 6, 1)]"
"(1, 8, 23, 8, 0)","[(3, 2, 6, '?'), (3, 2, 6, '?'), (3, 2, 6, '?'), (3, 2, 6, '?'), (3, 2, 6, '?')]"
"(1, 8, 23, 12, 0)","[(3, 2, 6, 5)]"
"(1, 8, 23, 17, 0)","[(3, 2, 6, 7)]"
"(1, 8, 23, 19, 0)","[(3, 2, 6, 6), (3, 2, 6, 6), (3, 2, 6, 6), (3, 2, 6, 6)]"
"(1, 8, 23, 23, 0)","[(3, 2, 6, '?'), (3, 2, 6, '?'), (3, 2, 6, '?')]"
"(1, 8, 23, 24, 0)","[(3, 2, 6, 1), (3, 2, 6, 1)]"
"(1, 8, 24, 1, 0)","[(3, 0, 5, 1), (3, 0, 5, 1), (3, 0, 5, 1), (3, 2, 5, 1), (3, 0, 5, 1), (3, 2, 5, 1)]"
"(1, 8, 24, 11, 0)","[(3, 0, 5, 1)]"
"(1, 8, 24, 15, 0)","[(3, 1, 6, 1), (3, 1, 6, 1), (3, 1, 6, 1), (3, 1, 6, 1)]"
"(1, 8, 24, 24, 0)","[(3, 2, 6, 1)]"
"(1, 8, 26, 11, 0)","[(6, 1, 5, 2), (6, 1, 5, 2), (6, 1, 5, 2), (6, 1, 5, 2), (6, 1, 5, 2), (6, 1, 5, 2), (6, 1, 5, 2), (3, 0, 5, 2), (6, 2, 5, 2)]"
"(1, 8, 26, 16, 0)","[(6, 2, 6, 2), (6, 2, 5, 2)]"
"(1, 8, 27, 12, 0)","[(3, 1, 6, 5), (3, 1, 6, 5)]"
"(1, 8, 27, 15, 0)","[(3, 1, 6, '?'), (3, 0, 6, '?'), (3, 1, 6, '?'), (3, 1, 6, '?'), (3, 0, 6, '?'), (3, 0, 6, '?'), (3, 0, 6, '?'), (3, 0, 6, '?'), (3, 1, 6, '?'), (3, 0, 6, '?'), (3, 0, 6, '?'), (3, 1, 6, '?'), (3, 1, 6, '?'), (3, 0, 6, '?')]"
"(1, 8, 27, 17, 0)","[(3, 0, 6, '?'), (3, 1, 6, 7), (3, 1, 6, 7), (3, 0, 6, 7), (3, 1, 6, 7), (3, 1, 6, 7), (3, 2, 6, 7), (3, 0, 6, 7), (3, 2, 6, 7), (3, 0, 6, 7)]"
"(1, 8, 27, 19, 0)","[(3, 1, 6, 6), (3, 1, 6, 6), (3, 1, 6, 6), (3, 1, 6, 6)]"
"(1, 9, 1, 1, 0)","[(3, 6, 5, '?')]"
"(1, 9, 1, 3, 0)","[(3, 7, 5, 0), (3, 6, 5, 0), (3, 7, 5, 0), (3, 6, 5, 0), (3, 7, 5, 0), (3, 7, 5, 0), (3, 6, 5, 0), (3, 6, 5, 0), (3, 6, 5, 0), (3, 7, 5, 0), (3, 7, 5, 0), (3, 7, 5, 0), (3, 7, 5, 0), (3, 6, 5, 0), (3, 6, 5, 0), (3, 6, 5, 0), (3, 7, 5, 0), (3, 6, 5, 0)]"
"(1, 9, 1, 10, 0)","[(3, 6, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6), (3, 7, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6), (3, 7, 5, 6), (3, 7, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6), (3, 7, 5, 6), (3, 6, 5, 6), (3, 6, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6)]"
"(1, 9, 1, 11, 0)","[(3, 7, 5, '?')]"
"(1, 9, 1, 12, 0)","[(3, 7, 5, 5), (3, 7, 5, 5), (3, 7, 5, 5), (3, 7, 5, 5), (3, 7, 5, 5), (3, 7, 5, 5)]"
"(1, 9, 1, 15, 0)","[(3, 6, 5, '?'), (3, 6, 5, '?'), (3, 7, 5, '?'), (3, 7, 5, '?'), (3, 6, 5, '?'), (3, 7, 5, '?'), (3, 6, 5, '?'), (3, 7, 5, '?'), (3, 7, 5, '?'), (3, 6, 5, '?'), (3, 7, 5, '?'), (3, 6, 5, '?')]"
