message,concepts
"(2, 1, 1, 0)","[(4, '?', 5), (4, '?', 4), (4, '?', 6), (4, '?', 4), (4, '?', 5)]"
"(2, 1, 2, 0)","[(4, 7, 3)]"
"(2, 1, 5, 0)","[(4, 7, 5), (4, 7, 5)]"
"(2, 1, 14, 0)","[(4, '?', 4), (4, '?', 5), (4, '?', 5), (4, '?', 4), (4, 2, 5), (4, '?', 5), (4, '?', 5), (4, 2, 5), (4, 2, 5), (4, '?', 5), (4, 1, 4)]"
"(2, 1, 21, 0)","[(4, 4, 5), (4, 3, 5), (4, 3, 5), (4, 4, 5), (4, 4, 4), (4, 4, 4), (4, 4, 4), (4, 3, 5), (4, 3, 5), (4, 3, 5), (4, 3, 5), (4, 0, 5), (4, 4, 5), (4, 3, 4), (4, 3, 5)]"
"(2, 2, 1, 0)","[(4, 7, 3), (4, '?', 3), (4, '?', 3), (4, 1, 3), (4, '?', 3), (4, '?', 3), (4, '?', 3), (4, 7, 3)]"
"(2, 2, 2, 0)","[(2, '?', 3), (2, '?', 3), (2, '?', 5), (2, '?', 3), (4, '?', 3), (4, 7, 3), (2, '?', 3), (2, '?', 3), (2, '?', 5), (2, '?', 3), (4, '?', 3), (2, '?', 5), (2, '?', 5), (2, '?', 5), (2, '?', 3), (2, '?', 5), (2, '?', 3), (2, 4, 3), (4, 7, 3), (2, '?', 3)]"
"(2, 2, 3, 0)","[(2, 4, 4), (2, 4, 3), (2, 4, 3), (2, 4, 3), (2, 4, 3), (2, 3, 3), (2, 4, 3), (2, 3, 3), (2, 3, 3), (2, 4, 3), (2, 3, 3), (2, 4, 4), (2, 3, 3), (2, 3, 3), (2, 4, 4)]"
"(2, 2, 5, 0)","[(4, 7, 3)]"
"(2, 2, 7, 0)","[(2, 2, 4), (4, 2, 3)]"
"(2, 2, 8, 0)","[(2, 1, 3), (2, '?', 4), (2, '?', 4), (2, 4, 3), (2, 1, 3), (2, 7, 3), (2, '?', 4), (2, '?', 4), (2, '?', 4), (2, '?', 4)]"
"(2, 2, 9, 0)","[(1, 2, 3), (1, 5, 4), (1, 5, 4), (1, 5, 5), (1, 5, 5), (1, 5, 4), (1, 5, 4), (1, 5, 5)]"
"(2, 2, 10, 0)","[(2, '?', 4), (2, 7, 3), (2, 1, 3)]"
"(2, 2, 13, 0)","[(1, 1, 3), (1, 1, 3), (1, '?', 3), (1, '?', 3), (1, '?', 3), (1, '?', 3), (1, '?', 3), (1, 1, 3), (1, 1, '?'), (1, 1, 3), (1, 1, 4), (1, '?', 3), (1, 1, 3)]"
"(2, 2, 14, 0)","[(1, 2, 5), (1, 2, 5), (1, 2, 5)]"
"(2, 2, 18, 0)","[(1, 2, 3), (1, 2, 3), (1, 2, 5), (1, 2, 3), (1, 2, 5), (1, 2, 3)]"
"(2, 2, 19, 0)","[(4, 4, 3), (2, 3, 5), (2, 3, 5), (4, 0, 3), (2, 3, 5), (4, 4, 3)]"
"(2, 2, 21, 0)","[(2, 4, 5), (2, 0, 5), (2, 4, 5), (2, 3, 5), (4, 4, 3), (2, 4, 5), (4, 4, 4), (2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 0, 5), (2, 4, 5), (2, 0, 5), (2, 0, 5), (2, 3, 5), (2, 3, 5), (2, 0, 5), (4, 3, 4)]"
"(2, 2, 23, 0)","[(1, '?', 5), (1, '?', 4), (1, '?', 5), (1, '?', 5), (1, '?', 5), (1, '?', 4), (1, '?', 4), (1, '?', 5), (1, '?', 4), (1, '?', 5), (1, '?', 5), (1, '?', 4), (1, '?', 5), (1, '?', 5)]"
"(2, 2, 25, 0)","[(2, 3, 3)]"
"(2, 2, 27, 0)","[(1, 6, 3), (1, 6, 3), (1, 6, 3), (1, 6, 3), (1, 6, 3), (1, 6, 3), (1, 5, 4), (1, 6, 3), (1, 6, 3), (1, 6, 3)]"
"(2, 3, 2, 0)","[(2, 3, 4)]"
"(2, 3, 3, 0)","[(2, 3, '?'), (2, 4, 6), (2, 4, 6), (2, 0, 6), (2, 3, 4), (2, 3, 6), (2, 3, '?'), (2, 4, 4), (2, 0, 6), (2, 3, 6), (2, 4, 6), (2, 4, 4), (2, 4, 6), (2, 3, '?'), (2, 3, '?'), (2, 0, 6), (2, 3, 6), (2, 3, 4), (2, 0, 6), (2, 3, 6), (2, 4, 4)]"
"(2, 3, 13, 0)","[(1, 3, 4), (1, 3, '?'), (1, 3, 6), (1, 3, '?'), (1, 3, '?'), (1, 3, 6)]"
"(2, 3, 25, 0)","[(2, 4, 6), (2, 3, 6), (2, 0, 6), (2, 3, 4), (2, 3, 4), (2, 3, 6), (2, 3, 4), (2, 4, 6), (2, 4, 6), (2, 4, 6), (2, 3, 6), (2, 3, 4), (2, 3, 4), (2, 4, 4), (2, 3, 6), (2, 4, 6), (2, 4, 4), (2, 4, 6), (2, 0, 6)]"
"(2, 5, 1, 0)","[(4, 7, 5), (4, 7, 5), (4, 7, 5)]"
"(2, 5, 2, 0)","[(4, 1, 3), (2, 6, 5), (4, 1, 3), (4, 7, 3), (4, 1, 3), (4, 7, 3), (4, 1, 3)]"
"(2, 5, 5, 0)","[(2, 6, 3), (2, 6, 3), (2, 6, 3), (2, 6, 5), (2, 1, 3), (4, 1, 4), (2, 6, 3), (4, 1, 4), (2, 6, 5), (4, 6, 3), (2, 6, 5), (4, 6, 3), (2, 6, 4), (2, 6, 4), (2, 6, 4), (2, 6, 5), (2, 6, 4), (2, 6, 5), (2, 6, 3), (4, 6, 4), (2, 6, 4), (4, 6, 3), (2, 6, 3), (2, 6, 3), (2, 6, 5), (2, 6, 4), (4, 1, 4), (2, 6, 4), (4, 6, 4), (2, 6, 4), (2, 6, 4)]"
"(2, 5, 7, 0)","[(4, 6, 5), (4, 6, 5), (4, 6, 4), (2, 6, 5), (4, 6, 4), (4, 6, 3), (4, 6, 3), (4, 6, 5), (2, 6, 5), (4, 6, 3), (2, 6, 5), (4, 6, 3), (4, 6, 5), (4, 6, 3), (4, 6, 5), (4, 6, 4), (4, 6, 5), (4, 6, 3), (4, 6, 4)]"
"(2, 5, 8, 0)","[(2, 1, 5), (2, 7, 3), (4, 7, 6)]"
"(2, 5, 9, 0)","[(1, 6, 5), (1, 6, 5), (1, 6, 5), (1, 6, 5), (1, 6, 5), (1, 6, 4), (1, 6, 5), (1, 6, 5), (1, 6, 5)]"
"(2, 5, 10, 0)","[(2, 1, 5), (2, 1, 3), (2, 1, 5), (2, 7, 5), (2, 1, 5), (2, 1, 5), (2, 1, 5), (2, 1, 5), (2, 7, 5), (2, 1, 3), (2, 7, 5), (2, 7, 5), (2, 7, 5), (2, 1, 3), (2, 1, 5), (2, 1, 3), (2, 1, 5)]"
"(2, 5, 11, 0)","[(1, 6, 5)]"
"(2, 5, 13, 0)","[(1, 7, 4), (1, 6, 4), (1, 1, 4), (1, 1, 4), (1, 1, 4)]"
"(2, 5, 14, 0)","[(4, 1, 4), (4, 1, 4), (4, 7, 5), (4, 7, 5), (4, 7, 5), (4, 1, 4), (4, 6, 4)]"
"(2, 5, 15, 0)","[(1, 1, 3), (1, 1, 3), (1, 1, 3), (1, 1, 4), (1, 1, 3), (1, 1, 3), (1, 1, 4), (1, 1, 4)]"
"(2, 5, 17, 0)","[(6, 1, 3)]"
"(2, 5, 23, 0)","[(1, 7, 5), (1, 7, 4), (1, 7, 5), (1, 7, 5), (1, 7, 5), (1, 7, 5), (1, 1, 4), (1, 7, 5), (1, 7, 4), (1, 7, 5)]"
"(2, 5, 27, 0)","[(1, 6, 4), (1, 6, 4), (1, 6, 4), (1, 7, 4), (1, 6, 4), (1, 6, 4)]"
"(2, 7, 1, 0)","[(4, 5, 5), (4, 5, 5), (4, 5, 5)]"
"(2, 7, 2, 0)","[(2, 2, 3), (4, 5, 3), (4, 2, 3), (4, 5, 3), (2, 2, 3), (2, 2, 4), (4, 5, 3), (2, 2, 4), (2, 5, 3), (2, 2, 5), (2, 5, 3), (4, 2, 3), (2, 5, 3), (2, 5, 3), (2, 2, 6), (2, 2, 3), (2, 2, 5), (2, 5, 3), (4, 5, 3), (2, 5, 3), (2, 2, 5), (2, 2, 4), (2, 2, 4), (2, 2, 4), (2, 5, 5), (4, 5, 3), (2, 2, 3), (2, 2, 5), (2, 5, 5), (2, 5, 3), (2, 2, 3), (2, 2, 3), (2, 2, 3), (2, 5, 5)]"
"(2, 7, 5, 0)","[(4, 6, 3)]"
"(2, 7, 7, 0)","[(4, 5, 3), (2, 5, 5), (4, 5, 3), (2, 2, 5), (2, 5, 5), (4, 5, 3), (4, 5, 4), (2, 2, 5), (4, 2, 3), (2, 2, 3), (2, 2, 3), (2, 2, 4), (4, 2, 3), (4, 5, 4), (4, 2, 3), (2, 5, 5), (4, 2, 3), (2, 5, 5), (4, 2, 3), (4, 2, 3), (2, 5, 5), (4, 5, 4)]"
"(2, 7, 9, 0)","[(1, 2, 3), (1, 5, 5), (1, 2, 3)]"
"(2, 7, 14, 0)","[(4, 2, 4), (1, 5, 5), (4, 2, 5), (4, 5, 5), (4, 2, 4), (4, 5, 5), (4, 5, 5), (1, 2, 5), (4, 5, 4), (1, 2, 5), (4, 5, 5), (4, 2, 4), (4, 5, 4), (4, 5, 4), (4, 5, 5), (4, 2, 5), (4, 2, 4), (4, 5, 4), (4, 5, 4), (1, 2, 5), (4, 2, 4), (1, 5, 5), (4, 2, 5)]"
"(2, 8, 2, 0)","[(2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, 6, '?')]"
"(2, 8, 3, 0)","[(2, 3, '?'), (2, 0, 6)]"
"(2, 8, 5, 0)","[(2, 7, 4), (2, 7, 3), (4, 7, 6), (4, 7, 6), (4, 7, 6), (2, 7, 3), (4, 7, 6)]"
"(2, 8, 8, 0)","[(2, 6, '?'), (2, 7, '?'), (2, 6, '?'), (2, '?', '?')]"
"(2, 8, 9, 0)","[(1, 5, '?'), (1, 5, '?'), (1, 5, 4), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (1, 5, '?')]"
"(2, 8, 10, 0)","[(2, 6, '?'), (2, 6, '?'), (2, 7, '?'), (2, 6, '?'), (2, 7, '?'), (2, 7, '?')]"
"(2, 8, 13, 0)","[(1, '?', '?'), (1, '?', '?'), (1, '?', 6), (4, 1, 7), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', 4)]"
"(2, 8, 14, 0)","[(1, 2, 5)]"
"(2, 8, 15, 0)","[(4, 7, 7), (1, 1, 6)]"
"(2, 8, 24, 0)","[(4, 7, 7), (4, 1, 7), (2, '?', '?'), (2, '?', 7), (4, 7, 7), (4, 1, 7), (4, 1, 7), (4, 7, 7), (4, 1, 7), (4, 7, 7), (4, 7, 7), (4, 7, 7), (4, 7, 7), (4, 1, 7)]"
"(2, 8, 25, 0)","[(2, 0, 6)]"
"(2, 8, 27, 0)","[(1, 7, '?'), (1, 7, 4), (1, 7, '?'), (1, 7, '?'), (1, 6, '?'), (1, 7, '?'), (1, 6, '?')]"
"(2, 10, 2, 0)","[(2, 7, 6), (2, 7, 3), (2, 7, '?'), (2, 7, '?'), (2, 7, 6), (2, 7, 3), (2, 7, 3), (2, 7, 4), (2, 7, '?'), (2, 1, 6), (2, 7, '?'), (2, 7, 6), (2, 7, 5), (2, 1, 6)]"
"(2, 10, 5, 0)","[(4, 7, 6), (2, 7, 5), (4, 7, 6), (2, 6, 6), (2, 6, 6), (2, 6, 6), (2, 6, 6), (2, 7, 6), (2, 7, 6)]"
"(2, 10, 8, 0)","[(2, 7, 4), (2, 7, '?')]"
"(2, 10, 10, 0)","[(2, 7, 4), (2, 6, 6), (2, 1, 6), (2, 1, 6), (2, 1, 6), (2, 1, 6), (2, 1, 6), (2, 7, 4), (2, 7, 4), (2, 6, 6), (2, 7, 4), (2, 6, 6)]"
"(2, 10, 13, 0)","[(1, 7, '?'), (1, 1, '?'), (1, 7, 4), (1, 1, '?'), (1, 1, 6)]"
"(2, 10, 15, 0)","[(1, 7, '?'), (1, 1, 6), (1, 1, 4), (2, 1, 6), (2, 1, 6), (1, 1, 6), (1, 1, 6)]"
"(2, 10, 24, 0)","[(4, 1, 7)]"
"(2, 10, 27, 0)","[(1, 7, 4), (1, 7, 4)]"
"(2, 14, 1, 0)","[(4, '?', 4)]"
"(2, 14, 14, 0)","[(4, '?', 4)]"
"(2, 15, 13, 0)","[(1, 1, 6), (1, 1, '?'), (1, 1, '?')]"
"(2, 15, 15, 0)","[(1, 1, 6)]"
"(2, 18, 9, 0)","[(1, 5, 6), (1, 5, 4), (1, 5, 4), (1, 5, 6), (1, 6, 6), (1, 5, 6), (1, 5, 6), (1, 5, 6)]"
"(2, 18, 13, 0)","[(1, '?', 6), (1, '?', 6), (1, '?', 6), (1, '?', 6)]"
"(2, 18, 23, 0)","[(1, '?', 4)]"
"(2, 18, 27, 0)","[(1, 5, 6)]"
"(2, 19, 2, 0)","[(4, 4, 3), (4, 0, 3), (2, 0, 5), (2, 0, 5)]"
"(2, 19, 14, 0)","[(4, 3, 4), (4, 4, 4)]"
"(2, 19, 19, 0)","[(4, 0, 3), (4, 3, 3), (4, 0, 3), (4, 3, 3), (2, 0, 5), (4, 3, 3), (4, 0, 3), (4, 3, 3), (4, 4, 3), (4, 3, 3), (4, 3, 3), (4, 3, 3)]"
"(2, 19, 21, 0)","[(4, 3, 4)]"
"(2, 21, 1, 0)","[(4, 0, 5), (4, 0, 5), (4, 0, 5)]"
"(2, 21, 14, 0)","[(4, 4, 5), (4, 3, 4), (4, 0, 4), (4, 0, 4), (4, 0, 5), (4, 0, 4), (4, 0, 4), (4, 4, 5), (4, 0, 5), (4, 3, 4), (4, 3, 4), (4, 0, 4), (4, 0, 5), (4, 4, 5), (4, 0, 5)]"
"(2, 21, 21, 0)","[(4, 4, 4), (4, 4, 4), (4, 4, 4), (4, 3, 4), (4, 0, 4), (4, 0, 4), (4, 3, 4), (4, 0, 4), (4, 0, 4), (4, 4, 4), (4, 0, 4)]"
"(2, 24, 5, 0)","[(2, 1, 7)]"
"(2, 24, 8, 0)","[(4, 1, 7)]"
"(2, 24, 10, 0)","[(2, 1, 7), (4, 1, 7)]"
"(2, 24, 15, 0)","[(1, 1, '?'), (2, 1, 7)]"
"(2, 24, 24, 0)","[(2, '?', 7)]"
"(2, 25, 3, 0)","[(1, 4, 3), (1, 4, 3)]"
"(2, 25, 13, 0)","[(1, 0, '?'), (1, 3, 3), (1, 4, '?'), (1, 0, '?'), (1, 3, '?'), (1, 3, '?'), (1, 0, '?'), (1, 0, '?'), (1, 3, '?'), (1, 3, 3), (1, 3, 6), (1, 3, '?'), (1, 3, '?'), (1, 0, '?'), (1, 0, '?'), (1, 4, '?'), (1, 0, '?'), (1, 0, '?')]"
"(2, 25, 14, 0)","[(1, 0, 5), (1, 0, 5), (1, 0, 5), (1, 0, 5), (1, 0, 5), (1, 0, 5), (1, 0, 5)]"
"(2, 25, 16, 0)","[(1, 0, 6), (1, 4, 6), (1, 0, 6), (1, 4, '?'), (1, 4, '?'), (1, 4, 4), (1, 4, 6), (1, 4, 4), (1, 4, 4), (1, 4, 5), (1, 4, '?'), (1, 4, '?'), (1, 4, 4), (1, 4, 6), (1, 4, 4), (1, 4, 4), (1, 4, 6), (1, 0, 6)]"
"(2, 25, 19, 0)","[(1, 0, 3), (1, 0, 3), (1, 0, 3)]"
