message,concepts
"(2, 2, 2, 5, 0)","[(1, 3, 3, 0), (3, 3, 3, 0), (3, 3, 3, 0), (0, 3, 3, 0), ('?', 3, 3, 0), (1, 3, 3, 0), (1, 3, 3, 0), (1, 3, 3, 0), (1, 3, 3, 0), ('?', 3, 3, 0), (1, 3, 3, 0), ('?', 3, 3, 0), ('?', 3, 3, 0), ('?', 3, 3, 0), (1, 3, 3, 0), ('?', 3, 3, 0)]"
"(2, 2, 2, 6, 0)","[(1, 3, 3, 0)]"
"(2, 2, 2, 8, 0)","[('?', 3, 0, 0), ('?', 3, 0, 0), ('?', 3, 0, 0), ('?', 3, 0, 0), ('?', 3, 0, 0), ('?', 3, 0, 0), ('?', 3, 0, 0)]"
"(2, 2, 2, 9, 0)","[(0, 3, 3, 0), (0, 3, 3, 0), (0, 3, 3, 0), (0, 3, 3, 0), (0, 3, 3, 0), (0, 3, 3, 0)]"
"(2, 2, 2, 10, 0)","[(3, 3, 2, 0)]"
"(2, 2, 2, 11, 0)","[(1, 3, '?', 0), (1, 3, '?', 0), (1, 3, '?', 0), (1, 3, '?', 0), (1, 3, '?', 0), (1, 3, '?', 0)]"
"(2, 2, 2, 12, 0)","[(3, 3, 2, 0), (3, 3, 2, 0), (3, 3, 2, 0)]"
"(2, 2, 2, 13, 0)","[(3, 3, '?', 0), (3, 3, '?', 0), (3, 3, '?', 0), (3, 3, '?', 0), (3, 3, '?', 0), (3, 3, '?', 0), (3, 3, '?', 0), (3, 3, '?', 0)]"
"(2, 2, 2, 14, 0)","[(1, 3, 0, 0), (1, 3, 0, 0), (1, 3, 0, 0), (1, 3, 0, 0), (1, 3, 0, 0), (1, 3, 0, 0), (1, 3, 0, 0)]"
"(2, 2, 3, 3, 0)","[(2, 3, '?', 2)]"
"(2, 2, 3, 8, 0)","[(2, 3, 0, 2)]"
"(2, 2, 4, 3, 0)","[(0, 3, '?', 2), (0, 3, '?', 2), (0, 3, '?', 2), (0, 3, '?', 2), (0, 3, '?', 2), (0, 3, '?', 2), (0, 3, '?', 2), (0, 3, '?', 2)]"
"(2, 2, 4, 4, 0)","[('?', 3, '?', 2), ('?', 3, '?', 2), ('?', 3, '?', 2), ('?', 3, '?', 2), ('?', 3, '?', 2)]"
"(2, 2, 4, 5, 0)","[('?', 3, 3, 2), ('?', 3, 3, 2), ('?', 3, 3, 2), ('?', 3, 3, 2)]"
"(2, 2, 4, 8, 0)","[(0, 3, 0, 2), (0, 3, 0, 2), (0, 3, 0, 2), (0, 3, 0, 2), (0, 3, 0, 2), (0, 3, 0, 2)]"
"(2, 2, 4, 9, 0)","[(0, 3, 3, 2), (0, 3, 3, 2), (0, 3, 3, 2), (0, 3, 3, 2), (0, 3, 3, 2), (0, 3, 3, 2)]"
"(2, 2, 4, 11, 0)","[('?', 3, '?', 2)]"
"(2, 2, 5, 2, 0)","[(3, 3, 3, 0), (3, 3, 3, 0), (3, 3, 3, 0), (3, 3, 3, 0), (3, 3, 3, 0)]"
"(2, 2, 5, 7, 0)","[(0, 3, 1, 0), (0, 3, 1, 0)]"
"(2, 2, 5, 11, 0)","[(3, 3, 3, 0), (3, 3, 3, 2), (3, 3, 3, 2), (3, 3, 3, 2), (3, 3, 3, 2), (3, 3, 3, 2), (3, 3, 3, 2), (3, 3, 3, 2)]"
"(2, 2, 8, 3, 0)","[(2, 3, 2, 0), (2, 3, 2, 0), (2, 3, 2, 0)]"
"(2, 2, 8, 8, 0)","[(2, 3, 0, 0), (2, 3, 0, 0), (2, 3, 0, 0), (2, 3, 0, 0), (2, 3, 0, 0), (2, 3, 0, 0), (2, 3, 0, 0), (2, 3, 0, 0)]"
"(2, 2, 8, 9, 0)","[(2, 3, 3, 0), (2, 3, 3, 0), (2, 3, 3, 0), (2, 3, 3, 0), (2, 3, 3, 0), (2, 3, 3, 0)]"
"(2, 2, 10, 3, 0)","[(0, 3, 2, 2), (0, 3, 2, 2), (0, 3, 2, 2), (0, 3, 2, 2), (0, 3, 2, 2)]"
"(2, 2, 11, 2, 0)","[(3, 3, 0, 2), (3, 3, 0, 2), (3, 3, 0, 2), (3, 3, 0, 2), (3, 3, 0, 2), (3, 3, 0, 2), (3, 3, 0, 2), (3, 3, 0, 2)]"
"(2, 2, 11, 4, 0)","[('?', 3, '?', 2), ('?', 3, '?', 2), ('?', 3, '?', 2), ('?', 3, '?', 2)]"
"(2, 2, 11, 5, 0)","[('?', 3, 3, 2), ('?', 3, 3, 2), (3, 3, 3, 2), ('?', 3, 3, 2), (3, 3, 3, 2)]"
"(2, 2, 11, 8, 0)","[('?', 3, 0, 2), ('?', 3, 0, 2), ('?', 3, 0, 2), ('?', 3, 0, 2), ('?', 3, 0, 2), ('?', 3, 0, 2), ('?', 3, 0, 2), ('?', 3, 0, 2)]"
"(2, 2, 11, 13, 0)","[(3, 3, '?', 2), (3, 3, '?', 2), (3, 3, '?', 2), (3, 3, '?', 2), (3, 3, '?', 2), (3, 3, '?', 2), (3, 3, '?', 2)]"
"(2, 2, 11, 14, 0)","[(1, 3, 0, 2), (1, 3, 0, 2), (1, 3, 0, 2), (1, 3, 0, 2), (1, 3, 0, 2), (1, 3, 0, 2), (1, 3, 0, 2), (1, 3, 0, 2)]"
"(2, 2, 12, 3, 0)","[(0, 3, 2, 2), (0, 3, 2, 0), (0, 3, 2, 0), (0, 3, 2, 0)]"
"(2, 2, 12, 8, 0)","[(0, 3, 2, 0), (0, 3, 2, 0), (0, 3, 2, 0), (0, 3, 2, 0)]"
"(2, 2, 12, 12, 0)","[('?', 3, 2, 0), (3, 3, 2, 0), ('?', 3, 2, 0), ('?', 3, 2, 0), (3, 3, 2, 0), ('?', 3, 2, 0), ('?', 3, 2, 0), ('?', 3, 2, 0), ('?', 3, 2, 0), ('?', 3, 2, 0), ('?', 3, 2, 0)]"
"(2, 2, 13, 5, 0)","[('?', 2, 3, 0)]"
"(2, 2, 13, 8, 0)","[('?', 2, 0, 0)]"
"(2, 2, 13, 11, 0)","[(3, 3, '?', 2), (3, 3, '?', 2)]"
"(2, 2, 14, 10, 0)","[(3, 3, 2, 0)]"
"(2, 2, 14, 12, 0)","[(3, 3, 2, 0), (3, 3, 2, 0)]"
"(2, 2, 14, 14, 0)","[(1, 3, 2, 0), (1, 3, 2, 0), (1, 3, 2, 0), (1, 3, 2, 0), (1, 3, 2, 0), (1, 3, 2, 0), (1, 3, 2, 0), (1, 3, 2, 0)]"
"(2, 3, 3, 8, 0)","[(2, 2, 0, '?'), (2, 2, 0, '?'), (2, 2, 0, '?')]"
"(2, 5, 1, 1, 0)","[(1, 2, 1, 0), (1, 2, 1, 0), (1, 2, 1, 0), (1, 2, 1, 0), (1, 2, 1, 0), (1, 2, 1, 0), (1, 2, 1, 0), (1, 2, 1, 0)]"
"(2, 5, 2, 4, 0)","[(3, 3, 1, 0)]"
"(2, 5, 2, 5, 0)","[(3, 3, 1, 0), (3, 3, 1, 0), (3, 3, 1, 0), (3, 3, 1, 0), (3, 3, 1, 0), (3, 3, 1, 0), (3, 3, 1, 0)]"
"(2, 5, 2, 11, 0)","[(1, 3, 1, 2), (1, 3, 1, 2), (1, 3, 1, 2), (1, 3, 1, 2), (1, 3, 1, 2), (1, 3, 1, 2), (1, 3, 1, 2)]"
"(2, 5, 4, 3, 0)","[(0, 2, 1, '?'), (0, 2, 1, '?'), (0, 2, 1, '?')]"
"(2, 5, 4, 4, 0)","[(3, 3, 1, '?')]"
"(2, 5, 4, 5, 0)","[('?', 2, 1, 2), ('?', 2, 1, 2)]"
"(2, 5, 4, 9, 0)","[(0, 2, 1, '?')]"
"(2, 5, 4, 11, 0)","[(3, 3, 1, '?'), (3, 2, 1, '?'), (3, 2, 1, '?'), (3, 2, 1, '?'), (3, 2, 1, '?'), (3, 2, 1, '?'), (3, 2, 1, '?')]"
"(2, 5, 4, 13, 0)","[(1, 2, 1, '?'), (1, 2, 1, '?'), (1, 2, 1, '?'), (1, 2, 1, '?')]"
"(2, 5, 5, 1, 0)","[(3, 2, 1, 0), (3, 2, 1, 0), (3, 2, 1, 0), (3, 2, 1, 0)]"
"(2, 5, 5, 4, 0)","[('?', 2, 1, 2), ('?', 2, 1, 2), ('?', 2, 1, 2), ('?', 2, 1, 2), ('?', 2, 1, 2), ('?', 2, 1, 2), (3, 2, 1, 2)]"
"(2, 5, 5, 5, 0)","[('?', 2, 1, 0), ('?', 2, 1, 0), ('?', 2, 1, 0), ('?', 2, 1, 0), ('?', 2, 1, 0), ('?', 2, 1, 0)]"
"(2, 5, 5, 7, 0)","[('?', 2, 1, 0)]"
"(2, 5, 5, 9, 0)","[(0, 2, 1, 0), (0, 2, 1, 0), (0, 2, 1, 0), (0, 2, 1, 0), (0, 2, 1, 0), (0, 2, 1, 0), (0, 2, 1, 0), (0, 2, 1, 0)]"
"(2, 5, 5, 11, 0)","[(3, 2, 1, 2), (3, 2, 1, 2), (3, 2, 1, 2)]"
"(2, 5, 5, 13, 0)","[(3, 2, 1, 0), (3, 2, 1, 2)]"
"(2, 5, 6, 11, 0)","[(3, 2, 1, 1), (3, 2, 1, 1), (3, 2, 1, 1), (3, 2, 1, 1), (3, 2, 1, 1), (3, 2, 1, 1), (3, 2, 1, 1), (3, 2, 1, 1)]"
"(2, 5, 6, 13, 0)","[(1, 2, 1, 1), (1, 2, 1, 1), (1, 2, 1, 1), (1, 2, 1, 1), (1, 2, 1, 1), (1, 2, 1, 1), (1, 2, 1, 1), (1, 2, 1, 1)]"
"(2, 5, 7, 4, 0)","[('?', 3, 1, 0), ('?', 3, 1, 2), (3, 3, 1, 0), ('?', 3, 1, 2)]"
"(2, 5, 7, 5, 0)","[('?', 3, 1, 0), ('?', 3, 1, 0), ('?', 3, 1, 0), ('?', 3, 1, 0), ('?', 3, 1, 0), ('?', 3, 1, 0)]"
"(2, 5, 7, 6, 0)","[(1, 3, 1, 1), (1, 3, 1, 1), (1, 3, 1, 1)]"
"(2, 5, 9, 3, 0)","[(0, 2, 1, 2), (0, 2, 1, 2)]"
"(2, 5, 9, 4, 0)","[(0, 2, 1, 2), (0, 2, 1, 2), (0, 2, 1, 2), (0, 2, 1, 2), (0, 2, 1, 2)]"
"(2, 5, 11, 4, 0)","[(3, 3, 1, '?'), (3, 3, 1, '?'), (3, 3, 1, '?'), (3, 3, 1, '?'), (3, 3, 1, '?'), (3, 3, 1, '?')]"
"(2, 5, 11, 6, 0)","[(1, 3, 1, 1), (1, 3, 1, 1), (1, 3, 1, 1), (1, 3, 1, 1), (1, 3, 1, 1), (1, 3, 1, 1)]"
"(2, 5, 11, 11, 0)","[(1, 3, 1, '?'), (1, 3, 1, '?'), (1, 3, 1, '?'), (1, 3, 1, '?')]"
"(2, 5, 11, 13, 0)","[(1, 3, 1, '?'), (1, 3, 1, '?')]"
"(2, 5, 13, 11, 0)","[(1, 2, 1, '?'), (1, 2, 1, '?'), (1, 2, 1, '?')]"
"(2, 6, 3, 8, 0)","[(0, 2, 0, 1), (0, 2, 0, 1), (0, 2, 0, 1), (0, 2, 0, 1), (0, 2, 0, 1), (0, 2, 0, 1)]"
"(2, 6, 4, 5, 0)","[('?', 2, 3, 1), ('?', 2, 3, 1)]"
"(2, 6, 4, 8, 0)","[(0, 3, 0, 1), (0, 2, 0, 1)]"
"(2, 6, 5, 5, 0)","[(3, 2, 3, 1), (3, 2, 3, 1), (3, 2, 3, 1), (3, 2, 3, 1)]"
"(2, 6, 5, 6, 0)","[(3, 2, 3, 1), (3, 2, 3, 1), (3, 2, 3, 1)]"
"(2, 6, 5, 13, 0)","[(3, 2, 3, 1)]"
"(2, 6, 6, 5, 0)","[('?', 2, 3, 1), ('?', 2, 3, 1), ('?', 2, 3, 1), ('?', 2, 3, 1)]"
"(2, 6, 6, 8, 0)","[('?', 2, 0, 1), ('?', 2, 0, 1), ('?', 2, 0, 1), ('?', 2, 0, 1), ('?', 2, 0, 1), ('?', 2, 0, 1), ('?', 2, 0, 1), ('?', 2, 0, 1)]"
"(2, 6, 6, 9, 0)","[(0, 2, 3, 1), (0, 2, 3, 1), (0, 2, 3, 1), (0, 2, 3, 1), (0, 2, 3, 1), (0, 2, 3, 1), (0, 2, 3, 1)]"
"(2, 6, 6, 11, 0)","[(3, 2, '?', 1), (3, 2, '?', 1), (3, 2, '?', 1), (3, 2, '?', 1), (3, 2, '?', 1), (3, 2, '?', 1), (3, 2, '?', 1)]"
"(2, 6, 6, 13, 0)","[(3, 2, '?', 1), (1, 2, '?', 1)]"
"(2, 6, 10, 3, 0)","[(0, 2, 2, 1)]"
"(2, 6, 10, 8, 0)","[(0, 2, 0, 1)]"
