message,concepts
"(1, 1, 3, 0)","[('?', 3, '?'), ('?', 3, '?')]"
"(1, 1, 16, 0)","[(3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?')]"
"(1, 1, 24, 0)","[('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?')]"
"(1, 3, 3, 0)","[('?', 5, '?'), ('?', 5, '?'), ('?', 5, '?'), ('?', 5, '?'), ('?', 5, '?'), ('?', 5, '?'), ('?', 5, '?')]"
"(1, 11, 11, 0)","[('?', 5, 2), ('?', 5, 2), ('?', 5, 2)]"
"(1, 11, 14, 0)","[('?', 5, 5), ('?', 5, 5), ('?', 5, 5), ('?', 5, 5), ('?', 5, 5), ('?', 5, 5)]"
"(1, 11, 15, 0)","[('?', 5, 1), ('?', 5, 1)]"
"(1, 11, 23, 0)","[('?', 3, 1), ('?', 5, 1)]"
"(1, 11, 24, 0)","[('?', 5, 2)]"
"(1, 11, 25, 0)","[('?', 5, 1), ('?', 5, 1), ('?', 5, 1), ('?', 5, 1)]"
"(1, 13, 3, 0)","[(5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?'), (5, 5, '?')]"
"(1, 13, 13, 0)","[(0, 5, '?'), (0, 5, '?'), (0, 5, '?'), (0, 5, '?'), (0, 5, '?'), (0, 5, '?'), (0, 7, '?'), (0, 5, '?')]"
"(1, 13, 14, 0)","[(5, 3, 5)]"
"(1, 13, 16, 0)","[(0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (5, 3, '?'), (5, 3, '?'), (5, 3, '?'), (5, 3, '?'), (5, 3, '?'), (5, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?')]"
"(1, 14, 14, 0)","[('?', 5, 5), ('?', 3, 5), ('?', 3, 5), ('?', 3, 5)]"
"(1, 14, 19, 0)","[('?', 3, 5)]"
"(1, 14, 24, 0)","[('?', 3, 5)]"
"(1, 16, 14, 0)","[(3, 3, 5)]"
"(2, 2, 2, 0)","[(7, 0, 5), (7, 0, 5), (7, 0, 5)]"
"(2, 2, 6, 0)","[(7, 0, 5), (7, 0, 5), (7, 4, 5), (7, 4, 5), (7, 4, 5), (7, 4, 5), (7, 4, 5)]"
"(2, 2, 18, 0)","[(7, 0, 5), (1, 0, 5), (1, 0, 5), (1, 0, 5)]"
"(2, 5, 6, 0)","[(1, 4, 5)]"
