message,concepts
"(1, 1, 1, 0)","[(2, '?', 0), (2, '?', 0), (2, '?', 0), (2, 2, 0), (2, '?', 0), (2, '?', 0)]"
"(1, 3, 1, 0)","[(2, 2, 0)]"
"(1, 4, 1, 0)","[(2, 0, 0), (2, 0, 0), (2, 0, 0)]"
"(1, 4, 4, 0)","[(2, 0, 0), (2, 0, 0), (2, 0, 0), (2, 0, 0), (2, 0, 0)]"
"(1, 13, 1, 0)","[(2, '?', 0), (2, '?', 0), (2, '?', 0), (2, '?', 0)]"
"(1, 13, 4, 0)","[(0, 0, 0)]"
"(2, 2, 2, 0)","[('?', 2, '?'), ('?', 2, '?'), ('?', 2, '?'), ('?', 2, '?'), ('?', 2, '?')]"
"(2, 2, 3, 0)","[('?', 2, '?')]"
"(2, 2, 15, 0)","[('?', 2, 3)]"
"(2, 3, 2, 0)","[('?', 2, 3)]"
"(2, 3, 3, 0)","[('?', 2, 3), ('?', 2, 3), ('?', 2, 3), ('?', 2, 3)]"
"(2, 3, 15, 0)","[('?', 2, 3), ('?', 2, 3), ('?', 2, 3), ('?', 2, 3)]"
"(2, 7, 7, 0)","[(1, 2, 3), (1, 2, 3), (1, 2, 3), (1, 2, 3), (1, 2, 3), (1, 2, 3), (1, 2, 3)]"
"(2, 10, 2, 0)","[(3, 2, '?'), (3, 2, '?')]"
"(2, 10, 3, 0)","[(3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3), (3, 2, 3)]"
"(2, 10, 5, 0)","[(3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2), (3, 2, 2)]"
"(2, 10, 10, 0)","[(3, 2, '?'), (3, 2, '?'), (3, 2, '?'), (3, 2, '?')]"
"(2, 10, 14, 0)","[(3, 2, 0), (3, 2, 0), (3, 2, 0), (3, 2, 0), (3, 2, 0), (3, 2, 0), (3, 2, 0), (3, 2, 0), (3, 2, 0)]"
"(2, 11, 2, 0)","[('?', 2, 1), ('?', 2, 1)]"
"(2, 11, 3, 0)","[(2, 2, 1)]"
"(2, 11, 8, 0)","[(1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1)]"
"(2, 11, 11, 0)","[('?', 2, 1), ('?', 2, 1), ('?', 2, 1), ('?', 2, 1), ('?', 2, 1)]"
"(2, 11, 15, 0)","[(2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 2, 1)]"
"(2, 12, 7, 0)","[(1, 2, 3)]"
"(2, 12, 12, 0)","[(1, 2, '?'), (1, 2, '?'), (1, 2, '?'), (1, 2, '?'), (1, 2, '?'), (1, 2, '?'), (1, 2, '?')]"
"(2, 15, 3, 0)","[(0, 2, 3)]"
"(2, 15, 7, 0)","[(0, 2, 3), (0, 2, 3), (0, 2, 3), (0, 2, 3), (0, 2, 3), (0, 2, 3), (0, 2, 3), (0, 2, 3), (0, 2, 3)]"
"(3, 1, 1, 0)","[(2, 2, 0), (2, 2, 0), (2, 2, 0), (2, 2, 0), (2, 3, 0), (2, 2, 0), (2, 3, 0), (2, 2, 0)]"
"(3, 1, 3, 0)","[(2, 3, 0), (2, 3, 0)]"
"(3, 1, 7, 0)","[(2, 3, 0)]"
"(3, 2, 3, 0)","[(2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2)]"
"(3, 2, 15, 0)","[(2, 2, '?'), (2, 2, '?'), (2, 2, '?'), (2, 2, '?'), (2, 2, '?'), (2, 2, '?'), (2, 2, '?')]"
"(3, 3, 1, 0)","[(2, 3, 0), (2, 3, 0), (2, 3, 0), (2, 3, 0)]"
"(3, 3, 3, 0)","[(2, 3, 3), (2, 3, '?'), (2, 3, 3), (2, 3, '?'), (2, 3, '?'), (2, 3, '?'), (2, '?', '?'), (2, 3, 3), (2, 3, 3), (2, 3, 3), (2, 3, 3), (2, '?', '?'), (2, 3, '?'), (2, 3, '?'), (2, 3, '?'), (2, 3, 3)]"
"(3, 3, 5, 0)","[(2, 3, '?')]"
"(3, 5, 5, 0)","[(2, 3, 2), (2, 3, 2), (2, 3, 2), (2, 3, 2), (2, 3, 2), (2, 3, 2), (2, 3, 2)]"
"(3, 15, 3, 0)","[(2, '?', '?'), (2, '?', '?')]"
"(4, 1, 4, 0)","[(2, 0, 0)]"
"(4, 4, 4, 0)","[(3, 0, 0), (3, 0, 0), (3, 0, 0), (3, 0, 0), (3, 0, 0), (3, 0, 0), (3, 0, 0), (3, 0, 0), (3, 0, 0)]"
"(4, 4, 7, 0)","[(1, 0, 0)]"
"(4, 7, 7, 0)","[(1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0)]"
"(4, 13, 4, 0)","[('?', 0, 0), ('?', 0, 0), ('?', 0, 0), ('?', 0, 0), ('?', 0, 0), ('?', 0, 0), ('?', 0, 0)]"
"(5, 2, 3, 0)","[('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3)]"
"(5, 2, 7, 0)","[(1, 3, 3), (1, 3, 3), (1, 3, 3), (1, 3, 3)]"
"(5, 2, 10, 0)","[(3, 3, 3), (3, 3, 3), (3, 3, 3), (3, 3, 3)]"
"(5, 2, 12, 0)","[(1, 3, 3), (1, 3, 3)]"
"(5, 5, 5, 0)","[('?', 3, 2), ('?', 3, 2), ('?', 3, 2), ('?', 3, 2), ('?', 3, 2), ('?', 3, 2), ('?', 3, 2), ('?', 3, 2), ('?', 3, 2)]"
"(5, 5, 9, 0)","[(1, 3, 2), (1, 3, 2), (1, 3, 2), (1, 3, 2), (1, 3, 2), (1, 3, 2), (1, 3, 2), (1, 3, 2), (1, 3, 2)]"
"(5, 5, 10, 0)","[(3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2)]"
"(5, 5, 12, 0)","[(1, 3, 2)]"
"(5, 9, 9, 0)","[(1, 3, 1)]"
"(5, 9, 12, 0)","[(1, 3, '?'), (1, 3, '?'), (1, 3, '?'), (1, 3, '?'), (1, 3, '?'), (1, 3, '?'), (1, 3, '?')]"
"(5, 10, 9, 0)","[(3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 3, '?')]"
"(5, 10, 14, 0)","[(3, 3, 0), (3, 3, 0), (3, 3, 0), (3, 3, 0), (3, 3, 0), (3, 3, 0), (3, 3, 0), (3, 3, 0), (3, 3, 0)]"
"(5, 14, 8, 0)","[(1, 3, 0), (1, 3, 0), (1, 3, 0), (1, 3, 0), (1, 3, 0), (1, 3, 0), (1, 3, 0), (1, 3, 0)]"
"(6, 6, 6, 0)","[(3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3)]"
"(6, 7, 7, 0)","[(1, 1, 3), (1, 1, '?'), (1, 1, 3), (1, '?', 3)]"
"(6, 9, 7, 0)","[(1, 1, 3)]"
"(6, 11, 15, 0)","[('?', 1, 3)]"
"(6, 12, 7, 0)","[(1, 1, 3), (1, 1, '?'), (1, 1, 3), (1, 1, 3), (1, 1, 3)]"
"(6, 12, 12, 0)","[(1, 1, '?'), (1, 1, '?'), (1, 1, '?'), (1, 1, '?'), (1, 1, '?')]"
"(6, 13, 2, 0)","[('?', 1, 3)]"
"(6, 13, 15, 0)","[('?', 1, 3)]"
"(7, 7, 7, 0)","[(1, 0, 3), (1, 0, 3), (1, 0, 3), (1, 0, 3), (1, 0, 3), (1, 0, 3), (1, 0, 3)]"
"(8, 7, 7, 0)","[(1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?')]"
