message,concepts
"(2, 2, 2, 6, 0)","[(5, '?', '?', '?')]"
"(2, 2, 2, 27, 0)","[(5, 3, '?', '?')]"
"(2, 2, 10, 9, 0)","[(5, 0, 4, 3), (5, 0, '?', 3), (5, 0, '?', 3)]"
"(2, 2, 27, 9, 0)","[(5, 1, 4, 3)]"
"(2, 2, 27, 27, 0)","[(5, 1, 5, 3)]"
"(3, 2, 2, 2, 0)","[(7, '?', 7, 7)]"
"(3, 2, 2, 6, 0)","[(5, '?', 7, 7)]"
"(3, 2, 2, 7, 0)","[(5, 3, 2, 7), (5, 3, 2, 7), (4, 3, 1, 7), (5, 3, 4, 7)]"
"(3, 2, 2, 9, 0)","[(5, 1, '?', 7), (5, 0, 5, 7), (5, 0, 5, 7), (5, 0, 4, 7), (5, 5, '?', 7), (5, 0, 5, 7)]"
"(3, 2, 2, 11, 0)","[(5, '?', 4, 7)]"
"(3, 2, 2, 12, 0)","[(5, 6, '?', 7), (5, 7, 0, 7)]"
"(3, 2, 2, 15, 0)","[(5, 3, 7, 7), (5, 1, 5, 7), (5, '?', 4, 7), (5, '?', 5, 7), (5, '?', 2, 7)]"
"(3, 2, 2, 22, 0)","[(5, 3, 2, 7)]"
"(3, 2, 2, 24, 0)","[(5, 2, '?', 7), (5, 2, 2, 7), (5, 2, '?', 7), (5, 2, '?', 7), (5, 2, 7, 7), (5, 7, '?', 7), (5, 2, 1, 7), (5, 2, 3, 7), (5, 7, 0, 7), (5, 2, 3, 7), (5, 7, '?', 7), (5, 7, 0, 7), (5, 2, 3, 7), (5, 2, 7, 7), (5, 2, 4, 7), (5, 2, '?', 7), (5, 2, 7, 7), (5, 2, 2, 7), (5, 2, 2, 7), (5, 2, 7, 7), (5, 7, '?', 7), (5, 2, '?', 7)]"
"(3, 2, 2, 25, 0)","[(7, '?', 2, 7)]"
"(3, 2, 2, 27, 0)","[(5, 3, 7, 7)]"
"(3, 2, 6, 6, 0)","[(5, '?', 7, 7)]"
"(3, 2, 6, 9, 0)","[(5, 5, '?', 7)]"
"(3, 2, 6, 12, 0)","[(4, '?', 7, 7), (5, 7, 0, 7)]"
"(3, 2, 6, 15, 0)","[(5, 0, 7, 7), (5, 0, 7, 7), (5, 0, 7, 7), (5, 0, 0, 7), (5, '?', 7, 7), (5, 0, 0, 7), (5, 0, 2, 7), (5, 0, 2, 7), (5, 0, 2, 7), (5, '?', 7, 7), (5, '?', 2, 7)]"
"(3, 2, 6, 16, 0)","[(5, 0, 2, 7), (5, 0, 0, 7), (5, 5, 0, 7), (5, 5, 2, 7)]"
"(3, 2, 6, 22, 0)","[(5, 0, 7, 7), (5, 0, 2, 7), (5, 0, 2, 7)]"
"(3, 2, 6, 24, 0)","[(5, 6, '?', 7), (5, 7, 7, 7)]"
"(3, 2, 7, 15, 0)","[(5, 3, 2, 7)]"
"(3, 2, 7, 16, 0)","[(5, 0, 6, 7)]"
"(3, 2, 7, 24, 0)","[(5, 2, 0, 7)]"
"(3, 2, 7, 26, 0)","[(5, 3, 1, 7)]"
"(3, 2, 9, 7, 0)","[(5, 3, 3, 7)]"
"(3, 2, 9, 15, 0)","[(5, 5, '?', 7), (5, 5, '?', 7)]"
"(3, 2, 9, 22, 0)","[(5, 3, 3, 7)]"
"(3, 2, 10, 9, 0)","[(5, 5, '?', 7)]"
"(3, 2, 11, 12, 0)","[(4, 4, 0, 7)]"
"(3, 2, 11, 24, 0)","[(4, 4, 0, 7)]"
"(3, 2, 12, 24, 0)","[(5, 6, 0, 7), (5, 6, '?', 7)]"
"(3, 2, 16, 18, 0)","[(5, 5, '?', 7), (4, 5, '?', 7)]"
"(3, 2, 18, 6, 0)","[(5, 1, 4, 7)]"
"(3, 2, 18, 7, 0)","[(5, 3, 4, 7)]"
"(3, 2, 18, 9, 0)","[(5, 0, 4, 7)]"
"(3, 2, 18, 15, 0)","[(5, 1, 4, 7), (5, 1, 4, 7)]"
"(3, 2, 18, 22, 0)","[(5, 3, 4, 7)]"
"(3, 2, 18, 24, 0)","[(5, 2, 4, 7)]"
"(3, 2, 19, 9, 0)","[(5, 0, 4, 7)]"
"(3, 2, 20, 24, 0)","[(5, 7, '?', 7), (5, 7, '?', 7)]"
"(3, 2, 23, 6, 0)","[(5, '?', 5, 7), (5, 7, 4, 7), (5, 7, 4, 7)]"
"(3, 2, 23, 9, 0)","[(5, 0, 4, 7), (5, 1, 5, 7), (5, 5, '?', 7), (5, 0, 5, 7), (5, 1, '?', 7), (5, 1, 4, 7)]"
"(3, 2, 23, 11, 0)","[(5, 4, 4, 7), (5, 4, 4, 7), (5, 4, 4, 7), (5, 4, 4, 7)]"
"(3, 2, 23, 15, 0)","[(5, 5, 5, 7), (5, 0, 5, 7), (5, '?', 4, 7), (5, 1, 4, 7), (5, 1, 5, 7), (5, '?', 5, 7), (5, '?', 5, 7), (5, '?', 4, 7), (5, '?', 4, 7)]"
"(3, 2, 23, 16, 0)","[(5, 1, 5, 7)]"
"(3, 2, 23, 22, 0)","[(5, 3, 4, 7)]"
"(3, 2, 23, 24, 0)","[(5, 6, 5, 7), (5, 2, 3, 7), (5, 7, '?', 7), (5, 2, 1, 7), (5, 6, '?', 7), (5, 6, 5, 7), (5, 7, '?', 7), (5, 2, 4, 7), (5, 6, 4, 7), (5, 6, 4, 7), (5, 2, 3, 7), (5, 2, 4, 7), (5, 2, 4, 7), (5, 2, 3, 7), (5, 2, '?', 7), (5, 7, 4, 7), (5, 2, 4, 7), (5, 2, 4, 7), (5, 7, '?', 7)]"
"(3, 2, 23, 26, 0)","[(5, 4, 4, 7)]"
"(3, 2, 23, 27, 0)","[(5, 1, 4, 7), (5, 0, 4, 7), (5, 3, 3, 7), (5, 0, 5, 7), (5, 0, 4, 7), (5, 3, 4, 7), (5, 3, 4, 7)]"
"(3, 2, 24, 24, 0)","[(5, 7, 0, 7), (5, 7, 0, 7), (5, 6, '?', 7), (5, 6, 2, 7), (5, 6, '?', 7), (5, 7, 0, 7), (5, 7, 2, 7), (5, 7, '?', 7)]"
"(3, 2, 24, 26, 0)","[(5, 6, 5, 7), (5, 6, 4, 7), (5, 6, 4, 7), (5, 6, 4, 7), (5, 6, 5, 7)]"
"(3, 2, 25, 15, 0)","[(5, 0, 6, 7)]"
"(3, 2, 25, 16, 0)","[(5, 0, 0, 7)]"
"(3, 2, 25, 22, 0)","[(5, 3, 7, 2)]"
"(3, 2, 25, 24, 0)","[(5, 2, 2, 7), (5, 2, 7, 7), (5, 2, 2, 7), (5, 2, 2, 7), (5, 2, 0, 7), (5, 2, 0, 7)]"
"(3, 2, 26, 6, 0)","[(5, '?', 4, 7), (5, '?', 5, 7)]"
"(3, 2, 26, 9, 0)","[(5, 1, 4, 7)]"
"(3, 2, 26, 16, 0)","[(5, 5, 5, 7), (5, 5, 5, 7), (4, 5, 4, 7), (5, 1, 5, 7), (5, 5, 5, 7), (5, 1, 5, 7), (5, 1, 5, 7)]"
"(3, 2, 26, 22, 0)","[(5, 5, 5, 7)]"
"(3, 2, 26, 24, 0)","[(5, 2, 5, 7), (5, 2, 5, 7), (5, 2, 5, 7), (5, 2, 5, 7), (5, 2, 5, 7), (5, 2, 5, 7)]"
"(3, 6, 1, 1, 0)","[(3, 0, 0, 7), (3, 0, 0, 7), (3, 0, 2, 7), (3, 1, 2, 7), (3, 5, 2, 7), (3, 1, 0, 7), (3, 1, 2, 7), (3, 0, 2, 7), (3, 5, 0, 7), (3, 5, 0, 7), (3, 0, 2, 7), (3, 1, 0, 7), (3, 5, 0, 7), (3, 0, 7, 7), (3, 5, 2, 7), (3, 0, 7, 7), (3, 1, 2, 7), (3, 5, 0, 7), (3, 1, 2, 7), (3, 5, 0, 7), (3, 0, 0, 7), (3, 1, 0, 7), (3, 0, 0, 7), (3, 0, 7, 7)]"
"(3, 6, 1, 16, 0)","[(3, 1, 0, 7), (3, 5, 2, 7), (3, 1, 2, 7)]"
"(3, 6, 2, 2, 0)","[(6, '?', 0, 7), (7, '?', 0, 7)]"
"(3, 6, 2, 6, 0)","[(5, '?', 7, 7), (5, 6, '?', 7)]"
"(3, 6, 2, 11, 0)","[(5, 4, 7, 7), (4, 4, 0, 7), (4, 4, 0, 7)]"
"(3, 6, 2, 12, 0)","[(4, 7, 0, 7)]"
"(3, 6, 2, 24, 0)","[(4, 7, 7, 7), (4, 7, 0, 7), (5, 6, 0, 7), (4, 7, 7, 7), (4, 7, 0, 7), (4, 7, 0, 7)]"
"(3, 6, 2, 25, 0)","[(7, '?', 0, 7), (7, 1, 2, 7), (7, '?', 0, 7), (6, '?', 0, 7), (7, '?', 2, 7), (7, 4, 7, 7), (7, 4, 7, 7), (7, '?', 7, 7), (6, '?', 7, 7), (7, '?', 7, 7), (6, '?', 7, 7)]"
"(3, 6, 6, 1, 0)","[(3, 5, 0, 7)]"
"(3, 6, 6, 2, 0)","[(6, '?', 0, 7)]"
"(3, 6, 6, 6, 0)","[(0, '?', 2, 7), (0, '?', 2, 7), (0, '?', 2, 7), (0, '?', 7, 7), (0, '?', 2, 7), (0, '?', 0, 7), (0, '?', 0, 7), (0, '?', 0, 7), (0, '?', 7, 7)]"
