message,concepts
"(1, 1, 1, 0)","[(2, 7, '?'), (1, 7, '?'), (1, 7, '?'), (2, 7, '?'), (2, 7, '?'), (2, 6, '?'), (2, 2, 6), (1, 6, 6), (1, 7, 1), (2, 6, '?'), (2, 7, '?'), (1, 6, '?'), (2, 7, '?'), (2, 6, 6), (1, 6, '?'), (2, 6, 6), (1, 6, 6), (2, 7, 6), (1, 6, '?'), (1, 6, '?'), (1, 6, '?'), (2, 7, '?'), (2, 6, '?'), (2, 7, '?'), (2, 6, 6), (2, 6, '?'), (1, 7, '?'), (2, 6, '?'), (1, 7, '?'), (1, 6, 6), (1, 7, '?'), (1, 1, 6), (2, 6, '?'), (1, 6, '?'), (2, 1, 6), (2, 7, '?'), (1, 7, '?'), (2, 7, '?'), (1, 7, '?'), (1, 1, 6), (1, 6, 6), (2, 6, '?'), (2, 2, 6)]"
"(1, 1, 3, 0)","[(1, 6, 3), (2, 7, 3), (2, 7, 3), (1, 6, 3), (1, 6, 3), (1, 6, 3), (1, 1, 3), (2, 7, 3), (2, 6, 3), (2, 7, 3), (2, 7, 3), (2, 7, 3), (1, 6, 3), (2, 7, 3), (2, 7, 3)]"
"(1, 1, 6, 0)","[(1, '?', '?'), (1, '?', 6), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (2, '?', '?'), (2, 2, 6), (1, '?', '?'), (1, '?', 6), (1, '?', '?'), (2, '?', '?'), (2, '?', '?'), (1, '?', '?'), (2, '?', '?'), (2, '?', '?'), (1, 1, '?'), (1, '?', 6), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (1, '?', 6), (2, 1, 6)]"
"(1, 1, 7, 0)","[(2, 7, 5), (2, 7, 5)]"
"(1, 1, 8, 0)","[(1, 1, '?'), (1, 2, '?'), (1, 1, '?'), (1, 1, '?'), (1, 1, '?'), (2, 2, 6), (1, 1, '?'), (1, 1, '?'), (1, 1, 6), (1, 2, '?')]"
"(1, 1, 9, 0)","[(1, 6, 3), (1, '?', 3), (1, 1, 3), (1, '?', 3), (1, '?', 3), (1, 1, 3)]"
"(1, 1, 15, 0)","[(2, 2, 6), (2, 2, 6), (2, 1, 6)]"
"(1, 1, 17, 0)","[(2, 7, 5), (2, 7, 5), (1, 7, 5), (2, 6, 5), (1, 7, 5), (1, 6, 5), (1, 6, 5), (2, 7, 5), (2, 6, 5), (1, 7, 5), (2, 7, 5), (1, 6, 5), (1, 7, 5), (2, 6, 5), (2, 7, 5)]"
"(1, 1, 18, 0)","[(2, 1, 6), (2, 6, 6), (1, 1, 6), (1, 1, 6), (1, 6, 6), (2, 2, 6), (1, 6, 6), (2, 7, 6), (2, 1, 6), (1, 6, 6), (2, 1, 6), (2, 7, 6), (1, 1, 6), (2, 7, 6), (2, 1, 6), (1, 1, 6), (2, 1, 6), (2, 7, 6)]"
"(1, 1, 22, 0)","[(1, 7, 4), (2, 7, 4)]"
"(1, 1, 24, 0)","[(1, 7, 1)]"
"(1, 1, 26, 0)","[(2, 6, 5)]"
"(1, 1, 27, 0)","[(2, 6, 1), (2, 7, 1), (2, 7, 1), (2, 7, 1), (2, 7, 1), (1, 7, 1), (2, 6, 1), (1, 7, 1), (2, 6, 1), (2, 7, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (2, 7, 1)]"
"(1, 3, 1, 0)","[(2, 6, 3)]"
"(1, 3, 3, 0)","[(2, 6, 3), (1, 6, 3), (2, 6, 3), (2, 1, 3), (2, 6, 3), (2, 6, 3), (2, 6, 3), (1, 6, 3)]"
"(1, 3, 13, 0)","[(1, 6, 3)]"
"(1, 4, 25, 0)","[(2, 2, 5)]"
"(1, 6, 6, 0)","[(1, 0, 6), (1, 5, '?'), (1, 4, 6), (2, 5, '?'), (1, 5, 6), (2, 5, '?'), (1, 5, '?'), (1, 5, 6), (1, 5, 6), (2, 0, 6), (1, 5, 6), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (1, 5, '?'), (2, 5, '?'), (1, 5, 6), (2, 5, '?'), (2, 5, '?'), (1, 5, '?'), (2, 5, '?'), (2, 5, '?'), (1, 5, '?'), (1, 5, 6)]"
"(1, 6, 7, 0)","[(2, 1, 5), (2, '?', 5), (1, '?', 5), (1, 2, 5), (1, 2, 5), (2, 1, 5), (1, '?', 5), (2, '?', 5), (1, '?', 5), (2, 5, 5), (1, '?', 5), (2, '?', 5), (2, 2, 5), (2, '?', 5), (2, 1, 5), (2, '?', 5), (1, '?', 5), (2, 2, 5), (2, 2, 5), (1, '?', 5), (2, 1, 5), (1, '?', 5), (1, 2, 5), (1, 0, 5), (2, 1, 5), (2, '?', 5), (2, 1, 5), (2, 5, 5), (1, '?', 5), (1, 2, 5), (1, 2, 5), (1, 2, 5), (2, 1, 5), (2, 5, 5), (1, 0, 5), (2, 2, 5), (1, '?', 5), (2, 2, 5)]"
"(1, 6, 8, 0)","[(1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?'), (1, 0, '?')]"
"(1, 6, 22, 0)","[(1, '?', 4)]"
"(1, 6, 24, 0)","[(1, 0, 1), (1, 5, 1), (1, 5, 1)]"
"(1, 6, 26, 0)","[(1, 5, 5)]"
