message,concepts
"(1, 1, 13, 5, 0)","[(1, 7, 0, 7)]"
"(4, 1, 1, 26, 0)","[(1, 0, 6, 7)]"
"(4, 1, 5, 5, 0)","[(1, 7, 3, '?'), (1, 7, 6, '?'), (1, 7, 3, '?')]"
"(4, 1, 6, 8, 0)","[(1, 5, 6, 1)]"
"(4, 1, 6, 14, 0)","[(1, 3, 3, 1), (1, 5, 3, 7)]"
"(4, 1, 6, 27, 0)","[(1, '?', 3, 7)]"
"(4, 1, 12, 8, 0)","[(1, 5, 6, 1), (1, 5, 3, 7), (1, 3, 3, 1)]"
"(4, 1, 12, 9, 0)","[(1, '?', 6, 2), (1, '?', 6, 2)]"
"(4, 1, 12, 12, 0)","[(1, '?', 3, 4)]"
"(4, 1, 12, 27, 0)","[(1, '?', 6, 1), (1, '?', 6, 1), (1, '?', 6, 1), (1, '?', 3, 7)]"
"(4, 1, 13, 5, 0)","[(1, 7, 6, 7), (1, 7, 3, 7), (1, 7, 3, 1), (1, 7, 3, 7), (1, 7, 6, 7), (1, 7, 6, 1), (1, 7, 3, 7), (1, 7, 6, 1), (1, 7, 6, 1), (1, 7, 3, 1)]"
"(4, 1, 13, 13, 0)","[(1, 6, 6, 7)]"
"(4, 1, 13, 19, 0)","[(1, 6, 3, 7), (1, 4, 6, 1), (1, 6, 3, 7), (1, 4, 6, 7), (1, 6, 6, 7)]"
"(4, 1, 14, 4, 0)","[(1, 5, 3, 2), (1, 3, 3, 2), (1, 5, 3, 2), (1, 3, 6, 2), (1, 3, 3, 2), (1, 3, 6, 2), (1, 3, 6, 2)]"
"(4, 1, 14, 8, 0)","[(1, 3, 6, 7), (1, 5, 6, 1), (1, 3, '?', 1), (1, 5, 3, 1), (1, 5, 6, 1), (1, 5, 3, 1), (1, 5, 3, 7), (1, 5, 3, 1), (1, 5, 3, 7), (1, 5, 6, 7), (1, 5, 3, 1), (1, 3, 3, 1)]"
"(4, 1, 14, 14, 0)","[(1, 3, 3, 4), (1, 3, 3, 4), (1, 3, 3, 4), (1, 3, 6, 4), (1, 3, 6, '?'), (1, 3, 6, 4), (1, 3, 3, 4), (1, 3, 6, 4), (1, 3, 6, 4), (1, 5, 3, '?'), (1, 5, 3, '?')]"
"(4, 1, 15, 1, 0)","[(1, 0, 3, 4), (1, 0, 6, 4), (1, 0, 3, 4), (1, 0, 3, 4), (1, 0, 6, 4), (1, 0, 6, 4), (1, 0, 6, 4), (1, 0, 3, 4), (1, 0, 6, 4)]"
"(4, 1, 15, 5, 0)","[(1, 7, 6, 4), (1, 7, 6, 4)]"
"(4, 1, 15, 12, 0)","[(1, '?', 6, 4), (1, '?', 3, 4), (1, '?', 6, 4)]"
"(4, 1, 15, 14, 0)","[(1, 5, 6, 4), (1, 5, 3, 4), (1, 5, 6, 4), (1, 5, 6, 4)]"
"(4, 1, 15, 19, 0)","[(1, 6, 3, 4), (1, 4, 3, 4), (1, 6, 6, 4)]"
"(4, 1, 15, 24, 0)","[(1, 2, 6, 4)]"
"(4, 1, 16, 1, 0)","[(1, 0, 6, 7)]"
"(4, 1, 16, 5, 0)","[(1, 7, 6, 1)]"
"(4, 1, 16, 19, 0)","[(1, 6, 6, 1)]"
"(4, 1, 19, 9, 0)","[(1, 4, 3, '?'), (1, 4, 3, 2), (1, 4, 3, 2)]"
"(4, 1, 19, 13, 0)","[(1, 4, 3, 1), (1, 4, 3, 1), (1, 4, 3, 1), (1, 6, 6, 7), (1, 6, 6, 7), (1, 6, 6, 1), (1, 6, 6, 7), (1, 4, 3, 1), (1, 4, 3, 1), (1, 6, 3, 7), (1, 4, 3, 1)]"
"(4, 1, 19, 15, 0)","[(1, 4, 6, 4)]"
"(4, 1, 19, 19, 0)","[(1, 4, 6, '?'), (1, 4, 6, 4), (1, 6, 6, 4), (1, 6, 6, 4)]"
"(4, 1, 21, 12, 0)","[(1, '?', 6, 4), (1, '?', 3, 4)]"
"(4, 1, 24, 1, 0)","[(1, 0, 6, '?'), (1, 0, 3, '?'), (1, 0, 3, '?'), (1, 0, 3, '?')]"
"(4, 1, 24, 4, 0)","[(1, 0, 3, 2), (1, 0, 3, 2), (1, 0, 3, 2)]"
"(4, 1, 24, 9, 0)","[(1, 2, 3, 2), (1, 2, 6, 2), (1, 2, 6, 2), (1, 2, 3, 2), (1, 2, 6, 2), (1, 2, 3, 2)]"
"(4, 1, 24, 14, 0)","[(1, 3, 3, 6)]"
"(4, 1, 24, 16, 0)","[(1, 2, 6, 7), (1, 2, 6, 7), (1, 2, 3, 1), (1, 2, 3, 1), (1, 2, 6, 7), (1, 2, 6, 7)]"
"(4, 1, 24, 24, 0)","[(1, 2, 6, '?'), (1, 2, 6, '?'), (1, 2, 6, '?'), (1, 2, 6, '?'), (1, 2, 6, '?'), (1, 2, 6, 4)]"
"(4, 1, 24, 26, 0)","[(1, 0, 6, 1), (1, 0, 6, 1), (1, 0, 3, 1), (1, 0, 3, 1), (1, 0, 3, 1), (1, 0, 6, 1)]"
"(4, 2, 5, 5, 0)","[(2, 7, 6, '?'), (2, 7, 6, '?'), (2, 7, 6, '?'), (2, 7, 6, '?')]"
"(4, 2, 5, 9, 0)","[(2, 7, 6, 2), (2, 7, 6, 2)]"
"(4, 2, 6, 5, 0)","[(2, 7, 3, 1)]"
"(4, 2, 8, 8, 0)","[(2, 5, 3, 1), (2, 3, 6, 7), (2, 5, 3, 7)]"
"(4, 2, 9, 4, 0)","[(2, 0, 6, 2)]"
"(4, 2, 12, 8, 0)","[(2, 5, 6, 1)]"
"(4, 2, 12, 9, 0)","[(2, '?', 6, 2), (2, '?', 6, 2)]"
"(4, 2, 12, 14, 0)","[(2, 5, 6, 2)]"
"(4, 2, 12, 27, 0)","[(2, '?', 6, 1)]"
"(4, 2, 13, 5, 0)","[(2, 7, 6, 1), (2, 7, 6, 1), (2, 7, 6, 7), (2, 7, 6, 7), (2, 7, 6, 1), (2, 7, 3, 1), (2, 7, 6, 1), (2, 7, 6, 1), (2, 7, 3, 7), (2, 7, 6, 7), (2, 7, 6, 1), (2, 7, 3, 1), (2, 7, 6, 1), (2, 7, 6, 1), (2, 7, 3, 7)]"
"(4, 2, 13, 19, 0)","[(2, 6, 6, 7), (2, 6, 6, 1), (2, 6, 6, 1), (2, 6, 6, 7), (2, 6, 3, 7), (2, 6, 6, 7), (2, 6, 3, 1), (2, 6, 6, 1), (2, 6, 3, 7), (2, 6, 6, 7), (2, 4, 6, 1), (2, 4, 6, 1), (2, 4, 6, 1), (2, 6, 6, 1)]"
"(4, 2, 14, 4, 0)","[(2, 3, 3, 2), (2, 5, 6, 2), (2, 5, 3, 2), (2, 3, 3, 2), (2, 5, 3, 2), (2, 5, 6, 2), (2, 5, 6, 2)]"
"(4, 2, 14, 14, 0)","[(2, 3, 6, '?'), (2, 3, 6, '?'), (2, 3, 3, '?'), (2, 3, 3, '?')]"
"(4, 2, 15, 1, 0)","[(2, 0, 6, 4), (2, 0, 3, 4), (2, 0, 6, 4), (2, 0, 6, 4)]"
"(4, 2, 15, 5, 0)","[(2, 7, 6, 4)]"
"(4, 2, 15, 14, 0)","[(2, 5, 6, 4), (2, 5, 6, 4), (2, 5, 6, 4)]"
"(4, 2, 15, 19, 0)","[(2, 6, 6, 4), (2, 6, 6, 4), (2, 4, 6, 4), (2, 4, 6, 4)]"
"(4, 2, 15, 24, 0)","[(2, 2, 3, 4)]"
"(4, 2, 16, 1, 0)","[(2, 0, 3, 7), (2, 0, 3, 1), (2, 0, 6, 1), (2, 0, 3, 7), (2, 0, 3, 7), (2, 0, 3, 7), (2, 0, 6, 1)]"
"(4, 2, 16, 8, 0)","[(2, 5, 6, 1), (2, 3, 6, 1)]"
"(4, 2, 16, 14, 0)","[(2, 3, 6, 1), (2, 3, 3, 1), (2, 3, 6, 1), (2, 3, 3, 1), (2, 5, 3, 1)]"
"(4, 2, 16, 16, 0)","[(2, 2, 6, 7), (2, 2, 3, 1)]"
"(4, 2, 16, 24, 0)","[(2, 2, 6, 1), (2, 2, 6, 7), (2, 2, 6, 1), (2, 2, 6, 1), (2, 2, 3, 1), (2, 2, 3, 1), (2, 2, 3, 7), (2, 2, 6, 1), (2, 2, 3, 7)]"
"(4, 2, 16, 26, 0)","[(2, 0, 3, 7), (2, 0, 6, 1), (2, 0, 6, 1)]"
"(4, 2, 19, 9, 0)","[(2, 6, 3, 2), (2, 4, 6, 2), (2, 6, 6, 2), (2, 6, 6, 2), (2, 4, 6, 2), (2, 4, 6, 2), (2, 6, 3, 2), (2, 6, 6, 2), (2, 4, 6, 2), (2, 6, 6, 2)]"
"(4, 2, 24, 4, 0)","[(2, 0, 3, 2)]"
"(4, 2, 24, 9, 0)","[(2, 2, 6, 2), (2, 2, 6, 2), (2, 2, 3, 2), (2, 2, 3, 2), (2, 2, 3, 2), (2, 2, 6, 2)]"
"(4, 2, 24, 24, 0)","[(2, 2, 6, 2)]"
"(4, 2, 27, 12, 0)","[(2, '?', 6, 7)]"
"(4, 2, 27, 14, 0)","[(2, 3, 6, 7)]"
"(4, 3, 5, 5, 0)","[(3, 7, 3, '?')]"
"(4, 3, 5, 9, 0)","[(3, 7, 3, 2), (3, 7, 6, 2), (3, 7, 6, 2), (3, 7, 3, 2)]"
"(4, 3, 6, 12, 0)","[(3, '?', 6, 1), (3, '?', 3, 1), (3, '?', 3, 1), (3, '?', 3, 1), (3, '?', 6, 7), (3, '?', 6, 1)]"
"(4, 3, 6, 14, 0)","[(3, 5, 6, 1)]"
"(4, 3, 8, 8, 0)","[(3, 5, 6, 1), (3, 3, 3, 1), (3, 3, 6, 1), (3, 3, 3, 1), (3, 5, 3, 7), (3, 5, 6, 7), (3, 5, 3, 1), (3, 5, 6, 7), (3, 5, 3, 1), (3, 5, 3, 7), (3, 5, 3, 7), (3, 5, 6, 7), (3, 5, 6, 1), (3, 3, 6, 1), (3, 3, 6, 1), (3, 3, 6, 1), (3, 3, 3, 7)]"
"(4, 3, 12, 9, 0)","[(3, '?', 6, '?'), (3, '?', 3, 2)]"
"(4, 3, 12, 12, 0)","[(3, '?', 3, '?')]"
"(4, 3, 13, 5, 0)","[(3, 7, 3, 1), (3, 7, 3, 1), (3, 7, 3, 1), (3, 7, 6, 1), (3, 7, 6, 7), (3, 7, 3, 7), (3, 7, 3, 1), (3, 7, 3, 1), (3, 7, 3, 7), (3, 7, 3, 7), (3, 7, 3, 7), (3, 7, 6, 7)]"
"(4, 3, 13, 19, 0)","[(3, 6, 6, 1), (3, 4, 6, 1), (3, 6, 6, 1), (3, 4, 6, 7), (3, 4, 6, 7), (3, 6, 6, 7), (3, 6, 3, 1), (3, 6, 6, 7), (3, 4, 6, 7), (3, 4, 6, 7), (3, 4, 3, 1), (3, 4, 3, 1), (3, 6, 3, 1), (3, 4, 3, 7), (3, 6, 3, 1), (3, 4, 6, 7), (3, 6, 3, 1), (3, 4, 6, 1), (3, 6, 6, 1), (3, 4, 3, 1), (3, 4, 3, 1), (3, 6, 6, 7), (3, 4, 6, 1), (3, 6, 3, 1), (3, 6, 3, 1), (3, 4, 3, 7), (3, 6, 6, 1), (3, 6, 3, 1), (3, 4, 3, 7), (3, 4, 3, 7), (3, 4, 6, 1), (3, 4, 3, 1), (3, 4, 6, 1), (3, 4, 6, 7)]"
"(4, 3, 14, 4, 0)","[(3, 5, 3, 2), (3, 3, 6, 2), (3, 5, 3, 2), (3, 5, 3, 2), (3, 5, 3, 2), (3, 3, 6, 2), (3, 3, 6, 2), (3, 5, 6, 2), (3, 5, 3, 2)]"
"(4, 3, 14, 8, 0)","[(3, 5, 6, 7)]"
"(4, 3, 14, 14, 0)","[(3, 5, 6, '?'), (3, 5, 3, '?'), (3, 3, 6, '?')]"
"(4, 3, 15, 1, 0)","[(3, 0, 3, 4), (3, 0, 6, 4), (3, 0, 6, 4), (3, 0, 6, 4)]"
"(4, 3, 15, 5, 0)","[(3, 7, 3, 4), (3, 7, 6, 4), (3, 7, 6, 4), (3, 7, 6, 4), (3, 7, 3, 4)]"
"(4, 3, 15, 12, 0)","[(3, '?', 3, 4), (3, '?', 3, 4)]"
"(4, 3, 15, 14, 0)","[(3, 3, 6, 4), (3, 5, 6, 4), (3, 3, 6, 4), (3, 3, 3, 4), (3, 5, 6, 4)]"
"(4, 3, 15, 19, 0)","[(3, 6, 6, 4)]"
"(4, 3, 15, 24, 0)","[(3, 2, 3, 4)]"
"(4, 3, 16, 1, 0)","[(3, 0, 6, 7), (3, 0, 3, 1), (3, 0, 6, 7), (3, 0, 6, 7), (3, 0, 3, 1), (3, 0, 6, 7), (3, 0, 6, 1), (3, 0, 3, 1), (3, 0, 3, 1), (3, 0, 6, 1)]"
"(4, 3, 16, 5, 0)","[(3, 7, 6, 1)]"
"(4, 3, 16, 8, 0)","[(3, 5, 3, 1), (3, 5, 3, 1)]"
"(4, 3, 16, 14, 0)","[(3, 3, 3, 7), (3, 3, 3, 7), (3, 5, 3, 1), (3, 5, 3, 7), (3, 5, 6, 7), (3, 3, 3, 1), (3, 5, 3, 1)]"
"(4, 3, 16, 19, 0)","[(3, 4, 3, 7)]"
"(4, 3, 16, 24, 0)","[(3, 2, 3, 7), (3, 2, 6, 1), (3, 2, 6, 7), (3, 2, 3, 1), (3, 2, 3, 1), (3, 2, 3, 7), (3, 2, 6, 1), (3, 2, 6, 1), (3, 2, 6, 1), (3, 2, 6, 7), (3, 2, 3, 1), (3, 2, 3, 1), (3, 2, 3, 1), (3, 2, 6, 1), (3, 2, 6, 7)]"
"(4, 3, 19, 9, 0)","[(3, 4, 6, 2), (3, 4, 3, 2), (3, 4, 6, 2), (3, 6, 3, 2), (3, 4, 6, 2), (3, 4, 3, 2), (3, 4, 6, 2), (3, 4, 3, 2), (3, 4, 3, 2), (3, 6, 3, 2)]"
