message,concepts
"(1, 1, 1, 0)","[('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 3, '?')]"
"(1, 1, 2, 0)","[(3, 3, 3), (3, 3, 3), (0, 3, 1), (3, 3, 3), (3, 3, 3), (0, 3, 1), (0, 3, 1), (0, 3, 1), (0, 3, 1), (3, 3, 3), (3, 3, 3)]"
"(1, 1, 10, 0)","[(0, 3, '?'), (0, 3, '?'), (0, 3, '?'), (0, 3, '?')]"
"(1, 1, 11, 0)","[(0, 3, '?'), (0, 3, '?')]"
"(1, 1, 12, 0)","[(2, 3, '?'), (2, 3, '?'), (2, 3, '?'), (2, 3, '?'), (2, 3, '?'), (2, 3, '?'), (2, 3, '?')]"
"(1, 2, 2, 0)","[('?', 3, 1), ('?', 3, 1), ('?', 3, 1), ('?', 3, 1), ('?', 3, 1)]"
"(1, 3, 2, 0)","[('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3), ('?', 3, 3)]"
"(1, 3, 3, 0)","[(1, 3, 3), (1, 3, 3), (1, 3, 3), (1, 3, 3), (1, 3, 3), (1, 3, 3), (1, 3, 3)]"
"(1, 3, 12, 0)","[(0, 3, 3), (0, 3, 3), (0, 3, 3), (0, 3, 3), (0, 3, 3), (0, 3, 3), (0, 3, 3)]"
"(1, 6, 6, 0)","[('?', 3, 0), ('?', 3, 0), ('?', 3, 0), ('?', 3, 0), ('?', 3, 0), ('?', 3, 0), ('?', 3, 0)]"
"(1, 6, 12, 0)","[(2, 3, 0), (2, 3, 0), (2, 3, 0), (2, 3, 0), (2, 3, 0), (2, 3, 0), (2, 3, 0)]"
"(1, 12, 2, 0)","[(2, 3, 1), (2, 3, 1), (2, 3, 1), (2, 3, 1), (2, 3, 1), (2, 3, 1), (2, 3, 1)]"
"(1, 12, 12, 0)","[(2, 3, 2)]"
"(2, 2, 2, 0)","[('?', '?', 1), ('?', '?', 1), ('?', '?', 1), ('?', '?', 1), ('?', '?', 1), ('?', '?', 1), ('?', '?', 1), ('?', '?', 1)]"
"(3, 2, 2, 0)","[('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3)]"
"(3, 2, 3, 0)","[(1, '?', 3)]"
"(3, 3, 2, 0)","[(0, '?', 1), (0, '?', 1), (0, '?', 1), (0, '?', 1), (0, '?', 1), (0, '?', 1)]"
"(3, 3, 3, 0)","[(1, '?', 1), (1, '?', 1), (1, '?', 1), (1, '?', 1), (1, '?', 1)]"
"(3, 3, 8, 0)","[(1, '?', 3)]"
"(3, 3, 10, 0)","[(1, '?', 3)]"
"(3, 3, 12, 0)","[(0, '?', '?'), (0, '?', '?'), (0, '?', '?'), (0, '?', '?'), (0, '?', '?'), (0, '?', '?')]"
"(3, 3, 14, 0)","[(1, '?', 1), (1, '?', 1)]"
"(3, 10, 10, 0)","[(1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?'), (1, '?', '?')]"
"(3, 10, 12, 0)","[(0, '?', '?')]"
"(3, 12, 2, 0)","[(2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?'), (2, '?', '?')]"
"(3, 14, 14, 0)","[(1, '?', 0), (1, '?', 0), (1, '?', 0), (1, '?', 0), (1, '?', 0), (1, '?', 0), (1, '?', 0), (1, '?', 0), (1, '?', 0)]"
"(5, 2, 2, 0)","[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
"(5, 5, 2, 0)","[('?', 1, 1), ('?', 1, 1), ('?', 1, 1), ('?', 1, 1), ('?', 1, 1)]"
"(5, 5, 5, 0)","[(1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1), (1, 1, 1)]"
"(5, 5, 12, 0)","[('?', 1, '?'), ('?', 1, '?'), ('?', 1, '?'), ('?', 1, '?')]"
"(5, 11, 2, 0)","[(1, 1, 3), (1, 1, 3), (1, 1, 3), (1, 1, 3), (1, 1, 3), (1, 1, 3), (1, 1, 3)]"
