message,concepts
"(2, 2, 35, 0)","[(15, 8, 2), (9, 8, 2), (9, 7, 2)]"
"(2, 9, 35, 0)","[(3, 2, 2)]"
"(2, 22, 22, 0)","[(3, 15, 5)]"
"(3, 2, 9, 0)","[('?', '?', 11)]"
"(3, 2, 11, 0)","[('?', 7, 4), (13, 8, 1), (11, 8, 9), (11, 8, 1), (11, 7, 1), (13, 8, 1), (1, 15, 1), (4, 8, 4), (4, 8, 4)]"
"(3, 2, 19, 0)","[(9, 8, 11), (9, 8, 11)]"
"(3, 2, 22, 0)","[('?', '?', 5), ('?', '?', 5), ('?', '?', 14)]"
"(3, 2, 28, 0)","[('?', 8, 14), (10, 8, 5), ('?', 7, 14), ('?', 15, 14), ('?', 15, 14), (11, 7, 5), ('?', 7, 5), ('?', 8, 14), (11, 8, 5), ('?', 7, 5), (13, 8, 14), ('?', 8, 14), ('?', 7, 5), (13, 8, 14), ('?', 8, 14), ('?', 7, 5), ('?', 7, 14), ('?', 7, 5)]"
"(3, 2, 30, 0)","[(11, 8, '?'), ('?', 15, '?')]"
"(3, 2, 35, 0)","[('?', 7, 2), (15, 8, 2), (15, 8, 2)]"
"(3, 2, 48, 0)","[('?', '?', 7)]"
"(3, 2, 51, 0)","[('?', 7, 4)]"
"(3, 3, 9, 0)","[('?', '?', 11), ('?', '?', 11), ('?', '?', 11), ('?', '?', 11), ('?', '?', 11), ('?', '?', 15), ('?', '?', 15)]"
"(3, 3, 11, 0)","[('?', 15, 9)]"
"(3, 3, 19, 0)","[(10, 8, 11), ('?', 7, 0), ('?', 7, 11), ('?', 7, 11), ('?', 15, 11), ('?', 15, 0), ('?', 8, 0), ('?', 8, 0), ('?', 7, 11), ('?', 7, 0), ('?', 15, 11), ('?', 7, 0), ('?', 7, 15), (2, 8, 15), ('?', 7, 11), ('?', 7, 0), ('?', 7, 15), ('?', 7, 15), ('?', 7, 0), ('?', 15, 0)]"
"(3, 3, 22, 0)","[('?', '?', 14), ('?', '?', 5), ('?', '?', 5), ('?', '?', 14), ('?', '?', 5)]"
"(3, 3, 28, 0)","[('?', 8, 5), ('?', 8, 5), ('?', 8, 5), ('?', 7, 5)]"
"(3, 3, 30, 0)","[('?', 15, '?'), ('?', 15, '?'), ('?', 7, '?'), ('?', 15, '?'), ('?', 7, '?'), ('?', 15, '?'), ('?', 7, '?'), ('?', 7, '?'), ('?', 15, '?'), ('?', 7, '?'), ('?', 7, '?'), ('?', 7, '?'), ('?', 15, '?')]"
"(3, 3, 35, 0)","[(7, 15, 2), (8, 8, 2), ('?', 7, 2)]"
"(3, 3, 41, 0)","[('?', '?', 2), ('?', '?', 2)]"
"(3, 3, 48, 0)","[('?', '?', 7), ('?', '?', 7), ('?', '?', 7), ('?', '?', 7)]"
"(3, 6, 23, 0)","[('?', 0, 13)]"
"(3, 9, 9, 0)","[('?', '?', 15), ('?', '?', 15), ('?', '?', 11), ('?', '?', 11), ('?', '?', 15), ('?', '?', 11), ('?', '?', 15)]"
"(3, 9, 14, 0)","[('?', '?', 15), ('?', '?', 15)]"
"(3, 9, 19, 0)","[('?', 7, 0), ('?', 15, 0), ('?', 8, 0), ('?', 15, 0), ('?', 15, 0), ('?', 15, 15), ('?', 15, 15), ('?', 15, 0), ('?', 15, 15), ('?', 15, 15), ('?', 15, 11)]"
"(3, 9, 35, 0)","[('?', 7, 2)]"
"(3, 9, 41, 0)","[('?', '?', 2), ('?', '?', 2), ('?', '?', 2), ('?', '?', 2), ('?', '?', 2)]"
"(3, 10, 5, 0)","[('?', 11, 5)]"
"(3, 10, 20, 0)","[('?', 12, 5), ('?', 12, 5)]"
"(3, 10, 22, 0)","[('?', '?', 14), ('?', '?', 14)]"
"(3, 10, 47, 0)","[('?', 12, 10), ('?', 12, 10), ('?', 12, 10), ('?', 12, 10), ('?', 0, 10)]"
"(3, 11, 11, 0)","[('?', 7, 9), ('?', 8, 9)]"
"(3, 12, 51, 0)","[('?', 11, 7), ('?', 11, 7)]"
"(3, 15, 3, 0)","[('?', '?', 13), ('?', '?', 13), ('?', '?', 13), ('?', '?', 13), ('?', '?', 13), ('?', '?', 13), ('?', '?', 13), ('?', '?', 13)]"
"(3, 15, 30, 0)","[('?', 15, 13), ('?', 7, 13), ('?', 7, 13), ('?', 7, 13), ('?', 8, 13), ('?', 7, 13), (2, 8, 13), ('?', 15, 13), ('?', 8, 13), ('?', 7, 13), ('?', 15, 13), ('?', 7, 13), ('?', 15, 13), ('?', 8, 13), ('?', 15, 13)]"
"(3, 15, 36, 0)","[('?', 8, 13), ('?', 8, 13), ('?', 7, 13), ('?', 8, 13), ('?', 15, 13), ('?', 15, 13)]"
"(3, 15, 45, 0)","[('?', 7, 13)]"
"(3, 19, 19, 0)","[('?', 15, 15), ('?', 7, 15), ('?', 8, 11), ('?', 8, 11), ('?', 15, 11), ('?', 7, 15), ('?', 8, 0), ('?', 15, 15), ('?', 8, 0), ('?', 15, 15), ('?', 8, 11), ('?', 8, 15), ('?', 8, 15), ('?', 8, 15), ('?', 7, 0), ('?', 15, 11), ('?', 15, 11), ('?', 15, 11), ('?', 15, 11), ('?', 8, 11), ('?', 8, 0), ('?', 8, 11), (15, 8, 0), ('?', 7, 0), ('?', 7, 11), ('?', 15, 11), ('?', 7, 11), ('?', 8, 0), ('?', 7, 11), ('?', 8, 11), (12, 8, 11), ('?', 8, 15), ('?', 7, 15), ('?', 15, 15), ('?', 7, 11), ('?', 8, 11), ('?', 7, 11), ('?', 8, 11)]"
"(3, 19, 35, 0)","[('?', 8, 2)]"
"(3, 21, 9, 0)","[('?', 11, 15)]"
"(3, 22, 22, 0)","[('?', '?', 5), ('?', '?', 14), ('?', '?', 5), ('?', '?', 14), ('?', '?', 5)]"
"(3, 22, 49, 0)","[(12, '?', 1)]"
"(3, 28, 28, 0)","[('?', 8, 5), ('?', 8, 14), ('?', 8, 14), (11, 8, 5), (4, 8, 14), ('?', 15, 14), ('?', 7, 14), ('?', 7, 14), (4, 8, 14), ('?', 8, 5), ('?', 8, 14), (11, 7, 5), ('?', 8, 14)]"
"(3, 29, 42, 0)","[('?', 10, 5), ('?', 10, 5), ('?', 10, 5)]"
"(3, 29, 48, 0)","[('?', 10, 10), ('?', 10, 10), ('?', 10, 7), ('?', 10, 7), ('?', 10, 10), ('?', 10, 7), ('?', 10, 7)]"
"(3, 29, 50, 0)","[('?', 10, 7), ('?', 10, 10), ('?', 10, 10), ('?', 10, 7), ('?', 10, 7), ('?', 10, 7), ('?', 10, 7), ('?', 10, 10), ('?', 10, 10)]"
"(3, 30, 11, 0)","[('?', 7, 7), ('?', 15, 10), ('?', 15, 7), (4, 8, 7), ('?', 15, 7), (2, 8, 7), (13, 8, 4), ('?', 8, 10), ('?', 15, 7), ('?', 7, 10), (15, 8, 7), ('?', 15, 7), ('?', 8, 7), ('?', 8, 7), ('?', 7, 7), ('?', 8, 7), ('?', 8, 9), ('?', 8, 10), ('?', 15, 10), ('?', 7, 7), ('?', 15, 10), ('?', 7, 10), ('?', 7, 7), ('?', 15, 7), ('?', 15, 10), ('?', 8, 10), (11, 8, 9), ('?', 15, 10), ('?', 15, 7)]"
"(3, 30, 30, 0)","[('?', 8, '?'), ('?', 8, '?'), ('?', 8, '?')]"
"(3, 30, 34, 0)","[('?', 7, '?'), ('?', 8, 8), ('?', 15, 6)]"
"(3, 30, 44, 0)","[('?', 15, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 8, 0), ('?', 8, '?')]"
"(3, 30, 51, 0)","[('?', 7, 10), ('?', 15, 10), ('?', 8, 7), (10, 8, 10), ('?', 8, 7), (4, 15, 7), ('?', 7, 10), (4, 8, 7), (4, 15, 7), (4, 7, 10), (13, 8, 4), (11, 8, 7), ('?', 8, 7), (15, 15, 7), ('?', 8, 10), ('?', 7, 10), ('?', 8, 10), ('?', 7, 7), ('?', 7, 10), ('?', 7, 7), ('?', 7, 10), (13, 8, 7), (13, 7, 4), (4, 15, 7), (4, 8, 7), ('?', 8, 10), (11, 8, 7), ('?', 15, 10), (4, 8, 10), ('?', 15, 7), (4, 15, 7), ('?', 7, 7), ('?', 7, 4), (3, 8, 10), ('?', 7, 10), ('?', 15, 10), ('?', 15, 7), ('?', 7, 7), ('?', 8, 10), ('?', 7, 10), ('?', 8, 10), (4, 15, 7), ('?', 7, 7), ('?', 7, 10)]"
"(3, 36, 28, 0)","[(2, 8, 5)]"
"(3, 36, 35, 0)","[(8, 8, 2)]"
"(3, 39, 30, 0)","[('?', 15, 6), ('?', 7, '?')]"
"(3, 39, 36, 0)","[('?', 8, 12)]"
"(3, 39, 45, 0)","[('?', 15, 6), ('?', 7, 6), ('?', 15, 6), ('?', 7, 6), ('?', 15, 6), ('?', 15, 6)]"
