message,concepts
"(1, 1, 1, 3, 11, 0)","[('?', '?', 3, 2, 1)]"
"(1, 1, 1, 9, 3, 0)","[(1, '?', 3, 2, '?')]"
"(1, 1, 1, 9, 6, 0)","[(1, '?', 3, 2, 3)]"
"(1, 1, 3, 1, 6, 0)","[('?', '?', 3, 2, 3)]"
"(1, 1, 3, 13, 13, 0)","[('?', '?', 3, 2, 0)]"
"(1, 1, 6, 6, 9, 0)","[(1, 0, 3, 2, 2)]"
"(1, 1, 6, 6, 14, 0)","[(2, '?', 3, 2, 2)]"
"(1, 1, 14, 1, 14, 0)","[(2, '?', 3, 2, '?'), (2, '?', 3, 2, '?')]"
"(1, 1, 14, 14, 10, 0)","[(2, '?', 3, 2, '?')]"
"(1, 3, 1, 8, 13, 0)","[(0, 1, 3, 2, 0)]"
"(1, 6, 1, 3, 11, 0)","[('?', '?', 3, 2, 1)]"
"(1, 6, 1, 6, 3, 0)","[(1, 3, 3, 2, 2)]"
"(1, 6, 1, 8, 7, 0)","[(0, '?', 3, 3, 0)]"
"(1, 6, 1, 8, 13, 0)","[(0, '?', 3, 3, 0)]"
"(1, 9, 1, 7, 11, 0)","[(1, '?', 3, 3, 1)]"
"(1, 9, 1, 9, 3, 0)","[(1, '?', 3, 2, '?')]"
"(1, 12, 1, 3, 11, 0)","[('?', 3, 3, 2, 1), ('?', 3, 3, 2, 1), ('?', 3, 3, 2, 1)]"
"(1, 12, 1, 3, 13, 0)","[('?', 3, 3, 2, 0)]"
"(1, 12, 1, 6, 1, 0)","[('?', 3, 3, 2, 2), ('?', 3, 3, 2, 2)]"
"(1, 12, 1, 6, 3, 0)","[('?', 3, 3, 2, 2), ('?', 3, 3, 2, 2)]"
"(1, 12, 1, 6, 9, 0)","[(1, 3, 3, 2, 2)]"
"(1, 12, 1, 6, 14, 0)","[(2, 3, 3, 2, 2), (2, 3, 3, 2, 2), (2, 3, 3, 2, 2), (2, 3, 3, 2, 2), (2, 3, 3, 2, 2)]"
"(1, 12, 1, 8, 11, 0)","[(0, 3, 3, 2, 1)]"
"(1, 12, 1, 9, 3, 0)","[(1, 3, 3, 2, '?')]"
"(1, 12, 1, 10, 3, 0)","[('?', 3, 3, 2, '?')]"
"(1, 12, 1, 14, 1, 0)","[(2, 3, 3, 2, '?'), (2, 3, 3, 2, '?')]"
"(1, 12, 1, 14, 3, 0)","[(2, 3, 3, 2, '?')]"
"(1, 12, 1, 14, 11, 0)","[(2, 3, 3, 2, 1), (2, 3, 3, 2, 1), (2, 3, 3, 2, 1), (2, 3, 3, 2, 1), (2, 3, 3, 2, 1)]"
"(1, 12, 1, 14, 13, 0)","[(2, 3, 3, 2, 0)]"
"(1, 12, 6, 6, 9, 0)","[(1, 3, 3, 2, 2)]"
"(2, 1, 1, 3, 3, 0)","[('?', 2, 3, 2, '?')]"
"(2, 1, 1, 3, 11, 0)","[('?', 2, 3, 2, 1)]"
"(2, 1, 1, 4, 7, 0)","[(0, 2, 3, 3, 2)]"
"(2, 1, 1, 5, 3, 0)","[('?', 2, 3, 2, 2)]"
"(2, 1, 3, 1, 11, 0)","[('?', 2, 3, 2, 1)]"
"(2, 1, 3, 3, 3, 0)","[('?', 2, 3, 2, '?'), ('?', 2, 3, 2, '?'), ('?', 2, 3, 2, '?')]"
"(2, 1, 3, 3, 13, 0)","[('?', 2, 3, 2, 0)]"
"(2, 1, 3, 7, 7, 0)","[('?', 2, 3, 3, 1)]"
"(2, 1, 3, 9, 3, 0)","[(1, 2, 3, 2, '?')]"
"(2, 1, 3, 9, 13, 0)","[(1, 2, 3, 2, 0)]"
"(2, 1, 3, 14, 1, 0)","[(2, 2, 3, 2, '?')]"
"(2, 1, 3, 14, 13, 0)","[(2, 2, 3, 2, 0)]"
"(2, 1, 6, 6, 3, 0)","[('?', 2, 3, 2, 2), ('?', 2, 3, 2, 2)]"
"(2, 1, 6, 6, 7, 0)","[('?', 2, 3, 3, 2), (1, 2, 3, 3, 2), (1, 2, 3, 3, 2), ('?', 2, 3, 3, 2)]"
"(2, 1, 6, 6, 9, 0)","[(1, 2, 3, 2, 2), (1, 2, 3, 2, 2), (1, 2, 3, 2, 2)]"
"(2, 1, 6, 14, 1, 0)","[(2, 2, 3, 2, 2), (2, 2, 3, 2, 2), (2, 2, 3, 2, 2)]"
"(2, 1, 8, 1, 3, 0)","[(0, 2, 3, 2, '?')]"
"(2, 1, 8, 3, 11, 0)","[(0, 2, 3, 2, 1)]"
"(2, 1, 8, 4, 7, 0)","[(0, 2, 3, 3, 2)]"
"(2, 1, 8, 6, 7, 0)","[(0, 2, 3, 3, 2), (0, 2, 3, 3, 2)]"
"(2, 1, 8, 7, 6, 0)","[(0, 2, 3, 3, 3)]"
"(2, 1, 8, 7, 7, 0)","[(0, 2, 3, 3, '?'), (0, 2, 3, 3, 1)]"
"(2, 1, 8, 7, 8, 0)","[(0, 2, 3, 3, '?')]"
"(2, 1, 8, 7, 11, 0)","[(0, 2, 3, 3, 1), (0, 2, 3, 3, 1)]"
"(2, 1, 8, 7, 13, 0)","[(0, 2, 3, 3, 0), (0, 2, 3, 3, 0), (0, 2, 3, 3, 0)]"
"(2, 1, 8, 8, 3, 0)","[(0, 2, 3, 2, '?')]"
"(2, 1, 9, 3, 3, 0)","[(1, 2, 3, 2, '?')]"
"(2, 1, 14, 1, 3, 0)","[(2, 2, 3, 2, '?')]"
"(2, 1, 14, 1, 6, 0)","[(2, 2, 3, 2, 3)]"
"(2, 1, 14, 1, 11, 0)","[(2, 2, 3, 2, 1), (2, 2, 3, 2, 1), (2, 2, 3, 2, 1), (2, 2, 3, 2, 1)]"
"(2, 1, 14, 1, 13, 0)","[(2, 2, 3, 2, 0), (2, 2, 3, 2, 0), (2, 2, 3, 2, 0), (2, 2, 3, 2, 0)]"
"(2, 1, 14, 1, 14, 0)","[(2, 2, 3, 2, '?'), (2, 2, 3, 2, '?'), (2, 2, 3, 2, '?')]"
"(2, 1, 14, 14, 1, 0)","[(2, 2, 3, 2, '?')]"
"(2, 2, 1, 3, 6, 0)","[('?', 2, 3, 0, 3), ('?', 2, 3, 0, 3)]"
"(2, 2, 1, 4, 4, 0)","[(0, 2, 3, 0, 2), (0, 2, 3, 0, 2)]"
"(2, 2, 1, 6, 3, 0)","[('?', 2, 3, 0, 2), ('?', 2, 3, 0, 2)]"
"(2, 2, 1, 6, 9, 0)","[(1, 2, 3, 0, 2)]"
"(2, 2, 1, 8, 3, 0)","[(0, 2, 3, 0, '?'), (0, 2, 3, 0, 2)]"
"(2, 2, 1, 9, 11, 0)","[(1, 2, 3, 0, 1)]"
"(2, 2, 1, 9, 13, 0)","[(1, 2, 3, 0, 0)]"
"(2, 2, 1, 14, 6, 0)","[(2, 2, 3, 0, 3), (2, 2, 3, 0, 3)]"
