message,concepts
"(1, 1, 1, 26, 0)","[('?', 2, 6, 5), ('?', 2, 6, 3)]"
"(1, 1, 8, 21, 0)","[(4, 2, 6, 0), (4, 2, 6, 0)]"
"(1, 1, 8, 25, 0)","[(4, 2, 1, 0)]"
"(1, 1, 8, 27, 0)","[(2, 2, 7, 0)]"
"(1, 1, 12, 17, 0)","[(4, 2, 7, 3), (2, 2, 7, 5)]"
"(1, 1, 12, 19, 0)","[(4, 2, 6, 5), (4, 2, 6, 5), (4, 2, 6, 5)]"
"(1, 1, 12, 22, 0)","[(2, 2, '?', 5)]"
"(1, 1, 12, 26, 0)","[(2, 0, 6, 5)]"
"(1, 1, 15, 1, 0)","[('?', 2, '?', 5)]"
"(1, 1, 15, 17, 0)","[('?', 0, 7, 3)]"
"(1, 1, 22, 6, 0)","[('?', 2, 1, 5)]"
"(1, 1, 22, 26, 0)","[('?', 2, 6, 5)]"
"(1, 3, 1, 17, 0)","[('?', 2, 7, 2)]"
"(1, 3, 1, 26, 0)","[('?', 2, 6, 2)]"
"(1, 3, 6, 12, 0)","[(4, 2, 3, 2), (2, 2, 3, 2)]"
"(1, 3, 8, 6, 0)","[(2, 2, 1, 2), (4, 2, 1, 2), (4, 2, 1, 2), (4, 2, 1, 2), (2, 2, 1, 2), (2, 2, 1, 2), (2, 2, 1, 2), (4, 2, 1, 2), (2, 2, 1, 2)]"
"(1, 3, 8, 9, 0)","[(4, 2, '?', '?'), (4, 2, '?', '?'), (2, 2, '?', '?'), (4, 2, '?', '?'), (4, 2, '?', '?'), (4, 2, '?', '?'), (2, 2, '?', '?'), (2, 2, '?', '?'), (2, 2, '?', '?'), (2, 2, '?', '?'), (4, 2, '?', '?'), (2, 2, '?', '?'), (2, 2, '?', '?')]"
"(1, 3, 8, 14, 0)","[(4, 2, '?', '?')]"
"(1, 3, 8, 15, 0)","[(4, 2, 7, 2)]"
"(1, 3, 8, 17, 0)","[(4, 2, 7, 2), (4, 2, 7, 2), (4, 2, 7, 2), (4, 2, 7, 2), (4, 2, 7, 2)]"
"(1, 3, 8, 21, 0)","[(4, 2, 6, '?'), (4, 2, 6, '?'), (4, 2, 6, '?')]"
"(1, 3, 8, 25, 0)","[(2, 2, 1, '?'), (4, 2, 1, '?'), (2, 2, 1, '?'), (4, 2, 1, '?'), (4, 2, 1, '?'), (2, 2, 1, '?'), (2, 2, 1, '?'), (4, 2, 1, '?'), (2, 2, 1, '?'), (2, 2, 1, '?'), (4, 2, 1, '?'), (4, 2, 1, '?')]"
"(1, 3, 8, 26, 0)","[(4, 2, 6, 2), (2, 2, 6, 2), (2, 2, 6, 2), (4, 2, 6, 2), (2, 2, 6, 2), (4, 2, 6, 2), (2, 2, 6, 2), (4, 2, 6, 2)]"
"(1, 3, 8, 27, 0)","[(2, 2, 7, '?'), (2, 2, 7, '?'), (2, 2, 7, '?'), (2, 2, 7, '?'), (2, 2, 7, '?'), (2, 2, 7, '?'), (2, 2, 7, '?')]"
"(1, 3, 9, 6, 0)","[('?', 2, 1, 2)]"
"(1, 3, 9, 9, 0)","[('?', 2, '?', '?'), ('?', 2, '?', '?'), ('?', 2, '?', '?'), ('?', 2, '?', '?'), ('?', 2, '?', '?'), ('?', 2, '?', '?')]"
"(1, 3, 9, 14, 0)","[('?', 2, '?', '?'), ('?', 2, '?', '?'), ('?', 2, '?', '?')]"
"(1, 3, 9, 15, 0)","[('?', 2, '?', 2), ('?', 2, '?', 2)]"
"(1, 3, 9, 21, 0)","[('?', 2, 6, '?'), ('?', 2, 6, '?'), ('?', 2, 6, '?')]"
"(1, 3, 9, 25, 0)","[('?', 2, 1, '?'), ('?', 2, 1, '?'), ('?', 2, 1, '?')]"
"(1, 3, 9, 27, 0)","[('?', 2, 7, '?'), ('?', 2, 7, '?'), ('?', 2, 7, '?'), ('?', 2, 7, '?')]"
"(1, 3, 12, 17, 0)","[(2, 2, 7, 2), (2, 2, 7, 2), (2, 2, 7, 2), (2, 2, 7, 2), (2, 2, 7, 2), (2, 2, 7, 2), (4, 2, 7, 2)]"
"(1, 3, 12, 26, 0)","[(4, 2, 6, 2)]"
"(1, 3, 14, 9, 0)","[('?', 2, '?', '?')]"
"(1, 3, 14, 25, 0)","[('?', 2, 1, '?'), ('?', 2, 1, '?'), ('?', 2, 1, '?'), ('?', 2, 1, '?')]"
"(1, 3, 15, 1, 0)","[('?', 2, '?', 2), ('?', 2, '?', 2), ('?', 2, '?', 2), ('?', 2, 7, 2)]"
"(1, 3, 15, 6, 0)","[('?', 2, 1, 2), ('?', 2, 1, 2), ('?', 2, 1, 2), ('?', 2, 1, 2)]"
"(1, 3, 15, 15, 0)","[('?', 2, '?', 2), ('?', 2, '?', 2)]"
"(1, 3, 15, 17, 0)","[('?', 2, 7, 2), ('?', 2, 7, 2), ('?', 2, 7, 2), ('?', 2, 7, 2)]"
"(1, 3, 15, 26, 0)","[('?', 2, 6, 2), ('?', 2, 6, 2), ('?', 2, 6, 2)]"
"(1, 3, 20, 1, 0)","[(2, 2, 7, 2)]"
"(1, 3, 20, 6, 0)","[(4, 2, 1, 2), (4, 2, 1, 2), (4, 2, 1, 2)]"
"(1, 3, 20, 9, 0)","[(4, 2, '?', '?')]"
"(1, 3, 20, 21, 0)","[(4, 2, 6, '?'), (4, 2, 6, '?'), (4, 2, 6, '?'), (4, 2, 6, '?')]"
"(1, 3, 20, 26, 0)","[(2, 2, 6, 2), (4, 2, 6, 2), (4, 2, 6, 2), (4, 2, 6, 2), (4, 2, 6, 2), (2, 2, 6, 2)]"
"(1, 3, 24, 6, 0)","[(7, 2, 1, 2), (7, 2, 1, 2), (1, 2, 1, 2)]"
"(1, 3, 25, 8, 0)","[(2, 2, 3, '?'), (2, 2, 3, '?'), (2, 2, 3, '?')]"
"(1, 3, 25, 11, 0)","[(7, 2, 3, '?'), (7, 2, 3, '?')]"
"(1, 3, 25, 12, 0)","[(4, 2, 3, 2), (4, 2, 3, 2), (4, 2, 3, 2), (2, 2, 3, 2), (4, 2, 3, 2), (2, 2, 3, 2), (4, 2, 3, 2), (2, 2, 3, 2), (2, 2, 3, 2)]"
"(1, 3, 25, 13, 0)","[(1, 2, 3, '?'), (1, 2, 3, '?'), (1, 2, 3, '?'), (1, 2, 3, '?')]"
"(1, 3, 25, 20, 0)","[(2, 2, 3, '?'), (2, 2, 3, '?'), (4, 2, 3, '?'), (4, 2, 3, '?'), (2, 2, 3, '?'), (2, 2, 3, '?'), (4, 2, 3, '?'), (4, 2, 3, '?'), (2, 2, 3, '?')]"
"(1, 6, 2, 22, 0)","[(1, 2, 4, 3), (1, 2, 4, 5), (7, 2, 4, 3), (1, 2, 4, 3), (7, 2, 4, 5), (1, 2, 4, 3), (1, 2, 4, 3), (7, 2, 4, 5), (7, 2, 4, 5), (7, 2, 4, 5), (7, 2, 4, 5), (7, 2, 4, 5), (1, 2, 4, 5), (1, 2, 4, 5), (7, 2, 4, 3)]"
"(1, 6, 3, 8, 0)","[(2, 2, 4, 0), (2, 2, 4, 0), (2, 2, 4, 0), (4, 2, 4, 0), (4, 2, 4, 0), (2, 2, 4, 3), (4, 2, 4, 0), (4, 2, 4, 0), (4, 2, 4, 0), (4, 2, 4, 0)]"
"(1, 6, 3, 9, 0)","[('?', 2, 4, 0), ('?', 2, 4, 0), ('?', 2, 4, 0)]"
"(1, 6, 3, 14, 0)","[('?', 2, 4, 0)]"
"(1, 6, 3, 20, 0)","[(4, 2, 4, 0), (2, 2, 4, 0), (2, 2, 4, 0)]"
"(1, 6, 3, 27, 0)","[(3, 2, 4, 0)]"
"(1, 6, 9, 9, 0)","[('?', 0, 4, 0), ('?', 0, 4, 0), ('?', 0, 4, 0), ('?', 0, 4, 0), ('?', 0, 4, 0), ('?', 0, 4, 0)]"
