message,concepts
"(1, 1, 2, 13, 0)","[(4, 6, 5, 5)]"
"(1, 1, 16, 16, 0)","[(4, 6, 3, 0)]"
"(1, 4, 2, 1, 0)","[(4, 6, 4, 0)]"
"(1, 4, 2, 17, 0)","[(4, 6, 6, 5), (4, 6, 4, 0), (4, 6, 6, 5), (4, 6, 6, 5), (4, 6, 4, 5), (4, 6, 4, 0)]"
"(1, 4, 4, 2, 0)","[(3, 6, 4, 5), (3, 6, 6, 5), (3, 6, 6, 5), (3, 6, 6, 5)]"
"(1, 4, 4, 12, 0)","[('?', 6, 4, 5)]"
"(1, 4, 7, 17, 0)","[(0, 6, 6, 5), (0, 6, 4, 0), (0, 6, 4, 0), (0, 6, 4, 0), (0, 6, 6, 0), (0, 6, 6, 5), (0, 6, 4, 5), (0, 6, 4, 5)]"
"(1, 4, 7, 21, 0)","[(0, 6, 6, 0)]"
"(1, 9, 1, 25, 0)","[('?', 6, 3, 5)]"
"(1, 9, 2, 4, 0)","[(4, 6, 1, 0), (4, 6, 1, 0)]"
"(1, 9, 2, 9, 0)","[(4, 6, 1, 5)]"
"(1, 9, 4, 2, 0)","[(3, 6, 1, 0)]"
"(1, 9, 4, 4, 0)","[(3, 6, 1, 0), ('?', 6, 1, 5)]"
"(1, 9, 4, 9, 0)","[(3, 6, 1, 5), (4, 6, 1, 0)]"
"(1, 9, 6, 11, 0)","[('?', 6, 0, 5)]"
"(1, 9, 9, 4, 0)","[(2, 6, 1, 5)]"
"(1, 9, 10, 6, 0)","[(5, 6, 0, 0)]"
"(1, 9, 10, 11, 0)","[(5, 6, 3, 0)]"
"(1, 9, 11, 10, 0)","[(1, 6, 0, 5)]"
"(1, 9, 11, 25, 0)","[('?', 6, 3, 5)]"
"(1, 9, 13, 2, 0)","[(3, 6, 5, 5)]"
"(1, 9, 13, 9, 0)","[('?', 6, 5, 0), ('?', 6, 5, 5)]"
"(1, 9, 13, 13, 0)","[('?', 6, 5, 0), ('?', 6, 5, 0), (3, 6, 5, 5)]"
"(1, 9, 13, 16, 0)","[(3, 6, 5, 5), (3, 6, 5, 5)]"
"(1, 9, 13, 17, 0)","[(5, 6, 5, 0)]"
"(1, 9, 13, 20, 0)","[(2, 6, 5, 5)]"
"(1, 9, 13, 25, 0)","[('?', 6, 5, 0), ('?', 6, 5, 5)]"
"(1, 9, 15, 6, 0)","[('?', 6, 0, 0)]"
"(1, 9, 15, 11, 0)","[(4, 6, 3, 5)]"
"(1, 9, 15, 13, 0)","[(4, 6, 5, 5)]"
"(1, 9, 17, 1, 0)","[(1, 6, 3, 0), (5, 6, 3, 5)]"
"(1, 9, 17, 9, 0)","[(1, 6, 1, 0)]"
"(1, 9, 17, 13, 0)","[(5, 6, 5, 0)]"
"(1, 9, 18, 1, 0)","[(0, 6, 0, 0), (0, 6, 0, 0)]"
"(1, 9, 18, 11, 0)","[(0, 6, 3, 0), (0, 6, 3, 0), (0, 6, 3, 0)]"
"(1, 9, 18, 16, 0)","[(0, 6, 0, 5)]"
"(1, 9, 18, 24, 0)","[(0, 6, 3, 0), (0, 6, 0, 0), (0, 6, 0, 5)]"
"(1, 9, 27, 27, 0)","[(0, 6, 5, 5)]"
"(1, 10, 10, 10, 0)","[(5, 6, 4, 0), (5, 6, 4, 0), (1, 6, 6, 5)]"
"(1, 10, 10, 17, 0)","[(5, 6, 6, 5), (5, 6, 4, 0), (1, 6, 4, 0), (1, 6, 4, 0), (5, 6, 6, 5), (5, 6, 4, 5), (1, 6, 4, 0)]"
"(1, 10, 17, 10, 0)","[(1, 6, 6, 5)]"
"(1, 10, 17, 11, 0)","[(5, 6, 6, 5)]"
"(1, 11, 1, 2, 0)","[(3, 6, 3, 5), (3, 6, 0, 5), (3, 6, 3, 5), (3, 6, 3, 5), (3, 6, 0, 5), (3, 6, 0, 5)]"
"(1, 11, 1, 11, 0)","[('?', 6, 0, 5)]"
"(1, 11, 1, 12, 0)","[('?', 6, 3, 5)]"
"(1, 11, 1, 16, 0)","[(3, 6, 0, 5), (3, 6, 0, 0)]"
"(1, 11, 1, 18, 0)","[(0, 6, 3, 0)]"
"(1, 11, 2, 13, 0)","[(4, 6, 5, 5)]"
"(1, 11, 6, 11, 0)","[('?', 6, 3, 5)]"
"(1, 11, 6, 16, 0)","[(3, 6, 0, 5)]"
"(1, 11, 10, 1, 0)","[(1, 6, 0, 0), (1, 6, 0, 0), (5, 6, 3, 5)]"
"(1, 11, 10, 6, 0)","[(1, 6, 0, 0), (5, 6, 3, 0), (5, 6, 3, 0)]"
"(1, 11, 10, 11, 0)","[(5, 6, 0, 0), (1, 6, 0, 5), (5, 6, 0, 0), (5, 6, 0, 0), (5, 6, 3, 0), (5, 6, 3, 5), (5, 6, 3, 5), (5, 6, 3, 0)]"
"(1, 11, 11, 1, 0)","[('?', 6, 3, 0), ('?', 6, 3, 0)]"
"(1, 11, 11, 2, 0)","[(3, 6, 3, 5), (3, 6, 0, 0), (3, 6, 0, 5), (3, 6, 0, 0), (3, 6, 0, 0), (3, 6, 3, 5), (3, 6, 0, 5), (3, 6, 3, 5)]"
"(1, 11, 11, 4, 0)","[('?', 6, 0, 0), ('?', 6, 0, 0), ('?', 6, 0, 0)]"
"(1, 11, 11, 11, 0)","[('?', 6, 0, 0)]"
"(1, 11, 11, 12, 0)","[('?', 6, 3, 0), ('?', 6, 3, 0), ('?', 6, 0, 0), ('?', 6, 0, 0), ('?', 6, 3, 0), ('?', 6, 0, 5), (3, 6, 0, 0)]"
"(1, 11, 11, 18, 0)","[(0, 6, 0, 0)]"
"(1, 11, 11, 25, 0)","[('?', 6, 0, 5), ('?', 6, 0, 5)]"
"(1, 11, 15, 1, 0)","[(4, 6, 0, 0)]"
"(1, 11, 15, 11, 0)","[(4, 6, 0, 0)]"
"(1, 11, 16, 1, 0)","[(4, 6, 3, 0), (4, 6, 3, 5)]"
"(1, 11, 16, 11, 0)","[(4, 6, 3, 0)]"
"(1, 11, 16, 16, 0)","[(4, 6, 3, 0)]"
"(1, 11, 17, 1, 0)","[(1, 6, 3, 5), (5, 6, 3, 0), (5, 6, 3, 5), (1, 6, 3, 5), (5, 6, 3, 0), (1, 6, 3, 0), (5, 6, 3, 5), (1, 6, 3, 0), (1, 6, 0, 5), (1, 6, 0, 5), (5, 6, 0, 0), (5, 6, 0, 0)]"
"(1, 11, 17, 13, 0)","[(1, 6, 5, 0)]"
"(1, 11, 17, 16, 0)","[(1, 6, 0, 5), (1, 6, 0, 0), (1, 6, 0, 0), (5, 6, 3, 5)]"
"(1, 11, 18, 1, 0)","[(0, 6, 3, 0)]"
"(1, 11, 18, 11, 0)","[(0, 6, 0, 5)]"
"(1, 11, 18, 15, 0)","[(0, 6, 3, 5)]"
"(1, 11, 18, 16, 0)","[(0, 6, 3, 0)]"
"(1, 11, 18, 24, 0)","[(0, 6, 0, 5), (0, 6, 0, 0), (0, 6, 3, 5), (0, 6, 3, 5)]"
"(1, 11, 25, 11, 0)","[(3, 6, 0, 0)]"
"(1, 11, 25, 25, 0)","[(3, 6, 0, 0)]"
"(1, 11, 27, 27, 0)","[(0, 6, 5, 5)]"
"(1, 12, 2, 2, 0)","[(4, 6, 4, 0)]"
"(1, 12, 2, 4, 0)","[(4, 6, 4, 0)]"
"(1, 12, 2, 10, 0)","[(4, 6, 4, 0), (4, 6, 4, 5)]"
"(1, 12, 2, 17, 0)","[(4, 6, 6, 5), (4, 6, 6, 5), (4, 6, 4, 0)]"
"(1, 12, 2, 21, 0)","[(4, 6, 4, 5), (4, 6, 4, 0)]"
"(1, 12, 4, 2, 0)","[(3, 6, 4, 0), (3, 6, 4, 5), (3, 6, 4, 5), (3, 6, 4, 0), (3, 6, 6, 5), (3, 6, 4, 0), (3, 6, 4, 5), (3, 6, 4, 0), (3, 6, 4, 0)]"
"(1, 12, 4, 4, 0)","[('?', 6, 6, 0), ('?', 6, 4, 5), (5, 6, 4, 0), ('?', 6, 6, 0), ('?', 6, 6, 0), (5, 6, 4, 5)]"
"(1, 12, 4, 12, 0)","[('?', 6, 6, 5), ('?', 6, 6, 0), ('?', 6, 6, 0)]"
"(1, 12, 4, 21, 0)","[('?', 6, 4, 5)]"
"(1, 12, 7, 10, 0)","[(0, 6, 4, 5), (0, 6, 6, 5), (0, 6, 4, 5), (0, 6, 4, 5)]"
"(1, 12, 7, 17, 0)","[(0, 6, 6, 0), (0, 6, 4, 0), (0, 6, 6, 5), (0, 6, 4, 5), (0, 6, 6, 0), (0, 6, 4, 0), (0, 6, 4, 0), (0, 6, 6, 0), (0, 6, 6, 5), (0, 6, 6, 0), (0, 6, 4, 0)]"
"(1, 12, 9, 4, 0)","[(1, 6, 1, 0), ('?', 6, 1, 5)]"
"(1, 12, 12, 2, 0)","[(3, 6, 4, 0), (3, 6, 4, 0), (3, 6, 4, 5), (3, 6, 6, 5), (3, 6, 4, 5), (3, 6, 4, 0), (3, 6, 4, 5), (3, 6, 6, 5), (3, 6, 4, 0), (3, 6, 6, 5), (3, 6, 4, 0)]"
"(1, 12, 12, 4, 0)","[('?', 6, 4, 5), ('?', 6, 6, 5), ('?', 6, 6, 0), (5, 6, 4, 0), ('?', 6, 4, 5), ('?', 6, 6, '?'), (5, 6, 4, 0), ('?', 6, 4, 5), ('?', 6, 4, 5), ('?', 6, 4, 5)]"
