message,concepts
"(1, 1, 1, 6, 0)","[(0, 0, '?', '?'), (0, 0, '?', '?'), (0, 0, '?', '?'), (0, 0, '?', '?')]"
"(1, 1, 1, 13, 0)","[(0, 0, '?', '?')]"
"(1, 1, 1, 14, 0)","[(0, 0, '?', 2), (0, 0, '?', 2), (0, 0, '?', 2), (0, 0, '?', 2)]"
"(1, 1, 3, 3, 0)","[(0, 0, 3, 0), (0, 0, 3, '?'), (0, 0, 3, '?'), (0, 0, 3, '?'), (0, 0, 3, 2), (0, 0, 3, 0)]"
"(1, 1, 3, 4, 0)","[(1, 0, 3, 3)]"
"(1, 1, 3, 9, 0)","[(0, 0, 3, 2), (0, 0, 3, 2), (0, 0, 3, 2), (0, 0, 3, 2)]"
"(1, 1, 4, 4, 0)","[(0, 0, '?', 3), (1, 0, '?', 3), (0, 0, '?', 3), (0, 0, '?', 3)]"
"(1, 1, 4, 9, 0)","[(1, 0, 1, 3), (0, 0, 1, 3), (0, 0, 1, 3), (0, 0, 1, 3), (0, 0, 1, 3)]"
"(1, 1, 4, 12, 0)","[(1, 0, '?', 3), (1, 0, '?', 3), (1, 0, '?', 3), (1, 0, '?', 3), (1, 0, '?', 3), (1, 0, '?', 3)]"
"(1, 1, 4, 13, 0)","[(0, 0, '?', 3)]"
"(1, 1, 6, 6, 0)","[(0, 0, '?', '?')]"
"(1, 1, 6, 9, 0)","[(1, 0, 1, '?')]"
"(1, 1, 6, 11, 0)","[(1, 0, 2, '?')]"
"(1, 1, 6, 12, 0)","[(0, 0, '?', '?')]"
"(1, 1, 6, 14, 0)","[(0, 0, '?', 2), (1, 0, '?', 2), ('?', 0, '?', 2)]"
"(1, 1, 7, 4, 0)","[(1, 0, 0, 3)]"
"(1, 1, 7, 7, 0)","[(1, 0, 0, 0), (0, 0, 0, '?'), (1, 0, 0, '?'), (1, 0, 0, '?'), (0, 0, 0, '?'), (1, 0, 0, '?'), (1, 0, 0, 0), (1, 0, 0, 2), (1, 0, 0, '?'), (1, 0, 0, 0), (0, 0, 0, '?'), (1, 0, 0, 0)]"
"(1, 1, 7, 12, 0)","[(0, 0, 0, 0), (1, 0, 0, 0)]"
"(1, 1, 7, 14, 0)","[(1, 0, 0, 2), (0, 0, 0, 2), ('?', 0, 0, 2), ('?', 0, 0, 2), ('?', 0, 0, 2), (1, 0, 0, 2), ('?', 0, 0, 2), (1, 0, 0, 2), (1, 0, 0, 2)]"
"(1, 1, 9, 2, 0)","[(0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2), (0, 0, 1, 2)]"
"(1, 1, 9, 4, 0)","[(1, 0, 1, 3), (1, 0, 1, 3), (1, 0, 1, 3)]"
"(1, 1, 9, 9, 0)","[(1, 0, 1, '?'), (1, 0, 1, 3), (1, 0, 1, '?'), (1, 0, 1, '?'), (1, 0, 1, '?'), (1, 0, 1, '?'), (1, 0, 1, '?'), (1, 0, 1, '?')]"
"(1, 1, 9, 12, 0)","[(1, 0, 1, 3)]"
"(1, 1, 9, 14, 0)","[('?', 0, 1, 2)]"
