message,concepts
"(1, 1, 2, 0)","[(15, 0, 1)]"
"(1, 1, 5, 0)","[(9, 0, 1), (9, 0, 1), (9, 11, 1), (9, 0, 1)]"
"(1, 1, 21, 0)","[(4, 0, 1), (8, 0, 1), (8, 0, 1), (4, 0, 1), (4, 0, 1), (8, 0, 1), (8, 0, 1), (4, 0, 1), (4, 0, 1), (4, 0, 1)]"
"(1, 1, 23, 0)","[(11, 0, 6)]"
"(1, 1, 30, 0)","[(1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (8, 0, 1)]"
"(1, 2, 2, 0)","[(11, 11, 1)]"
"(1, 4, 5, 0)","[(9, 0, 12)]"
"(1, 4, 21, 0)","[(4, 11, 12), (4, 11, 12), (4, 11, 12), (4, 11, 12)]"
"(1, 4, 23, 0)","[(2, 0, 12), (15, 0, 12), (7, 0, 12), (7, 0, 12), (2, 0, 12), (2, 0, 12), (2, 0, 12), (2, 0, 12), (7, 0, 12), (12, 0, 12), (7, 0, 12), (15, 0, 12), (7, 0, 12)]"
"(1, 4, 41, 0)","[(4, 0, 12)]"
"(1, 4, 43, 0)","[(10, 13, 12)]"
"(1, 5, 5, 0)","[(9, 0, 9), (9, 0, 9), (9, 11, 6), (9, 0, 6), (9, 0, 6), (9, 0, 9), (9, 0, 9)]"
"(1, 5, 12, 0)","[(8, 0, 9)]"
"(1, 5, 21, 0)","[(4, 11, 9), (4, 11, 9), (4, 0, 9)]"
"(1, 5, 22, 0)","[(9, 11, 9)]"
"(1, 5, 23, 0)","[(2, 0, 9), (15, 0, 9)]"
"(1, 5, 41, 0)","[(4, 0, 9), (4, 0, 9), (4, 0, 9), (4, 0, 9), (4, 11, 9), (4, 0, 9), (4, 0, 9)]"
"(1, 8, 7, 0)","[(8, 11, 9)]"
"(1, 10, 8, 0)","[(0, 0, 9), (0, 0, 9), (0, 0, 9), (0, 0, 9), (14, 0, 9), (14, 0, 9), (14, 0, 9), (0, 0, 9), (14, 0, 9), (4, 0, 9)]"
"(1, 10, 16, 0)","[(1, 0, 9), (6, 0, 9)]"
"(1, 10, 41, 0)","[(14, 0, 9)]"
"(1, 10, 44, 0)","[(3, 0, 9), (3, 0, 9)]"
"(1, 14, 1, 0)","[(9, 11, 1)]"
"(1, 14, 2, 0)","[(11, 11, 1), (12, '?', 1), (11, 11, 1), (12, 0, 1), (15, 0, 1)]"
"(1, 14, 5, 0)","[(9, 11, 1), (9, 11, 1), (9, 11, 1), (9, 11, 1)]"
"(1, 14, 20, 0)","[(4, 11, 1), (4, 11, 1), (4, 11, 1)]"
"(1, 14, 21, 0)","[(4, 11, 1), (4, 0, 1)]"
"(1, 14, 23, 0)","[(12, 0, 1), (12, 0, 1), (10, 0, 10)]"
"(1, 14, 24, 0)","[(15, 0, 1), (15, 0, 1), (12, 0, 1), (12, 0, 1), (12, 0, 1), (15, 0, 1), (15, 0, 1), (15, 0, 1), (12, 0, 1), (15, 0, 1)]"
"(1, 14, 30, 0)","[(8, 0, 1)]"
"(1, 16, 5, 0)","[(9, 11, 9)]"
"(1, 18, 18, 0)","[(8, 11, 1)]"
"(1, 20, 8, 0)","[(0, 0, 6)]"
"(1, 20, 16, 0)","[(1, 0, 6), (1, 0, 6), (6, 0, 6), (1, 0, 6), (6, 0, 6), (6, 0, 6), (6, 0, 6)]"
"(1, 20, 20, 0)","[(13, 0, 1), (13, 0, 1), (13, 0, 1), (13, 0, 1), (13, 0, 1), (3, 0, 1), (13, 0, 1), (3, 0, 1), (0, 0, 1), (0, 0, 1)]"
"(1, 20, 21, 0)","[(4, 0, 6), (13, 0, 1)]"
"(1, 20, 25, 0)","[(3, 0, 1), (0, 0, 1), (0, 0, 1), (3, 0, 1), (3, 0, 1), (14, 0, 1)]"
"(1, 20, 30, 0)","[(6, 0, 1), (6, 0, 1), (6, 0, 1), (6, 0, 1), (6, 0, 1), (6, 0, 1), (6, 0, 1), (6, 0, 1)]"
"(1, 25, 8, 0)","[(0, 0, 6), (13, 0, 6), (0, 0, 6), (14, 0, 6), (13, 0, 6)]"
"(1, 25, 16, 0)","[(5, 0, 6), (5, 0, 6), (5, 0, 6), (6, 0, 6), (1, 0, 6), (5, 0, 6), (5, 0, 6), (5, 0, 6)]"
"(1, 26, 8, 0)","[(0, 0, 6), (14, 0, 6), (14, 0, 6), (0, 0, 6)]"
"(1, 26, 16, 0)","[(5, 0, 6), (5, 0, 6), (6, 0, 6), (6, 0, 6), (1, 0, 6), (1, 0, 6), (1, 0, 6), (5, 0, 6), (5, 0, 6), (6, 0, 6)]"
"(1, 26, 21, 0)","[(13, 0, 6), (4, 0, 6), (4, 0, 6), (13, 0, 6), (13, 0, 6)]"
"(1, 26, 26, 0)","[(14, 0, 6)]"
"(1, 26, 41, 0)","[(14, 0, 6)]"
"(1, 28, 5, 0)","[(9, 0, 6), (9, 11, 6), (9, 0, 6), (9, 11, 6), (9, 11, 6), (9, 11, 6), (9, 0, 6)]"
"(1, 28, 23, 0)","[(7, 0, 6), (11, 11, 6), (12, 11, 6), (12, 0, 6), (10, 0, 6), (11, 11, 6), (12, 11, 6), (12, 11, 6)]"
"(1, 28, 43, 0)","[(15, 11, 6), (15, 11, 6)]"
"(1, 29, 8, 0)","[(13, 0, 12)]"
"(1, 29, 12, 0)","[(8, 0, 12)]"
"(1, 29, 16, 0)","[(1, 0, 12), (1, 0, 12), (1, 0, 12), (1, 0, 12), (6, 0, 12), (1, 0, 12), (6, 0, 12), (6, 0, 12), (6, 0, 12), (6, 0, 12), (1, 0, 12), (1, 0, 12), (6, 0, 12)]"
"(1, 29, 21, 0)","[(4, 0, 12), (13, 0, 12), (13, 0, 12), (13, 0, 12), (13, 0, 12), (13, 0, 12), (14, 0, 12), (0, 0, 12)]"
"(1, 29, 41, 0)","[(13, 0, 12), (0, 0, 12), (14, 0, 12), (14, 0, 12), (13, 0, 12), (3, 0, 12), (13, 0, 12), (3, 0, 12), (13, 0, 12), (14, 0, 12), (3, 0, 12), (0, 0, 12), (14, 0, 12), (3, 0, 12), (0, 0, 12), (0, 0, 12), (3, 0, 12), (3, 0, 12)]"
"(1, 29, 44, 0)","[(3, 0, 12), (14, 0, 12), (0, 0, 12), (14, 0, 12), (3, 0, 12), (3, 0, 12), (0, 0, 12)]"
"(1, 31, 41, 0)","[(4, 0, 6), (4, 0, 6)]"
"(1, 34, 5, 0)","[(9, 0, 12), (9, 0, 12), (9, 0, 12), (9, 0, 12), (9, 0, 12), (9, 0, 12), (9, 0, 12)]"
"(1, 34, 12, 0)","[('?', 0, 12), ('?', 0, 12), ('?', 0, 12), ('?', 0, 12), (8, 0, 12), ('?', 11, 12), ('?', 0, 12), ('?', 0, 12), ('?', 11, 12), ('?', 0, 12), ('?', 0, 12), ('?', 0, 12), ('?', 11, 12), (8, 0, 12)]"
"(1, 34, 21, 0)","[(4, 11, 12), (4, 11, 12), (4, 11, 12), (4, 0, 12)]"
"(1, 34, 23, 0)","[(7, 0, 12), (12, 11, 12), (15, 0, 12), (11, 0, 12), (15, 0, 12), (10, 0, 12), (12, 11, 12), (12, 0, 12), (12, 11, 12), (10, 0, 12), (15, 0, 12), (15, 0, 12), (10, 0, 12), (12, 11, 12), (10, 0, 12), (12, 11, 12), (11, 0, 12), (7, 0, 12), (10, 0, 12), (15, 0, 12), (15, 0, 12), (12, 11, 12), (11, 0, 12), (7, 0, 12), (11, 0, 12), (2, 0, 12), (10, 0, 12), (7, 0, 12), (2, 0, 12)]"
"(1, 34, 41, 0)","[(8, 0, 12), (4, 0, 12), (4, 0, 12), (4, 0, 12)]"
"(1, 34, 43, 0)","[(10, 11, 12), (15, 11, 12), (10, 11, 12), (10, 11, 12), (2, 11, 12), (2, 11, 12), (15, 11, 12), (15, 11, 12), (15, 11, 12), (10, 11, 12), (10, 11, 12), (2, 11, 12), (15, 11, 12), (15, 11, 12), (2, 11, 12), (10, 11, 12), (10, 11, 12), (2, 11, 12), (10, 11, 12)]"
"(1, 35, 30, 0)","[(8, 0, 1), (8, 0, 1)]"
"(1, 36, 5, 0)","[(9, 0, 6), (9, 0, 6)]"
"(1, 36, 10, 0)","[(4, 13, 6)]"
"(1, 36, 23, 0)","[(7, 0, 6), (7, 0, 6), (10, 0, 6), (10, 0, 6), (7, 0, 6), (7, 0, 6), (7, 0, 6), (7, 0, 6)]"
"(1, 41, 16, 0)","[(1, 0, 9), (6, 0, 9), (6, 0, 9), (1, 0, 9), (1, 0, 9), (6, 0, 9), (1, 0, 9), (6, 0, 9), (1, 0, 9), (1, 0, 9)]"
"(1, 41, 21, 0)","[(0, 0, 9)]"
"(1, 41, 26, 0)","[(0, 0, 9)]"
"(1, 41, 41, 0)","[(3, 0, 9), (0, 0, 9), (0, 0, 9)]"
"(1, 45, 5, 0)","[(9, 0, 9), (9, 11, 9)]"
"(1, 45, 12, 0)","[(8, 0, 9), (8, 0, 9), (8, 0, 9)]"
"(1, 45, 19, 0)","[(8, 0, 9)]"
"(1, 45, 21, 0)","[(4, 11, 9), (4, 11, 9), (4, 1, '?'), (4, 11, 9), (4, 0, 9), (4, 0, 9)]"
