message,concepts
"(1, 3, 3, 0)","[('?', 3, '?'), ('?', 3, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 3, '?'), ('?', 8, '?'), ('?', 3, '?'), ('?', 3, '?'), ('?', 8, '?'), ('?', 3, '?'), ('?', 8, '?'), ('?', 3, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 3, '?')]"
"(1, 3, 16, 0)","[(7, 8, '?'), (13, 3, '?'), (13, 3, '?'), (7, 8, '?'), (13, 3, '?'), (7, 8, '?')]"
"(1, 3, 17, 0)","[(3, 8, 2), (3, 8, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 8, 2), (3, 8, 2)]"
"(1, 3, 18, 0)","[('?', 8, 2), ('?', 3, 2)]"
"(1, 3, 21, 0)","[(0, 8, '?'), (12, 3, '?'), (12, 8, '?'), (0, 8, '?'), (12, 8, '?'), (12, 8, '?'), (12, 3, '?'), (0, 8, '?'), (12, 3, '?'), (12, 8, '?'), (12, 3, '?'), (12, 3, '?'), (0, 8, '?'), (12, 3, '?'), (12, 8, '?'), (0, 8, '?')]"
"(1, 3, 25, 0)","[(3, 3, '?'), (3, 3, '?'), (3, 3, '?'), (3, 8, 10), (3, 3, '?'), (3, 8, '?'), (3, 3, '?'), (3, 3, '?'), (3, 8, '?'), (3, 8, 8), (3, 8, 8), (3, 3, '?'), (3, 8, '?'), (3, 3, '?'), (3, 8, '?')]"
"(1, 3, 35, 0)","[('?', 3, '?')]"
"(1, 3, 37, 0)","[(12, 8, 2), (0, 8, 2), (0, 3, 2), (12, 3, 2), (12, 8, 2), (12, 8, 2), (12, 3, 2), (0, 8, 2), (0, 3, 2), (0, 8, 2), (12, 8, 2), (0, 3, 2), (0, 8, 2), (12, 8, 2), (0, 3, 2), (0, 3, 2)]"
"(1, 3, 38, 0)","[('?', 3, 2), (12, 3, 2)]"
"(1, 3, 42, 0)","[(10, 3, '?'), (10, 3, '?')]"
"(1, 3, 43, 0)","[(10, 3, 2)]"
"(1, 3, 44, 0)","[(3, 8, '?')]"
"(1, 3, 45, 0)","[('?', 8, 2), (7, 3, 2), ('?', 3, 2), (10, 3, 2), ('?', 8, 2), ('?', 8, 2), ('?', 3, 2), ('?', 3, 2), (0, 3, 2), ('?', 8, 2), (10, 3, 2), ('?', 3, 2), ('?', 8, 2), (12, 3, 2)]"
"(1, 9, 3, 0)","[(6, 8, 7)]"
"(1, 9, 45, 0)","[(6, 3, 7)]"
"(1, 13, 3, 0)","[(5, 3, 1), (9, 3, 1), (9, 8, 1), (5, 3, 1)]"
"(1, 13, 29, 0)","[(5, 8, 1)]"
"(1, 16, 3, 0)","[(7, 8, '?'), (13, 3, '?'), (13, 3, '?'), (13, 3, '?'), (7, 8, '?'), (7, 8, '?'), (7, 8, '?'), (13, 3, '?')]"
"(1, 16, 18, 0)","[(7, 8, 2), (13, 8, 2), (13, 3, 2), (7, 8, 2), (7, 8, 2), (13, 3, 2), (7, 8, 2), (7, 8, 2), (13, 8, 2), (13, 8, 2), (13, 3, 2), (7, 8, 2), (13, 8, 2), (13, 3, 2)]"
"(1, 16, 35, 0)","[(7, 8, '?'), (13, 3, '?'), (13, 3, '?'), (7, 8, '?')]"
"(1, 16, 45, 0)","[(7, 8, 2), (7, 8, 2), (13, 3, 2), (7, 3, 2), (13, 8, 2), (7, 3, 2), (7, 8, 2), (7, 3, 2), (7, 3, 2), (13, 8, 2), (7, 8, 2), (13, 3, 2), (7, 3, 2), (13, 8, 2), (13, 3, 2), (7, 3, 2), (13, 3, 2), (7, 3, 2)]"
"(1, 18, 17, 0)","[(3, 3, 2), (3, 8, 2)]"
"(1, 18, 37, 0)","[(12, 3, 2)]"
"(1, 21, 3, 0)","[(6, 3, '?'), (2, 8, '?'), (2, 8, '?'), (2, 8, '?'), (2, 8, '?'), (2, 3, '?'), (6, 3, '?'), (2, 8, '?'), (2, 3, '?'), (6, 3, '?'), (6, 3, '?'), (6, 3, 7), (2, 8, '?'), (6, 3, '?'), (2, 8, '?'), (2, 8, '?'), (6, 3, '?'), (2, 3, '?')]"
"(1, 21, 18, 0)","[(6, 3, 2), (6, 3, 2), (6, 3, 2), (6, 3, 2), (6, 8, 2)]"
"(1, 21, 33, 0)","[(6, 8, 7), (6, 3, 7), (6, 3, 7), (6, 3, 7), (6, 3, 7), (6, 3, 7)]"
"(1, 21, 35, 0)","[(2, 3, '?')]"
"(1, 21, 45, 0)","[(6, 8, 2), (6, 8, 2), (6, 8, 2), (2, 8, '?'), (6, 8, 2), (6, 8, 2), (6, 3, 2), (6, 3, 2), (6, 3, 2), (6, 8, 2), (6, 8, 2), (6, 3, 2), (6, 3, 2)]"
"(1, 25, 3, 0)","[(5, 3, 7), (5, 3, '?'), (14, 3, '?'), (14, 8, '?'), (14, 3, '?'), (14, 3, '?'), (9, 8, '?'), (9, 8, '?'), (5, 3, '?'), (5, 3, '?'), (9, 8, '?'), (9, 8, '?'), (14, 8, '?'), (14, 3, '?'), (14, 8, '?'), (14, 3, '?'), (5, 3, '?'), (14, 3, '?'), (14, 8, '?'), (9, 8, '?'), (14, 3, '?'), (14, 3, '?'), (5, 3, '?'), (5, 3, '?'), (14, 8, '?')]"
"(1, 25, 18, 0)","[(5, 8, 2), (5, 8, 2), (9, 3, 2), (9, 3, 2), (9, 8, 2), (14, 3, 2), (5, 8, 2), (9, 3, 2), (9, 8, 2), (5, 3, 2), (9, 8, 2), (5, 8, 2), (5, 8, 2), (5, 3, 2)]"
"(1, 25, 35, 0)","[(14, 3, '?'), (14, 8, '?'), (14, 8, '?'), (14, 8, '?'), (9, 8, '?'), (5, 3, '?'), (14, 8, '?')]"
"(1, 25, 45, 0)","[(14, 3, 2), (5, 8, 2), (14, 8, 2), (9, 8, 2), (14, 3, 2), (14, 8, 2), (5, 3, 2), (14, 3, 2), (14, 3, 2), (14, 3, 2), (14, 8, 2), (5, 3, 2), (14, 8, 2), (5, 3, 2), (14, 3, 2), (14, 3, 2), (9, 3, 2), (14, 3, 2), (14, 8, 2), (14, 3, 2), (9, 8, 2)]"
"(1, 33, 3, 0)","[('?', 3, 1)]"
"(1, 33, 13, 0)","[(3, 3, 9), (3, 3, 9)]"
"(1, 35, 17, 0)","[(3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 3, 2), (3, 8, 2), (3, 8, 2)]"
"(1, 35, 18, 0)","[('?', 8, 2)]"
"(1, 35, 21, 0)","[(12, 8, '?'), (12, 8, '?'), (12, 8, '?')]"
"(1, 35, 37, 0)","[(12, 3, 2), (0, 8, 2), (12, 8, 2), (12, 3, 2), (12, 8, 2), (0, 8, 2), (0, 3, 2), (0, 8, 2), (0, 8, 2), (0, 8, 2), (0, 3, 2)]"
"(1, 35, 40, 0)","[(0, 8, '?')]"
"(1, 35, 44, 0)","[(3, 8, '?')]"
"(1, 38, 25, 0)","[(3, 3, 15), (3, 8, 15), (3, 3, 15), (3, 3, 15), (3, 3, 15), (3, 8, 15)]"
"(1, 42, 3, 0)","[(10, 3, '?'), (8, 8, '?'), (8, 3, '?'), (8, 3, '?'), (10, 8, '?'), (8, 8, '?'), (8, 8, '?'), (10, 3, '?'), (8, 8, '?'), (8, 3, '?'), (8, 3, '?'), (8, 8, '?'), (10, 3, '?'), (10, 8, '?'), (10, 3, '?'), (10, 3, '?'), (8, 8, '?'), (10, 8, '?'), (10, 8, '?')]"
"(1, 42, 18, 0)","[(10, 3, 2), (8, 3, 2), (10, 3, 2), (8, 3, 2), (8, 3, 2), (8, 3, 2)]"
"(1, 42, 35, 0)","[(8, 3, '?'), (8, 3, '?')]"
"(1, 42, 42, 0)","[(10, 8, '?')]"
"(1, 42, 45, 0)","[(10, 3, 2), (8, 8, 2), (10, 3, 2), (8, 8, 2), (10, 3, 2), (8, 3, 2), (8, 8, 2), (8, 3, 2), (8, 3, 2), (8, 8, 2), (8, 8, 2), (8, 3, 2), (10, 3, 2), (8, 3, 2)]"
"(1, 43, 38, 0)","[(8, 3, 6)]"
"(2, 3, 7, 0)","[(8, 11, '?')]"
