message,concepts
"(2, 7, 9, 0)","[(0, 3, 2)]"
"(3, 2, 2, 0)","[(0, 2, 3), ('?', 2, 3), (3, 2, 3)]"
"(3, 2, 7, 0)","[(3, 2, 3), (3, 2, 3), (0, 2, 3), (3, 2, 3), (3, 2, 3), (0, '?', 3), (0, 2, 3), (0, 2, 3)]"
"(3, 2, 9, 0)","[('?', 2, 3), ('?', 2, 3), ('?', 2, 3), (1, 2, 3), ('?', 2, 3), ('?', 2, 3), ('?', 2, 3), ('?', 2, 3)]"
"(3, 2, 15, 0)","[(3, 2, 3), (3, 2, 3), (3, 2, 3)]"
"(3, 3, 2, 0)","[(1, 2, 3), (1, 2, 3)]"
"(3, 3, 3, 0)","[('?', '?', 0), ('?', '?', 0), ('?', '?', 0), ('?', '?', 0), ('?', '?', 0)]"
"(3, 3, 4, 0)","[(3, 3, 3), (1, '?', 3), ('?', '?', 3), ('?', '?', 3), (1, '?', 3), ('?', '?', 3)]"
"(3, 3, 8, 0)","[(1, '?', 3), (1, 3, 3), (1, 3, 3), (1, 3, 3), (1, '?', 3), (1, 3, 3), (1, '?', 3), (2, 3, 3), (1, 3, 3), (1, 3, 3), (1, 3, 3)]"
"(3, 3, 11, 0)","[(1, '?', 3), (1, '?', 3), (1, 0, 3), (1, 0, 3), (1, 0, 3)]"
"(3, 4, 4, 0)","[('?', 1, 3), ('?', 1, 3), ('?', 1, 3), ('?', 1, 3), ('?', 1, 3), ('?', 1, 3)]"
"(3, 4, 7, 0)","[(3, 1, 3), (3, 1, 3), (0, 1, 3), (3, 1, 3), (0, 1, 3)]"
"(3, 4, 8, 0)","[(1, 1, 3), (1, 1, 3), (1, 1, 3), ('?', 1, 3), ('?', 1, 3), (1, 1, 3), (1, 1, 3), (1, 1, 3)]"
"(3, 4, 15, 0)","[(3, 1, 3), (3, 1, 3), (3, 1, 3), (3, 1, 3)]"
"(3, 7, 4, 0)","[(0, '?', 3), (0, '?', 3), (0, '?', 3), (0, '?', 3), (0, 1, 3), (0, '?', 3)]"
"(3, 8, 8, 0)","[(2, '?', 3), (2, 3, 3), (2, 3, 3), (2, 3, 3), (2, '?', 3), (2, '?', 3)]"
"(3, 8, 9, 0)","[(2, 3, 3), (2, 3, 3), (2, 3, 3)]"
"(3, 9, 8, 0)","[(1, 2, 3)]"
