message,concepts
"(1, 1, 1, 1, 0)","[(4, 5, 2, '?'), (5, 5, 2, '?'), (5, '?', 4, '?'), (4, 5, 2, '?'), (4, 5, 4, '?'), (5, 5, 4, '?'), (5, '?', 2, '?'), (5, 5, 2, '?'), (5, 5, 2, '?'), (4, '?', 2, '?'), (5, '?', 4, '?'), (4, 5, 2, 5), (4, 2, 2, '?'), (4, '?', 2, '?'), (4, '?', 4, '?'), (4, 5, 4, '?'), (4, '?', 4, '?'), (5, 5, 4, '?'), (5, '?', 4, 5), (5, '?', 2, '?'), (5, 5, 2, '?'), (4, '?', 2, '?'), (5, 5, 2, '?'), (5, '?', 2, '?'), (4, 5, 2, '?'), (5, '?', 2, '?'), (4, '?', 4, '?'), (4, '?', 4, '?'), (5, '?', 2, '?'), (5, '?', 2, '?'), (5, '?', 4, '?'), (5, '?', 4, '?'), (4, '?', 2, '?'), (4, '?', 2, '?'), (4, '?', 4, '?'), (4, '?', 2, '?')]"
"(1, 1, 1, 5, 0)","[(5, '?', '?', 2)]"
"(1, 1, 1, 14, 0)","[(4, 7, 2, '?'), (4, 7, 2, '?'), (4, 7, 2, '?'), (4, 7, 2, '?'), (5, 7, 4, '?'), (5, 7, 2, '?'), (5, 7, 4, '?'), (4, 7, 2, '?'), (4, 7, 2, '?'), (5, 7, 2, '?'), (5, 7, 2, '?'), (5, 7, 2, '?'), (5, 7, 2, '?'), (4, 7, 2, '?'), (5, 7, 2, '?'), (5, 7, 4, '?'), (5, 7, 4, '?'), (5, 7, 4, '?'), (5, 7, 4, '?'), (5, 7, 4, '?'), (5, 7, 2, '?'), (4, 7, 2, '?'), (4, 7, 2, '?')]"
"(1, 1, 1, 15, 0)","[(4, '?', 2, 3)]"
"(1, 1, 1, 16, 0)","[(5, '?', 4, '?'), (4, '?', 4, '?'), (5, '?', 2, '?'), (5, '?', 2, '?'), (4, '?', 4, '?'), (4, '?', 4, '?'), (4, '?', 4, '?')]"
"(1, 1, 1, 18, 0)","[(5, 3, 4, 5), (5, 3, 4, '?'), (5, 3, 2, 5), (4, 3, 4, '?'), (4, 3, 2, '?'), (5, 3, 4, 0), (4, 3, 2, 5), (5, 3, 2, '?'), (4, 3, 2, '?')]"
"(1, 1, 2, 12, 0)","[(5, 5, 7, '?')]"
"(1, 1, 3, 11, 0)","[(4, 3, 0, '?')]"
"(1, 1, 3, 13, 0)","[(4, 3, 0, 3)]"
"(1, 1, 5, 2, 0)","[(4, 7, 7, 2), (4, 7, 7, 2), (5, 7, 7, 3)]"
"(1, 1, 5, 12, 0)","[(4, '?', 7, 2), (4, '?', 7, 2), (4, '?', 7, 2), (5, '?', 7, 2), (5, '?', 7, 3), (4, '?', 7, 2), (5, '?', 7, 3), (5, '?', 7, 1), (5, '?', 7, 2), (5, '?', 7, 1), (4, '?', 7, 3), (5, '?', 7, 3), (5, '?', 7, 1), (5, '?', 7, 3), (5, '?', 7, 2), (4, '?', 7, 2), (4, '?', 7, 3), (4, '?', 7, 3), (4, '?', 7, 3), (5, '?', 7, 1), (5, '?', 7, 1), (4, '?', 7, 2), (5, '?', 7, 1)]"
"(1, 1, 5, 15, 0)","[(4, '?', '?', 3)]"
"(1, 1, 5, 26, 0)","[(4, 3, 7, 1), (4, 3, 7, 1), (5, 3, 7, 1), (4, 3, 7, 1), (5, 3, 7, 1), (4, 3, 7, 2), (5, 3, 7, 3), (5, 3, 7, 3), (5, 3, 7, 3), (4, 3, 7, 1), (5, 3, 7, 3), (4, 3, 7, 1), (4, 3, 7, 2), (4, 3, 7, 2), (5, 3, 7, 1), (4, 3, 7, 1), (5, 3, 7, 3), (5, 3, 7, 3), (5, 3, 7, 3), (5, 3, 7, 1), (4, 3, 7, 2), (5, 3, 7, 1), (5, 3, 7, 3), (4, 3, 7, 1), (5, 3, 7, 1), (4, 3, 7, 2), (5, 3, 7, 3), (4, 3, 7, 1), (4, 3, 7, 2)]"
"(1, 1, 7, 1, 0)","[(4, '?', 2, 3), (4, '?', 4, 3), (5, '?', 2, 1), (4, '?', 4, 3)]"
"(1, 1, 7, 14, 0)","[(4, 7, 2, 2), (4, 7, 2, 3), (4, 7, 2, 2), (5, 7, 2, 2), (4, 7, 4, 1), (5, 7, 2, 2), (5, 7, 4, 1)]"
"(1, 1, 7, 18, 0)","[(5, 3, 4, 2)]"
"(1, 1, 8, 1, 0)","[(5, '?', '?', '?'), (4, '?', '?', '?'), (4, '?', '?', '?'), (5, '?', '?', '?'), (5, '?', '?', '?'), (5, '?', '?', '?'), (5, '?', '?', '?'), (4, '?', '?', '?')]"
"(1, 1, 8, 12, 0)","[(5, '?', 7, '?'), (5, '?', 7, '?')]"
"(1, 1, 8, 14, 0)","[(4, 7, '?', '?')]"
"(1, 1, 8, 15, 0)","[(5, '?', '?', 2), (5, '?', '?', 2), (4, '?', '?', 3)]"
