message,concepts
"(1, 1, 1, 0)","[(1, 6, 10), (9, 6, 10), (1, 6, 6), (9, 3, 6), (1, 3, 4), (11, 3, 4), (1, 6, 4), (1, 6, 10), (11, 6, 6), (11, 6, 6), (9, 3, 10), (1, 6, 10), (1, 3, 10), (1, 3, 4), (9, 6, 6), (1, 6, 6), (1, 3, 4), (9, 3, 6), (1, 3, 10), (1, 6, 4), (11, 6, 10), (9, 6, 10), (9, 3, 6), (11, 3, 6), (1, 3, 6), (9, 3, 4), (1, 3, 10), (9, 6, 6), (9, 6, 4), (1, 3, 10), (9, 6, 10), (9, 6, 6), (9, 6, 10), (11, 3, 6), (9, 3, 10), (9, 3, 10), (11, 6, 6), (9, 3, 10), (1, 3, 6), (1, 3, 4), (9, 3, 6), (11, 6, 6), (9, 6, 6), (9, 6, 6), (9, 6, 6), (1, 3, 4), (1, 3, 10), (11, 6, 6), (9, 3, 4), (11, 6, 6), (9, 3, 4), (9, 6, 10), (9, 6, 6), (9, 6, 4), (11, 3, 6), (9, 3, 4), (1, 6, 10), (9, 3, 10), (1, 6, 10), (9, 3, 10), (9, 6, 10), (11, 3, 6), (9, 6, 4), (11, 6, 10), (9, 6, 4), (9, 3, 6), (9, 3, 10), (9, 6, 6), (9, 6, 4), (1, 6, 10), (1, 6, 6), (9, 6, 10), (1, 3, 6), (11, 3, 4), (1, 6, 4), (1, 6, 6), (9, 3, 4), (11, 3, 6), (11, 3, 6), (1, 6, 10), (1, 6, 6), (11, 3, 4), (1, 6, 10), (9, 6, 10), (9, 6, 10), (1, 3, 10), (1, 3, 6), (9, 6, 4), (1, 6, 4), (1, 3, 10), (1, 3, 6), (1, 3, 6), (9, 6, 4), (1, 6, 4), (1, 3, 10), (9, 3, 6), (11, 6, 6), (11, 3, 4), (9, 3, 4), (11, 6, 6), (11, 6, 6), (11, 3, 6), (9, 6, 4), (9, 3, 4), (11, 6, 6), (1, 6, 6), (9, 6, 6), (9, 3, 6), (11, 3, 4), (11, 6, 10), (9, 6, 10), (11, 3, 6), (1, 3, 10), (1, 3, 6)]"
"(1, 1, 35, 0)","[(1, 6, '?')]"
"(1, 19, 1, 0)","[(1, 3, 7), (1, 3, 2), (1, 6, 2), (1, 3, 2), (9, 6, 2), (1, 6, 7), (1, 6, 7), (1, 6, 7), (1, 6, 2), (9, 6, 2), (1, 3, 2), (1, 3, 7), (1, 6, 7), (9, 6, 2), (1, 6, 2), (1, 6, 2), (9, 6, 2), (1, 3, 2), (1, 3, 7), (1, 6, 7), (1, 3, 7), (9, 6, 2), (1, 3, 7), (9, 6, 7), (1, 6, 2), (9, 6, 2), (1, 6, 2), (1, 3, 2), (1, 6, 2), (11, 6, 7), (1, 6, 7), (1, 3, 7), (1, 6, 7), (1, 6, 7), (1, 3, 2)]"
"(1, 19, 19, 0)","[(11, 6, 7), (11, 6, 7), (1, 3, 7), (11, 6, 7), (11, 6, 7), (9, 6, 7), (1, 3, 3), (9, 6, 7), (11, 6, 7), (11, 6, 7), (9, 6, 7), (9, 6, 2)]"
"(2, 1, 1, 0)","[(11, 3, 4)]"
"(2, 1, 19, 0)","[(9, 6, 7), (1, 3, 2), (9, 6, 7), (9, 6, 7), (9, 6, 7)]"
"(2, 7, 7, 0)","[(9, '?', '?')]"
"(2, 7, 13, 0)","[(9, 14, '?'), (1, 14, '?')]"
"(2, 7, 32, 0)","[(9, 13, 6)]"
"(2, 8, 8, 0)","[(9, '?', 9), (11, '?', 8)]"
"(2, 8, 39, 0)","[(9, 14, 9), (9, 13, 9), (1, 14, 9), (1, 14, 9), (1, 14, 9), (9, 14, 9), (9, 14, 9)]"
