message,concepts
"(1, 1, 1, 0)","[(6, '?', 1), (2, '?', 0), (2, '?', 0), (6, '?', 1), (6, '?', 1), (6, '?', 1), (2, '?', 0), (2, '?', 0), (6, '?', 1), (6, '?', 1), (2, '?', 0), (2, '?', 0), (6, '?', 1), (2, '?', 0), (6, '?', 1), (6, '?', 1), (2, '?', 0)]"
"(1, 1, 11, 0)","[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (6, 5, 1), (2, 1, 1), (6, 5, 1), (2, 1, 1)]"
"(1, 1, 25, 0)","[(2, 1, 0)]"
"(1, 11, 11, 0)","[(2, 5, 1)]"
"(1, 25, 1, 0)","[(2, 1, 0), (2, 1, 0), (2, 1, 0), (2, 1, 0), (2, 1, 0), (2, 1, 0)]"
"(1, 25, 11, 0)","[(2, 5, 1), (2, 5, 0), (2, 5, 0), (2, 5, 0), (2, 5, 1), (2, 5, 1), (2, 5, 0), (2, 5, 1), (2, 5, 0), (2, 5, 1), (2, 5, 0)]"
"(2, 2, 2, 0)","[(1, 2, 2), (1, 2, 2), (0, 2, 2), (1, 2, 2), (0, 2, 2), (1, 2, 2), (0, 2, 2), (0, 2, 2)]"
"(2, 2, 3, 0)","[(1, 2, 7), (1, 2, 7), (1, 2, 7), (1, 2, 7)]"
"(2, 2, 4, 0)","[(0, 2, 2), (0, 2, 2), (1, 2, 7), (0, 2, 2)]"
"(2, 2, 22, 0)","[(1, '?', 2), (1, '?', 2), (1, '?', 2), (1, '?', 2), (1, 2, 2)]"
"(2, 2, 25, 0)","[(1, 5, 2), (1, 1, 2), (1, 1, 2), (1, 5, 2), (1, 5, 2), (1, 5, 2), (1, 5, 2), (1, 1, 2), (1, 1, 2), (1, 1, 2), (1, 1, 2), (1, 5, 2), (1, 1, 2), (1, 1, 2)]"
"(2, 4, 4, 0)","[(7, 2, 2), (7, 2, 2), (7, 2, 2), (0, 2, 2), (7, 2, 2), (7, 2, 2), (7, 2, 2), (7, 2, 2), (7, 2, 2)]"
"(2, 12, 12, 0)","[(0, '?', 2), (0, '?', 2), (0, '?', 2), (7, '?', 2), (7, '?', 2), (0, '?', 2), (7, '?', 2), (7, '?', 2), (7, '?', 2), (7, '?', 2), (0, '?', 2), (0, '?', 2), (7, '?', 2), (0, '?', 2), (0, '?', 2), (0, '?', 2), (7, '?', 2)]"
"(2, 12, 25, 0)","[(0, 5, 2)]"
"(2, 22, 2, 0)","[(1, '?', 7), (1, '?', 7), (1, '?', 2), (1, '?', 2), (1, '?', 7)]"
"(2, 22, 3, 0)","[(1, 2, 7), (1, 2, 7)]"
"(2, 22, 12, 0)","[(1, '?', 2)]"
"(2, 22, 25, 0)","[(1, 4, 7)]"
"(2, 25, 2, 0)","[(1, 5, 7), (1, 5, 7), (1, 5, 7), (1, 5, 2), (1, 5, 7), (1, 5, 2), (1, 5, 2), (1, 1, 2)]"
"(2, 25, 9, 0)","[(1, 6, 7), (1, 6, 7), (1, 6, 7)]"
"(2, 25, 11, 0)","[(0, 6, 2), (0, 6, 2), (0, 6, 2), (1, 6, 7), (1, 6, 7), (1, 6, 2), (1, 6, 7), (0, 6, 2)]"
"(2, 25, 25, 0)","[(1, 6, 2), (1, 5, 7), (1, 6, 2), (1, 6, 2), (1, 5, 7), (1, 5, 7), (1, 6, 2), (1, 6, 2), (1, 5, 7), (1, 6, 2), (0, 6, 2), (0, 6, 2), (1, 6, 6), (1, 6, 2), (1, 6, 2)]"
"(3, 2, 25, 0)","[(1, 5, 4), (1, 1, 4), (1, 1, 4), (1, 5, 4), (1, 5, 4), (1, 5, 4), (1, 1, 4), (1, 1, 4), (1, 5, 4)]"
"(3, 3, 3, 0)","[('?', 2, 7), ('?', 2, 7), ('?', 2, 7), ('?', 2, 7), ('?', 2, 2), ('?', 2, 2), ('?', 2, 7), ('?', 2, 2), ('?', 2, 7), ('?', 2, 2), ('?', 2, 7), ('?', 2, 2), ('?', 2, 2), ('?', 2, 2), ('?', 2, 7)]"
