message,concepts
"(1, 1, 1, 0)","[(0, '?', 3), (0, '?', 6), (1, '?', 3), (1, '?', 0), (1, '?', 3), (0, '?', 6), (1, '?', 3), (0, '?', 0), (0, '?', 0), (1, '?', 0), (0, '?', 0), (1, '?', 0), (1, '?', 3), (0, '?', 3), (1, '?', 0), (1, '?', 0), (0, '?', 6), (0, '?', 6), (0, '?', 6), (0, '?', 6), (1, '?', 3), (0, '?', 6), (0, '?', 0), (1, '?', 0), (0, '?', 3), (1, '?', 3), (0, '?', 3), (1, '?', 6), (1, '?', 6), (1, '?', 3), (0, '?', 0), (0, '?', 0), (0, '?', 6), (0, '?', 3), (1, '?', 3), (0, '?', 3), (1, '?', 0), (1, '?', 3), (0, '?', 0), (1, '?', 0), (1, '?', 6), (0, '?', 6), (1, '?', 6), (1, '?', 6)]"
"(1, 1, 15, 0)","[(7, '?', 6)]"
"(1, 1, 26, 0)","[('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3), ('?', '?', 3)]"
"(1, 9, 1, 0)","[(1, 4, 6), (0, 4, 0), (0, 4, 0), (1, 4, 3), (1, 4, 6), (1, 4, 3), (1, 4, 6), (1, 4, 6), (1, 4, 6), (0, 4, 0), (1, 4, 3), (1, 4, 6), (0, 4, 3), (0, 4, 3), (0, 4, 3), (1, 4, 3), (0, 4, 0), (0, 4, 3), (1, 4, 6), (0, 4, 0), (0, 4, 0), (0, 4, 0), (1, 4, 3)]"
"(1, 9, 15, 0)","[('?', 4, 0), ('?', 4, 6), ('?', 4, 6), ('?', 4, 0), ('?', 4, 0), ('?', 4, 6), ('?', 4, 6), ('?', 4, 6), ('?', 4, 0), ('?', 4, 6), ('?', 4, 6), ('?', 4, 0), ('?', 4, 0), ('?', 4, 0), ('?', 4, 0), ('?', 4, 6)]"
"(1, 9, 26, 0)","[('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3), ('?', 4, 3)]"
"(1, 15, 15, 0)","[('?', '?', 6), ('?', '?', 6), (7, '?', 6), (7, '?', 6), ('?', '?', 0), ('?', '?', 6), ('?', '?', 0), ('?', '?', 6), ('?', '?', 6), ('?', '?', 0), ('?', '?', 0), ('?', '?', 0), ('?', '?', 0), ('?', '?', 0), ('?', '?', 0)]"
"(1, 17, 1, 0)","[(0, 4, 3), (6, 4, 6), (6, 4, 6)]"
"(1, 17, 17, 0)","[(1, 4, '?'), (1, 4, '?'), (0, 4, '?'), (1, 4, '?'), (0, 4, '?'), (0, 4, '?'), (0, 4, '?'), (1, 4, '?'), (0, 4, '?'), (1, 4, '?'), (0, 4, '?'), (0, 4, '?'), (1, 4, '?'), (0, 4, '?')]"
"(2, 2, 2, 0)","[(2, 4, 7), (2, 4, 7), (2, 4, 7), (2, 4, 7), (2, 4, 7)]"
"(2, 2, 6, 0)","[(2, 4, 4), (5, 4, 4), (2, 4, 4), (2, 4, 4), (5, 4, 4), (3, 4, 4), (3, 4, 4), (3, 4, 4), (3, 4, 4), (3, 4, 4), (3, 4, 4), (5, 4, 4), (5, 4, 4), (5, 4, 4), (5, 4, 4), (3, 4, 4), (2, 4, 4), (3, 4, 4), (3, 4, 4)]"
"(2, 2, 14, 0)","[(2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 4, 5), (2, 4, 5)]"
"(2, 2, 19, 0)","[(2, 4, 4), (2, 4, 4), (2, 4, 4), (2, 4, 4), (2, 4, 4), (5, 4, 4), (2, 4, 4)]"
"(2, 2, 20, 0)","[(5, '?', 4), (5, '?', 4)]"
