message,concepts
"(1, 1, 1, 0)","[('?', 7, '?'), ('?', 15, '?'), ('?', 7, '?'), ('?', 15, '?'), ('?', 15, '?'), ('?', 7, '?'), ('?', 15, 15), ('?', 7, '?'), (4, 15, '?'), ('?', 9, 14), (5, 9, 15), ('?', 15, '?'), (7, 7, '?'), ('?', 15, 13), (7, 7, '?'), (2, 9, '?'), ('?', 15, '?'), (4, 9, '?'), ('?', 7, '?'), ('?', 7, '?'), ('?', 15, '?')]"
"(1, 1, 3, 0)","[('?', 0, 5), ('?', 2, 15), ('?', 0, 13), (3, 0, 14), ('?', 2, 15)]"
"(1, 1, 5, 0)","[(11, 2, 4), (11, 2, 12), (11, 2, 8), (3, 2, 12), (11, 2, 4), (11, 2, 4), (11, 2, 4), (3, 2, 12)]"
"(1, 1, 7, 0)","[(14, 2, 1), (14, 2, 1), (9, 0, 1), (11, 2, 1), (3, 0, 1), (14, 0, 1), (3, 0, 1), (14, 0, 1), (3, 0, 1), (14, 0, 1), (3, 2, 1), (3, 0, 1), (3, 0, 1), (11, 2, 1), (14, 0, 1), (14, 0, 1), (14, 0, 1), (14, 2, 1), (14, 2, 1), (3, 2, 1), (3, 2, 1), (3, 2, 1), (14, 0, 1), (11, 2, 1), (3, 0, 1), (3, 0, 1), (14, 2, 1), (14, 2, 1), (11, 2, 1), (14, 2, 1), (3, 2, 1), (11, 2, 1), (11, 2, 1), (3, '?', 1), (14, 2, 1), (11, 2, 1), (11, 2, 1), (3, 2, 1), (3, 2, 1), (11, 2, 1)]"
"(1, 1, 15, 0)","[('?', 0, '?'), ('?', 0, '?'), ('?', 0, '?'), ('?', 0, '?'), ('?', 0, '?')]"
"(1, 1, 18, 0)","[(3, 2, 5), (3, 2, 5), (14, 2, 5), (14, 2, 15), (14, 0, 5), (14, 2, 5)]"
"(1, 1, 19, 0)","[('?', 9, 14), (10, 9, 15), ('?', 7, 14), ('?', 15, 13), (8, 15, 15), (7, 7, 13), (5, 7, 15), (0, 7, 15), (4, 9, 15), (0, 9, 15), (10, 9, 15), (4, 9, 15), (4, 9, 15), (7, 15, 13), (0, 9, 15), (10, 9, 15), (2, 9, 15), (5, 7, 15), (5, 9, 15)]"
"(1, 1, 27, 0)","[('?', 7, 1), ('?', 15, 1), ('?', 9, 1), ('?', 15, 1), ('?', 15, 1), ('?', 9, 1), ('?', 15, 1), ('?', 9, 1), ('?', 7, 1), ('?', 7, 1), ('?', 7, 1), ('?', 9, 1), ('?', 7, 1), ('?', 15, 1), ('?', 7, 1), ('?', 9, 1), ('?', 7, 1), ('?', 9, 1), (1, 15, 1), ('?', 9, 1), ('?', 9, 1)]"
"(1, 1, 28, 0)","[('?', 0, 4), ('?', 2, 8), ('?', 0, 4), ('?', 0, 8), ('?', 0, 4), ('?', 0, 4), ('?', 2, 8), ('?', 0, 8), ('?', 2, 4), ('?', 0, 4), ('?', 2, 8), ('?', 2, 8), ('?', 2, 4), ('?', 2, 4), ('?', 0, 8), ('?', 0, 8), ('?', 0, 4), ('?', 0, 8), ('?', 2, 4), ('?', 0, 4), ('?', 2, 4), ('?', 0, 4), ('?', 0, 8), ('?', 2, 4), ('?', 2, 4), ('?', 2, 8), ('?', 0, 4), ('?', 2, 8)]"
"(1, 1, 29, 0)","[('?', 0, 1), ('?', 0, 1), ('?', 2, 1), ('?', 2, 1), ('?', 2, 1), ('?', 0, 1), ('?', 0, 1), ('?', 2, 1), ('?', 2, 1), ('?', 0, 1), ('?', 2, 1), ('?', 0, 1), ('?', 2, 1), ('?', 0, '?'), ('?', 2, 1), ('?', 0, 1), ('?', 2, 1)]"
"(1, 1, 34, 0)","[('?', 15, 5), ('?', 15, 15), ('?', 7, 15), ('?', 9, 14), ('?', 9, 14), ('?', 9, 13), ('?', 15, 13), ('?', 7, 15), ('?', 9, 13), ('?', 15, 5), ('?', 7, 14), ('?', 15, 5), ('?', 15, 5), (4, 7, 15), ('?', 9, 15), ('?', 15, 14), ('?', 9, 15), ('?', 9, 5), ('?', 15, 13), ('?', 7, 5), ('?', 9, 13), ('?', 9, 14), ('?', 7, 15), ('?', 15, 14), ('?', 15, 14), ('?', 15, 15), ('?', 9, 5), ('?', 15, 14), ('?', 15, 15), (2, 7, 15), ('?', 7, 15), ('?', 15, 13), ('?', 15, 15), ('?', 15, 13), ('?', 9, 15), ('?', 7, 14), ('?', 15, 15), ('?', 7, 14), ('?', 7, 15), ('?', 7, 14), ('?', 7, 14), ('?', 9, 5), ('?', 15, 15), ('?', 9, 5), (2, 7, 15), ('?', 7, 14), ('?', 15, 5), ('?', 7, 5), (2, 7, 15), ('?', 9, 5), ('?', 15, 13), ('?', 9, 14), ('?', 7, 5), ('?', 7, 15), (2, 7, 15), ('?', 9, 5), ('?', 7, 5), (2, 7, 15), ('?', 7, 15), (7, 9, 13), (7, 9, 5), ('?', 15, 5), (7, 9, 5), (4, 7, 15), ('?', 9, 13), (2, 9, 15), ('?', 7, 14), ('?', 9, 5), ('?', 9, 15), ('?', 9, 13), (7, 9, 5), (7, 7, 15), (0, 7, 15), ('?', 9, 13), (7, 7, 15), ('?', 9, 5), ('?', 9, 15), ('?', 7, 15), (7, 9, 5), (7, 9, 15), ('?', 15, 5), ('?', 9, 13), ('?', 15, 13), ('?', 9, 15), ('?', 7, 5), ('?', 7, 15), (7, 9, 15), (4, 7, 15), ('?', 15, 15), ('?', 7, 5), (5, 7, 15), ('?', 7, 5), ('?', 15, 13), ('?', 7, 5), ('?', 7, 14)]"
"(1, 1, 38, 0)","[(14, 0, 5)]"
"(1, 1, 40, 0)","[(1, 15, 1), (1, 15, 1), (12, 15, 1), ('?', 15, 1), (12, 15, 1), (1, 15, 1), (1, 15, 1), (1, 15, 1), (1, 15, 1), (1, 15, 1), (8, 15, 1)]"
"(1, 1, 44, 0)","[('?', 9, 8), ('?', 15, 8), ('?', 15, 12), ('?', 15, 12), ('?', 15, 12), ('?', 7, 8), ('?', 7, 8), ('?', 7, 4), ('?', 9, 8), ('?', 7, 4), ('?', 15, 4), ('?', 7, 8), ('?', 7, 8), ('?', 15, 12), ('?', 15, 12), ('?', 7, 4), ('?', 9, 4), ('?', 7, 8), ('?', 9, 4), ('?', 15, 4), ('?', 9, 4), ('?', 15, 12), ('?', 9, 8), ('?', 9, 4), ('?', 9, 4), ('?', 7, 4), ('?', 7, 4), ('?', 9, 8), ('?', 9, 8), ('?', 7, 8), ('?', 15, 8), ('?', 15, 4), ('?', 7, 4), ('?', 15, 8), ('?', 15, 12), ('?', 15, 12), ('?', 9, 8), (10, 7, 4), ('?', 15, 8), (10, 7, 4), ('?', 7, 4), ('?', 15, 12), ('?', 9, 4), ('?', 15, 4), ('?', 9, 8), ('?', 7, 4), ('?', 9, 4), ('?', 15, 8), (7, 7, 4), ('?', 15, 12), ('?', 9, 8), ('?', 9, 8), ('?', 15, 4), ('?', 15, 8), ('?', 7, 4), ('?', 9, 8)]"
"(1, 1, 45, 0)","[(14, 0, '?'), (11, 2, '?'), (11, 0, '?'), (11, 0, '?'), (3, 0, '?'), (11, 0, '?'), (14, 0, '?')]"
"(1, 1, 47, 0)","[(4, 9, 5)]"
"(1, 1, 50, 0)","[('?', 2, 8), ('?', 2, 8), ('?', 2, 4), ('?', 0, 8), ('?', 2, 8)]"
"(1, 3, 43, 0)","[(11, 8, 14), (3, 8, 13), (11, 8, 14), (3, 8, 14), (11, 8, 14), (3, 8, 14)]"
"(1, 3, 47, 0)","[('?', 8, 14), ('?', 10, 14)]"
"(1, 3, 48, 0)","[('?', 10, 14), ('?', 8, 5), ('?', 8, 13), ('?', 10, 14), ('?', 8, 14), ('?', 10, 13), ('?', 10, 14), ('?', 10, 13), ('?', 10, 13), ('?', 10, 14), ('?', 8, 5), ('?', 8, 15), ('?', 10, 15), ('?', 8, 14), ('?', 8, 13), ('?', 8, 14), ('?', 10, 14), ('?', 10, 13), ('?', 8, 14), ('?', 10, 14), ('?', 8, 13), ('?', 10, 13), ('?', 10, 14), ('?', 10, 13), ('?', 8, 5), ('?', 8, 14), ('?', 10, 13), ('?', 8, 13), ('?', 8, 14), ('?', 10, 13), ('?', 10, 13), ('?', 8, 14), ('?', 8, 13)]"
"(1, 5, 24, 0)","[(11, 5, 9), (11, 5, 9)]"
"(1, 7, 7, 0)","[(3, '?', 1), (3, '?', 1), (3, '?', 1), (3, '?', 1)]"
"(1, 9, 15, 0)","[(0, '?', '?')]"
"(1, 9, 47, 0)","[(10, '?', 14)]"
"(1, 12, 2, 0)","[(3, '?', 12), (11, '?', 12)]"
"(1, 12, 5, 0)","[(14, '?', 12), (3, '?', 12), (14, '?', 12), (14, 2, 8)]"
"(1, 12, 25, 0)","[(11, 10, 1), (3, 10, 1), (14, 8, 1), (3, 8, 1), (11, 8, 1), (14, 10, 1), (3, 8, 1), (14, 8, 1), (11, 10, 1), (14, 8, 1), (11, 8, 1), (11, 8, 1), (11, 8, 1), (3, 8, 1), (11, 10, 1), (11, 8, 1), (11, 8, 1), (14, 10, 1), (14, 8, 1), (11, 10, 1), (14, 8, 1), (3, 10, 1), (14, 10, 1)]"
"(1, 12, 37, 0)","[(14, 10, 4), (3, 8, 12), (11, 8, 8), (14, 10, 4), (14, 8, 4), (11, 8, 8), (3, 8, 8), (14, 8, 4), (3, 8, 8), (3, 8, 8), (14, 8, 12)]"
"(1, 12, 38, 0)","[(11, 10, '?'), (14, 10, '?'), (11, 10, '?'), (11, 8, '?'), (3, 8, '?'), (3, 8, '?'), (11, 8, '?'), (11, 10, '?'), (14, 10, '?'), (11, 8, '?'), (11, 8, '?'), (14, 10, '?'), (3, 8, '?'), (14, 10, '?'), (11, 8, '?'), (14, 10, '?'), (3, 8, '?'), (11, 8, '?'), (11, 10, '?'), (3, 8, '?'), (3, 8, '?'), (3, 8, '?'), (11, 10, '?'), (3, 8, '?'), (14, 10, '?'), (11, 10, '?'), (11, 8, '?'), (11, 10, '?'), (11, 8, '?'), (11, '?', '?'), (11, 10, '?'), (11, 8, '?')]"
"(1, 12, 40, 0)","[(11, 8, 1), (14, 8, 1), (14, 10, 1), (14, 8, 1), (3, 8, 1), (3, 8, 1)]"
"(1, 12, 43, 0)","[(14, 10, 5)]"
"(1, 12, 46, 0)","[(11, 10, 1), (11, 8, 1), (14, 10, 1), (3, 10, 1), (3, 8, 1), (3, 10, 1), (3, 10, 1), (14, 10, 1), (3, 10, 1), (3, 8, 1), (11, 10, 1), (14, 8, 1), (3, 10, 1), (3, 10, 1), (3, 8, 1)]"
"(1, 12, 51, 0)","[(11, 10, 4), (14, 10, 4), (3, 10, 8), (11, 10, 12), (11, 10, 12), (14, 8, 4), (11, 8, 12), (3, 10, 8), (14, 8, 12), (11, 10, 4), (14, 10, 4), (14, 10, 8), (11, 10, 4), (3, 10, 8), (11, 10, 8), (14, 10, 4), (11, 8, 4), (14, 10, 4), (3, 8, 12), (3, 8, 12), (3, 8, 8), (11, 10, 12), (11, 10, 12), (11, 8, 4), (14, 8, 4), (14, 10, 4), (14, 8, 4), (14, 8, 4), (11, 10, 12), (11, 8, 12), (11, 8, 8), (11, 8, 8), (11, 10, 4), (14, 10, 8), (14, 8, 12), (14, 10, 4), (11, 8, 8), (3, 8, 12), (11, 10, 8), (14, 8, 12), (14, 10, 8), (3, 10, 8), (11, 8, 4), (14, 10, 8), (11, 10, 8), (14, 10, 4), (11, 8, 4), (11, 10, 8), (11, 10, 8), (3, 10, 8), (14, 10, 4), (14, 8, 12), (11, 8, 8), (11, 10, 4), (11, 8, 12), (14, 10, 8), (11, 8, 4), (11, 8, 4), (11, 10, 8), (11, 10, 4), (11, 10, 4), (3, 8, 12), (3, 8, 8), (14, 8, 12), (11, 10, 8), (14, 8, 4), (11, 10, 8), (11, 10, 8), (11, 8, 8), (3, 8, 12), (11, 8, 12), (3, 10, 8), (3, 10, 8), (14, 10, 8), (11, 8, 12), (11, 8, 4), (11, 8, 12), (11, 8, 12), (11, 8, 4), (3, 8, 12), (11, 10, 4)]"
"(1, 15, 1, 0)","[('?', 10, '?'), ('?', 8, '?'), ('?', 10, '?'), ('?', 10, '?'), ('?', 8, '?'), ('?', 10, '?'), ('?', 10, '?'), ('?', 10, '?'), ('?', 10, '?'), ('?', 8, '?'), ('?', 8, '?'), ('?', 10, '?'), ('?', 8, '?')]"
"(1, 15, 15, 0)","[('?', 5, '?'), ('?', 5, '?'), (0, 10, 15), ('?', 5, '?')]"
"(1, 15, 18, 0)","[(11, 5, 15)]"
"(1, 15, 28, 0)","[('?', '?', 8)]"
"(1, 15, 34, 0)","[('?', 8, 15)]"
"(1, 15, 38, 0)","[(14, 10, '?')]"
"(1, 15, 41, 0)","[('?', 1, 4)]"
"(1, 15, 43, 0)","[(11, 8, 14), (3, 8, 14), (3, 8, 14), (3, 8, 14), (3, 8, 13), (3, 10, 14), (11, 8, 14), (3, 8, 14)]"
"(1, 15, 47, 0)","[('?', 8, 15), ('?', 8, 15), ('?', 10, 15), ('?', 8, 15), ('?', 8, 15), ('?', 10, 15), ('?', 10, 15), ('?', 10, 15), ('?', 10, 15), ('?', 8, 15), ('?', 8, 15), (0, '?', 15)]"
"(1, 15, 48, 0)","[('?', 8, 13)]"
"(1, 17, 15, 0)","[('?', 5, '?'), ('?', 5, '?')]"
"(1, 17, 24, 0)","[('?', 5, 4)]"
"(1, 17, 25, 0)","[(9, 1, 1), (9, 1, 1)]"
"(1, 17, 27, 0)","[(1, 1, 1), (1, 1, 1), ('?', 1, 1), ('?', 1, 1), ('?', 1, 1), (1, 1, 1), ('?', 1, 1), ('?', 1, 1)]"
"(1, 17, 28, 0)","[('?', 5, 8), ('?', 5, 4), (0, '?', 8)]"
"(1, 17, 41, 0)","[('?', 5, 4)]"
"(1, 17, 50, 0)","[('?', 1, 12), ('?', 5, 4), ('?', 5, 12), ('?', 5, 12), ('?', 5, 12), ('?', 1, 12), ('?', 5, 12), ('?', 1, 12), ('?', 1, 4), ('?', 1, 12), ('?', 1, 12), ('?', 1, 12), ('?', 1, 4), ('?', 5, 8), ('?', 5, 8), ('?', 5, 8), ('?', 5, 8), ('?', 5, 8), ('?', 1, 12), ('?', 1, 12), ('?', 1, 4), ('?', 5, 8), ('?', 5, 8), ('?', 5, 4)]"
