dataset,run,value,hierarchy_level,condition
"(3,8)",2,0.563684216395856,1,coarse
"(3,8)",2,0.46751718849181223,2,coarse
"(3,16)",2,0.9441090682120069,0,coarse
"(3,16)",2,0.5498584664994072,1,coarse
"(3,16)",2,0.40617312559320407,2,coarse
"(4,4)",2,1.0,0,coarse
"(4,4)",2,0.5977765774492747,1,coarse
"(4,4)",2,0.48311880842767085,2,coarse
"(4,4)",2,0.4810252902786405,3,coarse
"(4,8)",2,0.9901802755842638,0,coarse
"(4,8)",2,0.591775317201225,1,coarse
"(4,8)",2,0.4667182534281221,2,coarse
"(4,8)",2,0.4414837072537615,3,coarse
"(5,4)",2,0.9642569260802403,0,coarse
"(5,4)",2,0.6530062256771971,1,coarse
"(5,4)",2,0.6119583111240007,2,coarse
"(5,4)",2,0.6093083215652154,3,coarse
"(5,4)",2,0.6584198138077333,4,coarse
"(3,4)",3,1.0,0,coarse
"(3,4)",3,0.5795387816589115,1,coarse
"(3,4)",3,0.5495503120292584,2,coarse
"(3,8)",3,0.9953344262300505,0,coarse
"(3,8)",3,0.5926403246070545,1,coarse
"(3,8)",3,0.5002791123163693,2,coarse
"(3,16)",3,0.960825853604325,0,coarse
"(3,16)",3,0.5642274367077934,1,coarse
"(3,16)",3,0.3557585728598932,2,coarse
"(4,4)",3,0.9902685261193709,0,coarse
"(4,4)",3,0.6067428992743898,1,coarse
"(4,4)",3,0.47369009148914554,2,coarse
"(4,4)",3,0.4847823121500313,3,coarse
"(4,8)",3,0.9806457482902249,0,coarse
"(4,8)",3,0.5968990609222782,1,coarse
"(4,8)",3,0.4677653866026794,2,coarse
"(4,8)",3,0.46710786994088627,3,coarse
"(5,4)",3,0.9813155120575746,0,coarse
"(5,4)",3,0.6885389335111647,1,coarse
"(5,4)",3,0.6035868886369726,2,coarse
"(5,4)",3,0.5807692000339487,3,coarse
"(5,4)",3,0.6245471395639266,4,coarse
"(3,4)",4,0.9625538571626985,0,coarse
"(3,4)",4,0.6482241634951512,1,coarse
"(3,4)",4,0.6123003081521132,2,coarse
"(3,8)",4,0.9633724950350624,0,coarse
"(3,8)",4,0.5697628738330882,1,coarse
"(3,8)",4,0.42365386596386867,2,coarse
"(3,16)",4,0.8071820815538864,0,coarse
"(3,16)",4,0.5507426799964401,1,coarse
"(3,16)",4,0.4344710696210936,2,coarse
"(4,4)",4,1.0,0,coarse
"(4,4)",4,0.6023835406634165,1,coarse
"(4,4)",4,0.4885766133466608,2,coarse
"(4,4)",4,0.4707158888554114,3,coarse
"(4,8)",4,0.9661716761795272,0,coarse
"(4,8)",4,0.5980388653336509,1,coarse
"(4,8)",4,0.4556322298060542,2,coarse
"(4,8)",4,0.438793084196891,3,coarse
"(5,4)",4,0.9936820264307372,0,coarse
"(5,4)",4,0.6494792742881386,1,coarse
"(5,4)",4,0.5499393737757141,2,coarse
"(5,4)",4,0.5443484006746474,3,coarse
"(5,4)",4,0.5840165397186325,4,coarse
